"Analysis_Name","GeneSet_Name","Source","Ranked_Genes","GSEA_Terms","Positive_NES","Negative_NES","Single_Pathway_Plots","CSV_File","PDF_File","PNG_File"
"MVL_HUB098","C6","computed","12214","66","29","37","10","results/ngs/GSE310664/tables/MVL_HUB098/GSEA/C6/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/C6/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/C6/png/dotplot.png"
"MVL_TOR10","C6","computed","12702","80","58","22","10","results/ngs/GSE310664/tables/MVL_TOR10/GSEA/C6/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/C6/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/C6/png/dotplot.png"
"HMVL_ALL","IMMUNESIGDB","computed","12867","1777","549","1228","10","results/ngs/GSE310664/tables/HMVL_ALL/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_ALL/IMMUNESIGDB/png/dotplot.png"
"HMVL_CRC29","IMMUNESIGDB","computed","12604","1972","550","1422","10","results/ngs/GSE310664/tables/HMVL_CRC29/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_CRC29/IMMUNESIGDB/png/dotplot.png"
"HMVL_HUB098","IMMUNESIGDB","computed","12321","1815","836","979","10","results/ngs/GSE310664/tables/HMVL_HUB098/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_HUB098/IMMUNESIGDB/png/dotplot.png"
"HMVL_TOR10","IMMUNESIGDB","computed","12937","1623","635","988","10","results/ngs/GSE310664/tables/HMVL_TOR10/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HMVL_TOR10/IMMUNESIGDB/png/dotplot.png"
"HVL_ALL","IMMUNESIGDB","computed","12683","1817","738","1079","10","results/ngs/GSE310664/tables/HVL_ALL/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_ALL/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_ALL/IMMUNESIGDB/png/dotplot.png"
"HVL_CRC29","IMMUNESIGDB","computed","12508","1942","793","1149","10","results/ngs/GSE310664/tables/HVL_CRC29/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_CRC29/IMMUNESIGDB/png/dotplot.png"
"HVL_HUB098","IMMUNESIGDB","computed","12356","2150","1419","731","10","results/ngs/GSE310664/tables/HVL_HUB098/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_HUB098/IMMUNESIGDB/png/dotplot.png"
"HVL_TOR10","IMMUNESIGDB","computed","13165","1910","728","1182","10","results/ngs/GSE310664/tables/HVL_TOR10/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/HVL_TOR10/IMMUNESIGDB/png/dotplot.png"
"MVL_ALL","IMMUNESIGDB","computed","12385","1454","221","1233","10","results/ngs/GSE310664/tables/MVL_ALL/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_ALL/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_ALL/IMMUNESIGDB/png/dotplot.png"
"MVL_CRC29","IMMUNESIGDB","computed","12388","1710","573","1137","10","results/ngs/GSE310664/tables/MVL_CRC29/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_CRC29/IMMUNESIGDB/png/dotplot.png"
"MVL_HUB098","IMMUNESIGDB","computed","12214","1790","499","1291","10","results/ngs/GSE310664/tables/MVL_HUB098/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_HUB098/IMMUNESIGDB/png/dotplot.png"
"MVL_TOR10","IMMUNESIGDB","computed","12702","1391","486","905","10","results/ngs/GSE310664/tables/MVL_TOR10/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE310664/plots/GSEA/MVL_TOR10/IMMUNESIGDB/png/dotplot.png"
