"TF","HMVL_ALL","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"RELA","1.79129803290497436","1.79129803290497436","1.79129803290497436","Activated","79","viper","79","1.79129803290497436",NA,NA,"6","ENCODE--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=140); Literature--ChIP-seq(rank=145); Enrichr--Queries(rank=642); ARCHS4--Coexpression(rank=1152); GTEx--Coexpression(rank=1299)","1195","0.39829999999999999","ENCODE ChIP-seq,0.3983"
"MYBL2","-1.70711824405926338","-1.70711824405926338","1.70711824405926338","Repressed","80","viper","80","1.70711824405926338",NA,NA,"6","Enrichr--Queries(rank=2); Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=6); ENCODE--ChIP-seq(rank=10); GTEx--Coexpression(rank=12)","5","0.00142500000000000","Enrichr Queries,0.001425"
"SMAD3","1.70085452667324777","1.70085452667324777","1.70085452667324777","Activated","81","viper","81","1.70085452667324777",NA,NA,"5","Literature--ChIP-seq(rank=137); ReMap--ChIP-seq(rank=232); Enrichr--Queries(rank=825); GTEx--Coexpression(rank=1167); ARCHS4--Coexpression(rank=1521)","1477","0.58760000000000001","Enrichr Queries,0.5876"
"MAFK","1.70007470238214431","1.70007470238214431","1.70007470238214431","Activated","82","viper","82","1.70007470238214431",NA,NA,"5","ENCODE--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=132); GTEx--Coexpression(rank=714); Enrichr--Queries(rank=920); ARCHS4--Coexpression(rank=1210)","694","0.19489999999999999","ENCODE ChIP-seq,0.1949"
"E2F5","-1.69873523208604649","-1.69873523208604649","1.69873523208604649","Repressed","83","viper","83","1.69873523208604649",NA,NA,"4","ReMap--ChIP-seq(rank=2); Enrichr--Queries(rank=56); ARCHS4--Coexpression(rank=177); GTEx--Coexpression(rank=1162)","20","0.00673400000000000","ReMap ChIP-seq,0.006734"
"ESRRA","1.64694945247134683","1.64694945247134683","1.64694945247134683","Activated","84","viper","84","1.64694945247134683",NA,NA,"5","ENCODE--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=293); Enrichr--Queries(rank=686); ARCHS4--Coexpression(rank=1193); GTEx--Coexpression(rank=1432)","1353","0.48859999999999998","Enrichr Queries,0.4886"
"ATF7","1.62954888979796708","1.62954888979796708","1.62954888979796708","Activated","85","viper","85","1.62954888979796708",NA,NA,"4","ReMap--ChIP-seq(rank=244); GTEx--Coexpression(rank=1129); ARCHS4--Coexpression(rank=1226); Enrichr--Queries(rank=1366)","1559","0.70260000000000000","GTEx Coexpression,0.7026"
"FOXO4","1.62700893471111785","1.62700893471111785","1.62700893471111785","Activated","86","viper","86","1.62700893471111785",NA,NA,"3","Enrichr--Queries(rank=412); GTEx--Coexpression(rank=573); ARCHS4--Coexpression(rank=936)","977","0.29339999999999999","Enrichr Queries,0.2934"
"PRDM1","1.60889365924271144","1.60889365924271144","1.60889365924271144","Activated","87","viper","87","1.60889365924271144",NA,NA,"5","ENCODE--ChIP-seq(rank=79); ReMap--ChIP-seq(rank=120); Enrichr--Queries(rank=794); GTEx--Coexpression(rank=825); ARCHS4--Coexpression(rank=1517)","1207","0.40400000000000003","ReMap ChIP-seq,0.404"
"PPARA","1.60563878212013544","1.60563878212013544","1.60563878212013544","Activated","88","viper","88","1.60563878212013544",NA,NA,"3","GTEx--Coexpression(rank=664); ARCHS4--Coexpression(rank=921); Enrichr--Queries(rank=1213)","1222","0.41320000000000001","GTEx Coexpression,0.4132"
"FOXK2","-1.60027761249171463","-1.60027761249171463","1.60027761249171463","Repressed","89","viper","89","1.60027761249171463",NA,NA,"4","ReMap--ChIP-seq(rank=158); ARCHS4--Coexpression(rank=166); Enrichr--Queries(rank=229); GTEx--Coexpression(rank=1451)","372","0.10199999999999999","ARCHS4 Coexpression,0.102"
"EOMES","1.57266370041335901","1.57266370041335901","1.57266370041335901","Activated","90","viper","90","1.57266370041335901",NA,NA,"5","Literature--ChIP-seq(rank=65); ReMap--ChIP-seq(rank=258); Enrichr--Queries(rank=580); GTEx--Coexpression(rank=870); ARCHS4--Coexpression(rank=1361)","1189","0.39629999999999999","Literature ChIP-seq,0.3963"
"RUNX1","1.56877572724167158","1.56877572724167158","1.56877572724167158","Activated","91","viper","91","1.56877572724167158",NA,NA,"5","Literature--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=255); ARCHS4--Coexpression(rank=757); GTEx--Coexpression(rank=853); Enrichr--Queries(rank=1167)","1315","0.46500000000000002","ARCHS4 Coexpression,0.465"
"FOXP1","-1.56659738474028631","-1.56659738474028631","1.56659738474028631","Repressed","92","viper","92","1.56659738474028631",NA,NA,"5","ReMap--ChIP-seq(rank=11); Literature--ChIP-seq(rank=68); ARCHS4--Coexpression(rank=664); Enrichr--Queries(rank=1299); GTEx--Coexpression(rank=1371)","135","0.03704000000000000","ReMap ChIP-seq,0.03704"
"TGIF2","1.54559456885461666","1.54559456885461666","1.54559456885461666","Activated","93","viper","93","1.54559456885461666",NA,NA,"4","ARCHS4--Coexpression(rank=16); ReMap--ChIP-seq(rank=25); Enrichr--Queries(rank=38); GTEx--Coexpression(rank=117)","30","0.00982800000000000","ARCHS4 Coexpression,0.009828"
"ASCL1","1.51537384110641415","1.51537384110641415","1.51537384110641415","Activated","94","viper","94","1.51537384110641415",NA,NA,"4","ReMap--ChIP-seq(rank=210); Enrichr--Queries(rank=314); ARCHS4--Coexpression(rank=1022); GTEx--Coexpression(rank=1088)","783","0.22359999999999999","Enrichr Queries,0.2236"
"TCF3","-1.51003452981655961","-1.51003452981655961","1.51003452981655961","Repressed","95","viper","95","1.51003452981655961",NA,NA,"6","GTEx--Coexpression(rank=28); Literature--ChIP-seq(rank=62); ENCODE--ChIP-seq(rank=73); Enrichr--Queries(rank=80); ARCHS4--Coexpression(rank=85); ReMap--ChIP-seq(rank=117)","58","0.01742000000000000","GTEx Coexpression,0.01742"
"PBX2","1.50879656340624835","1.50879656340624835","1.50879656340624835","Activated","96","viper","96","1.50879656340624835",NA,NA,"4","ReMap--ChIP-seq(rank=267); GTEx--Coexpression(rank=611); Enrichr--Queries(rank=641); ARCHS4--Coexpression(rank=1309)","1153","0.38019999999999998","GTEx Coexpression,0.3802"
"FOXO3","1.50703258065013634","1.50703258065013634","1.50703258065013634","Activated","97","viper","97","1.50703258065013634",NA,NA,"4","Literature--ChIP-seq(rank=21); GTEx--Coexpression(rank=876); Enrichr--Queries(rank=898); ARCHS4--Coexpression(rank=1322)","461","0.12800000000000000","Literature ChIP-seq,0.128"
"IRF1","1.50319060552099959","1.50319060552099959","1.50319060552099959","Activated","98","viper","98","1.50319060552099959",NA,NA,"6","ENCODE--ChIP-seq(rank=22); Literature--ChIP-seq(rank=146); ReMap--ChIP-seq(rank=182); GTEx--Coexpression(rank=849); Enrichr--Queries(rank=1053); ARCHS4--Coexpression(rank=1314)","667","0.18640000000000001","ENCODE ChIP-seq,0.1864"
"ATF2","1.48352564494053785","1.48352564494053785","1.48352564494053785","Activated","99","viper","99","1.48352564494053785",NA,NA,"5","ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=231); Enrichr--Queries(rank=474); ARCHS4--Coexpression(rank=1191); GTEx--Coexpression(rank=1377)","986","0.29659999999999992","ENCODE ChIP-seq,0.2966"
"TCF4","1.47253240146695319","1.47253240146695319","1.47253240146695319","Activated","100","viper","100","1.47253240146695319",NA,NA,"5","Literature--ChIP-seq(rank=111); ReMap--ChIP-seq(rank=113); ARCHS4--Coexpression(rank=899); Enrichr--Queries(rank=1231); GTEx--Coexpression(rank=1504)","1154","0.38050000000000000","ReMap ChIP-seq,0.3805"
"ESR2","1.46762823448813751","1.46762823448813751","1.46762823448813751","Activated","101","viper","101","1.46762823448813751",NA,NA,"5","ReMap--ChIP-seq(rank=48); Literature--ChIP-seq(rank=140); ARCHS4--Coexpression(rank=416); Enrichr--Queries(rank=423); GTEx--Coexpression(rank=983)","579","0.16159999999999999","ReMap ChIP-seq,0.1616"
"ATF6","-1.46204269353493577","-1.46204269353493577","1.46204269353493577","Repressed","102","viper","102","1.46204269353493577",NA,NA,"3","ARCHS4--Coexpression(rank=749); GTEx--Coexpression(rank=768); Enrichr--Queries(rank=1394)","1303","0.46010000000000001","ARCHS4 Coexpression,0.4601"
"IRF4","1.45554456392035392","1.45554456392035392","1.45554456392035392","Activated","103","viper","103","1.45554456392035392",NA,NA,"5","ReMap--ChIP-seq(rank=33); GTEx--Coexpression(rank=43); ENCODE--ChIP-seq(rank=108); Enrichr--Queries(rank=986); ARCHS4--Coexpression(rank=1351)","96","0.02676000000000000","GTEx Coexpression,0.02676"
"KLF13","1.45222213215600515","1.45222213215600515","1.45222213215600515","Activated","104","viper","104","1.45222213215600515",NA,NA,"4","ReMap--ChIP-seq(rank=257); ARCHS4--Coexpression(rank=641); GTEx--Coexpression(rank=836); Enrichr--Queries(rank=1339)","1184","0.39369999999999999","ARCHS4 Coexpression,0.3937"
"NR1H3","1.44813631171761803","1.44813631171761803","1.44813631171761803","Activated","105","viper","105","1.44813631171761803",NA,NA,"5","Literature--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=227); GTEx--Coexpression(rank=385); ARCHS4--Coexpression(rank=1307); Enrichr--Queries(rank=1363)","443","0.12200000000000000","Literature ChIP-seq,0.122"
"TFAP4","1.44236331579966692","1.44236331579966692","1.44236331579966692","Activated","106","viper","106","1.44236331579966692",NA,NA,"4","Enrichr--Queries(rank=51); ReMap--ChIP-seq(rank=161); GTEx--Coexpression(rank=284); ARCHS4--Coexpression(rank=464)","131","0.03632000000000000","Enrichr Queries,0.03632"
"ONECUT1","1.41989113924041965","1.41989113924041965","1.41989113924041965","Activated","107","viper","107","1.41989113924041965",NA,NA,"4","ReMap--ChIP-seq(rank=233); GTEx--Coexpression(rank=513); Enrichr--Queries(rank=745); ARCHS4--Coexpression(rank=1025)","1033","0.31919999999999998","GTEx Coexpression,0.3192"
"IRF3","-1.41885359392586818","-1.41885359392586818","1.41885359392586818","Repressed","108","viper","108","1.41885359392586818",NA,NA,"5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=4); GTEx--Coexpression(rank=218); Enrichr--Queries(rank=448); ARCHS4--Coexpression(rank=694)","44","0.01347000000000000","ReMap ChIP-seq,0.01347"
"NFE2L1","1.38018121239083569","1.38018121239083569","1.38018121239083569","Activated","109","viper","109","1.38018121239083569",NA,NA,"4","ReMap--ChIP-seq(rank=199); Enrichr--Queries(rank=846); GTEx--Coexpression(rank=1486); ARCHS4--Coexpression(rank=1570)","1488","0.60260000000000002","Enrichr Queries,0.6026"
"SREBF2","-1.37097126702910366","-1.37097126702910366","1.37097126702910366","Repressed","110","viper","110","1.37097126702910366",NA,NA,"6","ReMap--ChIP-seq(rank=39); ENCODE--ChIP-seq(rank=82); Literature--ChIP-seq(rank=99); Enrichr--Queries(rank=462); ARCHS4--Coexpression(rank=595); GTEx--Coexpression(rank=1200)","474","0.13130000000000000","ReMap ChIP-seq,0.1313"
"ETS2","-1.36411580334029736","-1.36411580334029736","1.36411580334029736","Repressed","111","viper","111","1.36411580334029736",NA,NA,"4","Literature--ChIP-seq(rank=116); GTEx--Coexpression(rank=313); Enrichr--Queries(rank=1221); ARCHS4--Coexpression(rank=1515)","693","0.19480000000000000","GTEx Coexpression,0.1948"
"ZNF740","-1.33768565690540231","-1.33768565690540231","1.33768565690540231","Repressed","112","viper","112","1.33768565690540231",NA,NA,"4","ReMap--ChIP-seq(rank=272); ARCHS4--Coexpression(rank=350); Enrichr--Queries(rank=454); GTEx--Coexpression(rank=1029)","755","0.21500000000000000","ARCHS4 Coexpression,0.215"
"KLF9","1.31920651901425146","1.31920651901425146","1.31920651901425146","Activated","113","viper","113","1.31920651901425146",NA,NA,"4","ReMap--ChIP-seq(rank=40); GTEx--Coexpression(rank=519); ARCHS4--Coexpression(rank=1094); Enrichr--Queries(rank=1264)","486","0.13469999999999999","ReMap ChIP-seq,0.1347"
"MYOD1","1.31811204436578233","1.31811204436578233","1.31811204436578233","Activated","114","viper","114","1.31811204436578233",NA,NA,"5","ENCODE--ChIP-seq(rank=100); ReMap--ChIP-seq(rank=246); Enrichr--Queries(rank=737); ARCHS4--Coexpression(rank=973); GTEx--Coexpression(rank=1138)","1403","0.52490000000000003","Enrichr Queries,0.5249"
"KLF1","1.28811955916597332","1.28811955916597332","1.28811955916597332","Activated","115","viper","115","1.28811955916597332",NA,NA,"5","Literature--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=59); Enrichr--Queries(rank=111); ARCHS4--Coexpression(rank=160); GTEx--Coexpression(rank=1298)","295","0.07906000000000001","Enrichr Queries,0.07906"
"SOX13","1.27262057495749570","1.27262057495749570","1.27262057495749570","Activated","116","viper","116","1.27262057495749570",NA,NA,"4","ReMap--ChIP-seq(rank=130); GTEx--Coexpression(rank=641); ARCHS4--Coexpression(rank=1001); Enrichr--Queries(rank=1259)","1197","0.39889999999999998","GTEx Coexpression,0.3989"
"VDR","1.25838848655837543","1.25838848655837543","1.25838848655837543","Activated","117","viper","117","1.25838848655837543",NA,NA,"5","Literature--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=27); Enrichr--Queries(rank=443); ARCHS4--Coexpression(rank=783); GTEx--Coexpression(rank=864)","337","0.09091000000000000","ReMap ChIP-seq,0.09091"
"BCL11A","1.24682117305733975","1.24682117305733975","1.24682117305733975","Activated","118","viper","118","1.24682117305733975",NA,NA,"5","ENCODE--ChIP-seq(rank=113); ReMap--ChIP-seq(rank=188); Enrichr--Queries(rank=289); ARCHS4--Coexpression(rank=340); GTEx--Coexpression(rank=492)","730","0.20580000000000001","Enrichr Queries,0.2058"
"ARID3A","1.24297394668142669","1.24297394668142669","1.24297394668142669","Activated","119","viper","119","1.24297394668142669",NA,NA,"5","ENCODE--ChIP-seq(rank=68); ReMap--ChIP-seq(rank=189); GTEx--Coexpression(rank=312); Enrichr--Queries(rank=621); ARCHS4--Coexpression(rank=1021)","690","0.19420000000000001","GTEx Coexpression,0.1942"
"JUN","1.23072534634074171","1.23072534634074171","1.23072534634074171","Activated","120","viper","120","1.23072534634074171",NA,NA,"6","Literature--ChIP-seq(rank=29); ENCODE--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=285); ARCHS4--Coexpression(rank=443); GTEx--Coexpression(rank=1003); Enrichr--Queries(rank=1196)","634","0.17680000000000001","Literature ChIP-seq,0.1768"
"MYB","-1.22164336667701900","-1.22164336667701900","1.22164336667701900","Repressed","121","viper","121","1.22164336667701900",NA,NA,"6","Enrichr--Queries(rank=21); ENCODE--ChIP-seq(rank=29); Literature--ChIP-seq(rank=92); GTEx--Coexpression(rank=97); ARCHS4--Coexpression(rank=152); ReMap--ChIP-seq(rank=164)","50","0.01496000000000000","Enrichr Queries,0.01496"
"SP1","-1.18235376272082537","-1.18235376272082537","1.18235376272082537","Repressed","122","viper","122","1.18235376272082537",NA,NA,"5","ENCODE--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=104); Enrichr--Queries(rank=257); ARCHS4--Coexpression(rank=772); GTEx--Coexpression(rank=1239)","254","0.06780000000000000","ENCODE ChIP-seq,0.0678"
"RFX5","1.17803370217223491","1.17803370217223491","1.17803370217223491","Activated","123","viper","123","1.17803370217223491",NA,NA,"5","ENCODE--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=34); GTEx--Coexpression(rank=116); Enrichr--Queries(rank=136); ARCHS4--Coexpression(rank=389)","270","0.07217999999999999","GTEx Coexpression,0.07218"
"AR","1.17320462690135785","1.17320462690135785","1.17320462690135785","Activated","124","viper","124","1.17320462690135785",NA,NA,"5","Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=180); GTEx--Coexpression(rank=574); Enrichr--Queries(rank=741); ARCHS4--Coexpression(rank=1114)","87","0.02439000000000000","Literature ChIP-seq,0.02439"
"ELK4","-1.16105958454726688","-1.16105958454726688","1.16105958454726688","Repressed","125","viper","125","1.16105958454726688",NA,NA,"5","ReMap--ChIP-seq(rank=28); ENCODE--ChIP-seq(rank=37); GTEx--Coexpression(rank=906); ARCHS4--Coexpression(rank=1194); Enrichr--Queries(rank=1317)","349","0.09428000000000000","ReMap ChIP-seq,0.09428"
"ELF5","1.15132888030349023","1.15132888030349023","1.15132888030349023","Activated","126","viper","126","1.15132888030349023",NA,NA,"5","Literature--ChIP-seq(rank=83); ReMap--ChIP-seq(rank=197); ARCHS4--Coexpression(rank=304); Enrichr--Queries(rank=803); GTEx--Coexpression(rank=1439)","670","0.18670000000000000","ARCHS4 Coexpression,0.1867"
"STAT5B","1.11020110832455754","1.11020110832455754","1.11020110832455754","Activated","127","viper","127","1.11020110832455754",NA,NA,"4","ReMap--ChIP-seq(rank=195); Enrichr--Queries(rank=671); ARCHS4--Coexpression(rank=949); GTEx--Coexpression(rank=1291)","1336","0.47789999999999999","Enrichr Queries,0.4779"
"POU2F1","1.10680505021767983","1.10680505021767983","1.10680505021767983","Activated","128","viper","128","1.10680505021767983",NA,NA,"4","ReMap--ChIP-seq(rank=185); Enrichr--Queries(rank=475); GTEx--Coexpression(rank=783); ARCHS4--Coexpression(rank=1066)","1071","0.33829999999999999","Enrichr Queries,0.3383"
"CREB1","-1.09304472108512152","-1.09304472108512152","1.09304472108512152","Repressed","129","viper","129","1.09304472108512152",NA,NA,"6","Literature--ChIP-seq(rank=10); ENCODE--ChIP-seq(rank=12); ReMap--ChIP-seq(rank=65); GTEx--Coexpression(rank=145); Enrichr--Queries(rank=341); ARCHS4--Coexpression(rank=1591)","228","0.06098000000000000","Literature ChIP-seq,0.06098"
"GFI1B","1.09184401394442943","1.09184401394442943","1.09184401394442943","Activated","130","viper","130","1.09184401394442943",NA,NA,"5","ReMap--ChIP-seq(rank=80); Literature--ChIP-seq(rank=86); Enrichr--Queries(rank=102); ARCHS4--Coexpression(rank=845); GTEx--Coexpression(rank=1215)","271","0.07265000000000001","Enrichr Queries,0.07265"
"REST","-1.08654706001957790","-1.08654706001957790","1.08654706001957790","Repressed","131","viper","131","1.08654706001957790",NA,NA,"6","ENCODE--ChIP-seq(rank=65); Literature--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=137); ARCHS4--Coexpression(rank=168); Enrichr--Queries(rank=413); GTEx--Coexpression(rank=872)","377","0.10320000000000000","ARCHS4 Coexpression,0.1032"
"GATA6","1.06823445649983451","1.06823445649983451","1.06823445649983451","Activated","132","viper","132","1.06823445649983451",NA,NA,"5","Literature--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=261); GTEx--Coexpression(rank=546); Enrichr--Queries(rank=1226); ARCHS4--Coexpression(rank=1473)","1073","0.33979999999999999","GTEx Coexpression,0.3398"
"NRF1","-1.06118986876006938","-1.06118986876006938","1.06118986876006938","Repressed","133","viper","133","1.06118986876006938",NA,NA,"5","ENCODE--ChIP-seq(rank=51); ReMap--ChIP-seq(rank=63); Enrichr--Queries(rank=88); ARCHS4--Coexpression(rank=249); GTEx--Coexpression(rank=1335)","235","0.06268000000000000","Enrichr Queries,0.06268"
"SOX11","1.02142858741602693","1.02142858741602693","1.02142858741602693","Activated","134","viper","134","1.02142858741602693",NA,NA,"5","ReMap--ChIP-seq(rank=18); Literature--ChIP-seq(rank=81); Enrichr--Queries(rank=130); ARCHS4--Coexpression(rank=1161); GTEx--Coexpression(rank=1601)","226","0.06061000000000000","ReMap ChIP-seq,0.06061"
"RXRA","1.01566046842773061","1.01566046842773061","1.01566046842773061","Activated","135","viper","135","1.01566046842773061",NA,NA,"6","Literature--ChIP-seq(rank=48); ENCODE--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=156); GTEx--Coexpression(rank=223); ARCHS4--Coexpression(rank=1263); Enrichr--Queries(rank=1361)","500","0.13880000000000001","GTEx Coexpression,0.1388"
"AHR","1.00917922871349286","1.00917922871349286","1.00917922871349286","Activated","136","viper","136","1.00917922871349286",NA,NA,"5","Literature--ChIP-seq(rank=152); ReMap--ChIP-seq(rank=186); Enrichr--Queries(rank=865); GTEx--Coexpression(rank=903); ARCHS4--Coexpression(rank=1465)","1447","0.56189999999999996","GTEx Coexpression,0.5619"
"ERG","0.97505771713109013","0.97505771713109013","0.97505771713109013","Activated","137","viper","137","0.97505771713109013",NA,NA,"5","Literature--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=159); GTEx--Coexpression(rank=984); Enrichr--Queries(rank=1054); ARCHS4--Coexpression(rank=1596)","1300","0.45729999999999998","Literature ChIP-seq,0.4573"
"TBX21","0.97045889503415250","0.97045889503415250","0.97045889503415250","Activated","138","viper","138","0.97045889503415250",NA,NA,"4","ReMap--ChIP-seq(rank=101); GTEx--Coexpression(rank=863); Enrichr--Queries(rank=1002); ARCHS4--Coexpression(rank=1217)","1074","0.34010000000000001","ReMap ChIP-seq,0.3401"
"FOXL2","0.96614861889017922","0.96614861889017922","0.96614861889017922","Activated","139","viper","139","0.96614861889017922",NA,NA,"3","ARCHS4--Coexpression(rank=183); Enrichr--Queries(rank=700); GTEx--Coexpression(rank=1027)","410","0.11240000000000000","ARCHS4 Coexpression,0.1124"
"ZEB2","-0.95355302154892796","-0.95355302154892796","0.95355302154892796","Repressed","140","viper","140","0.95355302154892796",NA,NA,"4","ReMap--ChIP-seq(rank=275); GTEx--Coexpression(rank=1040); Enrichr--Queries(rank=1141); ARCHS4--Coexpression(rank=1446)","1524","0.64720000000000000","GTEx Coexpression,0.6472"
"NEUROD1","0.93691675500251359","0.93691675500251359","0.93691675500251359","Activated","141","viper","141","0.93691675500251359",NA,NA,"4","ReMap--ChIP-seq(rank=193); Enrichr--Queries(rank=545); GTEx--Coexpression(rank=777); ARCHS4--Coexpression(rank=1373)","1173","0.38819999999999999","Enrichr Queries,0.3882"
"MITF","0.93195755117458323","0.93195755117458323","0.93195755117458323","Activated","142","viper","142","0.93195755117458323",NA,NA,"5","Literature--ChIP-seq(rank=136); ReMap--ChIP-seq(rank=208); Enrichr--Queries(rank=1106); GTEx--Coexpression(rank=1400); ARCHS4--Coexpression(rank=1524)","1556","0.70030000000000003","ReMap ChIP-seq,0.7003"
"ZKSCAN1","0.91890338092574742","0.91890338092574742","0.91890338092574742","Activated","143","viper","143","0.91890338092574742",NA,NA,"5","ENCODE--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=135); ARCHS4--Coexpression(rank=374); GTEx--Coexpression(rank=867); Enrichr--Queries(rank=1331)","802","0.22969999999999999","ARCHS4 Coexpression,0.2297"
"CEBPB","0.89546247368389187","0.89546247368389187","0.89546247368389187","Activated","144","viper","144","0.89546247368389187",NA,NA,"6","Literature--ChIP-seq(rank=27); ENCODE--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=247); Enrichr--Queries(rank=767); GTEx--Coexpression(rank=1311); ARCHS4--Coexpression(rank=1380)","590","0.16460000000000000","Literature ChIP-seq,0.1646"
"NFATC1","0.89295771455821171","0.89295771455821171","0.89295771455821171","Activated","145","viper","145","0.89295771455821171",NA,NA,"5","ENCODE--ChIP-seq(rank=104); ReMap--ChIP-seq(rank=253); GTEx--Coexpression(rank=762); Enrichr--Queries(rank=821); ARCHS4--Coexpression(rank=1069)","1333","0.47420000000000001","GTEx Coexpression,0.4742"
"MEF2B","0.88693124235103749","0.88693124235103749","0.88693124235103749","Activated","146","viper","146","0.88693124235103749",NA,NA,"4","Enrichr--Queries(rank=122); GTEx--Coexpression(rank=141); ReMap--ChIP-seq(rank=235); ARCHS4--Coexpression(rank=365)","326","0.08689000000000000","Enrichr Queries,0.08689"
"HINFP","-0.88273190127648116","-0.88273190127648116","0.88273190127648116","Repressed","147","viper","147","0.88273190127648116",NA,NA,"3","ReMap--ChIP-seq(rank=114); GTEx--Coexpression(rank=661); ARCHS4--Coexpression(rank=716)","1162","0.38379999999999997","ReMap ChIP-seq,0.3838"
"PAX8","-0.87952965062411070","-0.87952965062411070","0.87952965062411070","Repressed","148","viper","148","0.87952965062411070",NA,NA,"4","ReMap--ChIP-seq(rank=228); GTEx--Coexpression(rank=303); Enrichr--Queries(rank=956); ARCHS4--Coexpression(rank=1174)","673","0.18859999999999999","GTEx Coexpression,0.1886"
"KLF5","0.85632521241881243","0.85632521241881243","0.85632521241881243","Activated","149","viper","149","0.85632521241881243",NA,NA,"5","ReMap--ChIP-seq(rank=134); Literature--ChIP-seq(rank=151); Enrichr--Queries(rank=212); GTEx--Coexpression(rank=501); ARCHS4--Coexpression(rank=1246)","539","0.15100000000000000","Enrichr Queries,0.151"
"NFIC","-0.85126484299549265","-0.85126484299549265","0.85126484299549265","Repressed","150","viper","150","0.85126484299549265",NA,NA,"5","ENCODE--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=170); ARCHS4--Coexpression(rank=1099); Enrichr--Queries(rank=1153); GTEx--Coexpression(rank=1469)","577","0.16100000000000000","ENCODE ChIP-seq,0.161"
"SOX6","0.84214659772289779","0.84214659772289779","0.84214659772289779","Activated","151","viper","151","0.84214659772289779",NA,NA,"4","ReMap--ChIP-seq(rank=146); Enrichr--Queries(rank=896); GTEx--Coexpression(rank=1030); ARCHS4--Coexpression(rank=1207)","1357","0.49159999999999998","ReMap ChIP-seq,0.4916"
"FOXJ2","0.82857805289503428","0.82857805289503428","0.82857805289503428","Activated","152","viper","152","0.82857805289503428",NA,NA,"4","ReMap--ChIP-seq(rank=68); GTEx--Coexpression(rank=314); ARCHS4--Coexpression(rank=500); Enrichr--Queries(rank=969)","699","0.19539999999999999","GTEx Coexpression,0.1954"
"ATF1","-0.82851639043104341","-0.82851639043104341","0.82851639043104341","Repressed","153","viper","153","0.82851639043104341",NA,NA,"5","ReMap--ChIP-seq(rank=42); ENCODE--ChIP-seq(rank=57); ARCHS4--Coexpression(rank=108); Enrichr--Queries(rank=112); GTEx--Coexpression(rank=1423)","249","0.06634000000000000","ARCHS4 Coexpression,0.06634"
"BHLHE40","-0.82718887084850301","-0.82718887084850301","0.82718887084850301","Repressed","154","viper","154","0.82718887084850301",NA,NA,"4","ENCODE--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=143); ARCHS4--Coexpression(rank=1027); GTEx--Coexpression(rank=1341)","1338","0.48149999999999998","ReMap ChIP-seq,0.4815"
"TP63","0.82631236826157828","0.82631236826157828","0.82631236826157828","Activated","155","viper","155","0.82631236826157828",NA,NA,"5","Literature--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=155); Enrichr--Queries(rank=241); GTEx--Coexpression(rank=282); ARCHS4--Coexpression(rank=803)","615","0.17169999999999999","Enrichr Queries,0.1717"
"SMAD4","0.82544041119676803","0.82544041119676803","0.82544041119676803","Activated","156","viper","156","0.82544041119676803",NA,NA,"5","Literature--ChIP-seq(rank=131); ReMap--ChIP-seq(rank=236); Enrichr--Queries(rank=665); GTEx--Coexpression(rank=900); ARCHS4--Coexpression(rank=1243)","1332","0.47360000000000002","Enrichr Queries,0.4736"
"CREB3L1","-0.80834892336047437","-0.80834892336047437","0.80834892336047437","Repressed","157","viper","157","0.80834892336047437",NA,NA,"4","ReMap--ChIP-seq(rank=121); ARCHS4--Coexpression(rank=1087); Enrichr--Queries(rank=1115); GTEx--Coexpression(rank=1449)","1215","0.40739999999999998","ReMap ChIP-seq,0.4074"
"NR1H2","0.79435901745556181","0.79435901745556181","0.79435901745556181","Activated","158","viper","158","0.79435901745556181",NA,NA,"4","ReMap--ChIP-seq(rank=168); GTEx--Coexpression(rank=703); ARCHS4--Coexpression(rank=875); Enrichr--Queries(rank=1357)","1266","0.43750000000000000","GTEx Coexpression,0.4375"
