"TF","HMVL_HUB098","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ELF3","0.170444085199446843","0.170444085199446843","0.170444085199446843","Activated","234","viper","234","0.170444085199446843",NA,NA,"4","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=36); ARCHS4--Coexpression(rank=39); Enrichr--Queries(rank=159)","15","0.003367000000000000","ReMap ChIP-seq,0.003367"
"NR5A2","-0.167243835927518819","-0.167243835927518819","0.167243835927518819","Repressed","235","viper","235","0.167243835927518819",NA,NA,"4","Enrichr--Queries(rank=47); ReMap--ChIP-seq(rank=182); ARCHS4--Coexpression(rank=292); GTEx--Coexpression(rank=787)","143","0.033480000000000003","Enrichr Queries,0.03348"
"PROX1","0.163968098175401311","0.163968098175401311","0.163968098175401311","Activated","236","viper","236","0.163968098175401311",NA,NA,"4","ReMap--ChIP-seq(rank=8); Enrichr--Queries(rank=94); ARCHS4--Coexpression(rank=585); GTEx--Coexpression(rank=912)","116","0.026939999999999999","ReMap ChIP-seq,0.02694"
"SMAD1","0.144646173793904265","0.144646173793904265","0.144646173793904265","Activated","237","viper","237","0.144646173793904265",NA,NA,"5","Literature--ChIP-seq(rank=39); ReMap--ChIP-seq(rank=86); ARCHS4--Coexpression(rank=356); Enrichr--Queries(rank=508); GTEx--Coexpression(rank=1207)","692","0.218700000000000006","ARCHS4 Coexpression,0.2187"
"NR2F6","0.143320120686513425","0.143320120686513425","0.143320120686513425","Activated","238","viper","238","0.143320120686513425",NA,NA,"4","ReMap--ChIP-seq(rank=110); GTEx--Coexpression(rank=506); ARCHS4--Coexpression(rank=620); Enrichr--Queries(rank=795)","924","0.314900000000000013","GTEx Coexpression,0.3149"
"ATF6","0.134622903007768135","0.134622903007768135","0.134622903007768135","Activated","239","viper","239","0.134622903007768135",NA,NA,"3","Enrichr--Queries(rank=1167); ARCHS4--Coexpression(rank=1317); GTEx--Coexpression(rank=1324)","1574","0.809000000000000052","ARCHS4 Coexpression,0.809"
"JUN","-0.119175673354682529","-0.119175673354682529","0.119175673354682529","Repressed","240","viper","240","0.119175673354682529",NA,NA,"6","ENCODE--ChIP-seq(rank=9); Literature--ChIP-seq(rank=45); GTEx--Coexpression(rank=56); ReMap--ChIP-seq(rank=73); ARCHS4--Coexpression(rank=200); Enrichr--Queries(rank=219)","148","0.034849999999999999","GTEx Coexpression,0.03485"
"ELF5","-0.115756435851002884","-0.115756435851002884","0.115756435851002884","Repressed","241","viper","241","0.115756435851002884",NA,NA,"5","Literature--ChIP-seq(rank=135); ARCHS4--Coexpression(rank=265); ReMap--ChIP-seq(rank=276); GTEx--Coexpression(rank=353); Enrichr--Queries(rank=458)","555","0.162800000000000000","ARCHS4 Coexpression,0.1628"
"POU2F1","-0.113897896237443744","-0.113897896237443744","0.113897896237443744","Repressed","242","viper","242","0.113897896237443744",NA,NA,"4","ReMap--ChIP-seq(rank=286); GTEx--Coexpression(rank=490); ARCHS4--Coexpression(rank=771); Enrichr--Queries(rank=974)","903","0.304900000000000004","GTEx Coexpression,0.3049"
"GATA4","0.107324940874940794","0.107324940874940794","0.107324940874940794","Activated","243","viper","243","0.107324940874940794",NA,NA,"5","Literature--ChIP-seq(rank=70); ARCHS4--Coexpression(rank=75); ReMap--ChIP-seq(rank=82); Enrichr--Queries(rank=448); GTEx--Coexpression(rank=865)","193","0.046070000000000000","ARCHS4 Coexpression,0.04607"
"GLI2","-0.099951246658158660","-0.099951246658158660","0.099951246658158660","Repressed","244","viper","244","0.099951246658158660",NA,NA,"3","GTEx--Coexpression(rank=137); ARCHS4--Coexpression(rank=168); Enrichr--Queries(rank=439)","328","0.085250000000000006","GTEx Coexpression,0.08525"
"FOSL1","-0.092818690293670125","-0.092818690293670125","0.092818690293670125","Repressed","245","viper","245","0.092818690293670125",NA,NA,"5","ARCHS4--Coexpression(rank=5); ENCODE--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=22); Enrichr--Queries(rank=132); GTEx--Coexpression(rank=240)","13","0.003071000000000000","ARCHS4 Coexpression,0.003071"
"RXRA","-0.088544769993121178","-0.088544769993121178","0.088544769993121178","Repressed","246","viper","246","0.088544769993121178",NA,NA,"6","ENCODE--ChIP-seq(rank=26); Literature--ChIP-seq(rank=117); ReMap--ChIP-seq(rank=141); GTEx--Coexpression(rank=297); Enrichr--Queries(rank=896); ARCHS4--Coexpression(rank=1314)","612","0.184799999999999992","GTEx Coexpression,0.1848"
"ETS1","-0.085461120881117708","-0.085461120881117708","0.085461120881117708","Repressed","247","viper","247","0.085461120881117708",NA,NA,"6","ReMap--ChIP-seq(rank=36); ENCODE--ChIP-seq(rank=51); Enrichr--Queries(rank=130); Literature--ChIP-seq(rank=159); GTEx--Coexpression(rank=294); ARCHS4--Coexpression(rank=383)","345","0.092590000000000006","Enrichr Queries,0.09259"
"IKZF1","0.080276201184019666","0.080276201184019666","0.080276201184019666","Activated","248","viper","248","0.080276201184019666",NA,NA,"6","ENCODE--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=53); Literature--ChIP-seq(rank=115); ARCHS4--Coexpression(rank=451); GTEx--Coexpression(rank=913); Enrichr--Queries(rank=1299)","598","0.178499999999999992","ReMap ChIP-seq,0.1785"
"ETV4","-0.080125703875079946","-0.080125703875079946","0.080125703875079946","Repressed","249","viper","249","0.080125703875079946",NA,NA,"4","ReMap--ChIP-seq(rank=121); Enrichr--Queries(rank=316); ARCHS4--Coexpression(rank=851); GTEx--Coexpression(rank=1160)","710","0.225099999999999995","Enrichr Queries,0.2251"
"CEBPA","0.075585525315441812","0.075585525315441812","0.075585525315441812","Activated","250","viper","250","0.075585525315441812",NA,NA,"5","Literature--ChIP-seq(rank=89); GTEx--Coexpression(rank=198); ReMap--ChIP-seq(rank=227); ARCHS4--Coexpression(rank=698); Enrichr--Queries(rank=741)","441","0.123200000000000004","GTEx Coexpression,0.1232"
"MYCN","0.063243536409863368","0.063243536409863368","0.063243536409863368","Activated","251","viper","251","0.063243536409863368",NA,NA,"5","ReMap--ChIP-seq(rank=27); Literature--ChIP-seq(rank=132); Enrichr--Queries(rank=176); GTEx--Coexpression(rank=316); ARCHS4--Coexpression(rank=1051)","341","0.090910000000000005","ReMap ChIP-seq,0.09091"
"STAT5B","-0.062328020507704210","-0.062328020507704210","0.062328020507704210","Repressed","252","viper","252","0.062328020507704210",NA,NA,"4","ReMap--ChIP-seq(rank=248); Enrichr--Queries(rank=978); ARCHS4--Coexpression(rank=1138); GTEx--Coexpression(rank=1478)","1493","0.696599999999999997","Enrichr Queries,0.6966"
"NFKB2","0.060884828107814370","0.060884828107814370","0.060884828107814370","Activated","253","viper","253","0.060884828107814370",NA,NA,"4","ReMap--ChIP-seq(rank=185); Enrichr--Queries(rank=467); GTEx--Coexpression(rank=571); ARCHS4--Coexpression(rank=1356)","963","0.332600000000000007","Enrichr Queries,0.3326"
"BACH2","-0.056101359690493346","-0.056101359690493346","0.056101359690493346","Repressed","254","viper","254","0.056101359690493346",NA,NA,"4","Enrichr--Queries(rank=114); ReMap--ChIP-seq(rank=198); ARCHS4--Coexpression(rank=402); GTEx--Coexpression(rank=788)","316","0.081199999999999994","Enrichr Queries,0.0812"
"PGR","0.049915373801943497","0.049915373801943497","0.049915373801943497","Activated","255","viper","255","0.049915373801943497",NA,NA,"4","ARCHS4--Coexpression(rank=153); ReMap--ChIP-seq(rank=209); Enrichr--Queries(rank=501); GTEx--Coexpression(rank=537)","349","0.093979999999999994","ARCHS4 Coexpression,0.09398"
"POU2F2","0.047084729010484813","0.047084729010484813","0.047084729010484813","Activated","256","viper","256","0.047084729010484813",NA,NA,"5","ENCODE--ChIP-seq(rank=113); ReMap--ChIP-seq(rank=187); GTEx--Coexpression(rank=474); ARCHS4--Coexpression(rank=1006); Enrichr--Queries(rank=1039)","874","0.294999999999999984","GTEx Coexpression,0.295"
"STAT3","0.040206852389620115","0.040206852389620115","0.040206852389620115","Activated","257","viper","257","0.040206852389620115",NA,NA,"6","Literature--ChIP-seq(rank=14); ENCODE--ChIP-seq(rank=22); ReMap--ChIP-seq(rank=55); ARCHS4--Coexpression(rank=762); GTEx--Coexpression(rank=803); Enrichr--Queries(rank=1124)","329","0.085370000000000001","Literature ChIP-seq,0.08537"
"USF2","0.023551122637504671","0.023551122637504671","0.023551122637504671","Activated","258","viper","258","0.023551122637504671",NA,NA,"5","ReMap--ChIP-seq(rank=84); ENCODE--ChIP-seq(rank=91); GTEx--Coexpression(rank=818); Enrichr--Queries(rank=1243); ARCHS4--Coexpression(rank=1426)","847","0.282799999999999996","ReMap ChIP-seq,0.2828"
"ZBED1","-0.018052955782851921","-0.018052955782851921","0.018052955782851921","Repressed","259","viper","259","0.018052955782851921",NA,NA,"4","ReMap--ChIP-seq(rank=194); Enrichr--Queries(rank=767); GTEx--Coexpression(rank=1117); ARCHS4--Coexpression(rank=1452)","1336","0.546300000000000008","Enrichr Queries,0.5463"
"FOXP2","-0.017853072147243979","-0.017853072147243979","0.017853072147243979","Repressed","260","viper","260","0.017853072147243979",NA,NA,"6","ENCODE--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=94); GTEx--Coexpression(rank=113); Literature--ChIP-seq(rank=114); Enrichr--Queries(rank=220); ARCHS4--Coexpression(rank=738)","274","0.070319999999999994","GTEx Coexpression,0.07032"
"ESR2","-0.012908389271689424","-0.012908389271689424","0.012908389271689424","Repressed","261","viper","261","0.012908389271689424",NA,NA,"5","Literature--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=133); ARCHS4--Coexpression(rank=529); Enrichr--Queries(rank=952); GTEx--Coexpression(rank=1239)","947","0.324900000000000022","ARCHS4 Coexpression,0.3249"
"SOX13","-0.006847304636706725","-0.006847304636706725","0.006847304636706725","Repressed","262","viper","262","0.006847304636706725",NA,NA,"4","ReMap--ChIP-seq(rank=186); ARCHS4--Coexpression(rank=241); GTEx--Coexpression(rank=304); Enrichr--Queries(rank=470)","510","0.147999999999999993","ARCHS4 Coexpression,0.148"
"ELF1","0.001651455820277982","0.001651455820277982","0.001651455820277982","Activated","263","viper","263","0.001651455820277982",NA,NA,"5","ReMap--ChIP-seq(rank=83); ENCODE--ChIP-seq(rank=95); ARCHS4--Coexpression(rank=126); Literature--ChIP-seq(rank=142); GTEx--Coexpression(rank=1464)","302","0.077399999999999997","ARCHS4 Coexpression,0.0774"
