"TF","HMVL_TOR10","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"EOMES","-0.288550414465192362","-0.288550414465192362","0.288550414465192362","Repressed","238","viper","238","0.288550414465192362",NA,NA,"5","Literature--ChIP-seq(rank=57); ReMap--ChIP-seq(rank=243); Enrichr--Queries(rank=513); ARCHS4--Coexpression(rank=601); GTEx--Coexpression(rank=1085)","1098","0.34760000000000002","Literature ChIP-seq,0.3476"
"KLF3","0.264200054546529062","0.264200054546529062","0.264200054546529062","Activated","239","viper","239","0.264200054546529062",NA,NA,"4","GTEx--Coexpression(rank=127); ReMap--ChIP-seq(rank=276); ARCHS4--Coexpression(rank=485); Enrichr--Queries(rank=840)","292","0.07903000000000000","GTEx Coexpression,0.07903"
"FOXL2","-0.231714449347725060","-0.231714449347725060","0.231714449347725060","Repressed","240","viper","240","0.231714449347725060",NA,NA,"3","ARCHS4--Coexpression(rank=201); Enrichr--Queries(rank=1189); GTEx--Coexpression(rank=1305)","469","0.12350000000000001","ARCHS4 Coexpression,0.1235"
"KDM5B","-0.200623480946189370","-0.200623480946189370","0.200623480946189370","Repressed","241","viper","241","0.200623480946189370",NA,NA,"5","Literature--ChIP-seq(rank=8); ENCODE--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=111); ARCHS4--Coexpression(rank=273); GTEx--Coexpression(rank=386)","183","0.04878000000000000","Literature ChIP-seq,0.04878"
"CREM","0.199426378678257216","0.199426378678257216","0.199426378678257216","Activated","242","viper","242","0.199426378678257216",NA,NA,"5","Literature--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=48); Enrichr--Queries(rank=202); GTEx--Coexpression(rank=1007); ARCHS4--Coexpression(rank=1191)","523","0.14019999999999999","Literature ChIP-seq,0.1402"
"FLI1","0.185777299805642920","0.185777299805642920","0.185777299805642920","Activated","243","viper","243","0.185777299805642920",NA,NA,"6","ENCODE--ChIP-seq(rank=10); Literature--ChIP-seq(rank=111); ReMap--ChIP-seq(rank=207); GTEx--Coexpression(rank=378); ARCHS4--Coexpression(rank=651); Enrichr--Queries(rank=806)","319","0.08475000000000001","ENCODE ChIP-seq,0.08475"
"REL","0.184770192994852089","0.184770192994852089","0.184770192994852089","Activated","244","viper","244","0.184770192994852089",NA,NA,"3","Enrichr--Queries(rank=339); GTEx--Coexpression(rank=393); ARCHS4--Coexpression(rank=492)","828","0.24149999999999999","Enrichr Queries,0.2415"
"TCF7","-0.153404739912830379","-0.153404739912830379","0.153404739912830379","Repressed","245","viper","245","0.153404739912830379",NA,NA,"5","Literature--ChIP-seq(rank=92); Enrichr--Queries(rank=175); ReMap--ChIP-seq(rank=216); ARCHS4--Coexpression(rank=338); GTEx--Coexpression(rank=667)","474","0.12460000000000000","Enrichr Queries,0.1246"
"MYB","0.140770874052727424","0.140770874052727424","0.140770874052727424","Activated","246","viper","246","0.140770874052727424",NA,NA,"6","Enrichr--Queries(rank=21); ENCODE--ChIP-seq(rank=28); Literature--ChIP-seq(rank=31); GTEx--Coexpression(rank=62); ARCHS4--Coexpression(rank=127); ReMap--ChIP-seq(rank=199)","53","0.01496000000000000","Enrichr Queries,0.01496"
"BHLHE22","0.140520359190562161","0.140520359190562161","0.140520359190562161","Activated","247","viper","247","0.140520359190562161",NA,NA,"3","ReMap--ChIP-seq(rank=167); GTEx--Coexpression(rank=489); ARCHS4--Coexpression(rank=1388)","998","0.30430000000000001","GTEx Coexpression,0.3043"
"STAT6","-0.138336588918537784","-0.138336588918537784","0.138336588918537784","Repressed","248","viper","248","0.138336588918537784",NA,NA,"4","Literature--ChIP-seq(rank=136); Enrichr--Queries(rank=526); GTEx--Coexpression(rank=568); ARCHS4--Coexpression(rank=650)","1113","0.35349999999999998","GTEx Coexpression,0.3535"
"ATF1","0.127359761940706806","0.127359761940706806","0.127359761940706806","Activated","249","viper","249","0.127359761940706806",NA,NA,"5","ENCODE--ChIP-seq(rank=64); ReMap--ChIP-seq(rank=132); Enrichr--Queries(rank=179); ARCHS4--Coexpression(rank=350); GTEx--Coexpression(rank=1175)","480","0.12750000000000000","Enrichr Queries,0.1275"
"MYCN","0.125718762798023576","0.125718762798023576","0.125718762798023576","Activated","250","viper","250","0.125718762798023576",NA,NA,"5","Literature--ChIP-seq(rank=6); ARCHS4--Coexpression(rank=54); Enrichr--Queries(rank=120); ReMap--ChIP-seq(rank=123); GTEx--Coexpression(rank=845)","121","0.03317000000000000","ARCHS4 Coexpression,0.03317"
"CREB1","0.125040304266326285","0.125040304266326285","0.125040304266326285","Activated","251","viper","251","0.125040304266326285",NA,NA,"6","Literature--ChIP-seq(rank=11); ENCODE--ChIP-seq(rank=25); ReMap--ChIP-seq(rank=81); GTEx--Coexpression(rank=210); Enrichr--Queries(rank=1295); ARCHS4--Coexpression(rank=1426)","253","0.06707000000000000","Literature ChIP-seq,0.06707"
"SREBF2","-0.103821852725705807","-0.103821852725705807","0.103821852725705807","Repressed","252","viper","252","0.103821852725705807",NA,NA,"6","ENCODE--ChIP-seq(rank=74); Literature--ChIP-seq(rank=127); ReMap--ChIP-seq(rank=130); GTEx--Coexpression(rank=173); ARCHS4--Coexpression(rank=798); Enrichr--Queries(rank=837)","409","0.10770000000000000","GTEx Coexpression,0.1077"
"MXI1","0.097357305971357333","0.097357305971357333","0.097357305971357333","Activated","253","viper","253","0.097357305971357333",NA,NA,"5","ENCODE--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=28); Enrichr--Queries(rank=565); GTEx--Coexpression(rank=704); ARCHS4--Coexpression(rank=1054)","223","0.05932000000000000","ENCODE ChIP-seq,0.05932"
"TBP","-0.083063743906005710","-0.083063743906005710","0.083063743906005710","Repressed","254","viper","254","0.083063743906005710",NA,NA,"5","ENCODE--ChIP-seq(rank=27); Literature--ChIP-seq(rank=97); GTEx--Coexpression(rank=106); ReMap--ChIP-seq(rank=177); ARCHS4--Coexpression(rank=1523)","247","0.06596000000000000","GTEx Coexpression,0.06596"
"STAT5A","0.081779176285382435","0.081779176285382435","0.081779176285382435","Activated","255","viper","255","0.081779176285382435",NA,NA,"6","Literature--ChIP-seq(rank=86); ENCODE--ChIP-seq(rank=113); Enrichr--Queries(rank=193); ReMap--ChIP-seq(rank=248); ARCHS4--Coexpression(rank=314); GTEx--Coexpression(rank=592)","514","0.13750000000000001","Enrichr Queries,0.1375"
"KLF6","-0.068727309208241591","-0.068727309208241591","0.068727309208241591","Repressed","256","viper","256","0.068727309208241591",NA,NA,"4","ReMap--ChIP-seq(rank=23); ARCHS4--Coexpression(rank=132); Enrichr--Queries(rank=207); GTEx--Coexpression(rank=582)","288","0.07743999999999999","ReMap ChIP-seq,0.07744"
"PAX6","-0.051687985898863267","-0.051687985898863267","0.051687985898863267","Repressed","257","viper","257","0.051687985898863267",NA,NA,"5","Literature--ChIP-seq(rank=30); ReMap--ChIP-seq(rank=265); GTEx--Coexpression(rank=692); ARCHS4--Coexpression(rank=1071); Enrichr--Queries(rank=1071)","649","0.18290000000000001","Literature ChIP-seq,0.1829"
"PKNOX1","0.027904601390832007","0.027904601390832007","0.027904601390832007","Activated","258","viper","258","0.027904601390832007",NA,NA,"4","ReMap--ChIP-seq(rank=143); Enrichr--Queries(rank=653); GTEx--Coexpression(rank=881); ARCHS4--Coexpression(rank=995)","1296","0.46510000000000001","Enrichr Queries,0.4651"
"HIF1A","-0.026813021515937153","-0.026813021515937153","0.026813021515937153","Repressed","259","viper","259","0.026813021515937153",NA,NA,"5","Literature--ChIP-seq(rank=93); ReMap--ChIP-seq(rank=135); Enrichr--Queries(rank=584); GTEx--Coexpression(rank=818); ARCHS4--Coexpression(rank=1039)","1227","0.41599999999999998","Enrichr Queries,0.416"
"NFIC","0.017350305703479431","0.017350305703479431","0.017350305703479431","Activated","260","viper","260","0.017350305703479431",NA,NA,"5","ENCODE--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=196); Enrichr--Queries(rank=868); ARCHS4--Coexpression(rank=1005); GTEx--Coexpression(rank=1322)","1037","0.32200000000000001","ENCODE ChIP-seq,0.322"
"PAX8","0.010369944952145341","0.010369944952145341","0.010369944952145341","Activated","261","viper","261","0.010369944952145341",NA,NA,"4","ReMap--ChIP-seq(rank=227); ARCHS4--Coexpression(rank=713); Enrichr--Queries(rank=893); GTEx--Coexpression(rank=1080)","1253","0.43800000000000000","ARCHS4 Coexpression,0.438"
"TCF7L2","0.006088556317529553","0.006088556317529553","0.006088556317529553","Activated","262","viper","262","0.006088556317529553",NA,NA,"6","ENCODE--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=25); Literature--ChIP-seq(rank=114); GTEx--Coexpression(rank=362); Enrichr--Queries(rank=923); ARCHS4--Coexpression(rank=1200)","317","0.08418000000000000","ReMap ChIP-seq,0.08418"
"SP1","0.001664601673444224","0.001664601673444224","0.001664601673444224","Activated","263","viper","263","0.001664601673444224",NA,NA,"5","ENCODE--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=27); GTEx--Coexpression(rank=575); Enrichr--Queries(rank=1092); ARCHS4--Coexpression(rank=1171)","284","0.07627000000000000","ENCODE ChIP-seq,0.07627"
