"Tissue","Target_Gene","Target_Feature_ID","Sample_ID","Subject_ID","Target_Expression_Assay","Target_Expression_Log2_Transformed","Target_Expression_Value","Median_Cutoff","Expression_Group"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZVT3-2826-SM-5GU6A","GTEX-ZVT3","tpm",TRUE,"2.9015471923997431","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-12KS4-2326-SM-5EGJB","GTEX-12KS4","tpm",TRUE,"5.6184549145012195","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-Y9LG-1326-SM-4VBQB","GTEX-Y9LG","tpm",TRUE,"4.8483555856364697","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZVZQ-2626-SM-59HLB","GTEX-ZVZQ","tpm",TRUE,"2.8374023034261420","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-13QBU-2026-SM-5KLZB","GTEX-13QBU","tpm",TRUE,"5.4515014913801876","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1399R-2226-SM-5P9JB","GTEX-1399R","tpm",TRUE,"1.9466268589942288","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-13U4I-2626-SM-5SI9C","GTEX-13U4I","tpm",TRUE,"3.0521726550257542","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZPCL-1626-SM-57WGC","GTEX-ZPCL","tpm",TRUE,"1.7499066166260115","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-145LT-0926-SM-5LU9C","GTEX-145LT","tpm",TRUE,"1.7510883588711621","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-13PVR-1726-SM-5Q5EC","GTEX-13PVR","tpm",TRUE,"2.5095702180315143","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-12C56-0626-SM-5EGGC","GTEX-12C56","tpm",TRUE,"3.1255310952283515","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-O5YT-1426-SM-3MJHC","GTEX-O5YT","tpm",TRUE,"6.1732403021951585","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZAB5-1426-SM-5HL9D","GTEX-ZAB5","tpm",TRUE,"2.0921187516362538","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-145MO-2626-SM-5QGPD","GTEX-145MO","tpm",TRUE,"3.6492840630433898","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-12WSD-2626-SM-5EGJE","GTEX-12WSD","tpm",TRUE,"4.6967469570397622","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-131XE-1026-SM-5EGKE","GTEX-131XE","tpm",TRUE,"3.5286513412311353","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-13111-0726-SM-5DUVE","GTEX-13111","tpm",TRUE,"1.9576921521219390","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-11PRG-2026-SM-5GU5F","GTEX-11PRG","tpm",TRUE,"8.1691685622939900","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-14E6E-1526-SM-5RQIG","GTEX-14E6E","tpm",TRUE,"3.4527265884043716","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-XGQ4-1726-SM-4RH4G","GTEX-XGQ4","tpm",TRUE,"3.6502305198166876","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-13FHO-2726-SM-5K7VG","GTEX-13FHO","tpm",TRUE,"4.6586532819946260","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-14E6C-2226-SM-5QGQG","GTEX-14E6C","tpm",TRUE,"4.3617091406223052","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-13OW5-2826-SM-5KM1G","GTEX-13OW5","tpm",TRUE,"3.7245153508717417","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZF28-2526-SM-57WFH","GTEX-ZF28","tpm",TRUE,"3.5266890378732669","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-11DXZ-1626-SM-5GIDI","GTEX-11DXZ","tpm",TRUE,"3.3711486798908115","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-131YS-2926-SM-5EGKI","GTEX-131YS","tpm",TRUE,"3.8120459403022329","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-WY7C-1926-SM-4ONCI","GTEX-WY7C","tpm",TRUE,"7.4154208655956086","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-12WSJ-1526-SM-5GCNI","GTEX-12WSJ","tpm",TRUE,"5.4921693693014850","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-WHSB-0926-SM-4M1XJ","GTEX-WHSB","tpm",TRUE,"1.6313317314226274","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZVT4-2626-SM-5N9GJ","GTEX-ZVT4","tpm",TRUE,"4.3320327707705246","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-WRHK-1126-SM-4MVOJ","GTEX-WRHK","tpm",TRUE,"4.6372635509399300","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-13CF2-1826-SM-5N9GK","GTEX-13CF2","tpm",TRUE,"2.1103111950077422","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-11DXX-1926-SM-5EGJK","GTEX-11DXX","tpm",TRUE,"2.4629113685047490","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-X3Y1-1726-SM-4PQZL","GTEX-X3Y1","tpm",TRUE,"6.1449967543417614","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZXES-1626-SM-5NQ7L","GTEX-ZXES","tpm",TRUE,"2.5818218313851986","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-WHPG-1626-SM-4M1ZL","GTEX-WHPG","tpm",TRUE,"6.0403436079751733","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-13OW5-2626-SM-5MR3M","GTEX-13OW5","tpm",TRUE,"3.5287969394051171","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-11TT1-0926-SM-5GU5M","GTEX-11TT1","tpm",TRUE,"5.4868606799739679","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-13W3W-2226-SM-5LU4M","GTEX-13W3W","tpm",TRUE,"2.4054212106022419","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1477Z-2126-SM-5Q5CM","GTEX-1477Z","tpm",TRUE,"4.2806067132830856","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZP4G-1726-SM-4WWCM","GTEX-ZP4G","tpm",TRUE,"1.8608121363435379","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZF2S-1926-SM-4WWAN","GTEX-ZF2S","tpm",TRUE,"2.8738235089019462","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-11P81-1426-SM-5P9JN","GTEX-11P81","tpm",TRUE,"3.5890562076085986","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-Z93S-2426-SM-5HL8N","GTEX-Z93S","tpm",TRUE,"4.8643165874234571","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-12ZZZ-2426-SM-5GCNN","GTEX-12ZZZ","tpm",TRUE,"3.3038102257917106","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-12WSJ-1426-SM-5GCON","GTEX-12WSJ","tpm",TRUE,"5.9182063127422930","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-132AR-2726-SM-5PNVN","GTEX-132AR","tpm",TRUE,"4.0843121475195945","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-11EQ8-2626-SM-5N9BO","GTEX-11EQ8","tpm",TRUE,"5.3970112510486645","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-139TS-1926-SM-5IJFO","GTEX-139TS","tpm",TRUE,"2.2960500062636164","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZTSS-1126-SM-5985O","GTEX-ZTSS","tpm",TRUE,"4.7094960550618969","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-11TUW-2326-SM-5EQMO","GTEX-11TUW","tpm",TRUE,"4.9194441890544320","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-11TTK-2426-SM-5PNYO","GTEX-11TTK","tpm",TRUE,"4.0218211225345026","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1128S-1626-SM-5H12O","GTEX-1128S","tpm",TRUE,"4.0128116981239588","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-12BJ1-2126-SM-5BC5O","GTEX-12BJ1","tpm",TRUE,"2.5647286612859252","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZY6K-1326-SM-5GZWP","GTEX-ZY6K","tpm",TRUE,"5.6637317419980446","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-13O61-1526-SM-5KM3P","GTEX-13O61","tpm",TRUE,"4.0448147402229129","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-11P82-1226-SM-5HL5P","GTEX-11P82","tpm",TRUE,"6.2666043668244473","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZYFD-2226-SM-5E43P","GTEX-ZYFD","tpm",TRUE,"7.5915465570420455","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-111CU-1426-SM-5GZYP","GTEX-111CU","tpm",TRUE,"4.3918998899239305","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-Y8LW-1226-SM-4WWDP","GTEX-Y8LW","tpm",TRUE,"3.4448177874968664","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-YB5E-1626-SM-5IFIQ","GTEX-YB5E","tpm",TRUE,"2.0095624116819129","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-117XS-2226-SM-5GIE1","GTEX-117XS","tpm",TRUE,"4.4360620272558675","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-11ZVC-2126-SM-5EGJ1","GTEX-11ZVC","tpm",TRUE,"4.8331719866271783","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1122O-1426-SM-5H11R","GTEX-1122O","tpm",TRUE,"4.3732594067586019","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZPIC-2626-SM-57WE2","GTEX-ZPIC","tpm",TRUE,"2.3300908035812804","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-QV31-0826-SM-4R1KR","GTEX-QV31","tpm",TRUE,"4.4634485189980992","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-Y5V6-1626-SM-4VDT2","GTEX-Y5V6","tpm",TRUE,"2.7014851448113255","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZDTS-2726-SM-5L3E2","GTEX-ZDTS","tpm",TRUE,"7.2308960632756971","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-14AS3-1126-SM-5Q5CR","GTEX-14AS3","tpm",TRUE,"5.2497176857256269","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZV7C-1526-SM-5NQ72","GTEX-ZV7C","tpm",TRUE,"2.0685090966269337","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-13QBU-1826-SM-5IJG3","GTEX-13QBU","tpm",TRUE,"2.0006946717433345","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZYFC-2626-SM-5NQ6S","GTEX-ZYFC","tpm",TRUE,"6.9476917724232656","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZE7O-2626-SM-51MSS","GTEX-ZE7O","tpm",TRUE,"2.6776466622728674","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-144GN-1126-SM-5LU33","GTEX-144GN","tpm",TRUE,"3.4330654869376556","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZT9W-1726-SM-51MS3","GTEX-ZT9W","tpm",TRUE,"2.3958983436503449","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-Y3IK-1826-SM-4WWDS","GTEX-Y3IK","tpm",TRUE,"3.2515378328787463","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-14C39-1626-SM-5S2P4","GTEX-14C39","tpm",TRUE,"7.5212405121494212","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZVT2-1926-SM-5GU5T","GTEX-ZVT2","tpm",TRUE,"3.4493768910738121","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-145ME-1126-SM-5SIAT","GTEX-145ME","tpm",TRUE,"5.1906732213159659","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZZ64-0726-SM-5GZX4","GTEX-ZZ64","tpm",TRUE,"4.6630081022504495","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZPU1-1926-SM-57WDT","GTEX-ZPU1","tpm",TRUE,"2.5209933361194223","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-14C38-2626-SM-5RQI4","GTEX-14C38","tpm",TRUE,"7.5532054538561129","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-12WSL-1626-SM-5GCMU","GTEX-12WSL","tpm",TRUE,"2.6518206777358473","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZAJG-2626-SM-5S2NU","GTEX-ZAJG","tpm",TRUE,"5.2860107174502842","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-12ZZY-2726-SM-5EQ45","GTEX-12ZZY","tpm",TRUE,"5.2198221061669017","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1399S-1926-SM-5J2M5","GTEX-1399S","tpm",TRUE,"3.6123737577656656","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-13OVI-2126-SM-5KM3U","GTEX-13OVI","tpm",TRUE,"6.6719767536296324","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-11DXX-1826-SM-5H126","GTEX-11DXX","tpm",TRUE,"3.5756461120945109","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZC5H-2426-SM-4WAZ6","GTEX-ZC5H","tpm",TRUE,"3.9961505620847237","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-14E6E-1726-SM-5S2R6","GTEX-14E6E","tpm",TRUE,"3.0148922855800873","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZDYS-2326-SM-4WKG6","GTEX-ZDYS","tpm",TRUE,"4.1736519714344480","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-11ZTS-1526-SM-5N9G7","GTEX-11ZTS","tpm",TRUE,"7.0230390566544543","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-11EQ9-1526-SM-5PNY7","GTEX-11EQ9","tpm",TRUE,"2.1655437246077298","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-13PVQ-2726-SM-5L3H7","GTEX-13PVQ","tpm",TRUE,"4.4526854630528501","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-131XE-0826-SM-5HL9W","GTEX-131XE","tpm",TRUE,"2.1915609264973717","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-11P7K-1526-SM-5EGI7","GTEX-11P7K","tpm",TRUE,"2.7913323558120564","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-WYVS-1126-SM-4SOJX","GTEX-WYVS","tpm",TRUE,"4.1452327762090624","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZYT6-2826-SM-5GICX","GTEX-ZYT6","tpm",TRUE,"3.2515183824263545","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-145LS-2726-SM-5Q5D8","GTEX-145LS","tpm",TRUE,"7.3926448115848045","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-11TUW-2026-SM-5EQL8","GTEX-11TUW","tpm",TRUE,"4.5407703307990532","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZT9W-1826-SM-51MQX","GTEX-ZT9W","tpm",TRUE,"3.2622678364556621","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZV6S-1126-SM-57WE9","GTEX-ZV6S","tpm",TRUE,"5.8257657368753009","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1339X-1726-SM-5P9J9","GTEX-1339X","tpm",TRUE,"6.3105292982333072","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-13D11-0626-SM-5LZYY","GTEX-13D11","tpm",TRUE,"1.9688661376784364","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-YF7O-1726-SM-5IFJ9","GTEX-YF7O","tpm",TRUE,"1.9039986871102870","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-11I78-1326-SM-5PNY9","GTEX-11I78","tpm",TRUE,"4.2005767444183117","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-ZE9C-2126-SM-4WKGY","GTEX-ZE9C","tpm",TRUE,"9.9836298048445720","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-12WSL-1826-SM-5LZW9","GTEX-12WSL","tpm",TRUE,"4.0310915510186538","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-13G51-2126-SM-5IJD9","GTEX-13G51","tpm",TRUE,"2.9198168700080025","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-13FH7-1626-SM-5J2O9","GTEX-13FH7","tpm",TRUE,"3.5411929168093521","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-147F3-1926-SM-5SIB9","GTEX-147F3","tpm",TRUE,"1.6152238199949243","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-13CF3-1326-SM-5LZXZ","GTEX-13CF3","tpm",TRUE,"2.8109026519812921","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-13O1R-2426-SM-5KLZZ","GTEX-13O1R","tpm",TRUE,"3.2800759642282848","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-U3ZM-1126-SM-4DXUB","GTEX-U3ZM","tpm",TRUE,"2.3552831114905146","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-R55G-1226-SM-48FDC","GTEX-R55G","tpm",TRUE,"2.2994117052266150","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-XUW1-1826-SM-4BOQD","GTEX-XUW1","tpm",TRUE,"2.1005400293068499","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-S4Q7-0826-SM-4AD5E","GTEX-S4Q7","tpm",TRUE,"5.7801519256666625","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-WFG7-1526-SM-4LVMG","GTEX-WFG7","tpm",TRUE,"2.6891490585559517","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-XAJ8-0426-SM-47JYJ","GTEX-XAJ8","tpm",TRUE,"3.7426831594538630","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-R55C-1126-SM-48FCJ","GTEX-R55C","tpm",TRUE,"2.0263102148197616","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-PX3G-1426-SM-48U1J","GTEX-PX3G","tpm",TRUE,"2.4267861051710056","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-Q2AH-1226-SM-48TZL","GTEX-Q2AH","tpm",TRUE,"2.7453068402322742","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-RU1J-1326-SM-46MUL","GTEX-RU1J","tpm",TRUE,"2.0861950627497379","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-SNMC-1126-SM-4DM5M","GTEX-SNMC","tpm",TRUE,"6.1423200023027364","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-XBED-1726-SM-47JYO","GTEX-XBED","tpm",TRUE,"6.8246769452634997","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-T6MO-0826-SM-4DM51","GTEX-T6MO","tpm",TRUE,"4.6372853661249218","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-X4EO-2726-SM-4E3HS","GTEX-X4EO","tpm",TRUE,"4.4925781212671589","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-PWCY-1026-SM-48TD4","GTEX-PWCY","tpm",TRUE,"4.8212413074294078","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-QCQG-1626-SM-48U26","GTEX-QCQG","tpm",TRUE,"2.4180454294044957","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-XUJ4-2026-SM-4BOOW","GTEX-XUJ4","tpm",TRUE,"1.9888160445032235","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-XBED-1526-SM-4AT5W","GTEX-XBED","tpm",TRUE,"2.9380761136014804","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-QDVJ-1326-SM-48U1X","GTEX-QDVJ","tpm",TRUE,"6.2706458190996974","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-PWN1-1426-SM-48TDF","GTEX-PWN1","tpm",TRUE,"5.2516502268761984","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-XGQ4-1226-SM-4AT67","GTEX-XGQ4","tpm",TRUE,"6.4491174330996657","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-13X6J-2826-SM-7EPGA","GTEX-13X6J","tpm",TRUE,"5.0739316582557930","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-15RJE-2226-SM-6M46A","GTEX-15RJE","tpm",TRUE,"4.1230746363454411","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-17JCI-2826-SM-7IGNA","GTEX-17JCI","tpm",TRUE,"4.1039118826325014","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-17KNJ-1726-SM-7LG6A","GTEX-17KNJ","tpm",TRUE,"3.1804799308962939","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-17MFQ-1226-SM-7KFSA","GTEX-17MFQ","tpm",TRUE,"4.6506929291368797","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1F75W-2126-SM-7RHIA","GTEX-1F75W","tpm",TRUE,"3.5116231882555669","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1GZ4H-1226-SM-9KNUA","GTEX-1GZ4H","tpm",TRUE,"4.4831083050560530","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1HBPN-2026-SM-B2LWA","GTEX-1HBPN","tpm",TRUE,"5.7597323868580776","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1J8JJ-2426-SM-D4P4A","GTEX-1J8JJ","tpm",TRUE,"5.8747839589692141","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1PIEJ-2026-SM-E6CPA","GTEX-1PIEJ","tpm",TRUE,"3.8891686921498132","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1QCLZ-2026-SM-EAZ4A","GTEX-1QCLZ","tpm",TRUE,"3.4850739960867512","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1AMFI-1826-SM-73KWB","GTEX-1AMFI","tpm",TRUE,"3.1297331596419182","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1GN73-2726-SM-9WYUB","GTEX-1GN73","tpm",TRUE,"2.3990677167983319","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1H1DE-1526-SM-ARL9B","GTEX-1H1DE","tpm",TRUE,"2.6958564725118510","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1HSEH-1926-SM-A96SB","GTEX-1HSEH","tpm",TRUE,"2.7545034544975660","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1J8QM-1426-SM-A8N9B","GTEX-1J8QM","tpm",TRUE,"3.3723859012525033","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1JMLX-2726-SM-CM2SB","GTEX-1JMLX","tpm",TRUE,"3.4955025411932432","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1K2DA-1626-SM-CGQGB","GTEX-1K2DA","tpm",TRUE,"3.0690732232382625","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-13OVK-1026-SM-7KFTC","GTEX-13OVK","tpm",TRUE,"7.4018323312948429","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-14JG6-1626-SM-5YYBC","GTEX-14JG6","tpm",TRUE,"3.7698350909639755","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-15ETS-2326-SM-7KUGC","GTEX-15ETS","tpm",TRUE,"4.4242538728498442","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-17F9E-1826-SM-7IGMC","GTEX-17F9E","tpm",TRUE,"5.6501511548202039","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-17GQL-1526-SM-7LTAC","GTEX-17GQL","tpm",TRUE,"2.9355232711900219","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-17HG3-1126-SM-7DUFC","GTEX-17HG3","tpm",TRUE,"5.0718794696152232","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1AX8Z-2726-SM-73KUC","GTEX-1AX8Z","tpm",TRUE,"8.1295971482656935","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1C2JI-1626-SM-7EPHC","GTEX-1C2JI","tpm",TRUE,"4.8178796531437991","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1C4CL-2126-SM-7IGQC","GTEX-1C4CL","tpm",TRUE,"1.8878047677270116","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1C64N-2226-SM-7SB7C","GTEX-1C64N","tpm",TRUE,"4.7769199531618627","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1H1DG-2226-SM-9WPPC","GTEX-1H1DG","tpm",TRUE,"4.4838612259858461","4.017118637532028","High"
"COLON","ATF3","ENSG00000162772.16","GTEX-1LVAN-2526-SM-CNPPC","GTEX-1LVAN","tpm",TRUE,"3.1862241282038619","4.017118637532028","Low"
"COLON","ATF3","ENSG00000162772.16","GTEX-1MGNQ-2126-SM-EV7AC","GTEX-1MGNQ","tpm",TRUE,"3.6042388381540555","4.017118637532028","Low"
