"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NFATC4",-0.00662755091163999,2.51076246262219,-0.109467452257083,0.912878252242205,0.966493956859394,-6.36157584056625
"DENND2D",-0.00484755461895067,4.35628572961038,-0.109424457348318,0.912912333887014,0.966493956859394,-6.36158041984287
"PAXX",-0.00855089440379019,6.40016437296907,-0.109312371855971,0.913001183718816,0.966535736818356,-6.36159234932151
"MRM3",-0.00716606196077112,4.31303518989492,-0.10897969994744,0.913264898157169,0.966678774553086,-6.36162768425585
"CXorf49",-0.000160865829376927,0.00302305467775747,-0.10893606808818,0.913299486553734,0.966678774553086,-6.36163231064985
"LRMDA",-0.00795858633989104,1.45986405427995,-0.108935149330986,0.913300214884271,0.966678774553086,-6.36163240804802
"HOXB8",-0.0182147385174292,5.02397778115488,-0.10884651063748,0.91337048217915,0.966678774553086,-6.36164180084417
"CARNMT1",0.00616098051106735,4.41711823232571,0.108788107034085,0.913416781328795,0.966678774553086,-6.36164798553346
"ZFP37",0.00485663465709424,0.750618560848169,0.108767529496716,0.913433094133633,0.966678774553086,-6.36165016381499
"DNAJC21",-0.00431832280786751,4.16902777467382,-0.108678712887979,0.91350350375625,0.966678774553086,-6.36165956096973
"LORICRIN",0.00127183261190462,0.0374149752602479,0.108601454473562,0.913564751140895,0.966678774553086,-6.36166772897819
"ELANE",0.00279556692141575,0.245916063630553,0.108581160196243,0.91358083971866,0.966678774553086,-6.36166987359129
"AL121594.1",-0.000634817399079748,0.0482701616688046,-0.108209433241027,0.913875537842029,0.966901873392654,-6.36170908521618
"SPAG5",0.00588642067481786,4.41563121008005,0.108183849574592,0.913895820527926,0.966901873392654,-6.3617117789641
"ZNF655",0.0101105260858133,3.48576932360132,0.108128251699296,0.913939898619933,0.966901873392654,-6.36171763076326
"APELA",-0.00344123428947775,0.453561876198437,-0.107892624513821,0.914126707207206,0.967004143871405,-6.36174239765742
"ADIG",0.000989995931332507,0.0192598411471021,0.107881676143524,0.914135387346833,0.967004143871405,-6.36174354713273
"MFSD8",0.00526239692444431,2.5907669546639,0.107767308791368,0.914226061235355,0.967017529443323,-6.36175554764962
"NABP2",0.00545628306737266,6.26081743984912,0.107712133227621,0.9142698064881,0.967017529443323,-6.36176133264621
"GLIS1",-0.00374227580636632,0.50439547398862,-0.107678750988891,0.914296273303319,0.967017529443323,-6.36176483123797
"CNEP1R1",-0.00432561874060601,3.37965958816247,-0.107355728923916,0.9145523834349,0.967094564358165,-6.36179862922404
"DCAF13",-0.00598998402469733,4.5922440318421,-0.107243572652428,0.914641309342446,0.967094564358165,-6.36181034045218
"ZNF675",0.00658838620711136,2.09237470332411,0.107229897616886,0.914652152010047,0.967094564358165,-6.36181176754634
"NLN",-0.00530124449667757,3.68452766516634,-0.107223199009021,0.91465746321072,0.967094564358165,-6.36181246653072
"MC4R",-0.00141116519621606,0.0572228678445798,-0.107174335611817,0.914696206198508,0.967094564358165,-6.36181756399322
"P4HA3",0.00745969830626394,1.44027841719223,0.107167057905208,0.914701976590346,0.967094564358165,-6.36181832300969
"NYX",-0.000388801737355798,0.01479298615736,-0.107150618693319,0.914715011028255,0.967094564358165,-6.36182003732056
"PGA5",0.000425284046967935,0.0149766905497276,0.106904788007089,0.914909929733826,0.967223488375121,-6.36184564162165
"CBL",-0.00546036496446376,3.27408400341485,-0.106848013978396,0.914954946488372,0.967223488375121,-6.3618515465168
"RBFOX1",-0.00261053232262251,0.154049497382995,-0.106778576822311,0.915010004348519,0.967223488375121,-6.36185876420152
"CWC25",-0.00369582291786199,4.28341535965386,-0.106747510680969,0.915034637334084,0.967223488375121,-6.36186199187017
"FOXI2",0.00108800511917296,0.074753921038399,0.106655732302875,0.915107410785068,0.967226741707606,-6.36187152185235
"C10orf99",-0.0240282189532775,7.05062857296103,-0.106562242054544,0.915181542356207,0.967226741707606,-6.36188122116237
"PRR20G",-0.00220203625392897,0.0811023604450026,-0.106556646346514,0.915185979405317,0.967226741707606,-6.36188180142915
"SH3BP5",0.00549997569534371,1.64272575303157,0.106064495753648,0.915576234629792,0.967586937088377,-6.36193271754122
"FKBP6",-0.000500663067309604,0.0241095700602067,-0.105985139644826,0.915639162681346,0.967601190757917,-6.3619409053695
"GINS1",-0.00755752794959889,4.63776890791985,-0.105788206704178,0.91579532946149,0.967713967544453,-6.36196119810171
"MRPL18",0.00435424456063315,7.11635985947284,0.105156102816811,0.916296606497316,0.968146007616596,-6.36202607756042
"RABL3",0.00401611859855736,3.66108687295791,0.105113116168663,0.916330697392642,0.968146007616596,-6.36203047561177
"KSR1",0.004969039723409,2.36533120426945,0.105085504116749,0.916352595426387,0.968146007616596,-6.36203329970841
"GOLGA6L22",-0.000466913803064093,0.0132963093742876,-0.104907586854507,0.916493696144526,0.968242813886344,-6.36205147888178
"CRIP1",-0.00864806389032635,1.58338896611526,-0.104789999067483,0.916586952856957,0.968262786432527,-6.36206347682259
"CBFB",0.00559840331637987,5.55294881307296,0.104669098553633,0.91668283803277,0.968262786432527,-6.36207579874483
"CFAP97D2",-0.000705842559652999,0.0231112640739466,-0.104661115799962,0.916689169130054,0.968262786432527,-6.3620766118295
"LCE5A",-0.00111822472742876,0.0295579473380742,-0.104615665366971,0.916725215829086,0.968262786432527,-6.3620812400088
"PERM1",-0.00167735277766312,0.112271900379477,-0.104571841009481,0.916759973051695,0.968262786432527,-6.36208570070268
"TADA1",0.00431669726860994,4.33982668764442,0.104384414701917,0.916908623189751,0.96833882522584,-6.36210475693623
"KIF27",-0.00462754437243989,1.35873018249757,-0.104356297216405,0.916930923769111,0.96833882522584,-6.36210761278233
"MAGEF1",0.00464679967021262,6.12490401333756,0.104200524489324,0.917054471639305,0.968396755214983,-6.36212342042107
"SNX22",-0.00381323878784248,0.765329505786018,-0.104162360710015,0.917084740746743,0.968396755214983,-6.36212728963672
"IFIT1B",-0.00138591216697895,0.0466095588859736,-0.104010795850888,0.917204953642297,0.968399148064196,-6.36214264197269
"SMIM10L2A",-0.00487407088553168,0.681494576027247,-0.103972468747556,0.917235352889909,0.968399148064196,-6.36214652066767
"MAGEB16",-0.000520648260746698,0.0112329872300864,-0.103930370109532,0.917268743680553,0.968399148064196,-6.3621507793937
"SERPINA12",0.000797733626712833,0.0204073454938788,0.103860700483459,0.917324002889549,0.968399148064196,-6.36215782343053
"GALNT4",-0.00424478893806275,0.736756723536063,-0.103833038441041,0.917345943445467,0.968399148064196,-6.36216061892677
"PARD6G",-0.00502066689557646,1.85332583169817,-0.103785190618502,0.917383894798947,0.968399148064196,-6.36216545261831
"TMUB2",-0.00445563107512417,5.16302385922254,-0.103454964352978,0.917645824793671,0.968494578702202,-6.36219875205067
"POTEB3",0.000114937966806265,0.00238355331673587,0.103426534475895,0.917668375320112,0.968494578702202,-6.362201613908
"GGNBP2",-0.00288528417699612,4.48049803556982,-0.103423896893236,0.917670467449216,0.968494578702202,-6.36220187937706
"HELQ",0.0034874482892922,2.93353047660339,0.103421658446087,0.917672242984703,0.968494578702202,-6.3622021046683
"C1orf174",0.00370014464861339,4.41179277161208,0.103300610987237,0.917768258399419,0.968516926372496,-6.3622142803785
"CPQ",-0.00774716077768204,3.94599705447215,-0.103270184971786,0.917792392647505,0.968516926372496,-6.36221733857493
"VCY1B",-0.000107974096906255,0.00190610068431004,-0.103175576633543,0.917867437501115,0.96852548624666,-6.36222684214477
"RNASE1",0.00994437975802439,8.06233212949596,0.103122214840199,0.917909765256583,0.96852548624666,-6.36223219858668
"AC105052.1",-0.000113954629897161,0.00223589700038886,-0.103043536223191,0.917972175302638,0.96852548624666,-6.36224009126953
"PIGO",-0.00478989872026697,4.53909676438906,-0.103010405872205,0.917998455361277,0.96852548624666,-6.36224341295413
"BRWD3",-0.00747391180531996,2.81881253659561,-0.102913395223634,0.918075407840749,0.968554461045297,-6.36225313320311
"LARP6",0.00772393319946497,1.86918618060243,0.102670250156501,0.918268282995123,0.968662212818898,-6.36227745555108
"VSIG1",-0.00787476891677134,0.681409830643323,-0.102659849595337,0.918276533362067,0.968662212818898,-6.36227849465954
"ANKRD34C",-0.000702003520130682,0.0194948799663879,-0.102405575773468,0.918478241792971,0.96868229853237,-6.36230386612865
"MRPS7",0.00543537671612404,5.85977374412794,0.10231814870006,0.918547596502872,0.96868229853237,-6.36231257507606
"PAFAH2",0.00495303323622062,4.64518205060586,0.102289850715943,0.918570045042537,0.96868229853237,-6.36231539235388
"TAC1",0.0136757861290039,1.42041889965092,0.10221268512229,0.918631260153993,0.96868229853237,-6.3623230708112
"PHLDA3",0.0113619800183217,4.55256138006249,0.102191576125144,0.918648005908889,0.96868229853237,-6.36232517027855
"CEP78",0.00532903345031288,2.60919027037175,0.102176125943856,0.918660262551471,0.96868229853237,-6.36232670665426
"ITPK1",-0.00574541964956319,5.94842362858637,-0.102153300924386,0.918678369695234,0.96868229853237,-6.36232897596344
"LASP1",-0.00438727035501669,7.17773232348064,-0.102136698203364,0.918691540701002,0.96868229853237,-6.36233062632069
"CLIC3",0.0138649621580662,3.86621591300189,0.102028527699951,0.918777353346839,0.968720589502801,-6.36234137220683
"TMBIM4",-0.00701910988562223,3.31055875635255,-0.101931214882307,0.918854553302612,0.968749795975081,-6.36235102973827
"RAMP1",0.0184088941661113,4.42038591331477,0.101640298812382,0.919085346668847,0.968940924351218,-6.3623798459166
"SPDYE9",-0.000106883222287891,0.00197381653697107,-0.101369069478074,0.91930052805539,0.969074244789822,-6.36240663787487
"CHMP4C",-0.00709952182195241,5.85068518162599,-0.101356073129973,0.919310838933516,0.969074244789822,-6.36240791985325
"ELOVL1",0.00460153007449903,7.16648109990212,0.101263590687837,0.919384211875587,0.969099391965159,-6.36241703770729
"IFNA16",-0.000202254995835323,0.00316056479043843,-0.101124694975921,0.919494409080724,0.969163349855604,-6.36243071581405
"CFAP206",0.0003227860574884,0.0142243964796696,0.100841610520712,0.919719007680829,0.969249417579968,-6.36245853515025
"GNAL",-0.0049197093979567,1.14933747971877,-0.100799499590055,0.91975241895238,0.969249417579968,-6.36246266682165
"FOXP3",0.00732238380219797,2.09250769904661,0.100791075114947,0.91975910303985,0.969249417579968,-6.3624634931733
"DLG1",0.00496119665241358,3.81836004719996,0.100772091376659,0.919774165004096,0.969249417579968,-6.36246535502366
"OR4F3",-0.000105376182404517,0.00190739689535107,-0.100665387211599,0.919858826122531,0.969286441934209,-6.36247581362283
"NUDT21",0.00514206222778318,5.99525718614932,0.100563565036371,0.919939614626898,0.96931938181668,-6.36248578338338
"ARHGAP26",0.00552331591411459,3.6262055209651,0.100430361984625,0.920045302830168,0.969353757746772,-6.36249881052162
"POPDC2",0.00658986867774653,1.59837012635823,0.100397597530529,0.920071299571,0.969353757746772,-6.36250201220986
"CA12",0.0121552320251759,5.35615829865596,0.100297148570716,0.920151000672158,0.969385543099252,-6.36251182140536
"SLC39A2",-0.0177970590307558,1.82600378136049,-0.100217392103326,0.920214283914289,0.969400029631098,-6.36251960291285
"GPR55",0.00532285088250466,0.565497655645893,0.100083817274456,0.920320270789704,0.969459498338194,-6.36253262138967
"BBS12",0.0051767368077123,2.39823570033389,0.0997893557505174,0.920553920547355,0.969605923477697,-6.3625612588883
"SRSF8",-0.00326649930850761,5.56600702188808,-0.0997837608931278,0.920558360029589,0.969605923477697,-6.36256180219255
"HAPLN4",-0.000107865803220129,0.00214312851708987,-0.0995330771183191,0.920757278489044,0.969763249236308,-6.36258611428203
"SNAI3",-0.00643324066568907,1.46944390311493,-0.0993412024466148,0.920909535078816,0.969825323640947,-6.36260468156615
"PRKDC",0.00704960032259043,5.80041541329019,0.0993339067357731,0.920915324436328,0.969825323640947,-6.36260538684881
"CLCNKA",-0.00179619290806008,0.130773100492113,-0.0991840704525932,0.921034224789038,0.969898348848332,-6.36261986019597
"KIR2DL1",0.00186980199756301,0.0898277603708058,0.0990298518959951,0.921156604478759,0.969975029928645,-6.36263473403113
"SEMA3G",0.00732342931820427,1.89263868340716,0.0988928098647799,0.92126535535817,0.969992132772323,-6.36264793183021
"ARMC8",-0.00303149785174067,3.39704973427674,-0.0988279577030869,0.921316819862347,0.969992132772323,-6.36265417103105
"ZAN",0.000565475043011299,0.0243262160917896,0.0987856148770438,0.921350421889771,0.969992132772323,-6.36265824247857
"ATG101",-0.0068259192414107,4.44823545450076,-0.0986834767182536,0.92143147632265,0.969992132772323,-6.3626680563282
"RPS19BP1",-0.00536786968289379,5.68930999110531,-0.0986762713263806,0.921437194382554,0.969992132772323,-6.36266874826818
"CSF2RA",0.00767790857185547,2.22527814901063,0.0986346518107526,0.921470222906496,0.969992132772323,-6.36267274403751
"IPO9",0.00308756676598678,4.53393777740034,0.0984745500630328,0.921597278135841,0.970028434471949,-6.36268809922948
"AP000812.3",0.000111921997097351,0.00216710842134904,0.0983155179500686,0.921723486500483,0.970028434471949,-6.36270332713991
"AP1G1",-0.00413128713830872,4.90011140710414,-0.0981808805483885,0.921830336694508,0.970028434471949,-6.36271619992896
"SIGLEC5",0.00157379037275557,0.138383691877226,0.0981382171123258,0.921864195311334,0.970028434471949,-6.36272027533355
"EDNRA",-0.00925695978762452,3.20061194570217,-0.0981212070035176,0.921877694937701,0.970028434471949,-6.36272189972228
"LIM2",-0.00061468838104378,0.0205993635156819,-0.0981153572698393,0.921882337430507,0.970028434471949,-6.36272245828045
"OR1D2",-0.000405728248391018,0.00809432393654824,-0.0981124491378755,0.921884645396694,0.970028434471949,-6.36272273594915
"BHMG1",0.00217268507409858,0.124831380822334,0.0980915577512302,0.921901225342509,0.970028434471949,-6.36272473041917
"MPC1",-0.00543626876882668,6.06052268592807,-0.0978333386297248,0.922106157537715,0.97017273988728,-6.36274934715206
"INMT-MINDY4",0.000183663256757412,0.00586745571651417,0.0977782436555052,0.922149883608329,0.97017273988728,-6.36275459110718
"ZFP69B",-0.0055561126475079,1.96447360422654,-0.0976590159475992,0.922244509366182,0.97017273988728,-6.3627659291213
"RPL3",0.00467217176580565,10.6643294342709,0.0976491493155966,0.922252340125046,0.97017273988728,-6.36276686677352
"CCDC74B",0.00353789103470396,0.540460132571102,0.0975408898376696,0.922338261923307,0.97017273988728,-6.36277714873651
"AVPR1B",0.000803930747075999,0.0451499135114357,0.0974828242272966,0.92238434696194,0.97017273988728,-6.36278265882898
"ZNF134",-0.00786402799745183,2.11261812281823,-0.0974755220360772,0.922390142523839,0.97017273988728,-6.36278335153268
"ROR2",0.00925032136576616,2.2196256855392,0.097419070499703,0.922434946799985,0.97017273988728,-6.36278870491234
"TBCEL-TECTA",0.00118269783650005,0.12671524478275,0.0973231178656482,0.92251110274837,0.970200698150806,-6.36279779712204
"ANKRD33",-0.00214581123045973,0.126333979948956,-0.0970658824102563,0.922715269600769,0.970305215835194,-6.36282212784675
"LIPC",-0.00543900200318746,0.344453445910007,-0.0969871315290382,0.922777774912916,0.970305215835194,-6.36282956365836
"DUSP12",-0.00363386248690069,4.75366090225228,-0.0969725954049563,0.922789312423086,0.970305215835194,-6.36283093552768
"KCNH4",-0.00482798332284799,0.646516857448073,-0.0968853505140021,0.922858560166686,0.970305215835194,-6.36283916507963
"ETV3L",-0.000697422867302332,0.0351765081862432,-0.096880797305797,0.922862174141056,0.970305215835194,-6.36283959436689
"DHX40",0.00434782971893245,4.49963133970116,0.0968231183065594,0.922907955279349,0.970305215835194,-6.36284503073317
"GOLGB1",-0.00620355089137968,4.92837417143062,-0.0965662587523377,0.923111833679566,0.970429665451334,-6.36286920097309
"SLC15A3",0.00822334247914153,3.34619658157861,0.0965490463145106,0.923125495974017,0.970429665451334,-6.36287081835177
"C1QBP",-0.00652190654644111,7.63972187333784,-0.0964268791163572,0.923222466287001,0.970479476189865,-6.36288228959284
"C3",-0.014973910860348,5.44349563534455,-0.0961683959637026,0.923427641271399,0.970643018815325,-6.36290651273988
"ARHGAP23",-0.00729126873934325,3.00965013476125,-0.096103738400867,0.92347896500763,0.970644834810114,-6.36291256180699
"SLC5A8",0.00613243860447275,0.232979095244693,0.0959926673529683,0.923567131482593,0.970685372979208,-6.36292294361154
"WNT9B",-0.00104322596345095,0.117104800897514,-0.0957253700086642,0.923779311827587,0.970856240563726,-6.36294787867009
"FAM229B",0.00580112720686671,1.79315495532542,0.0955556413248962,0.923914045099667,0.970945700297782,-6.36296367586283
"CCDC122",-0.00690145021310234,1.92250776609201,-0.0951999827646336,0.924196379500197,0.971042584610326,-6.36299668722754
