"TF","MVL_CRC29","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"THAP11","0.718100361589134262","0.718100361589134262","0.718100361589134262","Activated","165","viper","165","0.718100361589134262",NA,NA,"5","ReMap--ChIP-seq(rank=73); Literature--ChIP-seq(rank=151); ARCHS4--Coexpression(rank=448); Enrichr--Queries(rank=1388); GTEx--Coexpression(rank=1513)","846","0.24579999999999999","ReMap ChIP-seq,0.2458"
"RARA","0.714433532571417507","0.714433532571417507","0.714433532571417507","Activated","166","viper","166","0.714433532571417507",NA,NA,"5","ReMap--ChIP-seq(rank=15); Literature--ChIP-seq(rank=35); ARCHS4--Coexpression(rank=783); Enrichr--Queries(rank=871); GTEx--Coexpression(rank=1064)","213","0.05051000000000000","ReMap ChIP-seq,0.05051"
"PPARG","0.696785940508659163","0.696785940508659163","0.696785940508659163","Activated","167","viper","167","0.696785940508659163",NA,NA,"5","Literature--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=48); GTEx--Coexpression(rank=112); Enrichr--Queries(rank=152); ARCHS4--Coexpression(rank=257)","206","0.04878000000000000","Literature ChIP-seq,0.04878"
"TFAP2A","0.687100675520001758","0.687100675520001758","0.687100675520001758","Activated","168","viper","168","0.687100675520001758",NA,NA,"6","ENCODE--ChIP-seq(rank=82); Literature--ChIP-seq(rank=129); ReMap--ChIP-seq(rank=191); GTEx--Coexpression(rank=673); Enrichr--Queries(rank=865); ARCHS4--Coexpression(rank=1002)","1197","0.41880000000000001","GTEx Coexpression,0.4188"
"JUNB","0.682408853762674683","0.682408853762674683","0.682408853762674683","Activated","169","viper","169","0.682408853762674683",NA,NA,"4","ReMap--ChIP-seq(rank=155); ARCHS4--Coexpression(rank=676); Enrichr--Queries(rank=725); GTEx--Coexpression(rank=789)","1192","0.41520000000000001","ARCHS4 Coexpression,0.4152"
"MITF","-0.670661088473143208","-0.670661088473143208","0.670661088473143208","Repressed","170","viper","170","0.670661088473143208",NA,NA,"5","Literature--ChIP-seq(rank=125); ReMap--ChIP-seq(rank=180); Enrichr--Queries(rank=200); ARCHS4--Coexpression(rank=268); GTEx--Coexpression(rank=1363)","548","0.14249999999999999","Enrichr Queries,0.1425"
"NR1H3","0.668935198033633105","0.668935198033633105","0.668935198033633105","Activated","171","viper","171","0.668935198033633105",NA,NA,"5","Literature--ChIP-seq(rank=127); ReMap--ChIP-seq(rank=195); Enrichr--Queries(rank=277); GTEx--Coexpression(rank=297); ARCHS4--Coexpression(rank=781)","692","0.18479999999999999","GTEx Coexpression,0.1848"
"PGR","-0.641011970488745142","-0.641011970488745142","0.641011970488745142","Repressed","172","viper","172","0.641011970488745142",NA,NA,"4","GTEx--Coexpression(rank=59); ReMap--ChIP-seq(rank=145); Enrichr--Queries(rank=673); ARCHS4--Coexpression(rank=1176)","157","0.03671000000000000","GTEx Coexpression,0.03671"
"FOXO3","-0.622642487551498869","-0.622642487551498869","0.622642487551498869","Repressed","173","viper","173","0.622642487551498869",NA,NA,"4","Literature--ChIP-seq(rank=133); Enrichr--Queries(rank=738); ARCHS4--Coexpression(rank=1305); GTEx--Coexpression(rank=1484)","1345","0.52559999999999996","Enrichr Queries,0.5256"
"LEF1","-0.620817949093677268","-0.620817949093677268","0.620817949093677268","Repressed","174","viper","174","0.620817949093677268",NA,NA,"4","Enrichr--Queries(rank=109); GTEx--Coexpression(rank=148); ReMap--ChIP-seq(rank=238); ARCHS4--Coexpression(rank=308)","320","0.07764000000000000","Enrichr Queries,0.07764"
"BACH2","-0.619088918574558944","-0.619088918574558944","0.619088918574558944","Repressed","175","viper","175","0.619088918574558944",NA,NA,"4","ReMap--ChIP-seq(rank=207); Enrichr--Queries(rank=373); GTEx--Coexpression(rank=410); ARCHS4--Coexpression(rank=1011)","866","0.25509999999999999","GTEx Coexpression,0.2551"
"MEIS2","-0.613645068959670192","-0.613645068959670192","0.613645068959670192","Repressed","176","viper","176","0.613645068959670192",NA,NA,"4","Enrichr--Queries(rank=28); GTEx--Coexpression(rank=123); ReMap--ChIP-seq(rank=240); ARCHS4--Coexpression(rank=721)","85","0.01994000000000000","Enrichr Queries,0.01994"
"JUND","0.605922089292741939","0.605922089292741939","0.605922089292741939","Activated","177","viper","177","0.605922089292741939",NA,NA,"6","ENCODE--ChIP-seq(rank=3); Literature--ChIP-seq(rank=77); ReMap--ChIP-seq(rank=101); ARCHS4--Coexpression(rank=927); Enrichr--Queries(rank=1159); GTEx--Coexpression(rank=1280)","109","0.02542000000000000","ENCODE ChIP-seq,0.02542"
"BCL11A","0.605886316691183979","0.605886316691183979","0.605886316691183979","Activated","178","viper","178","0.605886316691183979",NA,NA,"5","ENCODE--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=198); ARCHS4--Coexpression(rank=301); GTEx--Coexpression(rank=406); Enrichr--Queries(rank=711)","693","0.18490000000000001","ARCHS4 Coexpression,0.1849"
"CREM","-0.603267678653023443","-0.603267678653023443","0.603267678653023443","Repressed","179","viper","179","0.603267678653023443",NA,NA,"5","ReMap--ChIP-seq(rank=113); Literature--ChIP-seq(rank=156); Enrichr--Queries(rank=837); ARCHS4--Coexpression(rank=857); GTEx--Coexpression(rank=1178)","1112","0.38050000000000000","ReMap ChIP-seq,0.3805"
"PKNOX1","0.601479579749122251","0.601479579749122251","0.601479579749122251","Activated","180","viper","180","0.601479579749122251",NA,NA,"4","ReMap--ChIP-seq(rank=109); GTEx--Coexpression(rank=241); ARCHS4--Coexpression(rank=860); Enrichr--Queries(rank=911)","581","0.14999999999999999","GTEx Coexpression,0.15"
"REL","0.601070516163461521","0.601070516163461521","0.601070516163461521","Activated","181","viper","181","0.601070516163461521",NA,NA,"3","ARCHS4--Coexpression(rank=310); GTEx--Coexpression(rank=672); Enrichr--Queries(rank=959)","709","0.19040000000000001","ARCHS4 Coexpression,0.1904"
"TCF3","0.599207124871393271","0.599207124871393271","0.599207124871393271","Activated","182","viper","182","0.599207124871393271",NA,NA,"6","ENCODE--ChIP-seq(rank=43); Literature--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=63); GTEx--Coexpression(rank=1101); Enrichr--Queries(rank=1176); ARCHS4--Coexpression(rank=1442)","770","0.21210000000000001","ReMap ChIP-seq,0.2121"
"E2F7","-0.596926357444303224","-0.596926357444303224","0.596926357444303224","Repressed","183","viper","183","0.596926357444303224",NA,NA,"5","ReMap--ChIP-seq(rank=92); Literature--ChIP-seq(rank=161); ARCHS4--Coexpression(rank=1195); GTEx--Coexpression(rank=1309); Enrichr--Queries(rank=1319)","982","0.30980000000000002","ReMap ChIP-seq,0.3098"
"KDM5B","-0.593310333238136756","-0.593310333238136756","0.593310333238136756","Repressed","184","viper","184","0.593310333238136756",NA,NA,"5","ReMap--ChIP-seq(rank=71); GTEx--Coexpression(rank=78); ENCODE--ChIP-seq(rank=83); Literature--ChIP-seq(rank=154); ARCHS4--Coexpression(rank=400)","205","0.04854000000000000","GTEx Coexpression,0.04854"
"NFE2","0.573793701082009666","0.573793701082009666","0.573793701082009666","Activated","185","viper","185","0.573793701082009666",NA,NA,"5","ENCODE--ChIP-seq(rank=84); ARCHS4--Coexpression(rank=113); ReMap--ChIP-seq(rank=130); Enrichr--Queries(rank=167); GTEx--Coexpression(rank=769)","294","0.06941000000000000","ARCHS4 Coexpression,0.06941"
"ELK4","0.570284904809953197","0.570284904809953197","0.570284904809953197","Activated","186","viper","186","0.570284904809953197",NA,NA,"5","ENCODE--ChIP-seq(rank=96); ReMap--ChIP-seq(rank=225); ARCHS4--Coexpression(rank=1201); Enrichr--Queries(rank=1223); GTEx--Coexpression(rank=1408)","1557","0.73770000000000002","ARCHS4 Coexpression,0.7377"
"ATF4","0.564855015281118034","0.564855015281118034","0.564855015281118034","Activated","187","viper","187","0.564855015281118034",NA,NA,"4","ReMap--ChIP-seq(rank=175); GTEx--Coexpression(rank=920); ARCHS4--Coexpression(rank=1391); Enrichr--Queries(rank=1400)","1405","0.57250000000000001","GTEx Coexpression,0.5725"
"BHLHE22","-0.542182229229022705","-0.542182229229022705","0.542182229229022705","Repressed","188","viper","188","0.542182229229022705",NA,NA,"3","ReMap--ChIP-seq(rank=11); ARCHS4--Coexpression(rank=184); GTEx--Coexpression(rank=705)","159","0.03704000000000000","ReMap ChIP-seq,0.03704"
"KLF6","0.533837909528771415","0.533837909528771415","0.533837909528771415","Activated","189","viper","189","0.533837909528771415",NA,NA,"4","ReMap--ChIP-seq(rank=24); ARCHS4--Coexpression(rank=387); Enrichr--Queries(rank=540); GTEx--Coexpression(rank=1071)","333","0.08081000000000001","ReMap ChIP-seq,0.08081"
"IRF9","0.526430786904267589","0.526430786904267589","0.526430786904267589","Activated","190","viper","190","0.526430786904267589",NA,NA,"4","Enrichr--Queries(rank=95); ReMap--ChIP-seq(rank=284); GTEx--Coexpression(rank=333); ARCHS4--Coexpression(rank=346)","287","0.06766000000000000","Enrichr Queries,0.06766"
"TBP","0.514915823774502290","0.514915823774502290","0.514915823774502290","Activated","191","viper","191","0.514915823774502290",NA,NA,"5","ENCODE--ChIP-seq(rank=54); ReMap--ChIP-seq(rank=88); Literature--ChIP-seq(rank=101); GTEx--Coexpression(rank=451); ARCHS4--Coexpression(rank=1577)","925","0.28060000000000002","GTEx Coexpression,0.2806"
"POU4F2","-0.512813839962745877","-0.512813839962745877","0.512813839962745877","Repressed","192","viper","192","0.512813839962745877",NA,NA,"4","GTEx--Coexpression(rank=233); ReMap--ChIP-seq(rank=258); Enrichr--Queries(rank=298); ARCHS4--Coexpression(rank=536)","560","0.14499999999999999","GTEx Coexpression,0.145"
"PROX1","-0.509930036386557317","-0.509930036386557317","0.509930036386557317","Repressed","193","viper","193","0.509930036386557317",NA,NA,"4","ReMap--ChIP-seq(rank=66); Enrichr--Queries(rank=524); ARCHS4--Coexpression(rank=727); GTEx--Coexpression(rank=733)","790","0.22220000000000001","ReMap ChIP-seq,0.2222"
"TP73","-0.509356172534733753","-0.509356172534733753","0.509356172534733753","Repressed","194","viper","194","0.509356172534733753",NA,NA,"3","GTEx--Coexpression(rank=311); Enrichr--Queries(rank=372); ARCHS4--Coexpression(rank=548)","717","0.19350000000000001","GTEx Coexpression,0.1935"
"E2F5","-0.501128790162180482","-0.501128790162180482","0.501128790162180482","Repressed","195","viper","195","0.501128790162180482",NA,NA,"4","ReMap--ChIP-seq(rank=150); Enrichr--Queries(rank=821); ARCHS4--Coexpression(rank=955); GTEx--Coexpression(rank=975)","1318","0.50509999999999999","ReMap ChIP-seq,0.5051"
"ZBED1","0.500015445338989117","0.500015445338989117","0.500015445338989117","Activated","196","viper","196","0.500015445338989117",NA,NA,"4","Enrichr--Queries(rank=170); ReMap--ChIP-seq(rank=206); GTEx--Coexpression(rank=1208); ARCHS4--Coexpression(rank=1243)","483","0.12110000000000001","Enrichr Queries,0.1211"
"NR5A2","0.499724848023506252","0.499724848023506252","0.499724848023506252","Activated","197","viper","197","0.499724848023506252",NA,NA,"4","ARCHS4--Coexpression(rank=190); ReMap--ChIP-seq(rank=223); Enrichr--Queries(rank=356); GTEx--Coexpression(rank=402)","466","0.11670000000000000","ARCHS4 Coexpression,0.1167"
"ETS1","0.494824499566502707","0.494824499566502707","0.494824499566502707","Activated","198","viper","198","0.494824499566502707",NA,NA,"6","ENCODE--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=50); Literature--ChIP-seq(rank=148); GTEx--Coexpression(rank=294); Enrichr--Queries(rank=403); ARCHS4--Coexpression(rank=523)","640","0.16839999999999999","ReMap ChIP-seq,0.1684"
"PAX8","0.492194775600565460","0.492194775600565460","0.492194775600565460","Activated","199","viper","199","0.492194775600565460",NA,NA,"4","ReMap--ChIP-seq(rank=259); ARCHS4--Coexpression(rank=278); GTEx--Coexpression(rank=429); Enrichr--Queries(rank=440)","649","0.17080000000000001","ARCHS4 Coexpression,0.1708"
"ATF3","-0.491148498008872947","-0.491148498008872947","0.491148498008872947","Repressed","200","viper","200","0.491148498008872947",NA,NA,"6","Literature--ChIP-seq(rank=10); ReMap--ChIP-seq(rank=18); ENCODE--ChIP-seq(rank=39); Enrichr--Queries(rank=587); GTEx--Coexpression(rank=907); ARCHS4--Coexpression(rank=1498)","258","0.06061000000000000","ReMap ChIP-seq,0.06061"
"STAT4","0.473722792898233880","0.473722792898233880","0.473722792898233880","Activated","201","viper","201","0.473722792898233880",NA,NA,"4","Enrichr--Queries(rank=86); Literature--ChIP-seq(rank=87); GTEx--Coexpression(rank=442); ARCHS4--Coexpression(rank=602)","261","0.06125000000000000","Enrichr Queries,0.06125"
"ZNF274","-0.461181317436266114","-0.461181317436266114","0.461181317436266114","Repressed","202","viper","202","0.461181317436266114",NA,NA,"6","ENCODE--ChIP-seq(rank=65); Literature--ChIP-seq(rank=123); ReMap--ChIP-seq(rank=152); ARCHS4--Coexpression(rank=569); GTEx--Coexpression(rank=890); Enrichr--Queries(rank=933)","1056","0.34949999999999992","ARCHS4 Coexpression,0.3495"
"NR2F6","-0.449229596844029744","-0.449229596844029744","0.449229596844029744","Repressed","203","viper","203","0.449229596844029744",NA,NA,"4","ReMap--ChIP-seq(rank=156); GTEx--Coexpression(rank=763); Enrichr--Queries(rank=1036); ARCHS4--Coexpression(rank=1448)","1283","0.47480000000000000","GTEx Coexpression,0.4748"
"EOMES","-0.447219813141330191","-0.447219813141330191","0.447219813141330191","Repressed","204","viper","204","0.447219813141330191",NA,NA,"5","Enrichr--Queries(rank=71); Literature--ChIP-seq(rank=112); ReMap--ChIP-seq(rank=279); ARCHS4--Coexpression(rank=394); GTEx--Coexpression(rank=439)","214","0.05057000000000000","Enrichr Queries,0.05057"
"RUNX1","-0.439337778183086447","-0.439337778183086447","0.439337778183086447","Repressed","205","viper","205","0.439337778183086447",NA,NA,"5","ReMap--ChIP-seq(rank=40); Literature--ChIP-seq(rank=66); Enrichr--Queries(rank=127); GTEx--Coexpression(rank=222); ARCHS4--Coexpression(rank=1287)","371","0.09046000000000001","Enrichr Queries,0.09046"
"TP63","0.434486431022104824","0.434486431022104824","0.434486431022104824","Activated","206","viper","206","0.434486431022104824",NA,NA,"5","Literature--ChIP-seq(rank=56); Enrichr--Queries(rank=70); ReMap--ChIP-seq(rank=140); ARCHS4--Coexpression(rank=397); GTEx--Coexpression(rank=713)","210","0.04986000000000000","Enrichr Queries,0.04986"
"RELA","0.432513771610318065","0.432513771610318065","0.432513771610318065","Activated","207","viper","207","0.432513771610318065",NA,NA,"6","Literature--ChIP-seq(rank=57); ENCODE--ChIP-seq(rank=68); ReMap--ChIP-seq(rank=147); Enrichr--Queries(rank=1237); GTEx--Coexpression(rank=1394); ARCHS4--Coexpression(rank=1491)","1051","0.34760000000000002","Literature ChIP-seq,0.3476"
"MAFG","-0.426860626722382619","-0.426860626722382619","0.426860626722382619","Repressed","208","viper","208","0.426860626722382619",NA,NA,"4","ReMap--ChIP-seq(rank=286); GTEx--Coexpression(rank=969); Enrichr--Queries(rank=1035); ARCHS4--Coexpression(rank=1482)","1437","0.60299999999999998","GTEx Coexpression,0.603"
"SP2","0.418022574530865554","0.418022574530865554","0.418022574530865554","Activated","209","viper","209","0.418022574530865554",NA,NA,"5","ENCODE--ChIP-seq(rank=103); ReMap--ChIP-seq(rank=163); GTEx--Coexpression(rank=666); ARCHS4--Coexpression(rank=1044); Enrichr--Queries(rank=1190)","1189","0.41439999999999999","GTEx Coexpression,0.4144"
"E2F4","0.415678228878843148","0.415678228878843148","0.415678228878843148","Activated","210","viper","210","0.415678228878843148",NA,NA,"6","ReMap--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=15); Literature--ChIP-seq(rank=142); GTEx--Coexpression(rank=1191); ARCHS4--Coexpression(rank=1246); Enrichr--Queries(rank=1347)","44","0.01010000000000000","ReMap ChIP-seq,0.0101"
"NR3C1","0.415296318860454483","0.415296318860454483","0.415296318860454483","Activated","211","viper","211","0.415296318860454483",NA,NA,"6","ENCODE--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=69); Literature--ChIP-seq(rank=124); ARCHS4--Coexpression(rank=342); Enrichr--Queries(rank=839); GTEx--Coexpression(rank=1222)","253","0.05932000000000000","ENCODE ChIP-seq,0.05932"
"HINFP","0.400817814926941740","0.400817814926941740","0.400817814926941740","Activated","212","viper","212","0.400817814926941740",NA,NA,"3","ReMap--ChIP-seq(rank=250); ARCHS4--Coexpression(rank=314); GTEx--Coexpression(rank=928)","714","0.19289999999999999","ARCHS4 Coexpression,0.1929"
"EHF","-0.391603653179819822","-0.391603653179819822","0.391603653179819822","Repressed","213","viper","213","0.391603653179819822",NA,NA,"4","ReMap--ChIP-seq(rank=219); Enrichr--Queries(rank=753); GTEx--Coexpression(rank=813); ARCHS4--Coexpression(rank=1345)","1320","0.50590000000000002","GTEx Coexpression,0.5059"
"RELB","-0.386581594440868814","-0.386581594440868814","0.386581594440868814","Repressed","214","viper","214","0.386581594440868814",NA,NA,"4","ARCHS4--Coexpression(rank=205); ReMap--ChIP-seq(rank=211); Enrichr--Queries(rank=415); GTEx--Coexpression(rank=816)","501","0.12590000000000001","ARCHS4 Coexpression,0.1259"
"STAT5A","-0.382464563334441843","-0.382464563334441843","0.382464563334441843","Repressed","215","viper","215","0.382464563334441843",NA,NA,"6","Literature--ChIP-seq(rank=90); ENCODE--ChIP-seq(rank=109); ReMap--ChIP-seq(rank=262); GTEx--Coexpression(rank=443); ARCHS4--Coexpression(rank=577); Enrichr--Queries(rank=742)","914","0.27570000000000000","GTEx Coexpression,0.2757"
"USF1","0.379988101995175409","0.379988101995175409","0.379988101995175409","Activated","216","viper","216","0.379988101995175409",NA,NA,"5","ReMap--ChIP-seq(rank=28); ENCODE--ChIP-seq(rank=33); GTEx--Coexpression(rank=411); ARCHS4--Coexpression(rank=741); Enrichr--Queries(rank=771)","388","0.09428000000000000","ReMap ChIP-seq,0.09428"
"ETS2","-0.379023313171675924","-0.379023313171675924","0.379023313171675924","Repressed","217","viper","217","0.379023313171675924",NA,NA,"4","Literature--ChIP-seq(rank=157); Enrichr--Queries(rank=701); GTEx--Coexpression(rank=779); ARCHS4--Coexpression(rank=1094)","1295","0.48480000000000001","GTEx Coexpression,0.4848"
"KLF4","-0.377782475890991343","-0.377782475890991343","0.377782475890991343","Repressed","218","viper","218","0.377782475890991343",NA,NA,"5","Literature--ChIP-seq(rank=49); ReMap--ChIP-seq(rank=108); Enrichr--Queries(rank=412); GTEx--Coexpression(rank=677); ARCHS4--Coexpression(rank=1271)","951","0.29339999999999999","Enrichr Queries,0.2934"
"CLOCK","-0.374411582060345860","-0.374411582060345860","0.374411582060345860","Repressed","219","viper","219","0.374411582060345860",NA,NA,"5","Literature--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=79); Enrichr--Queries(rank=1130); ARCHS4--Coexpression(rank=1168); GTEx--Coexpression(rank=1586)","670","0.17680000000000001","Literature ChIP-seq,0.1768"
"GFI1B","-0.367054801175165146","-0.367054801175165146","0.367054801175165146","Repressed","220","viper","220","0.367054801175165146",NA,NA,"5","ARCHS4--Coexpression(rank=15); ReMap--ChIP-seq(rank=83); Literature--ChIP-seq(rank=135); Enrichr--Queries(rank=786); GTEx--Coexpression(rank=1024)","39","0.00921400000000000","ARCHS4 Coexpression,0.009214"
"USF2","0.364816077690058249","0.364816077690058249","0.364816077690058249","Activated","221","viper","221","0.364816077690058249",NA,NA,"5","ENCODE--ChIP-seq(rank=62); ReMap--ChIP-seq(rank=68); GTEx--Coexpression(rank=496); ARCHS4--Coexpression(rank=1197); Enrichr--Queries(rank=1200)","805","0.22900000000000001","ReMap ChIP-seq,0.229"
"LHX2","-0.362847582923799927","-0.362847582923799927","0.362847582923799927","Repressed","222","viper","222","0.362847582923799927",NA,NA,"4","Enrichr--Queries(rank=46); GTEx--Coexpression(rank=116); ReMap--ChIP-seq(rank=189); ARCHS4--Coexpression(rank=507)","139","0.03276000000000000","Enrichr Queries,0.03276"
"STAT5B","0.361792982313534461","0.361792982313534461","0.361792982313534461","Activated","223","viper","223","0.361792982313534461",NA,NA,"4","ReMap--ChIP-seq(rank=216); ARCHS4--Coexpression(rank=703); Enrichr--Queries(rank=956); GTEx--Coexpression(rank=1384)","1218","0.43180000000000002","ARCHS4 Coexpression,0.4318"
"JUN","0.353620218116812934","0.353620218116812934","0.353620218116812934","Activated","224","viper","224","0.353620218116812934",NA,NA,"6","ENCODE--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=54); Literature--ChIP-seq(rank=58); ARCHS4--Coexpression(rank=264); GTEx--Coexpression(rank=270); Enrichr--Queries(rank=854)","621","0.16220000000000001","ARCHS4 Coexpression,0.1622"
"NANOG","0.345727524030894851","0.345727524030894851","0.345727524030894851","Activated","225","viper","225","0.345727524030894851",NA,NA,"6","Literature--ChIP-seq(rank=19); ENCODE--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=97); Enrichr--Queries(rank=585); ARCHS4--Coexpression(rank=698); GTEx--Coexpression(rank=870)","464","0.11590000000000000","Literature ChIP-seq,0.1159"
"CDX2","0.324498528196309755","0.324498528196309755","0.324498528196309755","Activated","226","viper","226","0.324498528196309755",NA,NA,"5","Literature--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=121); Enrichr--Queries(rank=182); ReMap--ChIP-seq(rank=183); GTEx--Coexpression(rank=377)","104","0.02439000000000000","Literature ChIP-seq,0.02439"
"HNF4G","-0.315676952811404676","-0.315676952811404676","0.315676952811404676","Repressed","227","viper","227","0.315676952811404676",NA,NA,"5","ENCODE--ChIP-seq(rank=12); GTEx--Coexpression(rank=34); ARCHS4--Coexpression(rank=60); Enrichr--Queries(rank=72); ReMap--ChIP-seq(rank=122)","90","0.02116000000000000","GTEx Coexpression,0.02116"
"ATF1","-0.297593310495335273","-0.297593310495335273","0.297593310495335273","Repressed","228","viper","228","0.297593310495335273",NA,NA,"5","ReMap--ChIP-seq(rank=112); ENCODE--ChIP-seq(rank=115); ARCHS4--Coexpression(rank=971); Enrichr--Queries(rank=1287); GTEx--Coexpression(rank=1398)","1105","0.37709999999999999","ReMap ChIP-seq,0.3771"
"MYCN","-0.287608033530982410","-0.287608033530982410","0.287608033530982410","Repressed","229","viper","229","0.287608033530982410",NA,NA,"5","ReMap--ChIP-seq(rank=16); Literature--ChIP-seq(rank=20); Enrichr--Queries(rank=22); GTEx--Coexpression(rank=1282); ARCHS4--Coexpression(rank=1365)","65","0.01567000000000000","Enrichr Queries,0.01567"
"SP4","0.284053553321249874","0.284053553321249874","0.284053553321249874","Activated","230","viper","230","0.284053553321249874",NA,NA,"5","ENCODE--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=85); Enrichr--Queries(rank=744); GTEx--Coexpression(rank=1109); ARCHS4--Coexpression(rank=1242)","936","0.28620000000000001","ReMap ChIP-seq,0.2862"
"ZNF143","-0.268691561165077974","-0.268691561165077974","0.268691561165077974","Repressed","231","viper","231","0.268691561165077974",NA,NA,"5","ENCODE--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=35); ARCHS4--Coexpression(rank=1128); Enrichr--Queries(rank=1165); GTEx--Coexpression(rank=1399)","383","0.09322000000000000","ENCODE ChIP-seq,0.09322"
"NFYB","0.268253659950402179","0.268253659950402179","0.268253659950402179","Activated","232","viper","232","0.268253659950402179",NA,NA,"5","ENCODE--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=124); GTEx--Coexpression(rank=250); Enrichr--Queries(rank=1345); ARCHS4--Coexpression(rank=1533)","600","0.15559999999999999","GTEx Coexpression,0.1556"
"BACH1","-0.258965090560689226","-0.258965090560689226","0.258965090560689226","Repressed","233","viper","233","0.258965090560689226",NA,NA,"6","ReMap--ChIP-seq(rank=34); ENCODE--ChIP-seq(rank=61); Literature--ChIP-seq(rank=64); ARCHS4--Coexpression(rank=304); GTEx--Coexpression(rank=541); Enrichr--Queries(rank=693)","459","0.11450000000000000","ReMap ChIP-seq,0.1145"
"PBX2","-0.243582477480239507","-0.243582477480239507","0.243582477480239507","Repressed","234","viper","234","0.243582477480239507",NA,NA,"4","ReMap--ChIP-seq(rank=36); GTEx--Coexpression(rank=570); Enrichr--Queries(rank=1078); ARCHS4--Coexpression(rank=1299)","484","0.12120000000000000","ReMap ChIP-seq,0.1212"
"RBPJ","0.219548087487786758","0.219548087487786758","0.219548087487786758","Activated","235","viper","235","0.219548087487786758",NA,NA,"5","Literature--ChIP-seq(rank=84); ReMap--ChIP-seq(rank=104); GTEx--Coexpression(rank=554); Enrichr--Queries(rank=1068); ARCHS4--Coexpression(rank=1599)","1046","0.34470000000000001","GTEx Coexpression,0.3447"
"ELF5","-0.199782759099337792","-0.199782759099337792","0.199782759099337792","Repressed","236","viper","236","0.199782759099337792",NA,NA,"5","ARCHS4--Coexpression(rank=43); Literature--ChIP-seq(rank=141); ReMap--ChIP-seq(rank=263); Enrichr--Queries(rank=845); GTEx--Coexpression(rank=1422)","114","0.02641000000000000","ARCHS4 Coexpression,0.02641"
"EBF1","0.198578455521974534","0.198578455521974534","0.198578455521974534","Activated","237","viper","237","0.198578455521974534",NA,NA,"5","Enrichr--Queries(rank=48); ReMap--ChIP-seq(rank=70); ENCODE--ChIP-seq(rank=111); GTEx--Coexpression(rank=254); ARCHS4--Coexpression(rank=331)","146","0.03419000000000000","Enrichr Queries,0.03419"
"STAT6","0.192551903293720905","0.192551903293720905","0.192551903293720905","Activated","238","viper","238","0.192551903293720905",NA,NA,"4","Literature--ChIP-seq(rank=15); Enrichr--Queries(rank=583); ARCHS4--Coexpression(rank=737); GTEx--Coexpression(rank=1330)","375","0.09146000000000000","Literature ChIP-seq,0.09146"
"CEBPB","0.165217009022626149","0.165217009022626149","0.165217009022626149","Activated","239","viper","239","0.165217009022626149",NA,NA,"6","ENCODE--ChIP-seq(rank=30); Literature--ChIP-seq(rank=54); ReMap--ChIP-seq(rank=137); Enrichr--Queries(rank=509); ARCHS4--Coexpression(rank=1355); GTEx--Coexpression(rank=1405)","863","0.25419999999999998","ENCODE ChIP-seq,0.2542"
"NFKB2","0.156091082872760883","0.156091082872760883","0.156091082872760883","Activated","240","viper","240","0.156091082872760883",NA,NA,"4","GTEx--Coexpression(rank=207); ReMap--ChIP-seq(rank=230); Enrichr--Queries(rank=251); ARCHS4--Coexpression(rank=1339)","513","0.12880000000000000","GTEx Coexpression,0.1288"
"ETV4","0.154733809716888521","0.154733809716888521","0.154733809716888521","Activated","241","viper","241","0.154733809716888521",NA,NA,"4","ReMap--ChIP-seq(rank=143); Enrichr--Queries(rank=720); ARCHS4--Coexpression(rank=722); GTEx--Coexpression(rank=1563)","1234","0.44350000000000001","ARCHS4 Coexpression,0.4435"
"SPIB","0.150062698764363484","0.150062698764363484","0.150062698764363484","Activated","242","viper","242","0.150062698764363484",NA,NA,"4","ReMap--ChIP-seq(rank=188); ARCHS4--Coexpression(rank=281); Enrichr--Queries(rank=795); GTEx--Coexpression(rank=799)","657","0.17260000000000000","ARCHS4 Coexpression,0.1726"
"SREBF2","0.147188888593802025","0.147188888593802025","0.147188888593802025","Activated","243","viper","243","0.147188888593802025",NA,NA,"6","ENCODE--ChIP-seq(rank=10); ReMap--ChIP-seq(rank=76); Literature--ChIP-seq(rank=132); Enrichr--Queries(rank=928); GTEx--Coexpression(rank=1010); ARCHS4--Coexpression(rank=1574)","349","0.08475000000000001","ENCODE ChIP-seq,0.08475"
