"TF","HT55","SW948","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"HIF1A","5.081676425364662464","6.21664522934120711","5.6491608273529347883","5.6491608273529348","Activated","1","viper","1","5.6491608273529348",NA,NA,"5","Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=45); ARCHS4--Coexpression(rank=281); GTEx--Coexpression(rank=367); Enrichr--Queries(rank=686)","23","0.00609800000000000","Literature ChIP-seq,0.006098"
"ARNTL","5.099345923831749339","4.59259453582997956","4.8459702298308648949","4.8459702298308649","Activated","2","viper","2","4.8459702298308649",NA,NA,"4","ARCHS4--Coexpression(rank=12); Enrichr--Queries(rank=101); ReMap--ChIP-seq(rank=119); GTEx--Coexpression(rank=1202)","30","0.00737100000000000","ARCHS4 Coexpression,0.007371"
"ATF4","4.521880762150463973","4.98626365406856209","4.7540722081095125873","4.7540722081095126","Activated","3","viper","3","4.7540722081095126",NA,NA,"4","ReMap--ChIP-seq(rank=18); Enrichr--Queries(rank=368); GTEx--Coexpression(rank=438); ARCHS4--Coexpression(rank=553)","222","0.06061000000000000","ReMap ChIP-seq,0.06061"
"ZNF263","-1.688551401460487211","6.27985664048405212","2.2956526195117823441","3.9842040209722698","Activated","4","viper","4","3.9842040209722698",NA,NA,"6","ENCODE--ChIP-seq(rank=72); Literature--ChIP-seq(rank=158); ReMap--ChIP-seq(rank=256); GTEx--Coexpression(rank=433); ARCHS4--Coexpression(rank=508); Enrichr--Queries(rank=550)","874","0.26939999999999997","GTEx Coexpression,0.2694"
"FOXO3","3.094735735452715630","4.74357462569047872","3.9191551805715971746","3.9191551805715972","Activated","5","viper","5","3.9191551805715972",NA,NA,"4","Literature--ChIP-seq(rank=74); Enrichr--Queries(rank=522); GTEx--Coexpression(rank=658); ARCHS4--Coexpression(rank=749)","1111","0.37180000000000002","Enrichr Queries,0.3718"
"ZBTB7A","-2.979217488844461581","4.80619611190260354","0.9134893115290709797","3.8927068003735323","Activated","6","viper","6","3.8927068003735323",NA,NA,"5","ENCODE--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=222); GTEx--Coexpression(rank=676); Enrichr--Queries(rank=1151); ARCHS4--Coexpression(rank=1430)","1130","0.38140000000000002","ENCODE ChIP-seq,0.3814"
"MYC","-3.524213288529460808","-3.80222394739343050","-3.6632186179614456556","3.6632186179614457","Repressed","7","viper","7","3.6632186179614457",NA,NA,"6","ENCODE--ChIP-seq(rank=30); Literature--ChIP-seq(rank=41); GTEx--Coexpression(rank=148); ReMap--ChIP-seq(rank=232); Enrichr--Queries(rank=346); ARCHS4--Coexpression(rank=959)","341","0.09210000000000000","GTEx Coexpression,0.0921"
"MAZ","0.112996161744955206","-7.20290505549308691","-3.5449544468740659120","3.6579506086190210","Repressed","8","viper","8","3.6579506086190210",NA,NA,"5","ENCODE--ChIP-seq(rank=53); ReMap--ChIP-seq(rank=192); ARCHS4--Coexpression(rank=807); Enrichr--Queries(rank=1344); GTEx--Coexpression(rank=1374)","1247","0.44919999999999999","ENCODE ChIP-seq,0.4492"
"SP1","4.229902790606772101","2.61983094494230073","3.4248668677745364164","3.4248668677745364","Activated","9","viper","9","3.4248668677745364",NA,NA,"5","ReMap--ChIP-seq(rank=57); ENCODE--ChIP-seq(rank=59); ARCHS4--Coexpression(rank=736); GTEx--Coexpression(rank=867); Enrichr--Queries(rank=1160)","677","0.19189999999999999","ReMap ChIP-seq,0.1919"
"STAT1","2.471180009349033480","4.23787650195043231","3.3545282556497326709","3.3545282556497327","Activated","10","viper","10","3.3545282556497327",NA,NA,"6","ReMap--ChIP-seq(rank=2); ENCODE--ChIP-seq(rank=33); ARCHS4--Coexpression(rank=84); Literature--ChIP-seq(rank=149); Enrichr--Queries(rank=235); GTEx--Coexpression(rank=914)","27","0.00673400000000000","ReMap ChIP-seq,0.006734"
"STAT3","3.893062518508390468","2.77682677399152444","3.3349446462499576782","3.3349446462499577","Activated","11","viper","11","3.3349446462499577",NA,NA,"6","Literature--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=12); ReMap--ChIP-seq(rank=30); ARCHS4--Coexpression(rank=81); Enrichr--Queries(rank=623); GTEx--Coexpression(rank=958)","151","0.04268000000000000","Literature ChIP-seq,0.04268"
"ESR1","4.281358087999917572","2.31887147745194033","3.3001147827259291745","3.3001147827259292","Activated","12","viper","12","3.3001147827259292",NA,NA,"6","Literature--ChIP-seq(rank=18); ENCODE--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=159); GTEx--Coexpression(rank=311); Enrichr--Queries(rank=799); ARCHS4--Coexpression(rank=1153)","399","0.10979999999999999","Literature ChIP-seq,0.1098"
"FOXO1","1.570864309695366723","4.98372641252879234","3.2772953611120794193","3.2772953611120794","Activated","13","viper","13","3.2772953611120794",NA,NA,"5","Literature--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=40); ARCHS4--Coexpression(rank=119); Enrichr--Queries(rank=358); GTEx--Coexpression(rank=840)","270","0.07310000000000000","ARCHS4 Coexpression,0.0731"
"HBP1","-2.819187440384846255","-3.65811998032939467","-3.2386537103571204632","3.2386537103571205","Repressed","14","viper","14","3.2386537103571205",NA,NA,"4","ARCHS4--Coexpression(rank=71); Enrichr--Queries(rank=115); ReMap--ChIP-seq(rank=128); GTEx--Coexpression(rank=692)","155","0.04361000000000000","ARCHS4 Coexpression,0.04361"
"TEAD1","-0.854344189424096401","5.45038854449199128","2.2980221775339475521","3.1523663669580437","Activated","15","viper","15","3.1523663669580437",NA,NA,"4","ReMap--ChIP-seq(rank=78); ARCHS4--Coexpression(rank=245); Enrichr--Queries(rank=637); GTEx--Coexpression(rank=1338)","545","0.15049999999999999","ARCHS4 Coexpression,0.1505"
"ZBTB11","-0.619863812756331289","5.54335813493120533","2.4617471610874370747","3.0816109738437683","Activated","16","viper","16","3.0816109738437683",NA,NA,"4","ReMap--ChIP-seq(rank=246); GTEx--Coexpression(rank=865); ARCHS4--Coexpression(rank=1280); Enrichr--Queries(rank=1388)","1381","0.53830000000000000","GTEx Coexpression,0.5383"
"STAT5B","3.338547156785073966","2.65637326890099512","2.9974602128430345438","2.9974602128430345","Activated","17","viper","17","2.9974602128430345",NA,NA,"4","ARCHS4--Coexpression(rank=130); ReMap--ChIP-seq(rank=231); GTEx--Coexpression(rank=236); Enrichr--Queries(rank=1039)","296","0.07985000000000000","ARCHS4 Coexpression,0.07985"
"CEBPB","3.252556634659453660","2.69497453603847470","2.9737655853489641800","2.9737655853489642","Activated","18","viper","18","2.9737655853489642",NA,NA,"6","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=8); Enrichr--Queries(rank=51); Literature--ChIP-seq(rank=51); GTEx--Coexpression(rank=69); ARCHS4--Coexpression(rank=188)","33","0.00847500000000000","ENCODE ChIP-seq,0.008475"
"SNAPC4","-1.764071196739694924","-4.16494672229888518","-2.9645089595192901655","2.9645089595192902","Repressed","19","viper","19","2.9645089595192902",NA,NA,"4","ReMap--ChIP-seq(rank=273); GTEx--Coexpression(rank=835); ARCHS4--Coexpression(rank=1004); Enrichr--Queries(rank=1114)","1354","0.51959999999999995","GTEx Coexpression,0.5196"
"STAT5A","3.329415057850355186","2.56707912086989554","2.9482470893601253614","2.9482470893601254","Activated","20","viper","20","2.9482470893601254",NA,NA,"6","Literature--ChIP-seq(rank=49); ENCODE--ChIP-seq(rank=114); ARCHS4--Coexpression(rank=172); ReMap--ChIP-seq(rank=186); Enrichr--Queries(rank=285); GTEx--Coexpression(rank=661)","383","0.10570000000000000","ARCHS4 Coexpression,0.1057"
"MEF2A","-0.729087862992844005","5.07863927411105642","2.1747757055591061537","2.9038635685519503","Activated","21","viper","21","2.9038635685519503",NA,NA,"6","ReMap--ChIP-seq(rank=38); ENCODE--ChIP-seq(rank=73); Literature--ChIP-seq(rank=139); GTEx--Coexpression(rank=722); Enrichr--Queries(rank=995); ARCHS4--Coexpression(rank=1171)","463","0.12790000000000001","ReMap ChIP-seq,0.1279"
"JUN","2.982451400015853515","2.81463841848583662","2.8985449092508450697","2.8985449092508451","Activated","22","viper","22","2.8985449092508451",NA,NA,"6","GTEx--Coexpression(rank=1); ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=11); ReMap--ChIP-seq(rank=13); Enrichr--Queries(rank=61)","2","0.00062230000000000","GTEx Coexpression,6.223E-4"
"GATA6","2.647812340965497224","3.10637489481413009","2.8770936178898134372","2.8770936178898134","Activated","23","viper","23","2.8770936178898134",NA,NA,"5","Enrichr--Queries(rank=65); ARCHS4--Coexpression(rank=74); Literature--ChIP-seq(rank=105); ReMap--ChIP-seq(rank=114); GTEx--Coexpression(rank=1607)","162","0.04545000000000000","ARCHS4 Coexpression,0.04545"
"FOXP1","1.346166091951199961","-4.35136956155860144","-1.5026017348037008503","2.8487678267549006","Repressed","24","viper","24","2.8487678267549006",NA,NA,"5","Literature--ChIP-seq(rank=103); GTEx--Coexpression(rank=163); ReMap--ChIP-seq(rank=261); ARCHS4--Coexpression(rank=282); Enrichr--Queries(rank=827)","372","0.10140000000000000","GTEx Coexpression,0.1014"
"TP53","3.854039853851135788","1.80511975477812037","2.8295798043146280776","2.8295798043146281","Activated","25","viper","25","2.8295798043146281",NA,NA,"5","Literature--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=112); ARCHS4--Coexpression(rank=764); Enrichr--Queries(rank=769); GTEx--Coexpression(rank=1216)","533","0.14630000000000001","Literature ChIP-seq,0.1463"
"THAP1","0.027887041446314993","-5.57644329729014387","-2.7742781279219146384","2.8021651693682292","Repressed","26","viper","26","2.8021651693682292",NA,NA,"5","ENCODE--ChIP-seq(rank=104); ReMap--ChIP-seq(rank=201); ARCHS4--Coexpression(rank=467); Enrichr--Queries(rank=648); GTEx--Coexpression(rank=965)","917","0.28689999999999999","ARCHS4 Coexpression,0.2869"
"KLF5","3.826536769407162364","-1.66981136357455684","1.0783627029163027622","2.7481740664908596","Activated","27","viper","27","2.7481740664908596",NA,NA,"5","Literature--ChIP-seq(rank=25); Enrichr--Queries(rank=123); ReMap--ChIP-seq(rank=130); ARCHS4--Coexpression(rank=139); GTEx--Coexpression(rank=202)","317","0.08538000000000000","ARCHS4 Coexpression,0.08538"
"MAFB","-1.929026027165254176","3.52607492159230285","0.7985244472135243354","2.7275504743787784","Activated","28","viper","28","2.7275504743787784",NA,NA,"4","ReMap--ChIP-seq(rank=55); ARCHS4--Coexpression(rank=80); Enrichr--Queries(rank=272); GTEx--Coexpression(rank=547)","175","0.04914000000000000","ARCHS4 Coexpression,0.04914"
"SOX11","-3.859101602843253431","1.57224003480357610","-1.1434307840198387751","2.7156708188234147","Repressed","29","viper","29","2.7156708188234147",NA,NA,"5","Literature--ChIP-seq(rank=99); ReMap--ChIP-seq(rank=253); Enrichr--Queries(rank=477); ARCHS4--Coexpression(rank=1049); GTEx--Coexpression(rank=1582)","1045","0.33970000000000000","Enrichr Queries,0.3397"
"PPARG","2.136542758390191477","3.27592150584784836","2.7062321321190196954","2.7062321321190197","Activated","30","viper","30","2.7062321321190197",NA,NA,"5","Literature--ChIP-seq(rank=32); GTEx--Coexpression(rank=79); ARCHS4--Coexpression(rank=102); ReMap--ChIP-seq(rank=113); Enrichr--Queries(rank=131)","177","0.04916000000000000","GTEx Coexpression,0.04916"
"MBD1","2.013923963513523763","3.38310507350781320","2.6985145185106684806","2.6985145185106685","Activated","31","viper","31","2.6985145185106685",NA,NA,"3","Enrichr--Queries(rank=525); GTEx--Coexpression(rank=727); ARCHS4--Coexpression(rank=1136)","1117","0.37390000000000001","Enrichr Queries,0.3739"
"SREBF2","-4.419018398400074155","-0.94442162532854179","-2.6817200118643080842","2.6817200118643081","Repressed","32","viper","32","2.6817200118643081",NA,NA,"6","Literature--ChIP-seq(rank=94); ENCODE--ChIP-seq(rank=115); ReMap--ChIP-seq(rank=247); GTEx--Coexpression(rank=543); Enrichr--Queries(rank=1168); ARCHS4--Coexpression(rank=1405)","1039","0.33789999999999998","GTEx Coexpression,0.3379"
"IRF3","2.631861551758159834","-2.66766694596161713","-0.0179026971017286485","2.6497642488598885","Repressed","33","viper","33","2.6497642488598885",NA,NA,"5","ENCODE--ChIP-seq(rank=80); ReMap--ChIP-seq(rank=243); ARCHS4--Coexpression(rank=311); GTEx--Coexpression(rank=384); Enrichr--Queries(rank=998)","675","0.19100000000000000","ARCHS4 Coexpression,0.191"
"FOSL2","3.084416881827660717","2.16909037709685792","2.6267536294622590987","2.6267536294622591","Activated","34","viper","34","2.6267536294622591",NA,NA,"5","ENCODE--ChIP-seq(rank=4); GTEx--Coexpression(rank=47); ReMap--ChIP-seq(rank=49); ARCHS4--Coexpression(rank=66); Enrichr--Queries(rank=80)","110","0.02925000000000000","GTEx Coexpression,0.02925"
"RELA","2.540436049199560120","2.68450479287988175","2.6124704210397209359","2.6124704210397209","Activated","35","viper","35","2.6124704210397209",NA,NA,"6","ReMap--ChIP-seq(rank=11); Literature--ChIP-seq(rank=63); ENCODE--ChIP-seq(rank=66); GTEx--Coexpression(rank=246); Enrichr--Queries(rank=543); ARCHS4--Coexpression(rank=1013)","136","0.03704000000000000","ReMap ChIP-seq,0.03704"
"ESR2","3.643816745861407025","1.54197011680766183","2.5928934313345344265","2.5928934313345344","Activated","36","viper","36","2.5928934313345344",NA,NA,"5","Literature--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=149); Enrichr--Queries(rank=664); GTEx--Coexpression(rank=1392); ARCHS4--Coexpression(rank=1403)","421","0.11590000000000000","Literature ChIP-seq,0.1159"
"EPAS1","2.168654220627697526","3.01519002167179284","2.5919221211497451840","2.5919221211497452","Activated","37","viper","37","2.5919221211497452",NA,NA,"4","ReMap--ChIP-seq(rank=7); Enrichr--Queries(rank=58); GTEx--Coexpression(rank=580); ARCHS4--Coexpression(rank=1271)","90","0.02357000000000000","ReMap ChIP-seq,0.02357"
"PRDM14","2.347304055518283139","-2.78445025006881730","-0.2185730972752670809","2.5658771527935502","Repressed","38","viper","38","2.5658771527935502",NA,NA,"5","Literature--ChIP-seq(rank=71); ReMap--ChIP-seq(rank=167); Enrichr--Queries(rank=1085); ARCHS4--Coexpression(rank=1275); GTEx--Coexpression(rank=1334)","1221","0.43290000000000001","Literature ChIP-seq,0.4329"
"REL","1.864171106475096984","3.25766800303576698","2.5609195547554319816","2.5609195547554320","Activated","39","viper","39","2.5609195547554320",NA,NA,"3","GTEx--Coexpression(rank=45); ARCHS4--Coexpression(rank=59); Enrichr--Queries(rank=205)","106","0.02800000000000000","GTEx Coexpression,0.028"
"ELK1","3.129942539719163364","1.95113886121785796","2.5405407004685107708","2.5405407004685108","Activated","40","viper","40","2.5405407004685108",NA,NA,"5","ENCODE--ChIP-seq(rank=76); Literature--ChIP-seq(rank=116); ReMap--ChIP-seq(rank=267); GTEx--Coexpression(rank=816); ARCHS4--Coexpression(rank=1371)","1335","0.50780000000000003","GTEx Coexpression,0.5078"
"HNF1A","2.546203258579398110","-2.44895837364355806","0.0486224424679200240","2.4975808161114781","Activated","41","viper","41","2.4975808161114781",NA,NA,"3","ARCHS4--Coexpression(rank=462); GTEx--Coexpression(rank=566); Enrichr--Queries(rank=1127)","909","0.28380000000000000","ARCHS4 Coexpression,0.2838"
"TFAP4","3.629900259818145791","-1.36079424650234349","1.1345530066579012640","2.4953472531602445","Activated","42","viper","42","2.4953472531602445",NA,NA,"4","ReMap--ChIP-seq(rank=53); GTEx--Coexpression(rank=846); Enrichr--Queries(rank=861); ARCHS4--Coexpression(rank=1134)","638","0.17849999999999999","ReMap ChIP-seq,0.1785"
"GATA3","1.438418387654290864","3.45261685970296073","2.4455176236786257959","2.4455176236786258","Activated","43","viper","43","2.4455176236786258",NA,NA,"6","Literature--ChIP-seq(rank=34); ENCODE--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=175); GTEx--Coexpression(rank=216); Enrichr--Queries(rank=347); ARCHS4--Coexpression(rank=710)","484","0.13439999999999999","GTEx Coexpression,0.1344"
"TFAP2A","2.656061910806747139","2.21070011249212728","2.4333810116494372089","2.4333810116494372","Activated","44","viper","44","2.4333810116494372",NA,NA,"6","ENCODE--ChIP-seq(rank=13); GTEx--Coexpression(rank=46); Literature--ChIP-seq(rank=117); ReMap--ChIP-seq(rank=208); ARCHS4--Coexpression(rank=372); Enrichr--Queries(rank=658)","108","0.02862000000000000","GTEx Coexpression,0.02862"
"ATF6","2.269628552374288510","2.57388390736678252","2.4217562298705352930","2.4217562298705353","Activated","45","viper","45","2.4217562298705353",NA,NA,"3","ARCHS4--Coexpression(rank=369); Enrichr--Queries(rank=734); GTEx--Coexpression(rank=792)","775","0.22670000000000001","ARCHS4 Coexpression,0.2267"
"CEBPA","3.139152189452019570","1.65384191655849788","2.3964970530052589481","2.3964970530052589","Activated","46","viper","46","2.3964970530052589",NA,NA,"5","ReMap--ChIP-seq(rank=21); Literature--ChIP-seq(rank=29); GTEx--Coexpression(rank=62); Enrichr--Queries(rank=284); ARCHS4--Coexpression(rank=296)","141","0.03858000000000000","GTEx Coexpression,0.03858"
"SP3","2.535335027642420691","2.25023569172096760","2.3927853596816941462","2.3927853596816941","Activated","47","viper","47","2.3927853596816941",NA,NA,"3","GTEx--Coexpression(rank=1158); ARCHS4--Coexpression(rank=1160); Enrichr--Queries(rank=1267)","1575","0.71250000000000002","ARCHS4 Coexpression,0.7125"
"FOS","2.051877790013634684","2.65513985664284435","2.3535088233282395187","2.3535088233282395","Activated","48","viper","48","2.3535088233282395",NA,NA,"5","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=3); ENCODE--ChIP-seq(rank=9); Enrichr--Queries(rank=40); ARCHS4--Coexpression(rank=44)","8","0.00186700000000000","GTEx Coexpression,0.001867"
"NFKB1","2.429131819370097478","2.26700858998757804","2.3480702046788377579","2.3480702046788378","Activated","49","viper","49","2.3480702046788378",NA,NA,"4","ARCHS4--Coexpression(rank=38); ReMap--ChIP-seq(rank=140); Enrichr--Queries(rank=292); GTEx--Coexpression(rank=659)","89","0.02334000000000000","ARCHS4 Coexpression,0.02334"
"SMAD3","2.169878636105997405","2.46051975344099327","2.3151991947734953392","2.3151991947734953","Activated","50","viper","50","2.3151991947734953",NA,NA,"5","ReMap--ChIP-seq(rank=54); Literature--ChIP-seq(rank=62); GTEx--Coexpression(rank=513); Enrichr--Queries(rank=650); ARCHS4--Coexpression(rank=1023)","648","0.18179999999999999","ReMap ChIP-seq,0.1818"
"KLF4","1.967943418038752057","2.63102377839152801","2.2994835982151400344","2.2994835982151400","Activated","51","viper","51","2.2994835982151400",NA,NA,"5","ARCHS4--Coexpression(rank=7); Enrichr--Queries(rank=13); Literature--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=102); GTEx--Coexpression(rank=133)","18","0.00430000000000000","ARCHS4 Coexpression,0.0043"
"NR1H2","2.345991339813007670","2.08299022879168172","2.2144907843023444727","2.2144907843023445","Activated","52","viper","52","2.2144907843023445",NA,NA,"4","ReMap--ChIP-seq(rank=6); GTEx--Coexpression(rank=493); Enrichr--Queries(rank=719); ARCHS4--Coexpression(rank=1046)","77","0.02020000000000000","ReMap ChIP-seq,0.0202"
"RUNX2","-0.277942177339322416","4.14281492670815066","1.9324363746844142042","2.2103785520237365","Activated","53","viper","53","2.2103785520237365",NA,NA,"5","Literature--ChIP-seq(rank=39); ARCHS4--Coexpression(rank=90); ReMap--ChIP-seq(rank=125); Enrichr--Queries(rank=243); GTEx--Coexpression(rank=1366)","202","0.05528000000000000","ARCHS4 Coexpression,0.05528"
"STAT2","2.689706256526795958","1.62621802179128361","2.1579621391590397828","2.1579621391590398","Activated","54","viper","54","2.1579621391590398",NA,NA,"5","ARCHS4--Coexpression(rank=43); Enrichr--Queries(rank=49); ENCODE--ChIP-seq(rank=62); ReMap--ChIP-seq(rank=106); GTEx--Coexpression(rank=1384)","102","0.02641000000000000","ARCHS4 Coexpression,0.02641"
"MBD2","1.101719903727665484","-3.17573568544917828","-1.0370078908607562873","2.1387277945884220","Repressed","55","viper","55","2.1387277945884220",NA,NA,"4","ReMap--ChIP-seq(rank=288); Enrichr--Queries(rank=1005); ARCHS4--Coexpression(rank=1266); GTEx--Coexpression(rank=1351)","1577","0.71579999999999999","Enrichr Queries,0.7158"
"NFIC","-1.446451936927582116","-2.81080164669781940","-2.1286267918127008691","2.1286267918127009","Repressed","56","viper","56","2.1286267918127009",NA,NA,"5","ENCODE--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=72); Enrichr--Queries(rank=785); GTEx--Coexpression(rank=1187); ARCHS4--Coexpression(rank=1415)","814","0.24240000000000000","ReMap ChIP-seq,0.2424"
"NR2F1","-0.392462482743603902","-3.86356539048218295","-2.1280139366128936196","2.1280139366128936","Repressed","57","viper","57","2.1280139366128936",NA,NA,"4","ReMap--ChIP-seq(rank=277); ARCHS4--Coexpression(rank=280); Enrichr--Queries(rank=351); GTEx--Coexpression(rank=1118)","620","0.17199999999999999","ARCHS4 Coexpression,0.172"
"RELB","3.093277354478199292","1.11628542892587168","2.1047813917020352648","2.1047813917020353","Activated","58","viper","58","2.1047813917020353",NA,NA,"4","ARCHS4--Coexpression(rank=16); GTEx--Coexpression(rank=26); Enrichr--Queries(rank=75); ReMap--ChIP-seq(rank=165)","37","0.00982800000000000","ARCHS4 Coexpression,0.009828"
"ZNF639","0.432487194193665492","-3.74430785576590131","-1.6559103307861178234","2.0883975249797833","Repressed","59","viper","59","2.0883975249797833",NA,NA,"4","ReMap--ChIP-seq(rank=153); GTEx--Coexpression(rank=297); Enrichr--Queries(rank=1161); ARCHS4--Coexpression(rank=1187)","658","0.18479999999999999","GTEx Coexpression,0.1848"
"ETV4","1.820681451039589227","2.33249622446808802","2.0765888377538388454","2.0765888377538388","Activated","60","viper","60","2.0765888377538388",NA,NA,"4","ReMap--ChIP-seq(rank=127); Enrichr--Queries(rank=268); ARCHS4--Coexpression(rank=498); GTEx--Coexpression(rank=1363)","674","0.19089999999999999","Enrichr Queries,0.1909"
"ETS1","1.555798503147855394","2.57168428817246575","2.0637413956601604603","2.0637413956601605","Activated","61","viper","61","2.0637413956601605",NA,NA,"6","ENCODE--ChIP-seq(rank=3); GTEx--Coexpression(rank=33); ReMap--ChIP-seq(rank=50); Enrichr--Queries(rank=124); ARCHS4--Coexpression(rank=136); Literature--ChIP-seq(rank=147)","78","0.02054000000000000","GTEx Coexpression,0.02054"
"MNT","-3.342082386326479693","0.75590054586988820","-1.2930909202282956372","2.0489914660981841","Repressed","62","viper","62","2.0489914660981841",NA,NA,"4","ReMap--ChIP-seq(rank=104); Enrichr--Queries(rank=200); ARCHS4--Coexpression(rank=448); GTEx--Coexpression(rank=517)","518","0.14249999999999999","Enrichr Queries,0.1425"
"NCOA1","-1.699548270569540831","2.39731350639832952","0.3488826179143943440","2.0484308884839351","Activated","63","viper","63","2.0484308884839351",NA,NA,"4","ReMap--ChIP-seq(rank=158); ARCHS4--Coexpression(rank=574); Enrichr--Queries(rank=1185); GTEx--Coexpression(rank=1210)","1072","0.35260000000000002","ARCHS4 Coexpression,0.3526"
"SMAD4","2.248296052138063494","1.81231857264117568","2.0303073123896195895","2.0303073123896196","Activated","64","viper","64","2.0303073123896196",NA,NA,"5","Literature--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=237); ARCHS4--Coexpression(rank=511); GTEx--Coexpression(rank=1006); Enrichr--Queries(rank=1302)","901","0.28050000000000003","Literature ChIP-seq,0.2805"
"WT1","1.493653434852601825","2.53248405139069721","2.0130687431216496286","2.0130687431216496","Activated","65","viper","65","2.0130687431216496",NA,NA,"4","Literature--ChIP-seq(rank=48); ARCHS4--Coexpression(rank=317); Enrichr--Queries(rank=361); GTEx--Coexpression(rank=487)","685","0.19470000000000001","ARCHS4 Coexpression,0.1947"
"POU4F2","-1.809309529031058350","2.17134992956623529","0.1810202002675884714","1.9903297292986468","Activated","66","viper","66","1.9903297292986468",NA,NA,"4","ReMap--ChIP-seq(rank=275); ARCHS4--Coexpression(rank=540); GTEx--Coexpression(rank=1023); Enrichr--Queries(rank=1081)","1025","0.33169999999999999","ARCHS4 Coexpression,0.3317"
"ATF1","2.572163049206143803","1.39838629703819106","1.9852746731221673215","1.9852746731221673","Activated","67","viper","67","1.9852746731221673",NA,NA,"5","ReMap--ChIP-seq(rank=80); ENCODE--ChIP-seq(rank=95); GTEx--Coexpression(rank=995); Enrichr--Queries(rank=1053); ARCHS4--Coexpression(rank=1348)","873","0.26939999999999997","ReMap ChIP-seq,0.2694"
