"TF","HCT15","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"BACH2","1.553390020839162888","1.553390020839162888","1.553390020839162888","Activated","79","viper","79","1.553390020839162888",NA,NA,"4","ReMap--ChIP-seq(rank=117); ARCHS4--Coexpression(rank=478); Enrichr--Queries(rank=519); GTEx--Coexpression(rank=764)","839","0.293600000000000028","ARCHS4 Coexpression,0.2936"
"ERG","1.532162563996692262","1.532162563996692262","1.532162563996692262","Activated","80","viper","80","1.532162563996692262",NA,NA,"5","Literature--ChIP-seq(rank=64); ReMap--ChIP-seq(rank=135); GTEx--Coexpression(rank=219); ARCHS4--Coexpression(rank=236); Enrichr--Queries(rank=751)","448","0.136300000000000004","GTEx Coexpression,0.1363"
"CEBPG","1.532013464448546802","1.532013464448546802","1.532013464448546802","Activated","81","viper","81","1.532013464448546802",NA,NA,"4","Enrichr--Queries(rank=82); ReMap--ChIP-seq(rank=128); ARCHS4--Coexpression(rank=419); GTEx--Coexpression(rank=644)","211","0.058400000000000001","Enrichr Queries,0.0584"
"TBP","1.530459339817537456","1.530459339817537456","1.530459339817537456","Activated","82","viper","82","1.530459339817537456",NA,NA,"5","Literature--ChIP-seq(rank=53); ENCODE--ChIP-seq(rank=56); ReMap--ChIP-seq(rank=145); GTEx--Coexpression(rank=964); ARCHS4--Coexpression(rank=1550)","902","0.323199999999999987","Literature ChIP-seq,0.3232"
"PAX6","1.511747266716258586","1.511747266716258586","1.511747266716258586","Activated","83","viper","83","1.511747266716258586",NA,NA,"5","Literature--ChIP-seq(rank=139); ReMap--ChIP-seq(rank=197); ARCHS4--Coexpression(rank=472); Enrichr--Queries(rank=841); GTEx--Coexpression(rank=977)","833","0.289899999999999991","ARCHS4 Coexpression,0.2899"
"NCOA1","1.494268836736341255","1.494268836736341255","1.494268836736341255","Activated","84","viper","84","1.494268836736341255",NA,NA,"4","ReMap--ChIP-seq(rank=58); ARCHS4--Coexpression(rank=466); Enrichr--Queries(rank=1147); GTEx--Coexpression(rank=1223)","605","0.195300000000000001","ReMap ChIP-seq,0.1953"
"OTX2","1.474391045852182724","1.474391045852182724","1.474391045852182724","Activated","85","viper","85","1.474391045852182724",NA,NA,"4","ReMap--ChIP-seq(rank=211); Enrichr--Queries(rank=883); GTEx--Coexpression(rank=975); ARCHS4--Coexpression(rank=1242)","1394","0.606700000000000017","GTEx Coexpression,0.6067"
"KLF6","1.472579729382929914","1.472579729382929914","1.472579729382929914","Activated","86","viper","86","1.472579729382929914",NA,NA,"4","ReMap--ChIP-seq(rank=17); ARCHS4--Coexpression(rank=26); Enrichr--Queries(rank=37); GTEx--Coexpression(rank=164)","61","0.015970000000000002","ARCHS4 Coexpression,0.01597"
"GATA4","1.467144618002694356","1.467144618002694356","1.467144618002694356","Activated","87","viper","87","1.467144618002694356",NA,NA,"5","ReMap--ChIP-seq(rank=25); ARCHS4--Coexpression(rank=47); Literature--ChIP-seq(rank=60); GTEx--Coexpression(rank=340); Enrichr--Queries(rank=389)","108","0.028870000000000000","ARCHS4 Coexpression,0.02887"
"E2F7","1.465551069361525238","1.465551069361525238","1.465551069361525238","Activated","88","viper","88","1.465551069361525238",NA,NA,"5","ReMap--ChIP-seq(rank=67); Literature--ChIP-seq(rank=162); GTEx--Coexpression(rank=286); ARCHS4--Coexpression(rank=547); Enrichr--Queries(rank=1084)","554","0.177999999999999992","GTEx Coexpression,0.178"
"PKNOX1","-1.450340243585992006","-1.450340243585992006","1.450340243585992006","Repressed","89","viper","89","1.450340243585992006",NA,NA,"4","ReMap--ChIP-seq(rank=66); GTEx--Coexpression(rank=556); Enrichr--Queries(rank=864); ARCHS4--Coexpression(rank=946)","677","0.222200000000000009","ReMap ChIP-seq,0.2222"
"YY1","-1.441192818591340741","-1.441192818591340741","1.441192818591340741","Repressed","90","viper","90","1.441192818591340741",NA,NA,"6","ENCODE--ChIP-seq(rank=100); Literature--ChIP-seq(rank=109); ReMap--ChIP-seq(rank=167); GTEx--Coexpression(rank=416); Enrichr--Queries(rank=1306); ARCHS4--Coexpression(rank=1597)","761","0.258900000000000019","GTEx Coexpression,0.2589"
"BCL11A","-1.437106801371878184","-1.437106801371878184","1.437106801371878184","Repressed","91","viper","91","1.437106801371878184",NA,NA,"5","ENCODE--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=107); GTEx--Coexpression(rank=162); ARCHS4--Coexpression(rank=555); Enrichr--Queries(rank=629)","341","0.100800000000000001","GTEx Coexpression,0.1008"
"ESR2","1.428285225712979889","1.428285225712979889","1.428285225712979889","Activated","92","viper","92","1.428285225712979889",NA,NA,"5","Literature--ChIP-seq(rank=13); ReMap--ChIP-seq(rank=221); ARCHS4--Coexpression(rank=773); Enrichr--Queries(rank=773); GTEx--Coexpression(rank=994)","276","0.079269999999999993","Literature ChIP-seq,0.07927"
"RUNX3","-1.409810308265597723","-1.409810308265597723","1.409810308265597723","Repressed","93","viper","93","1.409810308265597723",NA,NA,"5","ENCODE--ChIP-seq(rank=85); ReMap--ChIP-seq(rank=199); GTEx--Coexpression(rank=259); Enrichr--Queries(rank=373); ARCHS4--Coexpression(rank=501)","514","0.161200000000000010","GTEx Coexpression,0.1612"
"HOXA9","1.373864006755730616","1.373864006755730616","1.373864006755730616","Activated","94","viper","94","1.373864006755730616",NA,NA,"4","GTEx--Coexpression(rank=43); ReMap--ChIP-seq(rank=294); Enrichr--Queries(rank=427); ARCHS4--Coexpression(rank=522)","99","0.026759999999999999","GTEx Coexpression,0.02676"
"ONECUT1","-1.366126796914000963","-1.366126796914000963","1.366126796914000963","Repressed","95","viper","95","1.366126796914000963",NA,NA,"4","ReMap--ChIP-seq(rank=235); Enrichr--Queries(rank=557); ARCHS4--Coexpression(rank=913); GTEx--Coexpression(rank=947)","1053","0.396699999999999997","Enrichr Queries,0.3967"
"NCOA3","1.351603167894926294","1.351603167894926294","1.351603167894926294","Activated","96","viper","96","1.351603167894926294",NA,NA,"4","ReMap--ChIP-seq(rank=287); ARCHS4--Coexpression(rank=453); Enrichr--Queries(rank=890); GTEx--Coexpression(rank=895)","809","0.278299999999999992","ARCHS4 Coexpression,0.2783"
"HMBOX1","-1.325848971896662620","-1.325848971896662620","1.325848971896662620","Repressed","97","viper","97","1.325848971896662620",NA,NA,"4","ReMap--ChIP-seq(rank=190); GTEx--Coexpression(rank=342); ARCHS4--Coexpression(rank=684); Enrichr--Queries(rank=1211)","648","0.212799999999999989","GTEx Coexpression,0.2128"
"RFX1","-1.323205417879384171","-1.323205417879384171","1.323205417879384171","Repressed","98","viper","98","1.323205417879384171",NA,NA,"4","ReMap--ChIP-seq(rank=184); ARCHS4--Coexpression(rank=1091); Enrichr--Queries(rank=1139); GTEx--Coexpression(rank=1219)","1409","0.619500000000000162","ReMap ChIP-seq,0.6195"
"ELF3","-1.321746706573238894","-1.321746706573238894","1.321746706573238894","Repressed","99","viper","99","1.321746706573238894",NA,NA,"4","ReMap--ChIP-seq(rank=16); ARCHS4--Coexpression(rank=37); GTEx--Coexpression(rank=37); Enrichr--Queries(rank=75)","86","0.022730000000000000","ARCHS4 Coexpression,0.02273"
"IRF1","1.312225743124057376","1.312225743124057376","1.312225743124057376","Activated","100","viper","100","1.312225743124057376",NA,NA,"6","ReMap--ChIP-seq(rank=11); Literature--ChIP-seq(rank=65); ENCODE--ChIP-seq(rank=94); Enrichr--Queries(rank=105); GTEx--Coexpression(rank=203); ARCHS4--Coexpression(rank=222)","138","0.037039999999999997","ReMap ChIP-seq,0.03704"
"SP3","1.291031234815536166","1.291031234815536166","1.291031234815536166","Activated","101","viper","101","1.291031234815536166",NA,NA,"3","GTEx--Coexpression(rank=1040); Enrichr--Queries(rank=1132); ARCHS4--Coexpression(rank=1560)","1447","0.647199999999999998","GTEx Coexpression,0.6472"
"ETS1","1.267926256855208988","1.267926256855208988","1.267926256855208988","Activated","102","viper","102","1.267926256855208988",NA,NA,"6","ENCODE--ChIP-seq(rank=21); GTEx--Coexpression(rank=74); Literature--ChIP-seq(rank=160); ReMap--ChIP-seq(rank=174); Enrichr--Queries(rank=224); ARCHS4--Coexpression(rank=370)","170","0.046050000000000001","GTEx Coexpression,0.04605"
"E2F5","-1.265675757832855242","-1.265675757832855242","1.265675757832855242","Repressed","103","viper","103","1.265675757832855242",NA,NA,"4","ReMap--ChIP-seq(rank=281); Enrichr--Queries(rank=381); ARCHS4--Coexpression(rank=1045); GTEx--Coexpression(rank=1252)","790","0.271399999999999975","Enrichr Queries,0.2714"
"NRF1","1.255691629345435656","1.255691629345435656","1.255691629345435656","Activated","104","viper","104","1.255691629345435656",NA,NA,"5","ENCODE--ChIP-seq(rank=92); GTEx--Coexpression(rank=134); ARCHS4--Coexpression(rank=139); ReMap--ChIP-seq(rank=162); Enrichr--Queries(rank=1241)","289","0.083390000000000006","GTEx Coexpression,0.08339"
"SNAI2","1.238176812228198420","1.238176812228198420","1.238176812228198420","Activated","105","viper","105","1.238176812228198420",NA,NA,"4","ReMap--ChIP-seq(rank=61); Enrichr--Queries(rank=83); ARCHS4--Coexpression(rank=104); GTEx--Coexpression(rank=271)","213","0.059119999999999999","Enrichr Queries,0.05912"
"MBD1","1.224129175832511240","1.224129175832511240","1.224129175832511240","Activated","106","viper","106","1.224129175832511240",NA,NA,"3","Enrichr--Queries(rank=782); GTEx--Coexpression(rank=898); ARCHS4--Coexpression(rank=1014)","1327","0.557000000000000051","Enrichr Queries,0.557"
"PGR","1.215390270847634513","1.215390270847634513","1.215390270847634513","Activated","107","viper","107","1.215390270847634513",NA,NA,"4","ReMap--ChIP-seq(rank=37); ARCHS4--Coexpression(rank=168); GTEx--Coexpression(rank=330); Enrichr--Queries(rank=620)","347","0.103200000000000000","ARCHS4 Coexpression,0.1032"
"NR2F6","1.203891667233516705","1.203891667233516705","1.203891667233516705","Activated","108","viper","108","1.203891667233516705",NA,NA,"4","ReMap--ChIP-seq(rank=82); GTEx--Coexpression(rank=301); Enrichr--Queries(rank=322); ARCHS4--Coexpression(rank=329)","580","0.187299999999999994","GTEx Coexpression,0.1873"
"CEBPD","1.202539576342685157","1.202539576342685157","1.202539576342685157","Activated","109","viper","109","1.202539576342685157",NA,NA,"5","ENCODE--ChIP-seq(rank=36); ARCHS4--Coexpression(rank=61); ReMap--ChIP-seq(rank=127); Literature--ChIP-seq(rank=140); GTEx--Coexpression(rank=251)","140","0.037470000000000003","ARCHS4 Coexpression,0.03747"
"SOX6","-1.194512957851995072","-1.194512957851995072","1.194512957851995072","Repressed","110","viper","110","1.194512957851995072",NA,NA,"4","ReMap--ChIP-seq(rank=102); ARCHS4--Coexpression(rank=842); Enrichr--Queries(rank=984); GTEx--Coexpression(rank=1020)","941","0.343399999999999983","ReMap ChIP-seq,0.3434"
"FOXO1","1.188827766297198441","1.188827766297198441","1.188827766297198441","Activated","111","viper","111","1.188827766297198441",NA,NA,"5","Literature--ChIP-seq(rank=62); Enrichr--Queries(rank=193); ReMap--ChIP-seq(rank=227); ARCHS4--Coexpression(rank=284); GTEx--Coexpression(rank=633)","451","0.137500000000000011","Enrichr Queries,0.1375"
"CTCFL","-1.175826926635742176","-1.175826926635742176","1.175826926635742176","Repressed","112","viper","112","1.175826926635742176",NA,NA,"5","ENCODE--ChIP-seq(rank=84); ReMap--ChIP-seq(rank=204); Enrichr--Queries(rank=895); ARCHS4--Coexpression(rank=1201); GTEx--Coexpression(rank=1527)","1432","0.637499999999999845","Enrichr Queries,0.6375"
"POU4F2","-1.175228890099024204","-1.175228890099024204","1.175228890099024204","Repressed","113","viper","113","1.175228890099024204",NA,NA,"4","ReMap--ChIP-seq(rank=286); ARCHS4--Coexpression(rank=572); Enrichr--Queries(rank=962); GTEx--Coexpression(rank=967)","957","0.351399999999999990","ARCHS4 Coexpression,0.3514"
"SP2","1.169791013391144219","1.169791013391144219","1.169791013391144219","Activated","114","viper","114","1.169791013391144219",NA,NA,"5","ENCODE--ChIP-seq(rank=97); ReMap--ChIP-seq(rank=256); GTEx--Coexpression(rank=437); Enrichr--Queries(rank=676); ARCHS4--Coexpression(rank=911)","792","0.271899999999999975","GTEx Coexpression,0.2719"
"VDR","1.152093783513178815","1.152093783513178815","1.152093783513178815","Activated","115","viper","115","1.152093783513178815",NA,NA,"5","Enrichr--Queries(rank=55); Literature--ChIP-seq(rank=58); ReMap--ChIP-seq(rank=80); ARCHS4--Coexpression(rank=97); GTEx--Coexpression(rank=207)","146","0.039170000000000003","Enrichr Queries,0.03917"
"ELK4","1.141013904343510355","1.141013904343510355","1.141013904343510355","Activated","116","viper","116","1.141013904343510355",NA,NA,"5","ENCODE--ChIP-seq(rank=103); ReMap--ChIP-seq(rank=191); Enrichr--Queries(rank=1170); ARCHS4--Coexpression(rank=1218); GTEx--Coexpression(rank=1466)","1439","0.643100000000000005","ReMap ChIP-seq,0.6431"
"NR3C1","-1.132649080792346163","-1.132649080792346163","1.132649080792346163","Repressed","117","viper","117","1.132649080792346163",NA,NA,"6","ARCHS4--Coexpression(rank=16); ENCODE--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=31); Literature--ChIP-seq(rank=73); GTEx--Coexpression(rank=408); Enrichr--Queries(rank=563)","37","0.009828000000000000","ARCHS4 Coexpression,0.009828"
"EPAS1","1.131735365201394616","1.131735365201394616","1.131735365201394616","Activated","118","viper","118","1.131735365201394616",NA,NA,"4","ReMap--ChIP-seq(rank=142); Enrichr--Queries(rank=158); ARCHS4--Coexpression(rank=170); GTEx--Coexpression(rank=197)","351","0.104400000000000007","ARCHS4 Coexpression,0.1044"
"TFDP1","1.121279616607426588","1.121279616607426588","1.121279616607426588","Activated","119","viper","119","1.121279616607426588",NA,NA,"4","ReMap--ChIP-seq(rank=171); GTEx--Coexpression(rank=464); Enrichr--Queries(rank=1255); ARCHS4--Coexpression(rank=1267)","831","0.288700000000000012","GTEx Coexpression,0.2887"
"SOX9","1.112664387834191082","1.112664387834191082","1.112664387834191082","Activated","120","viper","120","1.112664387834191082",NA,NA,"5","ReMap--ChIP-seq(rank=23); Literature--ChIP-seq(rank=41); Enrichr--Queries(rank=73); ARCHS4--Coexpression(rank=368); GTEx--Coexpression(rank=1191)","190","0.051990000000000001","Enrichr Queries,0.05199"
"KMT2A","-1.111784677431609802","-1.111784677431609802","1.111784677431609802","Repressed","121","viper","121","1.111784677431609802",NA,NA,"3","ReMap--ChIP-seq(rank=276); GTEx--Coexpression(rank=1217); ARCHS4--Coexpression(rank=1591)","1549","0.757299999999999973","GTEx Coexpression,0.7573"
"ASCL1","-1.101143710642251472","-1.101143710642251472","1.101143710642251472","Repressed","122","viper","122","1.101143710642251472",NA,NA,"4","ReMap--ChIP-seq(rank=195); ARCHS4--Coexpression(rank=488); Enrichr--Queries(rank=1041); GTEx--Coexpression(rank=1047)","851","0.299800000000000011","ARCHS4 Coexpression,0.2998"
"NR1H2","1.098326991475834014","1.098326991475834014","1.098326991475834014","Activated","123","viper","123","1.098326991475834014",NA,NA,"4","ReMap--ChIP-seq(rank=10); ARCHS4--Coexpression(rank=655); Enrichr--Queries(rank=786); GTEx--Coexpression(rank=1404)","125","0.033669999999999999","ReMap ChIP-seq,0.03367"
"TEAD4","-1.097525106719225096","-1.097525106719225096","1.097525106719225096","Repressed","124","viper","124","1.097525106719225096",NA,NA,"6","ENCODE--ChIP-seq(rank=10); ReMap--ChIP-seq(rank=18); Literature--ChIP-seq(rank=92); Enrichr--Queries(rank=220); GTEx--Coexpression(rank=630); ARCHS4--Coexpression(rank=890)","218","0.060609999999999997","ReMap ChIP-seq,0.06061"
"SP1","1.094979434698938769","1.094979434698938769","1.094979434698938769","Activated","125","viper","125","1.094979434698938769",NA,NA,"5","ENCODE--ChIP-seq(rank=65); ReMap--ChIP-seq(rank=78); GTEx--Coexpression(rank=635); ARCHS4--Coexpression(rank=1101); Enrichr--Queries(rank=1251)","773","0.262600000000000000","ReMap ChIP-seq,0.2626"
"FOXJ2","1.072116028396645548","1.072116028396645548","1.072116028396645548","Activated","126","viper","126","1.072116028396645548",NA,NA,"4","ReMap--ChIP-seq(rank=210); ARCHS4--Coexpression(rank=558); Enrichr--Queries(rank=690); GTEx--Coexpression(rank=961)","939","0.342799999999999994","ARCHS4 Coexpression,0.3428"
"MAFG","-1.059928133101713410","-1.059928133101713410","1.059928133101713410","Repressed","127","viper","127","1.059928133101713410",NA,NA,"4","Enrichr--Queries(rank=32); ReMap--ChIP-seq(rank=132); GTEx--Coexpression(rank=282); ARCHS4--Coexpression(rank=612)","87","0.022790000000000001","Enrichr Queries,0.02279"
"TWIST1","1.058318459747541684","1.058318459747541684","1.058318459747541684","Activated","128","viper","128","1.058318459747541684",NA,NA,"4","ReMap--ChIP-seq(rank=65); GTEx--Coexpression(rank=72); ARCHS4--Coexpression(rank=110); Enrichr--Queries(rank=143)","166","0.044800000000000000","GTEx Coexpression,0.0448"
"PBX3","-1.051286903123621164","-1.051286903123621164","1.051286903123621164","Repressed","129","viper","129","1.051286903123621164",NA,NA,"5","ENCODE--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=152); Enrichr--Queries(rank=393); ARCHS4--Coexpression(rank=475); GTEx--Coexpression(rank=867)","815","0.279899999999999982","Enrichr Queries,0.2799"
"RBPJ","1.051098242985723852","1.051098242985723852","1.051098242985723852","Activated","130","viper","130","1.051098242985723852",NA,NA,"5","Literature--ChIP-seq(rank=116); ReMap--ChIP-seq(rank=196); GTEx--Coexpression(rank=399); Enrichr--Queries(rank=680); ARCHS4--Coexpression(rank=1172)","736","0.248299999999999993","GTEx Coexpression,0.2483"
"PAX5","-1.023633628637053539","-1.023633628637053539","1.023633628637053539","Repressed","131","viper","131","1.023633628637053539",NA,NA,"5","ENCODE--ChIP-seq(rank=35); ARCHS4--Coexpression(rank=98); ReMap--ChIP-seq(rank=163); GTEx--Coexpression(rank=650); Enrichr--Queries(rank=780)","216","0.060199999999999997","ARCHS4 Coexpression,0.0602"
"TBX21","-1.021067249342959560","-1.021067249342959560","1.021067249342959560","Repressed","132","viper","132","1.021067249342959560",NA,NA,"4","ReMap--ChIP-seq(rank=122); GTEx--Coexpression(rank=206); Enrichr--Queries(rank=468); ARCHS4--Coexpression(rank=688)","423","0.128200000000000008","GTEx Coexpression,0.1282"
"HNF4G","-1.018724264295553184","-1.018724264295553184","1.018724264295553184","Repressed","133","viper","133","1.018724264295553184",NA,NA,"5","ARCHS4--Coexpression(rank=36); ENCODE--ChIP-seq(rank=58); GTEx--Coexpression(rank=79); ReMap--ChIP-seq(rank=89); Enrichr--Queries(rank=357)","84","0.022110000000000001","ARCHS4 Coexpression,0.02211"
"BHLHE22","-0.961113392286762847","-0.961113392286762847","0.961113392286762847","Repressed","134","viper","134","0.961113392286762847",NA,NA,"3","ReMap--ChIP-seq(rank=92); ARCHS4--Coexpression(rank=366); GTEx--Coexpression(rank=746)","681","0.224800000000000000","ARCHS4 Coexpression,0.2248"
"CEBPA","0.959288374662367049","0.959288374662367049","0.959288374662367049","Activated","135","viper","135","0.959288374662367049",NA,NA,"5","GTEx--Coexpression(rank=40); ARCHS4--Coexpression(rank=51); ReMap--ChIP-seq(rank=86); Enrichr--Queries(rank=112); Literature--ChIP-seq(rank=112)","94","0.024889999999999999","GTEx Coexpression,0.02489"
"RUNX1","0.956716698151980904","0.956716698151980904","0.956716698151980904","Activated","136","viper","136","0.956716698151980904",NA,NA,"5","ReMap--ChIP-seq(rank=79); Literature--ChIP-seq(rank=97); Enrichr--Queries(rank=314); GTEx--Coexpression(rank=371); ARCHS4--Coexpression(rank=383)","679","0.223599999999999993","Enrichr Queries,0.2236"
"NFYB","0.956389433388756371","0.956389433388756371","0.956389433388756371","Activated","137","viper","137","0.956389433388756371",NA,NA,"5","ENCODE--ChIP-seq(rank=93); ReMap--ChIP-seq(rank=207); GTEx--Coexpression(rank=388); ARCHS4--Coexpression(rank=1036); Enrichr--Queries(rank=1062)","716","0.241400000000000003","GTEx Coexpression,0.2414"
"LEF1","-0.945501079766534414","-0.945501079766534414","0.945501079766534414","Repressed","138","viper","138","0.945501079766534414",NA,NA,"4","ReMap--ChIP-seq(rank=131); ARCHS4--Coexpression(rank=171); Enrichr--Queries(rank=211); GTEx--Coexpression(rank=233)","353","0.104999999999999996","ARCHS4 Coexpression,0.105"
"RUNX2","0.932581430608569351","0.932581430608569351","0.932581430608569351","Activated","139","viper","139","0.932581430608569351",NA,NA,"5","Literature--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=97); ARCHS4--Coexpression(rank=157); Enrichr--Queries(rank=218); GTEx--Coexpression(rank=347)","326","0.096439999999999998","ARCHS4 Coexpression,0.09644"
"SMAD5","-0.928134597573253228","-0.928134597573253228","0.928134597573253228","Repressed","140","viper","140","0.928134597573253228",NA,NA,"4","ReMap--ChIP-seq(rank=178); GTEx--Coexpression(rank=1224); ARCHS4--Coexpression(rank=1335); Enrichr--Queries(rank=1348)","1381","0.599300000000000166","ReMap ChIP-seq,0.5993"
"GRHL2","-0.907408813998972774","-0.907408813998972774","0.907408813998972774","Repressed","141","viper","141","0.907408813998972774",NA,NA,"5","ReMap--ChIP-seq(rank=15); GTEx--Coexpression(rank=23); ARCHS4--Coexpression(rank=56); Literature--ChIP-seq(rank=95); Enrichr--Queries(rank=817)","56","0.014310000000000000","GTEx Coexpression,0.01431"
"HSF1","0.904422837017492820","0.904422837017492820","0.904422837017492820","Activated","142","viper","142","0.904422837017492820",NA,NA,"5","ENCODE--ChIP-seq(rank=50); Literature--ChIP-seq(rank=100); ReMap--ChIP-seq(rank=242); GTEx--Coexpression(rank=750); ARCHS4--Coexpression(rank=1248)","1100","0.423700000000000021","ENCODE ChIP-seq,0.4237"
"TCF12","0.894592927196102838","0.894592927196102838","0.894592927196102838","Activated","143","viper","143","0.894592927196102838",NA,NA,"5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=49); GTEx--Coexpression(rank=314); ARCHS4--Coexpression(rank=362); Enrichr--Queries(rank=1144)","31","0.008475000000000000","ENCODE ChIP-seq,0.008475"
"TCF4","-0.888080488354376363","-0.888080488354376363","0.888080488354376363","Repressed","144","viper","144","0.888080488354376363",NA,NA,"5","ReMap--ChIP-seq(rank=13); Literature--ChIP-seq(rank=66); GTEx--Coexpression(rank=280); ARCHS4--Coexpression(rank=668); Enrichr--Queries(rank=723)","162","0.043770000000000003","ReMap ChIP-seq,0.04377"
"PROX1","-0.880054161675270286","-0.880054161675270286","0.880054161675270286","Repressed","145","viper","145","0.880054161675270286",NA,NA,"4","ReMap--ChIP-seq(rank=42); ARCHS4--Coexpression(rank=375); GTEx--Coexpression(rank=636); Enrichr--Queries(rank=764)","467","0.141399999999999998","ReMap ChIP-seq,0.1414"
"NR5A2","0.877283781052087708","0.877283781052087708","0.877283781052087708","Activated","146","viper","146","0.877283781052087708",NA,NA,"4","ReMap--ChIP-seq(rank=148); Enrichr--Queries(rank=340); ARCHS4--Coexpression(rank=458); GTEx--Coexpression(rank=1283)","720","0.242199999999999999","Enrichr Queries,0.2422"
"TGIF2","-0.875736200982731861","-0.875736200982731861","0.875736200982731861","Repressed","147","viper","147","0.875736200982731861",NA,NA,"4","ReMap--ChIP-seq(rank=63); Enrichr--Queries(rank=425); GTEx--Coexpression(rank=553); ARCHS4--Coexpression(rank=1432)","645","0.212100000000000011","ReMap ChIP-seq,0.2121"
"ZNF143","-0.868310471496203551","-0.868310471496203551","0.868310471496203551","Repressed","148","viper","148","0.868310471496203551",NA,NA,"5","GTEx--Coexpression(rank=66); ENCODE--ChIP-seq(rank=79); ReMap--ChIP-seq(rank=137); Enrichr--Queries(rank=348); ARCHS4--Coexpression(rank=1166)","150","0.041070000000000002","GTEx Coexpression,0.04107"
"FOXP1","0.867177890051292977","0.867177890051292977","0.867177890051292977","Activated","149","viper","149","0.867177890051292977",NA,NA,"5","Literature--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=270); GTEx--Coexpression(rank=632); ARCHS4--Coexpression(rank=827); Enrichr--Queries(rank=1016)","1047","0.393299999999999983","GTEx Coexpression,0.3933"
"BACH1","0.835546537251673715","0.835546537251673715","0.835546537251673715","Activated","150","viper","150","0.835546537251673715",NA,NA,"6","Literature--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=38); ENCODE--ChIP-seq(rank=49); ARCHS4--Coexpression(rank=85); Enrichr--Queries(rank=142); GTEx--Coexpression(rank=227)","191","0.052209999999999999","ARCHS4 Coexpression,0.05221"
"ETS2","0.833256074860261098","0.833256074860261098","0.833256074860261098","Activated","151","viper","151","0.833256074860261098",NA,NA,"4","ARCHS4--Coexpression(rank=18); Enrichr--Queries(rank=20); GTEx--Coexpression(rank=28); Literature--ChIP-seq(rank=142)","42","0.011060000000000000","ARCHS4 Coexpression,0.01106"
"FOXP2","-0.822029740118274010","-0.822029740118274010","0.822029740118274010","Repressed","152","viper","152","0.822029740118274010",NA,NA,"6","Literature--ChIP-seq(rank=69); ENCODE--ChIP-seq(rank=89); ReMap--ChIP-seq(rank=98); GTEx--Coexpression(rank=445); Enrichr--Queries(rank=941); ARCHS4--Coexpression(rank=1278)","807","0.276899999999999979","GTEx Coexpression,0.2769"
"E2F2","0.804468931782980512","0.804468931782980512","0.804468931782980512","Activated","153","viper","153","0.804468931782980512",NA,NA,"3","ARCHS4--Coexpression(rank=737); GTEx--Coexpression(rank=762); Enrichr--Queries(rank=872)","1157","0.452699999999999991","ARCHS4 Coexpression,0.4527"
"PAX8","0.802803564740865450","0.802803564740865450","0.802803564740865450","Activated","154","viper","154","0.802803564740865450",NA,NA,"4","ARCHS4--Coexpression(rank=115); ReMap--ChIP-seq(rank=289); Enrichr--Queries(rank=369); GTEx--Coexpression(rank=369)","249","0.070639999999999994","ARCHS4 Coexpression,0.07064"
"ESRRA","-0.789505456397126659","-0.789505456397126659","0.789505456397126659","Repressed","155","viper","155","0.789505456397126659",NA,NA,"5","ReMap--ChIP-seq(rank=34); ENCODE--ChIP-seq(rank=54); Enrichr--Queries(rank=829); ARCHS4--Coexpression(rank=1361); GTEx--Coexpression(rank=1464)","386","0.114500000000000005","ReMap ChIP-seq,0.1145"
"KLF3","0.781932033272437543","0.781932033272437543","0.781932033272437543","Activated","156","viper","156","0.781932033272437543",NA,NA,"4","GTEx--Coexpression(rank=61); ARCHS4--Coexpression(rank=169); ReMap--ChIP-seq(rank=254); Enrichr--Queries(rank=261)","142","0.037960000000000001","GTEx Coexpression,0.03796"
"AHR","0.771249622124562273","0.771249622124562273","0.771249622124562273","Activated","157","viper","157","0.771249622124562273",NA,NA,"5","Literature--ChIP-seq(rank=21); Enrichr--Queries(rank=90); ARCHS4--Coexpression(rank=146); GTEx--Coexpression(rank=211); ReMap--ChIP-seq(rank=232)","230","0.064100000000000004","Enrichr Queries,0.0641"
"HNF1B","-0.756489489297246798","-0.756489489297246798","0.756489489297246798","Repressed","158","viper","158","0.756489489297246798",NA,NA,"3","ReMap--ChIP-seq(rank=48); ARCHS4--Coexpression(rank=381); Enrichr--Queries(rank=430)","515","0.161599999999999994","ReMap ChIP-seq,0.1616"
"MEIS1","-0.740603083586082511","-0.740603083586082511","0.740603083586082511","Repressed","159","viper","159","0.740603083586082511",NA,NA,"5","Literature--ChIP-seq(rank=99); ReMap--ChIP-seq(rank=265); Enrichr--Queries(rank=426); ARCHS4--Coexpression(rank=687); GTEx--Coexpression(rank=756)","857","0.303400000000000003","Enrichr Queries,0.3034"
