"TF","RKO","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ESR2","2.66655445414725234","2.66655445414725234","2.66655445414725234","Activated","80","viper","80","2.66655445414725234",NA,NA,"5","Literature--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=205); ARCHS4--Coexpression(rank=889); Enrichr--Queries(rank=922); GTEx--Coexpression(rank=1372)","982","0.28660000000000002","Literature ChIP-seq,0.2866"
"TWIST1","2.64413584035401694","2.64413584035401694","2.64413584035401694","Activated","81","viper","81","2.64413584035401694",NA,NA,"4","ReMap--ChIP-seq(rank=29); ARCHS4--Coexpression(rank=139); GTEx--Coexpression(rank=212); Enrichr--Queries(rank=923)","352","0.08538000000000000","ARCHS4 Coexpression,0.08538"
"FOXO4","2.63492587632017683","2.63492587632017683","2.63492587632017683","Activated","82","viper","82","2.63492587632017683",NA,NA,"3","Enrichr--Queries(rank=135); ARCHS4--Coexpression(rank=1108); GTEx--Coexpression(rank=1262)","399","0.09615000000000001","Enrichr Queries,0.09615"
"SOX11","2.57879575261251714","2.57879575261251714","2.57879575261251714","Activated","83","viper","83","2.57879575261251714",NA,NA,"5","Literature--ChIP-seq(rank=81); ReMap--ChIP-seq(rank=243); Enrichr--Queries(rank=583); GTEx--Coexpression(rank=677); ARCHS4--Coexpression(rank=962)","1226","0.41520000000000001","Enrichr Queries,0.4152"
"HNF4G","2.51986738390010245","2.51986738390010245","2.51986738390010245","Activated","84","viper","84","2.51986738390010245",NA,NA,"5","ReMap--ChIP-seq(rank=28); ENCODE--ChIP-seq(rank=111); Enrichr--Queries(rank=629); ARCHS4--Coexpression(rank=873); GTEx--Coexpression(rank=1285)","392","0.09428000000000000","ReMap ChIP-seq,0.09428"
"MBD1","2.51562875667237584","2.51562875667237584","2.51562875667237584","Activated","85","viper","85","2.51562875667237584",NA,NA,"3","Enrichr--Queries(rank=855); ARCHS4--Coexpression(rank=1505); GTEx--Coexpression(rank=1509)","1456","0.60899999999999999","Enrichr Queries,0.609"
"EOMES","2.51032732748545095","2.51032732748545095","2.51032732748545095","Activated","86","viper","86","2.51032732748545095",NA,NA,"5","Literature--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=293); Enrichr--Queries(rank=681); ARCHS4--Coexpression(rank=1245); GTEx--Coexpression(rank=1543)","1180","0.38410000000000000","Literature ChIP-seq,0.3841"
"SP3","2.47889688660023566","2.47889688660023566","2.47889688660023566","Activated","87","viper","87","2.47889688660023566",NA,NA,"3","Enrichr--Queries(rank=1045); GTEx--Coexpression(rank=1051); ARCHS4--Coexpression(rank=1414)","1493","0.65400000000000003","GTEx Coexpression,0.654"
"MYOD1","2.47579878619988980","2.47579878619988980","2.47579878619988980","Activated","88","viper","88","2.47579878619988980",NA,NA,"5","ENCODE--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=63); ARCHS4--Coexpression(rank=631); GTEx--Coexpression(rank=927); Enrichr--Queries(rank=1248)","792","0.21210000000000001","ReMap ChIP-seq,0.2121"
"HMBOX1","-2.47263415429464173","-2.47263415429464173","2.47263415429464173","Repressed","89","viper","89","2.47263415429464173",NA,NA,"4","ReMap--ChIP-seq(rank=228); ARCHS4--Coexpression(rank=234); Enrichr--Queries(rank=359); GTEx--Coexpression(rank=455)","576","0.14369999999999999","ARCHS4 Coexpression,0.1437"
"NFIC","-2.46551711679609742","-2.46551711679609742","2.46551711679609742","Repressed","90","viper","90","2.46551711679609742",NA,NA,"5","ReMap--ChIP-seq(rank=10); ENCODE--ChIP-seq(rank=37); ARCHS4--Coexpression(rank=205); GTEx--Coexpression(rank=451); Enrichr--Queries(rank=1011)","129","0.03367000000000000","ReMap ChIP-seq,0.03367"
"IKZF1","2.38032587376645077","2.38032587376645077","2.38032587376645077","Activated","91","viper","91","2.38032587376645077",NA,NA,"6","ENCODE--ChIP-seq(rank=65); Literature--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=266); ARCHS4--Coexpression(rank=720); Enrichr--Queries(rank=1223); GTEx--Coexpression(rank=1302)","1268","0.44230000000000003","ARCHS4 Coexpression,0.4423"
"MBD2","2.37933406481911502","2.37933406481911502","2.37933406481911502","Activated","92","viper","92","2.37933406481911502",NA,NA,"4","ReMap--ChIP-seq(rank=120); GTEx--Coexpression(rank=617); Enrichr--Queries(rank=995); ARCHS4--Coexpression(rank=1482)","1179","0.38390000000000002","GTEx Coexpression,0.3839"
"KDM5B","2.34260766888699523","2.34260766888699523","2.34260766888699523","Activated","93","viper","93","2.34260766888699523",NA,NA,"5","ENCODE--ChIP-seq(rank=57); ReMap--ChIP-seq(rank=61); Literature--ChIP-seq(rank=94); ARCHS4--Coexpression(rank=651); GTEx--Coexpression(rank=1456)","772","0.20540000000000000","ReMap ChIP-seq,0.2054"
"NFYA","-2.34045420202856169","-2.34045420202856169","2.34045420202856169","Repressed","94","viper","94","2.34045420202856169",NA,NA,"5","ENCODE--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=17); GTEx--Coexpression(rank=548); Enrichr--Queries(rank=634); ARCHS4--Coexpression(rank=1495)","232","0.05724000000000000","ReMap ChIP-seq,0.05724"
"SRF","-2.31710465847851133","-2.31710465847851133","2.31710465847851133","Repressed","95","viper","95","2.31710465847851133",NA,NA,"6","ENCODE--ChIP-seq(rank=70); Literature--ChIP-seq(rank=100); ReMap--ChIP-seq(rank=204); GTEx--Coexpression(rank=588); Enrichr--Queries(rank=729); ARCHS4--Coexpression(rank=1595)","1142","0.36590000000000000","GTEx Coexpression,0.3659"
"HOXA9","2.31670818604689321","2.31670818604689321","2.31670818604689321","Activated","96","viper","96","2.31670818604689321",NA,NA,"4","ARCHS4--Coexpression(rank=251); ReMap--ChIP-seq(rank=283); Enrichr--Queries(rank=513); GTEx--Coexpression(rank=814)","614","0.15420000000000000","ARCHS4 Coexpression,0.1542"
"EHF","2.30981905654013930","2.30981905654013930","2.30981905654013930","Activated","97","viper","97","2.30981905654013930",NA,NA,"4","Enrichr--Queries(rank=142); ReMap--ChIP-seq(rank=160); ARCHS4--Coexpression(rank=403); GTEx--Coexpression(rank=895)","419","0.10110000000000000","Enrichr Queries,0.1011"
"BHLHE40","-2.30157107754914536","-2.30157107754914536","2.30157107754914536","Repressed","98","viper","98","2.30157107754914536",NA,NA,"4","ENCODE--ChIP-seq(rank=54); ReMap--ChIP-seq(rank=55); ARCHS4--Coexpression(rank=202); GTEx--Coexpression(rank=568)","505","0.12410000000000000","ARCHS4 Coexpression,0.1241"
"STAT2","2.28654066246918086","2.28654066246918086","2.28654066246918086","Activated","99","viper","99","2.28654066246918086",NA,NA,"5","ENCODE--ChIP-seq(rank=24); ARCHS4--Coexpression(rank=102); GTEx--Coexpression(rank=152); ReMap--ChIP-seq(rank=211); Enrichr--Queries(rank=660)","252","0.06265000000000000","ARCHS4 Coexpression,0.06265"
"MAX","2.26495386493213680","2.26495386493213680","2.26495386493213680","Activated","100","viper","100","2.26495386493213680",NA,NA,"5","ENCODE--ChIP-seq(rank=34); ReMap--ChIP-seq(rank=114); GTEx--Coexpression(rank=1026); ARCHS4--Coexpression(rank=1090); Enrichr--Queries(rank=1101)","987","0.28810000000000002","ENCODE ChIP-seq,0.2881"
"FOXJ2","2.26072278815790595","2.26072278815790595","2.26072278815790595","Activated","101","viper","101","2.26072278815790595",NA,NA,"4","ReMap--ChIP-seq(rank=162); ARCHS4--Coexpression(rank=192); Enrichr--Queries(rank=654); GTEx--Coexpression(rank=879)","479","0.11790000000000000","ARCHS4 Coexpression,0.1179"
"BHLHE22","-2.25822377037896693","-2.25822377037896693","2.25822377037896693","Repressed","102","viper","102","2.25822377037896693",NA,NA,"3","ReMap--ChIP-seq(rank=250); GTEx--Coexpression(rank=278); ARCHS4--Coexpression(rank=514)","678","0.17299999999999999","GTEx Coexpression,0.173"
"GATA3","2.25025973657942702","2.25025973657942702","2.25025973657942702","Activated","103","viper","103","2.25025973657942702",NA,NA,"6","Literature--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=69); ENCODE--ChIP-seq(rank=74); Enrichr--Queries(rank=436); ARCHS4--Coexpression(rank=754); GTEx--Coexpression(rank=1161)","849","0.23230000000000001","ReMap ChIP-seq,0.2323"
"CREB3","-2.21042713201474550","-2.21042713201474550","2.21042713201474550","Repressed","104","viper","104","2.21042713201474550",NA,NA,"4","ReMap--ChIP-seq(rank=280); ARCHS4--Coexpression(rank=430); GTEx--Coexpression(rank=950); Enrichr--Queries(rank=1119)","927","0.26410000000000000","ARCHS4 Coexpression,0.2641"
"SMAD3","2.19048209664481419","2.19048209664481419","2.19048209664481419","Activated","105","viper","105","2.19048209664481419",NA,NA,"5","Literature--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=30); Enrichr--Queries(rank=440); GTEx--Coexpression(rank=628); ARCHS4--Coexpression(rank=897)","116","0.03049000000000000","Literature ChIP-seq,0.03049"
"NR5A2","2.17502517652547178","2.17502517652547178","2.17502517652547178","Activated","106","viper","106","2.17502517652547178",NA,NA,"4","ReMap--ChIP-seq(rank=149); Enrichr--Queries(rank=403); GTEx--Coexpression(rank=552); ARCHS4--Coexpression(rank=1449)","985","0.28699999999999998","Enrichr Queries,0.287"
"KLF6","2.17067341124255853","2.17067341124255853","2.17067341124255853","Activated","107","viper","107","2.17067341124255853",NA,NA,"4","ReMap--ChIP-seq(rank=144); ARCHS4--Coexpression(rank=151); Enrichr--Queries(rank=483); GTEx--Coexpression(rank=1090)","385","0.09275000000000001","ARCHS4 Coexpression,0.09275"
"BCL6","-2.16967139801736097","-2.16967139801736097","2.16967139801736097","Repressed","108","viper","108","2.16967139801736097",NA,NA,"5","Literature--ChIP-seq(rank=126); Enrichr--Queries(rank=138); ReMap--ChIP-seq(rank=258); ARCHS4--Coexpression(rank=819); GTEx--Coexpression(rank=1085)","408","0.09829000000000000","Enrichr Queries,0.09829"
"MEF2C","2.13744851420222348","2.13744851420222348","2.13744851420222348","Activated","109","viper","109","2.13744851420222348",NA,NA,"5","ENCODE--ChIP-seq(rank=114); ReMap--ChIP-seq(rank=247); Enrichr--Queries(rank=466); ARCHS4--Coexpression(rank=727); GTEx--Coexpression(rank=762)","1072","0.33189999999999992","Enrichr Queries,0.3319"
"SMAD1","2.12315508165114375","2.12315508165114375","2.12315508165114375","Activated","110","viper","110","2.12315508165114375",NA,NA,"5","Literature--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=107); Enrichr--Queries(rank=671); ARCHS4--Coexpression(rank=1265); GTEx--Coexpression(rank=1423)","1128","0.36030000000000001","ReMap ChIP-seq,0.3603"
"OTX2","2.11787726825294520","2.11787726825294520","2.11787726825294520","Activated","111","viper","111","2.11787726825294520",NA,NA,"4","ReMap--ChIP-seq(rank=284); GTEx--Coexpression(rank=490); ARCHS4--Coexpression(rank=856); Enrichr--Queries(rank=1272)","1019","0.30490000000000000","GTEx Coexpression,0.3049"
"CREB1","2.09794305732297293","2.09794305732297293","2.09794305732297293","Activated","112","viper","112","2.09794305732297293",NA,NA,"6","ReMap--ChIP-seq(rank=66); Literature--ChIP-seq(rank=70); ENCODE--ChIP-seq(rank=97); GTEx--Coexpression(rank=505); ARCHS4--Coexpression(rank=662); Enrichr--Queries(rank=1076)","818","0.22220000000000001","ReMap ChIP-seq,0.2222"
"HOXB13","2.09699576804280463","2.09699576804280463","2.09699576804280463","Activated","113","viper","113","2.09699576804280463",NA,NA,"4","ReMap--ChIP-seq(rank=273); Enrichr--Queries(rank=659); GTEx--Coexpression(rank=749); ARCHS4--Coexpression(rank=1329)","1295","0.46610000000000001","GTEx Coexpression,0.4661"
"HINFP","-2.07026742126504493","-2.07026742126504493","2.07026742126504493","Repressed","114","viper","114","2.07026742126504493",NA,NA,"3","ReMap--ChIP-seq(rank=260); GTEx--Coexpression(rank=608); ARCHS4--Coexpression(rank=800)","1167","0.37830000000000003","GTEx Coexpression,0.3783"
"ATF4","2.06859928895665179","2.06859928895665179","2.06859928895665179","Activated","115","viper","115","2.06859928895665179",NA,NA,"4","ReMap--ChIP-seq(rank=290); GTEx--Coexpression(rank=453); Enrichr--Queries(rank=1239); ARCHS4--Coexpression(rank=1377)","974","0.28189999999999998","GTEx Coexpression,0.2819"
"NANOG","2.06349879333288300","2.06349879333288300","2.06349879333288300","Activated","116","viper","116","2.06349879333288300",NA,NA,"6","Literature--ChIP-seq(rank=68); ENCODE--ChIP-seq(rank=101); ReMap--ChIP-seq(rank=105); ARCHS4--Coexpression(rank=626); GTEx--Coexpression(rank=689); Enrichr--Queries(rank=858)","1114","0.35349999999999998","ReMap ChIP-seq,0.3535"
"SPIB","2.04698710679092732","2.04698710679092732","2.04698710679092732","Activated","117","viper","117","2.04698710679092732",NA,NA,"4","GTEx--Coexpression(rank=67); ReMap--ChIP-seq(rank=265); ARCHS4--Coexpression(rank=969); Enrichr--Queries(rank=970)","167","0.04169000000000000","GTEx Coexpression,0.04169"
"MYCN","-2.01195438520171166","-2.01195438520171166","2.01195438520171166","Repressed","118","viper","118","2.01195438520171166",NA,NA,"5","Literature--ChIP-seq(rank=29); ReMap--ChIP-seq(rank=49); ARCHS4--Coexpression(rank=81); Enrichr--Queries(rank=431); GTEx--Coexpression(rank=929)","200","0.04975000000000000","ARCHS4 Coexpression,0.04975"
"TFAP2A","2.00276651354713220","2.00276651354713220","2.00276651354713220","Activated","119","viper","119","2.00276651354713220",NA,NA,"6","ENCODE--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=70); Literature--ChIP-seq(rank=153); Enrichr--Queries(rank=273); ARCHS4--Coexpression(rank=690); GTEx--Coexpression(rank=1144)","739","0.19439999999999999","Enrichr Queries,0.1944"
"STAT5B","1.99924554626922846","1.99924554626922846","1.99924554626922846","Activated","120","viper","120","1.99924554626922846",NA,NA,"4","ReMap--ChIP-seq(rank=267); ARCHS4--Coexpression(rank=799); Enrichr--Queries(rank=937); GTEx--Coexpression(rank=1307)","1329","0.49080000000000001","ARCHS4 Coexpression,0.4908"
"SNAPC4","-1.95175449900899656","-1.95175449900899656","1.95175449900899656","Repressed","121","viper","121","1.95175449900899656",NA,NA,"4","ReMap--ChIP-seq(rank=278); GTEx--Coexpression(rank=280); Enrichr--Queries(rank=1012); ARCHS4--Coexpression(rank=1194)","682","0.17419999999999999","GTEx Coexpression,0.1742"
"NFATC1","1.93792437799432515","1.93792437799432515","1.93792437799432515","Activated","122","viper","122","1.93792437799432515",NA,NA,"5","ENCODE--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=270); Enrichr--Queries(rank=482); ARCHS4--Coexpression(rank=653); GTEx--Coexpression(rank=787)","1093","0.34329999999999999","Enrichr Queries,0.3433"
"XBP1","1.92827023396126762","1.92827023396126762","1.92827023396126762","Activated","123","viper","123","1.92827023396126762",NA,NA,"4","ReMap--ChIP-seq(rank=182); ARCHS4--Coexpression(rank=810); Enrichr--Queries(rank=1049); GTEx--Coexpression(rank=1150)","1339","0.49750000000000000","ARCHS4 Coexpression,0.4975"
"FOXP2","-1.92648341393538969","-1.92648341393538969","1.92648341393538969","Repressed","124","viper","124","1.92648341393538969",NA,NA,"6","ReMap--ChIP-seq(rank=52); Literature--ChIP-seq(rank=62); ENCODE--ChIP-seq(rank=94); GTEx--Coexpression(rank=793); ARCHS4--Coexpression(rank=1123); Enrichr--Queries(rank=1237)","685","0.17510000000000001","ReMap ChIP-seq,0.1751"
"HBP1","-1.91835119585910485","-1.91835119585910485","1.91835119585910485","Repressed","125","viper","125","1.91835119585910485",NA,NA,"4","Enrichr--Queries(rank=77); ARCHS4--Coexpression(rank=131); ReMap--ChIP-seq(rank=185); GTEx--Coexpression(rank=295)","220","0.05484000000000000","Enrichr Queries,0.05484"
"PROX1","1.90733680121167160","1.90733680121167160","1.90733680121167160","Activated","126","viper","126","1.90733680121167160",NA,NA,"4","ReMap--ChIP-seq(rank=104); Enrichr--Queries(rank=479); GTEx--Coexpression(rank=1469); ARCHS4--Coexpression(rank=1485)","1090","0.34120000000000000","Enrichr Queries,0.3412"
"USF1","-1.82692903765175174","-1.82692903765175174","1.82692903765175174","Repressed","127","viper","127","1.82692903765175174",NA,NA,"5","ENCODE--ChIP-seq(rank=22); ReMap--ChIP-seq(rank=26); Enrichr--Queries(rank=645); ARCHS4--Coexpression(rank=989); GTEx--Coexpression(rank=1239)","360","0.08754000000000001","ReMap ChIP-seq,0.08754"
"IRF3","-1.82253496457934405","-1.82253496457934405","1.82253496457934405","Repressed","128","viper","128","1.82253496457934405",NA,NA,"5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=39); GTEx--Coexpression(rank=835); ARCHS4--Coexpression(rank=977); Enrichr--Queries(rank=1022)","131","0.03390000000000000","ENCODE ChIP-seq,0.0339"
"FOSL1","1.82070278758319337","1.82070278758319337","1.82070278758319337","Activated","129","viper","129","1.82070278758319337",NA,NA,"5","ENCODE--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=44); Enrichr--Queries(rank=46); GTEx--Coexpression(rank=82); ARCHS4--Coexpression(rank=213)","124","0.03276000000000000","Enrichr Queries,0.03276"
"E2F5","-1.81125462336367993","-1.81125462336367993","1.81125462336367993","Repressed","130","viper","130","1.81125462336367993",NA,NA,"4","ReMap--ChIP-seq(rank=15); Enrichr--Queries(rank=38); GTEx--Coexpression(rank=718); ARCHS4--Coexpression(rank=1170)","104","0.02707000000000000","Enrichr Queries,0.02707"
"ZBTB7A","-1.79379379875600442","-1.79379379875600442","1.79379379875600442","Repressed","131","viper","131","1.79379379875600442",NA,NA,"5","ENCODE--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=87); ARCHS4--Coexpression(rank=774); GTEx--Coexpression(rank=1031); Enrichr--Queries(rank=1156)","996","0.29289999999999999","ReMap ChIP-seq,0.2929"
"RFX1","1.77594601743313274","1.77594601743313274","1.77594601743313274","Activated","132","viper","132","1.77594601743313274",NA,NA,"4","ReMap--ChIP-seq(rank=156); GTEx--Coexpression(rank=992); Enrichr--Queries(rank=1267); ARCHS4--Coexpression(rank=1579)","1376","0.52529999999999999","ReMap ChIP-seq,0.5253"
"NFYB","-1.76621740400793725","-1.76621740400793725","1.76621740400793725","Repressed","133","viper","133","1.76621740400793725",NA,NA,"5","ENCODE--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=18); ARCHS4--Coexpression(rank=28); Enrichr--Queries(rank=258); GTEx--Coexpression(rank=573)","62","0.01720000000000000","ARCHS4 Coexpression,0.0172"
"ESRRA","1.75890143157866485","1.75890143157866485","1.75890143157866485","Activated","134","viper","134","1.75890143157866485",NA,NA,"5","ENCODE--ChIP-seq(rank=87); ReMap--ChIP-seq(rank=183); GTEx--Coexpression(rank=247); Enrichr--Queries(rank=656); ARCHS4--Coexpression(rank=1532)","612","0.15370000000000000","GTEx Coexpression,0.1537"
"RELA","1.74056697764386237","1.74056697764386237","1.74056697764386237","Activated","135","viper","135","1.74056697764386237",NA,NA,"6","Literature--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=54); ENCODE--ChIP-seq(rank=58); GTEx--Coexpression(rank=880); Enrichr--Queries(rank=1077); ARCHS4--Coexpression(rank=1567)","650","0.16460000000000000","Literature ChIP-seq,0.1646"
"FOS","1.73788462214864348","1.73788462214864348","1.73788462214864348","Activated","136","viper","136","1.73788462214864348",NA,NA,"5","ENCODE--ChIP-seq(rank=6); ReMap--ChIP-seq(rank=7); Enrichr--Queries(rank=451); GTEx--Coexpression(rank=609); ARCHS4--Coexpression(rank=829)","87","0.02357000000000000","ReMap ChIP-seq,0.02357"
"BCL11A","1.72974168447226440","1.72974168447226440","1.72974168447226440","Activated","137","viper","137","1.72974168447226440",NA,NA,"5","ReMap--ChIP-seq(rank=72); ENCODE--ChIP-seq(rank=112); Enrichr--Queries(rank=725); GTEx--Coexpression(rank=1019); ARCHS4--Coexpression(rank=1223)","877","0.24240000000000000","ReMap ChIP-seq,0.2424"
"CTCFL","1.72519605760251338","1.72519605760251338","1.72519605760251338","Activated","138","viper","138","1.72519605760251338",NA,NA,"5","ReMap--ChIP-seq(rank=71); ENCODE--ChIP-seq(rank=96); ARCHS4--Coexpression(rank=507); Enrichr--Queries(rank=666); GTEx--Coexpression(rank=1449)","867","0.23910000000000001","ReMap ChIP-seq,0.2391"
"KLF1","1.71028679971110176","1.71028679971110176","1.71028679971110176","Activated","139","viper","139","1.71028679971110176",NA,NA,"5","Literature--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=169); ARCHS4--Coexpression(rank=199); Enrichr--Queries(rank=743); GTEx--Coexpression(rank=1571)","496","0.12200000000000000","Literature ChIP-seq,0.122"
"ELF1","1.69792429970478076","1.69792429970478076","1.69792429970478076","Activated","140","viper","140","1.69792429970478076",NA,NA,"5","ENCODE--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=112); Literature--ChIP-seq(rank=146); ARCHS4--Coexpression(rank=528); GTEx--Coexpression(rank=642)","1053","0.32429999999999992","ARCHS4 Coexpression,0.3243"
"HIF1A","1.68621261774774234","1.68621261774774234","1.68621261774774234","Activated","141","viper","141","1.68621261774774234",NA,NA,"5","Literature--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=59); ARCHS4--Coexpression(rank=418); GTEx--Coexpression(rank=512); Enrichr--Queries(rank=633)","403","0.09755999999999999","Literature ChIP-seq,0.09756"
"JUN","1.67189574493321591","1.67189574493321591","1.67189574493321591","Activated","142","viper","142","1.67189574493321591",NA,NA,"6","ENCODE--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=21); Literature--ChIP-seq(rank=25); ARCHS4--Coexpression(rank=74); GTEx--Coexpression(rank=374); Enrichr--Queries(rank=522)","183","0.04545000000000000","ARCHS4 Coexpression,0.04545"
"PRDM1","1.64268628865266053","1.64268628865266053","1.64268628865266053","Activated","143","viper","143","1.64268628865266053",NA,NA,"5","ENCODE--ChIP-seq(rank=64); Enrichr--Queries(rank=151); ReMap--ChIP-seq(rank=173); ARCHS4--Coexpression(rank=827); GTEx--Coexpression(rank=868)","444","0.10750000000000000","Enrichr Queries,0.1075"
"ZNF143","1.63479739689411296","1.63479739689411296","1.63479739689411296","Activated","144","viper","144","1.63479739689411296",NA,NA,"5","ReMap--ChIP-seq(rank=19); ENCODE--ChIP-seq(rank=55); Enrichr--Queries(rank=670); ARCHS4--Coexpression(rank=1027); GTEx--Coexpression(rank=1314)","259","0.06397000000000000","ReMap ChIP-seq,0.06397"
"KLF5","1.60414518141384987","1.60414518141384987","1.60414518141384987","Activated","145","viper","145","1.60414518141384987",NA,NA,"5","ReMap--ChIP-seq(rank=73); Literature--ChIP-seq(rank=104); Enrichr--Queries(rank=160); ARCHS4--Coexpression(rank=323); GTEx--Coexpression(rank=475)","464","0.11400000000000000","Enrichr Queries,0.114"
"SIX5","-1.60276440059062075","-1.60276440059062075","1.60276440059062075","Repressed","146","viper","146","1.60276440059062075",NA,NA,"5","ENCODE--ChIP-seq(rank=84); ReMap--ChIP-seq(rank=100); Enrichr--Queries(rank=521); GTEx--Coexpression(rank=755); ARCHS4--Coexpression(rank=874)","1082","0.33670000000000000","ReMap ChIP-seq,0.3367"
"BACH2","1.59136837547721366","1.59136837547721366","1.59136837547721366","Activated","147","viper","147","1.59136837547721366",NA,NA,"4","ReMap--ChIP-seq(rank=234); Enrichr--Queries(rank=270); GTEx--Coexpression(rank=646); ARCHS4--Coexpression(rank=924)","736","0.19230000000000000","Enrichr Queries,0.1923"
"TP63","1.59063150199389280","1.59063150199389280","1.59063150199389280","Activated","148","viper","148","1.59063150199389280",NA,NA,"5","ReMap--ChIP-seq(rank=33); Literature--ChIP-seq(rank=38); Enrichr--Queries(rank=558); ARCHS4--Coexpression(rank=823); GTEx--Coexpression(rank=863)","453","0.11110000000000000","ReMap ChIP-seq,0.1111"
"KLF4","1.55506260831136456","1.55506260831136456","1.55506260831136456","Activated","149","viper","149","1.55506260831136456",NA,NA,"5","ReMap--ChIP-seq(rank=13); Literature--ChIP-seq(rank=36); ARCHS4--Coexpression(rank=356); Enrichr--Queries(rank=379); GTEx--Coexpression(rank=1073)","176","0.04377000000000000","ReMap ChIP-seq,0.04377"
"TEAD2","1.52946192006481252","1.52946192006481252","1.52946192006481252","Activated","150","viper","150","1.52946192006481252",NA,NA,"4","Enrichr--Queries(rank=93); ReMap--ChIP-seq(rank=227); GTEx--Coexpression(rank=947); ARCHS4--Coexpression(rank=1066)","269","0.06623999999999999","Enrichr Queries,0.06624"
"SMAD5","-1.50690810912793416","-1.50690810912793416","1.50690810912793416","Repressed","151","viper","151","1.50690810912793416",NA,NA,"4","ReMap--ChIP-seq(rank=239); ARCHS4--Coexpression(rank=560); GTEx--Coexpression(rank=915); Enrichr--Queries(rank=1014)","1094","0.34399999999999992","ARCHS4 Coexpression,0.344"
"RFX2","1.47715692404131294","1.47715692404131294","1.47715692404131294","Activated","152","viper","152","1.47715692404131294",NA,NA,"4","Enrichr--Queries(rank=165); ReMap--ChIP-seq(rank=179); ARCHS4--Coexpression(rank=328); GTEx--Coexpression(rank=1373)","477","0.11749999999999999","Enrichr Queries,0.1175"
"MEF2B","1.46022492323379782","1.46022492323379782","1.46022492323379782","Activated","153","viper","153","1.46022492323379782",NA,NA,"4","ReMap--ChIP-seq(rank=282); Enrichr--Queries(rank=412); ARCHS4--Coexpression(rank=919); GTEx--Coexpression(rank=958)","998","0.29339999999999999","Enrichr Queries,0.2934"
"MITF","1.45057803305954880","1.45057803305954880","1.45057803305954880","Activated","154","viper","154","1.45057803305954880",NA,NA,"5","Literature--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=78); Enrichr--Queries(rank=196); GTEx--Coexpression(rank=650); ARCHS4--Coexpression(rank=783)","448","0.10979999999999999","Literature ChIP-seq,0.1098"
"KLF3","1.38083673510584304","1.38083673510584304","1.38083673510584304","Activated","155","viper","155","1.38083673510584304",NA,NA,"4","ReMap--ChIP-seq(rank=159); Enrichr--Queries(rank=458); ARCHS4--Coexpression(rank=512); GTEx--Coexpression(rank=807)","1037","0.31450000000000000","ARCHS4 Coexpression,0.3145"
"MYB","-1.35998889256942368","-1.35998889256942368","1.35998889256942368","Repressed","156","viper","156","1.35998889256942368",NA,NA,"6","Enrichr--Queries(rank=19); GTEx--Coexpression(rank=73); Literature--ChIP-seq(rank=83); ENCODE--ChIP-seq(rank=103); ReMap--ChIP-seq(rank=178); ARCHS4--Coexpression(rank=216)","48","0.01353000000000000","Enrichr Queries,0.01353"
"TCF3","-1.35855257848127597","-1.35855257848127597","1.35855257848127597","Repressed","157","viper","157","1.35855257848127597",NA,NA,"6","GTEx--Coexpression(rank=44); Literature--ChIP-seq(rank=48); ENCODE--ChIP-seq(rank=51); ReMap--ChIP-seq(rank=140); Enrichr--Queries(rank=295); ARCHS4--Coexpression(rank=333)","105","0.02738000000000000","GTEx Coexpression,0.02738"
"NR2F1","1.35500834126384873","1.35500834126384873","1.35500834126384873","Activated","158","viper","158","1.35500834126384873",NA,NA,"4","ReMap--ChIP-seq(rank=118); ARCHS4--Coexpression(rank=378); GTEx--Coexpression(rank=599); Enrichr--Queries(rank=668)","847","0.23219999999999999","ARCHS4 Coexpression,0.2322"
"HSF1","-1.33962583594867102","-1.33962583594867102","1.33962583594867102","Repressed","159","viper","159","1.33962583594867102",NA,NA,"5","ReMap--ChIP-seq(rank=14); Literature--ChIP-seq(rank=80); ENCODE--ChIP-seq(rank=95); ARCHS4--Coexpression(rank=1226); GTEx--Coexpression(rank=1234)","189","0.04714000000000000","ReMap ChIP-seq,0.04714"
