"TF","HT55","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ETV4","1.820681451039589227","1.820681451039589227","1.820681451039589227","Activated","80","viper","80","1.820681451039589227",NA,NA,"4","ReMap--ChIP-seq(rank=59); ARCHS4--Coexpression(rank=204); Enrichr--Queries(rank=256); GTEx--Coexpression(rank=1370)","439","0.12529999999999999","ARCHS4 Coexpression,0.1253"
"POU4F2","-1.809309529031058350","-1.809309529031058350","1.809309529031058350","Repressed","81","viper","81","1.809309529031058350",NA,NA,"4","ReMap--ChIP-seq(rank=243); ARCHS4--Coexpression(rank=775); GTEx--Coexpression(rank=850); Enrichr--Queries(rank=1115)","1231","0.47599999999999998","ARCHS4 Coexpression,0.476"
"KLF1","1.779200932282241965","1.779200932282241965","1.779200932282241965","Activated","82","viper","82","1.779200932282241965",NA,NA,"5","Literature--ChIP-seq(rank=117); ReMap--ChIP-seq(rank=158); Enrichr--Queries(rank=802); ARCHS4--Coexpression(rank=806); GTEx--Coexpression(rank=1231)","1265","0.49509999999999998","ARCHS4 Coexpression,0.4951"
"RFX1","-1.769973964287311574","-1.769973964287311574","1.769973964287311574","Repressed","83","viper","83","1.769973964287311574",NA,NA,"4","ReMap--ChIP-seq(rank=198); ARCHS4--Coexpression(rank=1063); GTEx--Coexpression(rank=1130); Enrichr--Queries(rank=1182)","1468","0.65290000000000004","ARCHS4 Coexpression,0.6529"
"NEUROD1","1.767447908891637276","1.767447908891637276","1.767447908891637276","Activated","84","viper","84","1.767447908891637276",NA,NA,"4","ReMap--ChIP-seq(rank=142); ARCHS4--Coexpression(rank=226); GTEx--Coexpression(rank=307); Enrichr--Queries(rank=1086)","476","0.13880000000000001","ARCHS4 Coexpression,0.1388"
"SNAPC4","-1.764071196739694924","-1.764071196739694924","1.764071196739694924","Repressed","85","viper","85","1.764071196739694924",NA,NA,"4","ReMap--ChIP-seq(rank=287); GTEx--Coexpression(rank=985); Enrichr--Queries(rank=1211); ARCHS4--Coexpression(rank=1506)","1422","0.61290000000000000","GTEx Coexpression,0.6129"
"MAFK","-1.760881922549297984","-1.760881922549297984","1.760881922549297984","Repressed","86","viper","86","1.760881922549297984",NA,NA,"5","ENCODE--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=66); Enrichr--Queries(rank=166); GTEx--Coexpression(rank=229); ARCHS4--Coexpression(rank=1548)","168","0.04237000000000000","ENCODE ChIP-seq,0.04237"
"MYB","1.759057563346345665","1.759057563346345665","1.759057563346345665","Activated","87","viper","87","1.759057563346345665",NA,NA,"6","GTEx--Coexpression(rank=18); ENCODE--ChIP-seq(rank=64); Literature--ChIP-seq(rank=89); ReMap--ChIP-seq(rank=194); Enrichr--Queries(rank=731); ARCHS4--Coexpression(rank=1045)","44","0.01120000000000000","GTEx Coexpression,0.0112"
"RUNX1","1.750223725443154743","1.750223725443154743","1.750223725443154743","Activated","88","viper","88","1.750223725443154743",NA,NA,"5","Literature--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=182); Enrichr--Queries(rank=278); GTEx--Coexpression(rank=324); ARCHS4--Coexpression(rank=596)","653","0.19800000000000001","Enrichr Queries,0.198"
"JUND","1.725395326860477585","1.725395326860477585","1.725395326860477585","Activated","89","viper","89","1.725395326860477585",NA,NA,"6","ENCODE--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=17); Literature--ChIP-seq(rank=49); ARCHS4--Coexpression(rank=191); GTEx--Coexpression(rank=531); Enrichr--Queries(rank=565)","225","0.05724000000000000","ReMap ChIP-seq,0.05724"
"POU5F1","-1.718320393216048236","-1.718320393216048236","1.718320393216048236","Repressed","90","viper","90","1.718320393216048236",NA,NA,"5","Literature--ChIP-seq(rank=74); GTEx--Coexpression(rank=114); ReMap--ChIP-seq(rank=161); Enrichr--Queries(rank=418); ARCHS4--Coexpression(rank=494)","271","0.07094000000000000","GTEx Coexpression,0.07094"
"BCL6","-1.714239559540631008","-1.714239559540631008","1.714239559540631008","Repressed","91","viper","91","1.714239559540631008",NA,NA,"5","Enrichr--Queries(rank=36); Literature--ChIP-seq(rank=95); GTEx--Coexpression(rank=125); ReMap--ChIP-seq(rank=140); ARCHS4--Coexpression(rank=172)","101","0.02564000000000000","Enrichr Queries,0.02564"
"KLF6","1.711478703937755030","1.711478703937755030","1.711478703937755030","Activated","92","viper","92","1.711478703937755030",NA,NA,"4","ARCHS4--Coexpression(rank=24); ReMap--ChIP-seq(rank=38); GTEx--Coexpression(rank=92); Enrichr--Queries(rank=190)","57","0.01474000000000000","ARCHS4 Coexpression,0.01474"
"FOXL2","1.701818026057696720","1.701818026057696720","1.701818026057696720","Activated","93","viper","93","1.701818026057696720",NA,NA,"3","Enrichr--Queries(rank=542); GTEx--Coexpression(rank=1095); ARCHS4--Coexpression(rank=1295)","1078","0.38600000000000001","Enrichr Queries,0.386"
"NCOA1","-1.699548270569540831","-1.699548270569540831","1.699548270569540831","Repressed","94","viper","94","1.699548270569540831",NA,NA,"4","ReMap--ChIP-seq(rank=205); ARCHS4--Coexpression(rank=587); GTEx--Coexpression(rank=923); Enrichr--Queries(rank=983)","1033","0.36059999999999998","ARCHS4 Coexpression,0.3606"
"ZNF263","-1.688551401460487211","-1.688551401460487211","1.688551401460487211","Repressed","95","viper","95","1.688551401460487211",NA,NA,"6","ENCODE--ChIP-seq(rank=6); Literature--ChIP-seq(rank=110); ReMap--ChIP-seq(rank=223); Enrichr--Queries(rank=688); GTEx--Coexpression(rank=918); ARCHS4--Coexpression(rank=1405)","203","0.05085000000000000","ENCODE ChIP-seq,0.05085"
"ELF1","1.639712124463873488","1.639712124463873488","1.639712124463873488","Activated","96","viper","96","1.639712124463873488",NA,NA,"5","ENCODE--ChIP-seq(rank=72); Literature--ChIP-seq(rank=136); ReMap--ChIP-seq(rank=280); ARCHS4--Coexpression(rank=474); GTEx--Coexpression(rank=992)","883","0.29120000000000001","ARCHS4 Coexpression,0.2912"
"USF2","1.631425705220939326","1.631425705220939326","1.631425705220939326","Activated","97","viper","97","1.631425705220939326",NA,NA,"5","ENCODE--ChIP-seq(rank=51); ReMap--ChIP-seq(rank=69); ARCHS4--Coexpression(rank=964); Enrichr--Queries(rank=1049); GTEx--Coexpression(rank=1056)","740","0.23230000000000001","ReMap ChIP-seq,0.2323"
"NR2C2","-1.615450711580094678","-1.615450711580094678","1.615450711580094678","Repressed","98","viper","98","1.615450711580094678",NA,NA,"5","ENCODE--ChIP-seq(rank=105); ReMap--ChIP-seq(rank=292); GTEx--Coexpression(rank=1213); Enrichr--Queries(rank=1346); ARCHS4--Coexpression(rank=1437)","1558","0.75480000000000003","GTEx Coexpression,0.7548"
"FOXO4","1.608918919930718561","1.608918919930718561","1.608918919930718561","Activated","99","viper","99","1.608918919930718561",NA,NA,"3","Enrichr--Queries(rank=97); ARCHS4--Coexpression(rank=264); GTEx--Coexpression(rank=606)","265","0.06909000000000000","Enrichr Queries,0.06909"
"MEIS2","-1.607480804998294488","-1.607480804998294488","1.607480804998294488","Repressed","100","viper","100","1.607480804998294488",NA,NA,"4","ReMap--ChIP-seq(rank=78); Enrichr--Queries(rank=284); ARCHS4--Coexpression(rank=455); GTEx--Coexpression(rank=620)","665","0.20230000000000001","Enrichr Queries,0.2023"
"IRF4","-1.606060184217964038","-1.606060184217964038","1.606060184217964038","Repressed","101","viper","101","1.606060184217964038",NA,NA,"5","ENCODE--ChIP-seq(rank=65); ReMap--ChIP-seq(rank=103); ARCHS4--Coexpression(rank=222); Enrichr--Queries(rank=383); GTEx--Coexpression(rank=954)","471","0.13639999999999999","ARCHS4 Coexpression,0.1364"
"HSF1","1.580953955401927402","1.580953955401927402","1.580953955401927402","Activated","102","viper","102","1.580953955401927402",NA,NA,"5","ENCODE--ChIP-seq(rank=30); Literature--ChIP-seq(rank=65); ReMap--ChIP-seq(rank=244); GTEx--Coexpression(rank=1399); ARCHS4--Coexpression(rank=1572)","791","0.25419999999999998","ENCODE ChIP-seq,0.2542"
"FOXO1","1.570864309695366723","1.570864309695366723","1.570864309695366723","Activated","103","viper","103","1.570864309695366723",NA,NA,"5","Literature--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=89); Enrichr--Queries(rank=98); ARCHS4--Coexpression(rank=190); GTEx--Coexpression(rank=313)","267","0.06980000000000000","Enrichr Queries,0.0698"
"ETS1","1.555798503147855394","1.555798503147855394","1.555798503147855394","Activated","104","viper","104","1.555798503147855394",NA,NA,"6","ENCODE--ChIP-seq(rank=26); GTEx--Coexpression(rank=111); ReMap--ChIP-seq(rank=157); Literature--ChIP-seq(rank=158); Enrichr--Queries(rank=160); ARCHS4--Coexpression(rank=352)","264","0.06907000000000001","GTEx Coexpression,0.06907"
"HNF4G","1.512241596441748159","1.512241596441748159","1.512241596441748159","Activated","105","viper","105","1.512241596441748159",NA,NA,"5","GTEx--Coexpression(rank=3); ARCHS4--Coexpression(rank=5); ENCODE--ChIP-seq(rank=48); ReMap--ChIP-seq(rank=70); Enrichr--Queries(rank=221)","8","0.00186700000000000","GTEx Coexpression,0.001867"
"WT1","1.493653434852601825","1.493653434852601825","1.493653434852601825","Activated","106","viper","106","1.493653434852601825",NA,NA,"4","Literature--ChIP-seq(rank=31); Enrichr--Queries(rank=254); ARCHS4--Coexpression(rank=749); GTEx--Coexpression(rank=940)","602","0.18090000000000001","Enrichr Queries,0.1809"
"NFE2L1","-1.488304778676657891","-1.488304778676657891","1.488304778676657891","Repressed","107","viper","107","1.488304778676657891",NA,NA,"4","ReMap--ChIP-seq(rank=213); GTEx--Coexpression(rank=760); Enrichr--Queries(rank=1008); ARCHS4--Coexpression(rank=1276)","1226","0.47289999999999999","GTEx Coexpression,0.4729"
"NFIC","-1.446451936927582116","-1.446451936927582116","1.446451936927582116","Repressed","108","viper","108","1.446451936927582116",NA,NA,"5","ENCODE--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=52); GTEx--Coexpression(rank=379); ARCHS4--Coexpression(rank=861); Enrichr--Queries(rank=960)","290","0.07627000000000000","ENCODE ChIP-seq,0.07627"
"GATA3","1.438418387654290864","1.438418387654290864","1.438418387654290864","Activated","109","viper","109","1.438418387654290864",NA,NA,"6","ReMap--ChIP-seq(rank=13); Literature--ChIP-seq(rank=25); ENCODE--ChIP-seq(rank=27); GTEx--Coexpression(rank=95); Enrichr--Queries(rank=123); ARCHS4--Coexpression(rank=288)","176","0.04377000000000000","ReMap ChIP-seq,0.04377"
"EHF","1.417907269737125331","1.417907269737125331","1.417907269737125331","Activated","110","viper","110","1.417907269737125331",NA,NA,"4","ARCHS4--Coexpression(rank=70); Enrichr--Queries(rank=108); GTEx--Coexpression(rank=141); ReMap--ChIP-seq(rank=227)","172","0.04300000000000000","ARCHS4 Coexpression,0.043"
"KDM5B","1.400738074310420078","1.400738074310420078","1.400738074310420078","Activated","111","viper","111","1.400738074310420078",NA,NA,"5","ENCODE--ChIP-seq(rank=66); Literature--ChIP-seq(rank=152); ReMap--ChIP-seq(rank=193); GTEx--Coexpression(rank=786); ARCHS4--Coexpression(rank=828)","1251","0.48909999999999998","GTEx Coexpression,0.4891"
"CREB1","1.379198288669147843","1.379198288669147843","1.379198288669147843","Activated","112","viper","112","1.379198288669147843",NA,NA,"6","ENCODE--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=132); Literature--ChIP-seq(rank=143); Enrichr--Queries(rank=1221); GTEx--Coexpression(rank=1274); ARCHS4--Coexpression(rank=1593)","1177","0.44440000000000002","ReMap ChIP-seq,0.4444"
"ELF5","-1.374355134984050153","-1.374355134984050153","1.374355134984050153","Repressed","113","viper","113","1.374355134984050153",NA,NA,"5","Literature--ChIP-seq(rank=99); ARCHS4--Coexpression(rank=237); Enrichr--Queries(rank=248); ReMap--ChIP-seq(rank=273); GTEx--Coexpression(rank=338)","496","0.14560000000000001","ARCHS4 Coexpression,0.1456"
"POU2F1","1.356853450821913443","1.356853450821913443","1.356853450821913443","Activated","114","viper","114","1.356853450821913443",NA,NA,"4","ReMap--ChIP-seq(rank=224); GTEx--Coexpression(rank=980); ARCHS4--Coexpression(rank=1124); Enrichr--Queries(rank=1303)","1418","0.60980000000000001","GTEx Coexpression,0.6098"
"FOXP1","1.346166091951199961","1.346166091951199961","1.346166091951199961","Activated","115","viper","115","1.346166091951199961",NA,NA,"5","Literature--ChIP-seq(rank=103); GTEx--Coexpression(rank=124); ReMap--ChIP-seq(rank=257); ARCHS4--Coexpression(rank=724); Enrichr--Queries(rank=795)","291","0.07716000000000001","GTEx Coexpression,0.07716"
"HOXB13","-1.333965833727393635","-1.333965833727393635","1.333965833727393635","Repressed","116","viper","116","1.333965833727393635",NA,NA,"4","ReMap--ChIP-seq(rank=166); Enrichr--Queries(rank=498); ARCHS4--Coexpression(rank=579); GTEx--Coexpression(rank=601)","1021","0.35470000000000002","Enrichr Queries,0.3547"
"E2F2","1.324957764997058307","1.324957764997058307","1.324957764997058307","Activated","117","viper","117","1.324957764997058307",NA,NA,"3","Enrichr--Queries(rank=1185); ARCHS4--Coexpression(rank=1357); GTEx--Coexpression(rank=1411)","1601","0.83350000000000002","ARCHS4 Coexpression,0.8335"
"ARID3A","1.305785577756436000","1.305785577756436000","1.305785577756436000","Activated","118","viper","118","1.305785577756436000",NA,NA,"5","ENCODE--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=120); Enrichr--Queries(rank=259); GTEx--Coexpression(rank=580); ARCHS4--Coexpression(rank=803)","616","0.18450000000000000","Enrichr Queries,0.1845"
"ESRRA","1.297887442064352470","1.297887442064352470","1.297887442064352470","Activated","119","viper","119","1.297887442064352470",NA,NA,"5","ENCODE--ChIP-seq(rank=54); ReMap--ChIP-seq(rank=54); Enrichr--Queries(rank=808); ARCHS4--Coexpression(rank=967); GTEx--Coexpression(rank=1448)","605","0.18179999999999999","ReMap ChIP-seq,0.1818"
"ZBTB33","1.296284355767732821","1.296284355767732821","1.296284355767732821","Activated","120","viper","120","1.296284355767732821",NA,NA,"5","ENCODE--ChIP-seq(rank=103); ReMap--ChIP-seq(rank=260); GTEx--Coexpression(rank=299); Enrichr--Queries(rank=1216); ARCHS4--Coexpression(rank=1251)","622","0.18609999999999999","GTEx Coexpression,0.1861"
"CREB3L1","1.285071491766314411","1.285071491766314411","1.285071491766314411","Activated","121","viper","121","1.285071491766314411",NA,NA,"4","ARCHS4--Coexpression(rank=86); Enrichr--Queries(rank=145); ReMap--ChIP-seq(rank=232); GTEx--Coexpression(rank=630)","210","0.05283000000000000","ARCHS4 Coexpression,0.05283"
"PAX5","-1.284865156688461463","-1.284865156688461463","1.284865156688461463","Repressed","122","viper","122","1.284865156688461463",NA,NA,"5","ENCODE--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=200); Enrichr--Queries(rank=890); GTEx--Coexpression(rank=1010); ARCHS4--Coexpression(rank=1098)","1271","0.50000000000000000","ENCODE ChIP-seq,0.5"
"IRF2","1.277104004841584040","1.277104004841584040","1.277104004841584040","Activated","123","viper","123","1.277104004841584040",NA,NA,"4","ReMap--ChIP-seq(rank=159); Enrichr--Queries(rank=232); GTEx--Coexpression(rank=261); ARCHS4--Coexpression(rank=306)","552","0.16239999999999999","GTEx Coexpression,0.1624"
"RARA","1.272077871960934692","1.272077871960934692","1.272077871960934692","Activated","124","viper","124","1.272077871960934692",NA,NA,"5","Literature--ChIP-seq(rank=146); GTEx--Coexpression(rank=184); Enrichr--Queries(rank=220); ReMap--ChIP-seq(rank=245); ARCHS4--Coexpression(rank=608)","406","0.11450000000000000","GTEx Coexpression,0.1145"
"KLF13","1.250238984097653328","1.250238984097653328","1.250238984097653328","Activated","125","viper","125","1.250238984097653328",NA,NA,"4","ReMap--ChIP-seq(rank=165); ARCHS4--Coexpression(rank=548); Enrichr--Queries(rank=588); GTEx--Coexpression(rank=1222)","978","0.33660000000000001","ARCHS4 Coexpression,0.3366"
"TGIF2","-1.246159967806311109","-1.246159967806311109","1.246159967806311109","Repressed","126","viper","126","1.246159967806311109",NA,NA,"4","ReMap--ChIP-seq(rank=156); ARCHS4--Coexpression(rank=496); Enrichr--Queries(rank=501); GTEx--Coexpression(rank=852)","907","0.30470000000000003","ARCHS4 Coexpression,0.3047"
"ZNF384","-1.135096033147154015","-1.135096033147154015","1.135096033147154015","Repressed","127","viper","127","1.135096033147154015",NA,NA,"5","ENCODE--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=139); GTEx--Coexpression(rank=1166); Enrichr--Queries(rank=1184); ARCHS4--Coexpression(rank=1574)","1057","0.37290000000000001","ENCODE ChIP-seq,0.3729"
"MBD2","1.101719903727665484","1.101719903727665484","1.101719903727665484","Activated","128","viper","128","1.101719903727665484",NA,NA,"4","ReMap--ChIP-seq(rank=215); GTEx--Coexpression(rank=949); ARCHS4--Coexpression(rank=1000); Enrichr--Queries(rank=1053)","1398","0.59050000000000002","GTEx Coexpression,0.5905"
"MAF","1.098546729554644941","1.098546729554644941","1.098546729554644941","Activated","129","viper","129","1.098546729554644941",NA,NA,"4","Enrichr--Queries(rank=16); GTEx--Coexpression(rank=36); ARCHS4--Coexpression(rank=43); ReMap--ChIP-seq(rank=212)","45","0.01140000000000000","Enrichr Queries,0.0114"
"PDX1","-1.081818501342801220","-1.081818501342801220","1.081818501342801220","Repressed","130","viper","130","1.081818501342801220",NA,NA,"5","ARCHS4--Coexpression(rank=99); ReMap--ChIP-seq(rank=105); Literature--ChIP-seq(rank=119); GTEx--Coexpression(rank=439); Enrichr--Queries(rank=855)","236","0.06081000000000000","ARCHS4 Coexpression,0.06081"
"TCF12","-1.070534793131755480","-1.070534793131755480","1.070534793131755480","Repressed","131","viper","131","1.070534793131755480",NA,NA,"5","ENCODE--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=100); ARCHS4--Coexpression(rank=260); GTEx--Coexpression(rank=487); Enrichr--Queries(rank=1268)","259","0.06780000000000000","ENCODE ChIP-seq,0.0678"
"E2F1","1.070455349992632144","1.070455349992632144","1.070455349992632144","Activated","132","viper","132","1.070455349992632144",NA,NA,"6","ENCODE--ChIP-seq(rank=111); Literature--ChIP-seq(rank=132); ReMap--ChIP-seq(rank=211); Enrichr--Queries(rank=1273); GTEx--Coexpression(rank=1427); ARCHS4--Coexpression(rank=1463)","1519","0.71040000000000003","ReMap ChIP-seq,0.7104"
"MYBL2","-1.067026346729895714","-1.067026346729895714","1.067026346729895714","Repressed","133","viper","133","1.067026346729895714",NA,NA,"6","ReMap--ChIP-seq(rank=76); ENCODE--ChIP-seq(rank=109); Literature--ChIP-seq(rank=135); GTEx--Coexpression(rank=981); Enrichr--Queries(rank=1299); ARCHS4--Coexpression(rank=1489)","798","0.25590000000000002","ReMap ChIP-seq,0.2559"
"BACH1","-1.064209686901245844","-1.064209686901245844","1.064209686901245844","Repressed","134","viper","134","1.064209686901245844",NA,NA,"6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=42); ReMap--ChIP-seq(rank=141); ARCHS4--Coexpression(rank=265); Enrichr--Queries(rank=283); GTEx--Coexpression(rank=885)","73","0.01829000000000000","Literature ChIP-seq,0.01829"
"CTCFL","1.043291582109265647","1.043291582109265647","1.043291582109265647","Activated","135","viper","135","1.043291582109265647",NA,NA,"5","ENCODE--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=261); Enrichr--Queries(rank=561); GTEx--Coexpression(rank=1145); ARCHS4--Coexpression(rank=1215)","1105","0.39960000000000001","Enrichr Queries,0.3996"
"ETV1","-1.030113650439111961","-1.030113650439111961","1.030113650439111961","Repressed","136","viper","136","1.030113650439111961",NA,NA,"4","ReMap--ChIP-seq(rank=226); ARCHS4--Coexpression(rank=236); GTEx--Coexpression(rank=399); Enrichr--Queries(rank=426)","494","0.14499999999999999","ARCHS4 Coexpression,0.145"
"IRF1","1.017513037673697385","1.017513037673697385","1.017513037673697385","Activated","137","viper","137","1.017513037673697385",NA,NA,"6","Literature--ChIP-seq(rank=15); Enrichr--Queries(rank=22); ReMap--ChIP-seq(rank=25); ENCODE--ChIP-seq(rank=93); ARCHS4--Coexpression(rank=215); GTEx--Coexpression(rank=454)","60","0.01567000000000000","Enrichr Queries,0.01567"
"NRF1","1.009160150580468818","1.009160150580468818","1.009160150580468818","Activated","138","viper","138","1.009160150580468818",NA,NA,"5","ENCODE--ChIP-seq(rank=79); ARCHS4--Coexpression(rank=255); ReMap--ChIP-seq(rank=272); GTEx--Coexpression(rank=340); Enrichr--Queries(rank=1210)","533","0.15659999999999999","ARCHS4 Coexpression,0.1566"
"BATF","-0.998325515658190055","-0.998325515658190055","0.998325515658190055","Repressed","139","viper","139","0.998325515658190055",NA,NA,"5","ENCODE--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=87); ARCHS4--Coexpression(rank=165); Enrichr--Queries(rank=341); GTEx--Coexpression(rank=573)","370","0.10140000000000000","ARCHS4 Coexpression,0.1014"
"GLI2","0.996091278070603270","0.996091278070603270","0.996091278070603270","Activated","140","viper","140","0.996091278070603270",NA,NA,"3","ARCHS4--Coexpression(rank=100); GTEx--Coexpression(rank=498); Enrichr--Queries(rank=550)","240","0.06143000000000000","ARCHS4 Coexpression,0.06143"
"PPARA","0.982197538844392204","0.982197538844392204","0.982197538844392204","Activated","141","viper","141","0.982197538844392204",NA,NA,"3","Enrichr--Queries(rank=669); ARCHS4--Coexpression(rank=982); GTEx--Coexpression(rank=1144)","1232","0.47649999999999998","Enrichr Queries,0.4765"
"NFE2L2","-0.972747996701796014","-0.972747996701796014","0.972747996701796014","Repressed","142","viper","142","0.972747996701796014",NA,NA,"5","Literature--ChIP-seq(rank=22); ARCHS4--Coexpression(rank=34); ReMap--ChIP-seq(rank=144); GTEx--Coexpression(rank=405); Enrichr--Queries(rank=564)","84","0.02088000000000000","ARCHS4 Coexpression,0.02088"
"FLI1","0.955987951605841824","0.955987951605841824","0.955987951605841824","Activated","143","viper","143","0.955987951605841824",NA,NA,"6","ENCODE--ChIP-seq(rank=117); Literature--ChIP-seq(rank=138); ReMap--ChIP-seq(rank=264); GTEx--Coexpression(rank=384); ARCHS4--Coexpression(rank=582); Enrichr--Queries(rank=607)","754","0.23899999999999999","GTEx Coexpression,0.239"
"MEF2B","0.948381659289823320","0.948381659289823320","0.948381659289823320","Activated","144","viper","144","0.948381659289823320",NA,NA,"4","ReMap--ChIP-seq(rank=237); Enrichr--Queries(rank=324); GTEx--Coexpression(rank=590); ARCHS4--Coexpression(rank=772)","733","0.23080000000000001","Enrichr Queries,0.2308"
"GABPA","-0.938537564026548199","-0.938537564026548199","0.938537564026548199","Repressed","145","viper","145","0.938537564026548199",NA,NA,"6","Literature--ChIP-seq(rank=23); ENCODE--ChIP-seq(rank=114); ReMap--ChIP-seq(rank=289); Enrichr--Queries(rank=1344); ARCHS4--Coexpression(rank=1513); GTEx--Coexpression(rank=1607)","478","0.14019999999999999","Literature ChIP-seq,0.1402"
"NR5A2","0.934642079081929977","0.934642079081929977","0.934642079081929977","Activated","146","viper","146","0.934642079081929977",NA,NA,"4","ReMap--ChIP-seq(rank=98); Enrichr--Queries(rank=212); ARCHS4--Coexpression(rank=268); GTEx--Coexpression(rank=319)","516","0.15100000000000000","Enrichr Queries,0.151"
"TAL1","-0.933268909710455175","-0.933268909710455175","0.933268909710455175","Repressed","147","viper","147","0.933268909710455175",NA,NA,"6","ENCODE--ChIP-seq(rank=56); Literature--ChIP-seq(rank=116); ReMap--ChIP-seq(rank=183); GTEx--Coexpression(rank=341); ARCHS4--Coexpression(rank=453); Enrichr--Queries(rank=743)","690","0.21220000000000000","GTEx Coexpression,0.2122"
"NFE2","-0.925635164018503653","-0.925635164018503653","0.925635164018503653","Repressed","148","viper","148","0.925635164018503653",NA,NA,"5","ENCODE--ChIP-seq(rank=88); Enrichr--Queries(rank=110); ReMap--ChIP-seq(rank=124); GTEx--Coexpression(rank=190); ARCHS4--Coexpression(rank=371)","296","0.07835000000000000","Enrichr Queries,0.07835"
"RFX2","-0.918918437294001689","-0.918918437294001689","0.918918437294001689","Repressed","149","viper","149","0.918918437294001689",NA,NA,"4","ReMap--ChIP-seq(rank=249); Enrichr--Queries(rank=330); ARCHS4--Coexpression(rank=366); GTEx--Coexpression(rank=873)","718","0.22480000000000000","ARCHS4 Coexpression,0.2248"
"PGR","0.917431011412524589","0.917431011412524589","0.917431011412524589","Activated","150","viper","150","0.917431011412524589",NA,NA,"4","ReMap--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=115); GTEx--Coexpression(rank=627); Enrichr--Queries(rank=777)","53","0.01347000000000000","ReMap ChIP-seq,0.01347"
"CREM","-0.911387729862093154","-0.911387729862093154","0.911387729862093154","Repressed","151","viper","151","0.911387729862093154",NA,NA,"5","Enrichr--Queries(rank=57); ARCHS4--Coexpression(rank=72); ReMap--ChIP-seq(rank=138); Literature--ChIP-seq(rank=156); GTEx--Coexpression(rank=877)","164","0.04060000000000000","Enrichr Queries,0.0406"
"BHLHE22","-0.885141131580788554","-0.885141131580788554","0.885141131580788554","Repressed","152","viper","152","0.885141131580788554",NA,NA,"3","ReMap--ChIP-seq(rank=108); GTEx--Coexpression(rank=422); ARCHS4--Coexpression(rank=573)","813","0.26260000000000000","GTEx Coexpression,0.2626"
"CEBPG","-0.882147674492223088","-0.882147674492223088","0.882147674492223088","Repressed","153","viper","153","0.882147674492223088",NA,NA,"4","ReMap--ChIP-seq(rank=23); Enrichr--Queries(rank=274); ARCHS4--Coexpression(rank=658); GTEx--Coexpression(rank=680)","293","0.07743999999999999","ReMap ChIP-seq,0.07744"
"ONECUT1","0.876475490107386679","0.876475490107386679","0.876475490107386679","Activated","154","viper","154","0.876475490107386679",NA,NA,"4","ReMap--ChIP-seq(rank=95); ARCHS4--Coexpression(rank=493); Enrichr--Queries(rank=556); GTEx--Coexpression(rank=576)","905","0.30280000000000001","ARCHS4 Coexpression,0.3028"
"IKZF1","-0.870434781996148876","-0.870434781996148876","0.870434781996148876","Repressed","155","viper","155","0.870434781996148876",NA,NA,"6","ReMap--ChIP-seq(rank=11); ENCODE--ChIP-seq(rank=31); Literature--ChIP-seq(rank=62); ARCHS4--Coexpression(rank=428); GTEx--Coexpression(rank=568); Enrichr--Queries(rank=1061)","149","0.03704000000000000","ReMap ChIP-seq,0.03704"
"ZFX","0.868047157746033027","0.868047157746033027","0.868047157746033027","Activated","156","viper","156","0.868047157746033027",NA,NA,"5","Literature--ChIP-seq(rank=157); ReMap--ChIP-seq(rank=288); Enrichr--Queries(rank=1329); GTEx--Coexpression(rank=1420); ARCHS4--Coexpression(rank=1618)","1619","0.88360000000000005","GTEx Coexpression,0.8836"
"LEF1","-0.865409517519877491","-0.865409517519877491","0.865409517519877491","Repressed","157","viper","157","0.865409517519877491",NA,NA,"4","Enrichr--Queries(rank=116); ReMap--ChIP-seq(rank=214); GTEx--Coexpression(rank=911); ARCHS4--Coexpression(rank=1010)","310","0.08262000000000000","Enrichr Queries,0.08262"
"NFYB","-0.855912116308755744","-0.855912116308755744","0.855912116308755744","Repressed","158","viper","158","0.855912116308755744",NA,NA,"5","ENCODE--ChIP-seq(rank=70); ReMap--ChIP-seq(rank=281); GTEx--Coexpression(rank=598); Enrichr--Queries(rank=1021); ARCHS4--Coexpression(rank=1248)","1055","0.37209999999999999","GTEx Coexpression,0.3721"
"TEAD1","-0.854344189424096401","-0.854344189424096401","0.854344189424096401","Repressed","159","viper","159","0.854344189424096401",NA,NA,"4","ReMap--ChIP-seq(rank=46); ARCHS4--Coexpression(rank=144); GTEx--Coexpression(rank=228); Enrichr--Queries(rank=721)","328","0.08845000000000000","ARCHS4 Coexpression,0.08845"
