"Signature_Group","Signature"
"xCell","Memory_B-cells_xCell"
"xCell","MEP_xCell"
"xCell","Mesangial_cells_xCell"
"xCell","Monocytes_xCell"
"xCell","MPP_xCell"
"xCell","MSC_xCell"
"xCell","mv_Endothelial_cells_xCell"
"xCell","Myocytes_xCell"
"xCell","naive_B-cells_xCell"
"xCell","Neurons_xCell"
"xCell","Neutrophils_xCell"
"xCell","NK_cells_xCell"
"xCell","NKT_xCell"
"xCell","Osteoblast_xCell"
"xCell","pDC_xCell"
"xCell","Pericytes_xCell"
"xCell","Plasma_cells_xCell"
"xCell","Platelets_xCell"
"xCell","Preadipocytes_xCell"
"xCell","pro_B-cells_xCell"
"xCell","Sebocytes_xCell"
"xCell","Skeletal_muscle_xCell"
"xCell","Smooth_muscle_xCell"
"xCell","Tgd_cells_xCell"
"xCell","Th1_cells_xCell"
"xCell","Th2_cells_xCell"
"xCell","Tregs_xCell"
"xCell","ImmuneScore_xCell"
"xCell","StromaScore_xCell"
"xCell","MicroenvironmentScore_xCell"
"quanTIseq","B_cells_quantiseq"
"quanTIseq","Macrophages_M1_quantiseq"
"quanTIseq","Macrophages_M2_quantiseq"
"quanTIseq","Monocytes_quantiseq"
"quanTIseq","Neutrophils_quantiseq"
"quanTIseq","NK_cells_quantiseq"
"quanTIseq","T_cells_CD4_quantiseq"
"quanTIseq","T_cells_CD8_quantiseq"
"quanTIseq","Tregs_quantiseq"
"quanTIseq","Dendritic_cells_quantiseq"
"quanTIseq","Other_quantiseq"
"ESTIMATE","StromalScore_estimate"
"ESTIMATE","ImmuneScore_estimate"
"ESTIMATE","ESTIMATEScore_estimate"
"ESTIMATE","TumorPurity_estimate"
"IPS","MHC_IPS"
"IPS","EC_IPS"
"IPS","SC_IPS"
"IPS","CP_IPS"
"IPS","AZ_IPS"
"IPS","IPS_IPS"
"TIMER","B_cell_TIMER"
"TIMER","T_cell_CD4_TIMER"
"TIMER","T_cell_CD8_TIMER"
"TIMER","Neutrophil_TIMER"
"TIMER","Macrophage_TIMER"
"TIMER","DC_TIMER"
"fatty_acid_metabolism","HALLMARK_FATTY_ACID_METABOLISM"
"fatty_acid_metabolism","GO_CELLULAR_RESPONSE_TO_FATTY_ACID"
"fatty_acid_metabolism","GO_FATTY_ACID_BETA_OXIDATION"
"fatty_acid_metabolism","GO_FATTY_ACID_BIOSYNTHETIC_PROCESS"
"fatty_acid_metabolism","GO_FATTY_ACID_CATABOLIC_PROCESS"
"fatty_acid_metabolism","GO_FATTY_ACID_DERIVATIVE_TRANSPORT"
"fatty_acid_metabolism","GO_FATTY_ACID_ELONGATION"
"fatty_acid_metabolism","GO_FATTY_ACID_HOMEOSTASIS"
"fatty_acid_metabolism","GO_FATTY_ACID_METABOLIC_PROCESS"
"fatty_acid_metabolism","GO_FATTY_ACID_TRANSPORT"
"fatty_acid_metabolism","GO_LONG_CHAIN_FATTY_ACID_TRANSPORT"
"fatty_acid_metabolism","GO_RESPONSE_TO_FATTY_ACID"
"fatty_acid_metabolism","GO_FATTY_ACID_BINDING"
"fatty_acid_metabolism","GO_FATTY_ACID_LIGASE_ACTIVITY"
"fatty_acid_metabolism","GO_FATTY_ACID_TRANSPORTER_ACTIVITY"
"fatty_acid_metabolism","GO_LONG_CHAIN_FATTY_ACID_BINDING"
"fatty_acid_metabolism","KEGG_FATTY_ACID_METABOLISM"
"fatty_acid_metabolism","Fatty_Acid_Degradation"
"fatty_acid_metabolism","Fatty_Acid_Elongation"
"fatty_acid_metabolism","Fatty_Acid_Biosynthesis"
"hypoxia_signature","Glycolysis"
"hypoxia_signature","Winter_hypoxia_signature"
"hypoxia_signature","Hu_hypoxia_signature"
"hypoxia_signature","HALLMARK_GLYCOLYSIS"
"hypoxia_signature","KEGG_GLYCOLYSIS_GLUCONEOGENESIS"
"hypoxia_signature","REACTOME_GLYCOLYSIS"
"hypoxia_signature","HALLMARK_HYPOXIA"
"hypoxia_signature","Oxidative_Phosphorylation"
"hypoxia_signature","HALLMARK_OXIDATIVE_PHOSPHORYLATION"
"hypoxia_signature","GO_OXIDATIVE_DEMETHYLATION"
"hypoxia_signature","GO_OXIDATIVE_PHOSPHORYLATION"
"hypoxia_signature","GO_RESPONSE_TO_OXIDATIVE_STRESS"
"hypoxia_signature","KEGG_OXIDATIVE_PHOSPHORYLATION"
"cholesterol_metabolism","Cholesterol_Biosynthesis"
"cholesterol_metabolism","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"cholesterol_metabolism","GO_CHOLESTEROL_EFFLUX"
"cholesterol_metabolism","GO_REVERSE_CHOLESTEROL_TRANSPORT"
"cholesterol_metabolism","REACTOME_CHOLESTEROL_BIOSYNTHESIS"
"cholesterol_metabolism","Steroid_Hormone_Metabolism"
"cholesterol_metabolism","Steroid_Biosynthesis"
"cholesterol_metabolism","Steroid_Hormone_Biosynthesis"
"cholesterol_metabolism","GO_RESPONSE_TO_CORTICOSTEROID"
"cholesterol_metabolism","GO_RESPONSE_TO_STEROID_HORMONE"
"cholesterol_metabolism","GO_STEROID_BIOSYNTHETIC_PROCESS"
"cholesterol_metabolism","GO_STEROID_CATABOLIC_PROCESS"
"cholesterol_metabolism","GO_STEROID_METABOLIC_PROCESS"
"cholesterol_metabolism","GO_STEROID_BINDING"
"cholesterol_metabolism","GO_STEROID_DEHYDROGENASE_ACTIVITY"
"cholesterol_metabolism","GO_STEROID_HYDROXYLASE_ACTIVITY"
"cholesterol_metabolism","KEGG_STEROID_BIOSYNTHESIS"
"cholesterol_metabolism","KEGG_STEROID_HORMONE_BIOSYNTHESIS"
"cholesterol_metabolism","REACTOME_STEROID_HORMONES"
"Metabolism","Cardiolipin_Metabolism"
"Metabolism","Cardiolipin_Biosynthesis"
"Metabolism","Cholesterol_Biosynthesis"
"Metabolism","Citric_Acid_Cycle"
"Metabolism","Cyclooxygenase_Arachidonic_Acid_Metabolism"
"Metabolism","Prostaglandin_Biosynthesis"
"Metabolism","Purine_Biosynthesis"
"Metabolism","Pyrimidine_Biosynthesis"
"Metabolism","Dopamine_Biosynthesis"
"Metabolism","Epinephrine_Biosynthesis"
"Metabolism","Norepinephrine_Biosynthesis"
"Metabolism","Fatty_Acid_Degradation"
"Metabolism","Fatty_Acid_Elongation"
"Metabolism","Fatty_Acid_Biosynthesis"
"Metabolism","Folate_One_Carbon_Metabolism"
"Metabolism","Folate_biosynthesis"
"Metabolism","Gluconeogenesis"
"Metabolism","Glycolysis"
"Metabolism","Glycogen_Biosynthesis"
"Metabolism","Glycogen_Degradation"
"Metabolism","Heme_Biosynthesis"
"Metabolism","Hexosamine_Biosynthesis"
"Metabolism","Homocysteine_Biosynthesis"
"Metabolism","Remethylation"
"Metabolism","Transsulfuration"
"Metabolism","Ketone_Biosynthesis_and_Metabolism"
"Metabolism","Kynurenine_Metabolism"
"Metabolism","Methionine_Cycle"
"Metabolism","Pentose_Phosphate"
"Metabolism","Nicotinamide_Adenine_Metabolism"
"Metabolism","ADP_Ribosylation"
"Metabolism","Nicotinamide_Adenine_Dinucleotide_Biosynthesis"
"Metabolism","Nicotinate_and_Nicotinamide_Metabolism"
"Metabolism","Sirtuin_Nicotinamide_Metabolism"
"Metabolism","Polyamine_Biosynthesis"
"Metabolism","Prostanoid_Biosynthesis"
"Metabolism","Pyruvate_Metabolism"
"Metabolism","Retinoic_Acid_Metabolism"
"Metabolism","Retinoid_Metabolism"
"Metabolism","Retinol_Metabolism"
"Metabolism","Steroid_Hormone_Metabolism"
"Metabolism","Aldosterone_Biosynthesis"
"Metabolism","Cortisol_Biosynthesis"
"Metabolism","Estradiol_Biosynthesis"
"Metabolism","Testosterone_Biosynthesis"
"Metabolism","Urea_Cycle"
"Metabolism","Vitamin_K"
"Metabolism","Pentose_and_Glucuronate_Interconversions"
"Metabolism","Fructose_and_Mannose_Metabolism"
"Metabolism","Galactose_Metabolism"
"Metabolism","Ascorbate_and_Aldrate_Metabolism"
"Metabolism","Starch_and_Suctose_Metabolism"
"Metabolism","Amino_Sugar_and_Nucleotide_Sugar_Metabolism"
"Metabolism","Glyoxylate_and_Dicarboxylate_Metabolism"
"Metabolism","Propanoate_Metabolism"
"Metabolism","Butanoate_Metabolism"
"Metabolism","Inositol_Phosphate_Metabolism"
"Metabolism","Oxidative_Phosphorylation"
"Metabolism","Nitrogen_Metabolism"
"Metabolism","Sulfur_Metabolism"
"Metabolism","Steroid_Biosynthesis"
"Metabolism","Primary_Bile_Acid_Biosynthesis"
"Metabolism","Steroid_Hormone_Biosynthesis"
"Metabolism","Glycerolipid_Metabolism"
"Metabolism","Glycerophospholipid_Metabolism"
"Metabolism","Ether_Lipid_Metabolism"
"Metabolism","Shingolipid_Metabolism"
"Metabolism","Arachidonic_Acid_Metabolism"
"Metabolism","Linoleic_Acid_Metabolism"
"Metabolism","alpha_Linoleic_Acid_Metabolism"
"Metabolism","Biosynthesis_of_Unsaturated_Fatty_Acids"
"Metabolism","Purine_Metabolism"
"Metabolism","Pyrimidine_Metabolism"
"Metabolism","Alanine_Aspartate_and_Glutamate_Metabolism"
"Metabolism","Glycine_Serine_and_Threonine_Metabolism"
"Metabolism","Cysteine_and_Methionine_Metabolism"
"Metabolism","Valine_Leucine_and_Isoleucine_Degradation"
"Metabolism","Valine_Leucine_and_Isoleucine_Biosynthesis"
"Metabolism","Lysine_Degradation"
"Metabolism","Arginine_Biosynthesis"
"Metabolism","Arginine_and_Proline_Metabolism"
"Metabolism","Histidine_Metabolism"
"Metabolism","Tyrosine_Metabolism"
"Metabolism","Phenylalanine_Metabolism"
"Metabolism","Tryptophan_Metabolism"
"Metabolism","Phenylalanine_Tyrosine_and_Tryptophan_Biosynthesis"
"Metabolism","Beta_Alanine_Metabolism"
"Metabolism","Taurine_and_Hypotaurine_Metabolism"
"Metabolism","Selenocompound_Metabolism"
"Metabolism","D_Glutamine_and_D_Glutamate_Metabolism"
"Metabolism","Glutathione_Metabolism"
"Metabolism","N_Glycan_Biosynthesis"
"Metabolism","Mucin_Type_O_Glycan_Biosynthesis"
"Metabolism","Other_Types_of_O_Glycan_Biosynthesis"
"Metabolism","Glycosaminoglycan_Biosynthesis"
"Metabolism","Glycosaminoglycan_Degradation"
"Metabolism","Glycosphosphatidylinositol"
"Metabolism","Glycosphingolipid_Biosynthesis"
"Metabolism","Other_Glycan_Degradation"
"Metabolism","Thiamine_Metabolism"
"Metabolism","Riboflavin_Metabolism"
"Metabolism","Vitamin_B6_Metabolism"
"Metabolism","Pantothenate_and_CoA_Biosynthesis"
"Metabolism","Biotin_Metabolism"
"Metabolism","Lipoic_Acid_Metabolism"
"Metabolism","Porphyrin_and_Chlorophyll_Metabolism"
"Metabolism","Ubiquinone_and_other_Terpenoid_Quinone_Biosynthesis"
"Metabolism","Terpenoid_Backbone_Biosynthesis"
"Metabolism","Caffiene_Metabolism"
"Metabolism","Neomycin_Kanamysin_and_Gentamicin_Biosynthesis"
"Metabolism","Metabolism_of_Xenobiotics_by_Cytochrome_P450"
"Metabolism","Drug_Metabolism_by_Cytochrome_P450"
"Metabolism","Drug_Metabolism_by_other_enzymes"
"hallmark","HALLMARK_ADIPOGENESIS"
"hallmark","HALLMARK_ALLOGRAFT_REJECTION"
"hallmark","HALLMARK_ANDROGEN_RESPONSE"
"hallmark","HALLMARK_ANGIOGENESIS"
"hallmark","HALLMARK_APICAL_JUNCTION"
"hallmark","HALLMARK_APICAL_SURFACE"
"hallmark","HALLMARK_APOPTOSIS"
"hallmark","HALLMARK_BILE_ACID_METABOLISM"
"hallmark","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"hallmark","HALLMARK_COAGULATION"
"hallmark","HALLMARK_COMPLEMENT"
"hallmark","HALLMARK_DNA_REPAIR"
"hallmark","HALLMARK_E2F_TARGETS"
"hallmark","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"
"hallmark","HALLMARK_ESTROGEN_RESPONSE_EARLY"
"hallmark","HALLMARK_ESTROGEN_RESPONSE_LATE"
"hallmark","HALLMARK_FATTY_ACID_METABOLISM"
"hallmark","HALLMARK_G2M_CHECKPOINT"
"hallmark","HALLMARK_GLYCOLYSIS"
"hallmark","HALLMARK_HEDGEHOG_SIGNALING"
"hallmark","HALLMARK_HEME_METABOLISM"
"hallmark","HALLMARK_HYPOXIA"
"hallmark","HALLMARK_IL2_STAT5_SIGNALING"
"hallmark","HALLMARK_IL6_JAK_STAT3_SIGNALING"
"hallmark","HALLMARK_INFLAMMATORY_RESPONSE"
"hallmark","HALLMARK_INTERFERON_ALPHA_RESPONSE"
"hallmark","HALLMARK_INTERFERON_GAMMA_RESPONSE"
"hallmark","HALLMARK_KRAS_SIGNALING_DN"
"hallmark","HALLMARK_KRAS_SIGNALING_UP"
"hallmark","HALLMARK_MITOTIC_SPINDLE"
"hallmark","HALLMARK_MTORC1_SIGNALING"
"hallmark","HALLMARK_MYC_TARGETS_V1"
"hallmark","HALLMARK_MYC_TARGETS_V2"
"hallmark","HALLMARK_MYOGENESIS"
"hallmark","HALLMARK_NOTCH_SIGNALING"
"hallmark","HALLMARK_OXIDATIVE_PHOSPHORYLATION"
"hallmark","HALLMARK_P53_PATHWAY"
"hallmark","HALLMARK_PANCREAS_BETA_CELLS"
"hallmark","HALLMARK_PEROXISOME"
"hallmark","HALLMARK_PI3K_AKT_MTOR_SIGNALING"
"hallmark","HALLMARK_PROTEIN_SECRETION"
"hallmark","HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY"
"hallmark","HALLMARK_SPERMATOGENESIS"
"hallmark","HALLMARK_TGF_BETA_SIGNALING"
"hallmark","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"hallmark","HALLMARK_UNFOLDED_PROTEIN_RESPONSE"
"hallmark","HALLMARK_UV_RESPONSE_DN"
"hallmark","HALLMARK_UV_RESPONSE_UP"
"hallmark","HALLMARK_WNT_BETA_CATENIN_SIGNALING"
"hallmark","HALLMARK_XENOBIOTIC_METABOLISM"
"hallmark1","HALLMARK_ADIPOGENESIS"
"hallmark1","HALLMARK_ALLOGRAFT_REJECTION"
"hallmark1","HALLMARK_ANDROGEN_RESPONSE"
"hallmark1","HALLMARK_ANGIOGENESIS"
"hallmark1","HALLMARK_APICAL_JUNCTION"
"hallmark1","HALLMARK_APICAL_SURFACE"
"hallmark1","HALLMARK_APOPTOSIS"
"hallmark1","HALLMARK_BILE_ACID_METABOLISM"
"hallmark1","HALLMARK_CHOLESTEROL_HOMEOSTASIS"
"hallmark1","HALLMARK_COAGULATION"
"hallmark1","HALLMARK_COMPLEMENT"
"hallmark1","HALLMARK_DNA_REPAIR"
"hallmark1","HALLMARK_E2F_TARGETS"
"hallmark1","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"
"hallmark1","HALLMARK_ESTROGEN_RESPONSE_EARLY"
"hallmark1","HALLMARK_ESTROGEN_RESPONSE_LATE"
"hallmark2","HALLMARK_FATTY_ACID_METABOLISM"
"hallmark2","HALLMARK_G2M_CHECKPOINT"
"hallmark2","HALLMARK_GLYCOLYSIS"
"hallmark2","HALLMARK_HEDGEHOG_SIGNALING"
"hallmark2","HALLMARK_HEME_METABOLISM"
"hallmark2","HALLMARK_HYPOXIA"
"hallmark2","HALLMARK_IL2_STAT5_SIGNALING"
"hallmark2","HALLMARK_IL6_JAK_STAT3_SIGNALING"
"hallmark2","HALLMARK_INFLAMMATORY_RESPONSE"
"hallmark2","HALLMARK_INTERFERON_ALPHA_RESPONSE"
"hallmark2","HALLMARK_INTERFERON_GAMMA_RESPONSE"
"hallmark2","HALLMARK_KRAS_SIGNALING_DN"
"hallmark2","HALLMARK_KRAS_SIGNALING_UP"
"hallmark2","HALLMARK_MITOTIC_SPINDLE"
"hallmark2","HALLMARK_MTORC1_SIGNALING"
"hallmark2","HALLMARK_MYC_TARGETS_V1"
"hallmark3","HALLMARK_MYC_TARGETS_V2"
"hallmark3","HALLMARK_MYOGENESIS"
"hallmark3","HALLMARK_NOTCH_SIGNALING"
"hallmark3","HALLMARK_OXIDATIVE_PHOSPHORYLATION"
"hallmark3","HALLMARK_P53_PATHWAY"
"hallmark3","HALLMARK_PANCREAS_BETA_CELLS"
"hallmark3","HALLMARK_PEROXISOME"
"hallmark3","HALLMARK_PI3K_AKT_MTOR_SIGNALING"
"hallmark3","HALLMARK_PROTEIN_SECRETION"
"hallmark3","HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY"
"hallmark3","HALLMARK_SPERMATOGENESIS"
"hallmark3","HALLMARK_TGF_BETA_SIGNALING"
"hallmark3","HALLMARK_TNFA_SIGNALING_VIA_NFKB"
"hallmark3","HALLMARK_UNFOLDED_PROTEIN_RESPONSE"
"hallmark3","HALLMARK_UV_RESPONSE_DN"
"hallmark3","HALLMARK_UV_RESPONSE_UP"
"hallmark3","HALLMARK_WNT_BETA_CATENIN_SIGNALING"
"hallmark3","HALLMARK_XENOBIOTIC_METABOLISM"
"Rooney_et_al","CD8_Rooney_et_al"
"Rooney_et_al","B_cells_Rooney_et_al"
"Rooney_et_al","Treg_Rooney_et_al"
"Rooney_et_al","Macrophages_Rooney_et_al"
"Rooney_et_al","Neutrophils_Rooney_et_al"
"Rooney_et_al","NK_cells_Rooney_et_al"
"Rooney_et_al","pDCs_Rooney_et_al"
"Rooney_et_al","MHC_Class_I_Rooney_et_al"
"Rooney_et_al","Co_stimulation_APC_Rooney_et_al"
"Rooney_et_al","Co_stimulation_T_cell_Rooney_et_al"
"Rooney_et_al","Co_inhibition_APC_Rooney_et_al"
"Rooney_et_al","Co_inhibition_T_cell_Rooney_et_al"
"Rooney_et_al","Type_I_IFN_Reponse_Rooney_et_al"
"Rooney_et_al","Type_II_IFN_Reponse_Rooney_et_al"
"Rooney_et_al","Cytolytic_Activity_Rooney_et_al"
"Bindea_et_al","B_cells_Bindea_et_al"
"Bindea_et_al","T_cells_Bindea_et_al"
"Bindea_et_al","T_helper_cells_Bindea_et_al"
"Bindea_et_al","Tcm_Bindea_et_al"
"Bindea_et_al","Tem_Bindea_et_al"
"Bindea_et_al","Th1_cells_Bindea_et_al"
"Bindea_et_al","Th2_cells_Bindea_et_al"
"Bindea_et_al","TFH_Bindea_et_al"
"Bindea_et_al","Th17_cells_Bindea_et_al"
"Bindea_et_al","CD8_T_cells_Bindea_et_al"
"Bindea_et_al","Tgd_Bindea_et_al"
"Bindea_et_al","Cytotoxic_cells_Bindea_et_al"
"Bindea_et_al","NK_cells_Bindea_et_al"
"Bindea_et_al","NK_CD56dim_cells_Bindea_et_al"
"Bindea_et_al","DC_Bindea_et_al"
"Bindea_et_al","iDC_Bindea_et_al"
"Bindea_et_al","aDC_Bindea_et_al"
"Bindea_et_al","Eosinophils_Bindea_et_al"
"Bindea_et_al","Macrophages_Bindea_et_al"
"Bindea_et_al","Mast_cells_Bindea_et_al"
"Bindea_et_al","Neutrophils_Bindea_et_al"
"Bindea_et_al","SW480_cancer_cells_Bindea_et_al"
"Bindea_et_al","Normal_mucosa_Bindea_et_al"
"Bindea_et_al","Lymph_vessels_Bindea_et_al"
"Li_et_al","Antigen_Processing_and_Presentation_Li_et_al"
"Li_et_al","Antimicrobials_Li_et_al"
"Li_et_al","BCR_Signaling_Pathway_Li_et_al"
"Li_et_al","Chemokines_Li_et_al"
"Li_et_al","Chemokine_Receptors_Li_et_al"
"Li_et_al","Cytokines_Li_et_al"
"Li_et_al","Cytokine_Receptors_Li_et_al"
"Li_et_al","Interferons_Li_et_al"
"Li_et_al","Interferon_Receptor_Li_et_al"
"Li_et_al","Interleukins_Li_et_al"
"Li_et_al","Interleukins_Receptor_Li_et_al"
"Li_et_al","Natural_Killer_Cell_Cytotoxicity_Li_et_al"
"Li_et_al","TCR_signaling_Pathway_Li_et_al"
"Li_et_al","TGFb_Family_Member_Li_et_al"
"Li_et_al","TGFb_Family_Member_Receptor_Li_et_al"
"Li_et_al","TNF_Family_Members_Li_et_al"
"Li_et_al","TNF_Family_Members_Receptors_Li_et_al"
"Peng_et_al","T_cell_accumulation_Peng_et_al"
"Peng_et_al","T_cell_exhaustion_Peng_et_al"
"Peng_et_al","T_cell_regulatory_Peng_et_al"
"Peng_et_al","ICB_resistance_Peng_et_al"
"Peng_et_al","MDSC_Peng_et_al"
"Peng_et_al","TAM_Peng_et_al"
"Peng_et_al","CAF_Peng_et_al"
"CAF_singleCell","ecm.myCAF"
"CAF_singleCell","detox.iCAF"
"CAF_singleCell","IL.iCAF"
"CAF_singleCell","TGFb.myCAF"
"CAF_singleCell","wound.myCAF"
"CAF_singleCell","IFNG.iCAF"
"CAF_singleCell","CAF.S1"
"CAF_singleCell","Normal.Fibroblast"
"CAF_singleCell","CAF_Peng_et_al"
"Chu_et_al","CD4_c0_Tcm"
"Chu_et_al","CD4_c1_Treg"
"Chu_et_al","CD4_c10_Tn_LEF1_ANKRD55"
"Chu_et_al","CD4_c11_Tisg"
"Chu_et_al","CD4_c2_Tn"
"Chu_et_al","CD4_c3_Tfh"
"Chu_et_al","CD4_c4_Tstr"
"Chu_et_al","CD4_c5_CTL"
"Chu_et_al","CD4_c6_Tn_FHIT"
"Chu_et_al","CD4_c7_Tn_TCEA3"
"Chu_et_al","CD4_c8_Tf17"
"Chu_et_al","CD4_c9_Tn_TCF7_SLC40A1"
"Chu_et_al","CD8_c0_t_Teff"
"Chu_et_al","CD8_c1_Tex"
"Chu_et_al","CD8_c10_Teff_CD244"
"Chu_et_al","CD8_c11_Teff_SEMA4A"
"Chu_et_al","CD8_c12_Trm"
"Chu_et_al","CD8_c13_Tn_TCF7"
"Chu_et_al","CD8_c2_Teff"
"Chu_et_al","CD8_c3_Tn"
"Chu_et_al","CD8_c4_Tstr"
"Chu_et_al","CD8_c5_Tisg"
"Chu_et_al","CD8_c6_Tcm"
"Chu_et_al","CD8_c7_p_Tex"
"Chu_et_al","CD8_c8_Teff_KLRG1"
"Chu_et_al","CD8_c9_Tsen"
"Xue_et_al","Mast"
"Xue_et_al","Mo_01_CD14"
"Xue_et_al","Mo_02_CD16"
"Xue_et_al","Mono_like_01_CD14"
"Xue_et_al","Mono_like_02_CD16"
"Xue_et_al","Mono_like_03_CD14CD16"
"Xue_et_al","MonoDC"
"Xue_et_al","Mph_01_MARCO"
"Xue_et_al","Mph_02_CCL20"
"Xue_et_al","Mph_03_SPP1"
"Xue_et_al","Mph_04_TREM2"
"Xue_et_al","Mph_05_IL1B"
"Xue_et_al","Mph_06_CXCL9"
"Xue_et_al","Mph_07_SLC40A1"
"Xue_et_al","Mph_08_APOE"
"Xue_et_al","Mph_09_STMN1"
"Xue_et_al","Neu_01_MMP8"
"Xue_et_al","Neu_02_S100A12"
"Xue_et_al","Neu_03_ISG15"
"Xue_et_al","Neu_04_TXNIP"
"Xue_et_al","Neu_05_ELL2"
"Xue_et_al","Neu_06_PTGS2"
"Xue_et_al","Neu_07_APOA2"
"Xue_et_al","Neu_08_CD74"
"Xue_et_al","Neu_09_IFIT1"
"Xue_et_al","Neu_10_SPP1"
"Xue_et_al","Neu_11_CCL4"
"Xue_et_al","DC_01_CLEC9A"
"Xue_et_al","DC_02_CD1C"
"Xue_et_al","DC_03_LAMP3"
"Xue_et_al","DC_04_CD207"
"Xue_et_al","DC_05_LILRA4"
"Xue_et_al","DC_06_STMN1"
"Kieffer_et_al","ecm_myCAF"
"Kieffer_et_al","detox_iCAF"
"Kieffer_et_al","IL_iCAF"
"Kieffer_et_al","TGFβ_myCAF"
"Kieffer_et_al","wound_myCAF"
"Kieffer_et_al","IFNγ_iCAF"
"Kieffer_et_al","CAF_S1"
"Kieffer_et_al","Normal_Fibroblast"
