"TF","SW948","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"TFAP2A","2.21070011249212728","2.21070011249212728","2.21070011249212728","Activated","80","viper","80","2.21070011249212728",NA,NA,"6","ENCODE--ChIP-seq(rank=34); Literature--ChIP-seq(rank=98); GTEx--Coexpression(rank=107); ReMap--ChIP-seq(rank=258); Enrichr--Queries(rank=409); ARCHS4--Coexpression(rank=782)","250","0.06658000000000000","GTEx Coexpression,0.06658"
"POU4F2","2.17134992956623529","2.17134992956623529","2.17134992956623529","Activated","81","viper","81","2.17134992956623529",NA,NA,"4","ReMap--ChIP-seq(rank=288); ARCHS4--Coexpression(rank=463); Enrichr--Queries(rank=1048); GTEx--Coexpression(rank=1387)","898","0.28439999999999999","ARCHS4 Coexpression,0.2844"
"FOSL2","2.16909037709685792","2.16909037709685792","2.16909037709685792","Activated","82","viper","82","2.16909037709685792",NA,NA,"5","ENCODE--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=14); Enrichr--Queries(rank=74); ARCHS4--Coexpression(rank=133); GTEx--Coexpression(rank=175)","163","0.04237000000000000","ENCODE ChIP-seq,0.04237"
"JUNB","2.16876249257050091","2.16876249257050091","2.16876249257050091","Activated","83","viper","83","2.16876249257050091",NA,NA,"4","ReMap--ChIP-seq(rank=22); GTEx--Coexpression(rank=31); ARCHS4--Coexpression(rank=37); Enrichr--Queries(rank=54)","74","0.01929000000000000","GTEx Coexpression,0.01929"
"PROX1","2.16864606130315174","2.16864606130315174","2.16864606130315174","Activated","84","viper","84","2.16864606130315174",NA,NA,"4","ReMap--ChIP-seq(rank=11); ARCHS4--Coexpression(rank=264); Enrichr--Queries(rank=268); GTEx--Coexpression(rank=622)","144","0.03704000000000000","ReMap ChIP-seq,0.03704"
"GABPA","2.16705684599840431","2.16705684599840431","2.16705684599840431","Activated","85","viper","85","2.16705684599840431",NA,NA,"6","Literature--ChIP-seq(rank=63); ENCODE--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=231); GTEx--Coexpression(rank=503); Enrichr--Queries(rank=1286); ARCHS4--Coexpression(rank=1336)","951","0.31300000000000000","GTEx Coexpression,0.313"
"ZEB2","-2.13207046547201395","-2.13207046547201395","2.13207046547201395","Repressed","86","viper","86","2.13207046547201395",NA,NA,"4","ReMap--ChIP-seq(rank=29); ARCHS4--Coexpression(rank=140); Enrichr--Queries(rank=150); GTEx--Coexpression(rank=531)","326","0.08599999999999999","ARCHS4 Coexpression,0.086"
"ZEB1","2.12808260573024555","2.12808260573024555","2.12808260573024555","Activated","87","viper","87","2.12808260573024555",NA,NA,"5","ENCODE--ChIP-seq(rank=30); GTEx--Coexpression(rank=54); ReMap--ChIP-seq(rank=95); Enrichr--Queries(rank=130); ARCHS4--Coexpression(rank=496)","132","0.03360000000000000","GTEx Coexpression,0.0336"
"NR1H2","2.08299022879168172","2.08299022879168172","2.08299022879168172","Activated","88","viper","88","2.08299022879168172",NA,NA,"4","ReMap--ChIP-seq(rank=21); GTEx--Coexpression(rank=68); Enrichr--Queries(rank=816); ARCHS4--Coexpression(rank=1127)","162","0.04231000000000000","GTEx Coexpression,0.04231"
"NFE2L1","2.06609356312940529","2.06609356312940529","2.06609356312940529","Activated","89","viper","89","2.06609356312940529",NA,NA,"4","ReMap--ChIP-seq(rank=244); Enrichr--Queries(rank=796); ARCHS4--Coexpression(rank=974); GTEx--Coexpression(rank=1105)","1381","0.56699999999999995","Enrichr Queries,0.567"
"HNF1B","2.05901910052891779","2.05901910052891779","2.05901910052891779","Activated","90","viper","90","2.05901910052891779",NA,NA,"3","ReMap--ChIP-seq(rank=87); Enrichr--Queries(rank=262); ARCHS4--Coexpression(rank=618)","650","0.18659999999999999","Enrichr Queries,0.1866"
"RBPJ","2.05544761135782084","2.05544761135782084","2.05544761135782084","Activated","91","viper","91","2.05544761135782084",NA,NA,"5","Literature--ChIP-seq(rank=139); ReMap--ChIP-seq(rank=143); GTEx--Coexpression(rank=525); Enrichr--Queries(rank=662); ARCHS4--Coexpression(rank=1319)","982","0.32669999999999999","GTEx Coexpression,0.3267"
"MEIS1","2.05341996778735947","2.05341996778735947","2.05341996778735947","Activated","92","viper","92","2.05341996778735947",NA,NA,"5","Literature--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=150); Enrichr--Queries(rank=261); ARCHS4--Coexpression(rank=333); GTEx--Coexpression(rank=445)","648","0.18590000000000001","Enrichr Queries,0.1859"
"NCOA2","2.03651196785638700","2.03651196785638700","2.03651196785638700","Activated","93","viper","93","2.03651196785638700",NA,NA,"4","ReMap--ChIP-seq(rank=220); ARCHS4--Coexpression(rank=316); GTEx--Coexpression(rank=825); Enrichr--Queries(rank=1248)","670","0.19409999999999999","ARCHS4 Coexpression,0.1941"
"IRF2","2.00661698357887630","2.00661698357887630","2.00661698357887630","Activated","94","viper","94","2.00661698357887630",NA,NA,"4","ReMap--ChIP-seq(rank=121); ARCHS4--Coexpression(rank=294); GTEx--Coexpression(rank=340); Enrichr--Queries(rank=715)","632","0.18060000000000001","ARCHS4 Coexpression,0.1806"
"PAX6","1.98532093113727526","1.98532093113727526","1.98532093113727526","Activated","95","viper","95","1.98532093113727526",NA,NA,"5","Literature--ChIP-seq(rank=143); ARCHS4--Coexpression(rank=196); ReMap--ChIP-seq(rank=245); GTEx--Coexpression(rank=492); Enrichr--Queries(rank=531)","441","0.12039999999999999","ARCHS4 Coexpression,0.1204"
"HMBOX1","-1.96380773621495397","-1.96380773621495397","1.96380773621495397","Repressed","96","viper","96","1.96380773621495397",NA,NA,"4","ReMap--ChIP-seq(rank=36); GTEx--Coexpression(rank=744); Enrichr--Queries(rank=852); ARCHS4--Coexpression(rank=1188)","445","0.12120000000000000","ReMap ChIP-seq,0.1212"
"ELK1","1.95113886121785796","1.95113886121785796","1.95113886121785796","Activated","97","viper","97","1.95113886121785796",NA,NA,"5","Literature--ChIP-seq(rank=60); ENCODE--ChIP-seq(rank=89); ReMap--ChIP-seq(rank=286); GTEx--Coexpression(rank=1341); ARCHS4--Coexpression(rank=1388)","1075","0.36590000000000000","Literature ChIP-seq,0.3659"
"MEF2B","1.93069463150889753","1.93069463150889753","1.93069463150889753","Activated","98","viper","98","1.93069463150889753",NA,NA,"4","ReMap--ChIP-seq(rank=208); GTEx--Coexpression(rank=337); Enrichr--Queries(rank=453); ARCHS4--Coexpression(rank=460)","711","0.20970000000000000","GTEx Coexpression,0.2097"
"YY1","-1.92411497464490244","-1.92411497464490244","1.92411497464490244","Repressed","99","viper","99","1.92411497464490244",NA,NA,"6","ENCODE--ChIP-seq(rank=97); Literature--ChIP-seq(rank=125); ReMap--ChIP-seq(rank=125); GTEx--Coexpression(rank=752); Enrichr--Queries(rank=1380); ARCHS4--Coexpression(rank=1479)","1169","0.42090000000000000","ReMap ChIP-seq,0.4209"
"NR3C1","-1.90778701432222086","-1.90778701432222086","1.90778701432222086","Repressed","100","viper","100","1.90778701432222086",NA,NA,"6","ARCHS4--Coexpression(rank=11); Literature--ChIP-seq(rank=16); ENCODE--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=80); Enrichr--Queries(rank=153); GTEx--Coexpression(rank=540)","25","0.00675700000000000","ARCHS4 Coexpression,0.006757"
"CREB1","1.86775694530778691","1.86775694530778691","1.86775694530778691","Activated","101","viper","101","1.86775694530778691",NA,NA,"6","ENCODE--ChIP-seq(rank=76); Literature--ChIP-seq(rank=92); ReMap--ChIP-seq(rank=124); ARCHS4--Coexpression(rank=688); GTEx--Coexpression(rank=868); Enrichr--Queries(rank=1287)","1160","0.41749999999999998","ReMap ChIP-seq,0.4175"
"NFATC1","1.85562208008486595","1.85562208008486595","1.85562208008486595","Activated","102","viper","102","1.85562208008486595",NA,NA,"5","ARCHS4--Coexpression(rank=109); ENCODE--ChIP-seq(rank=114); Enrichr--Queries(rank=274); ReMap--ChIP-seq(rank=279); GTEx--Coexpression(rank=965)","252","0.06695000000000000","ARCHS4 Coexpression,0.06695"
"SMAD4","1.81231857264117568","1.81231857264117568","1.81231857264117568","Activated","103","viper","103","1.81231857264117568",NA,NA,"5","Literature--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=144); GTEx--Coexpression(rank=1010); Enrichr--Queries(rank=1294); ARCHS4--Coexpression(rank=1394)","253","0.06707000000000000","Literature ChIP-seq,0.06707"
"NFYB","1.80827712631567783","1.80827712631567783","1.80827712631567783","Activated","104","viper","104","1.80827712631567783",NA,NA,"5","GTEx--Coexpression(rank=57); ENCODE--ChIP-seq(rank=77); ReMap--ChIP-seq(rank=205); ARCHS4--Coexpression(rank=951); Enrichr--Queries(rank=1070)","139","0.03547000000000000","GTEx Coexpression,0.03547"
"TP53","1.80511975477812037","1.80511975477812037","1.80511975477812037","Activated","105","viper","105","1.80511975477812037",NA,NA,"5","Literature--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=167); Enrichr--Queries(rank=786); GTEx--Coexpression(rank=1095); ARCHS4--Coexpression(rank=1260)","855","0.26829999999999998","Literature ChIP-seq,0.2683"
"ELK4","1.79664653056934620","1.79664653056934620","1.79664653056934620","Activated","106","viper","106","1.79664653056934620",NA,NA,"5","ENCODE--ChIP-seq(rank=113); ReMap--ChIP-seq(rank=268); ARCHS4--Coexpression(rank=1160); GTEx--Coexpression(rank=1198); Enrichr--Queries(rank=1207)","1513","0.71250000000000002","ARCHS4 Coexpression,0.7125"
"TCF4","1.79461636803302915","1.79461636803302915","1.79461636803302915","Activated","107","viper","107","1.79461636803302915",NA,NA,"5","ReMap--ChIP-seq(rank=33); Literature--ChIP-seq(rank=53); GTEx--Coexpression(rank=253); ARCHS4--Coexpression(rank=320); Enrichr--Queries(rank=350)","405","0.11110000000000000","ReMap ChIP-seq,0.1111"
"ZNF740","-1.78830105564255959","-1.78830105564255959","1.78830105564255959","Repressed","108","viper","108","1.78830105564255959",NA,NA,"4","ReMap--ChIP-seq(rank=233); ARCHS4--Coexpression(rank=1197); Enrichr--Queries(rank=1208); GTEx--Coexpression(rank=1447)","1531","0.73529999999999995","ARCHS4 Coexpression,0.7353"
"TCF7","1.76864345550516888","1.76864345550516888","1.76864345550516888","Activated","109","viper","109","1.76864345550516888",NA,NA,"5","Literature--ChIP-seq(rank=112); ReMap--ChIP-seq(rank=114); ARCHS4--Coexpression(rank=119); Enrichr--Queries(rank=322); GTEx--Coexpression(rank=606)","274","0.07310000000000000","ARCHS4 Coexpression,0.0731"
"NR1H3","1.74718410401377700","1.74718410401377700","1.74718410401377700","Activated","110","viper","110","1.74718410401377700",NA,NA,"5","Literature--ChIP-seq(rank=33); GTEx--Coexpression(rank=152); ReMap--ChIP-seq(rank=223); Enrichr--Queries(rank=250); ARCHS4--Coexpression(rank=486)","352","0.09458999999999999","GTEx Coexpression,0.09459"
"LEF1","-1.72301397157344183","-1.72301397157344183","1.72301397157344183","Repressed","111","viper","111","1.72301397157344183",NA,NA,"4","Enrichr--Queries(rank=211); ReMap--ChIP-seq(rank=212); ARCHS4--Coexpression(rank=254); GTEx--Coexpression(rank=734)","540","0.15029999999999999","Enrichr Queries,0.1503"
"CEBPG","1.72119404842939305","1.72119404842939305","1.72119404842939305","Activated","112","viper","112","1.72119404842939305",NA,NA,"4","ReMap--ChIP-seq(rank=27); Enrichr--Queries(rank=174); ARCHS4--Coexpression(rank=1062); GTEx--Coexpression(rank=1535)","341","0.09091000000000000","ReMap ChIP-seq,0.09091"
"ZNF384","1.71668053834953471","1.71668053834953471","1.71668053834953471","Activated","113","viper","113","1.71668053834953471",NA,NA,"5","ENCODE--ChIP-seq(rank=51); ReMap--ChIP-seq(rank=194); GTEx--Coexpression(rank=943); Enrichr--Queries(rank=1168); ARCHS4--Coexpression(rank=1385)","1187","0.43219999999999997","ENCODE ChIP-seq,0.4322"
"CLOCK","1.70330890218872266","1.70330890218872266","1.70330890218872266","Activated","114","viper","114","1.70330890218872266",NA,NA,"5","Literature--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=171); ARCHS4--Coexpression(rank=903); Enrichr--Queries(rank=1321); GTEx--Coexpression(rank=1445)","901","0.28660000000000002","Literature ChIP-seq,0.2866"
"RARA","1.70200914247407531","1.70200914247407531","1.70200914247407531","Activated","115","viper","115","1.70200914247407531",NA,NA,"5","Literature--ChIP-seq(rank=93); ReMap--ChIP-seq(rank=262); Enrichr--Queries(rank=349); GTEx--Coexpression(rank=454); ARCHS4--Coexpression(rank=794)","809","0.24859999999999999","Enrichr Queries,0.2486"
"TBP","1.69647051031963203","1.69647051031963203","1.69647051031963203","Activated","116","viper","116","1.69647051031963203",NA,NA,"5","ENCODE--ChIP-seq(rank=46); Literature--ChIP-seq(rank=84); ReMap--ChIP-seq(rank=159); GTEx--Coexpression(rank=1193); ARCHS4--Coexpression(rank=1308)","1115","0.38979999999999998","ENCODE ChIP-seq,0.3898"
"EGR1","1.68945114990997225","1.68945114990997225","1.68945114990997225","Activated","117","viper","117","1.68945114990997225",NA,NA,"6","Enrichr--Queries(rank=8); ENCODE--ChIP-seq(rank=54); GTEx--Coexpression(rank=55); Literature--ChIP-seq(rank=83); ARCHS4--Coexpression(rank=90); ReMap--ChIP-seq(rank=131)","20","0.00569800000000000","Enrichr Queries,0.005698"
"KLF5","-1.66981136357455684","-1.66981136357455684","1.66981136357455684","Repressed","118","viper","118","1.66981136357455684",NA,NA,"5","Literature--ChIP-seq(rank=35); Enrichr--Queries(rank=164); ARCHS4--Coexpression(rank=187); ReMap--ChIP-seq(rank=241); GTEx--Coexpression(rank=455)","421","0.11490000000000000","ARCHS4 Coexpression,0.1149"
"CEBPA","1.65384191655849788","1.65384191655849788","1.65384191655849788","Activated","119","viper","119","1.65384191655849788",NA,NA,"5","ReMap--ChIP-seq(rank=39); Literature--ChIP-seq(rank=74); GTEx--Coexpression(rank=78); Enrichr--Queries(rank=137); ARCHS4--Coexpression(rank=327)","184","0.04854000000000000","GTEx Coexpression,0.04854"
"MAFK","1.63276619663445866","1.63276619663445866","1.63276619663445866","Activated","120","viper","120","1.63276619663445866",NA,NA,"5","GTEx--Coexpression(rank=18); ENCODE--ChIP-seq(rank=23); Enrichr--Queries(rank=60); ReMap--ChIP-seq(rank=151); ARCHS4--Coexpression(rank=1364)","43","0.01120000000000000","GTEx Coexpression,0.0112"
"STAT2","1.62621802179128361","1.62621802179128361","1.62621802179128361","Activated","121","viper","121","1.62621802179128361",NA,NA,"5","ENCODE--ChIP-seq(rank=91); ReMap--ChIP-seq(rank=145); Enrichr--Queries(rank=289); ARCHS4--Coexpression(rank=301); GTEx--Coexpression(rank=1223)","645","0.18490000000000001","ARCHS4 Coexpression,0.1849"
"NEUROD1","-1.60063612427900059","-1.60063612427900059","1.60063612427900059","Repressed","122","viper","122","1.60063612427900059",NA,NA,"4","ReMap--ChIP-seq(rank=155); GTEx--Coexpression(rank=425); ARCHS4--Coexpression(rank=508); Enrichr--Queries(rank=841)","848","0.26450000000000001","GTEx Coexpression,0.2645"
"NR4A1","1.58614792511176739","1.58614792511176739","1.58614792511176739","Activated","123","viper","123","1.58614792511176739",NA,NA,"4","ARCHS4--Coexpression(rank=8); Enrichr--Queries(rank=22); GTEx--Coexpression(rank=34); ReMap--ChIP-seq(rank=153)","16","0.00491400000000000","ARCHS4 Coexpression,0.004914"
"SOX11","1.57224003480357610","1.57224003480357610","1.57224003480357610","Activated","124","viper","124","1.57224003480357610",NA,NA,"5","Literature--ChIP-seq(rank=134); ReMap--ChIP-seq(rank=190); Enrichr--Queries(rank=445); ARCHS4--Coexpression(rank=718); GTEx--Coexpression(rank=859)","962","0.31700000000000000","Enrichr Queries,0.317"
"KLF6","1.56934414228469921","1.56934414228469921","1.56934414228469921","Activated","125","viper","125","1.56934414228469921",NA,NA,"4","ReMap--ChIP-seq(rank=13); ARCHS4--Coexpression(rank=15); Enrichr--Queries(rank=37); GTEx--Coexpression(rank=76)","33","0.00921400000000000","ARCHS4 Coexpression,0.009214"
"ESR2","1.54197011680766183","1.54197011680766183","1.54197011680766183","Activated","126","viper","126","1.54197011680766183",NA,NA,"5","Literature--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=213); Enrichr--Queries(rank=501); ARCHS4--Coexpression(rank=677); GTEx--Coexpression(rank=1037)","185","0.04878000000000000","Literature ChIP-seq,0.04878"
"GLI2","-1.53411882256607490","-1.53411882256607490","1.53411882256607490","Repressed","127","viper","127","1.53411882256607490",NA,NA,"3","ARCHS4--Coexpression(rank=356); Enrichr--Queries(rank=478); GTEx--Coexpression(rank=700)","729","0.21870000000000001","ARCHS4 Coexpression,0.2187"
"HOXB13","1.50502494211519933","1.50502494211519933","1.50502494211519933","Activated","128","viper","128","1.50502494211519933",NA,NA,"4","ReMap--ChIP-seq(rank=246); ARCHS4--Coexpression(rank=765); Enrichr--Queries(rank=777); GTEx--Coexpression(rank=1219)","1254","0.46989999999999998","ARCHS4 Coexpression,0.4699"
"TEAD4","1.49531027628640611","1.49531027628640611","1.49531027628640611","Activated","129","viper","129","1.49531027628640611",NA,NA,"6","ReMap--ChIP-seq(rank=30); ENCODE--ChIP-seq(rank=47); Literature--ChIP-seq(rank=99); Enrichr--Queries(rank=495); GTEx--Coexpression(rank=1336); ARCHS4--Coexpression(rank=1426)","372","0.10100000000000001","ReMap ChIP-seq,0.101"
"ZKSCAN1","-1.49125621037591993","-1.49125621037591993","1.49125621037591993","Repressed","130","viper","130","1.49125621037591993",NA,NA,"5","ENCODE--ChIP-seq(rank=70); ReMap--ChIP-seq(rank=253); ARCHS4--Coexpression(rank=627); GTEx--Coexpression(rank=832); Enrichr--Queries(rank=1336)","1110","0.38510000000000000","ARCHS4 Coexpression,0.3851"
"CTCFL","-1.46606748125128772","-1.46606748125128772","1.46606748125128772","Repressed","131","viper","131","1.46606748125128772",NA,NA,"5","ENCODE--ChIP-seq(rank=96); ReMap--ChIP-seq(rank=251); Enrichr--Queries(rank=600); ARCHS4--Coexpression(rank=719); GTEx--Coexpression(rank=1293)","1178","0.42740000000000000","Enrichr Queries,0.4274"
"MAFG","1.46128569807459163","1.46128569807459163","1.46128569807459163","Activated","132","viper","132","1.46128569807459163",NA,NA,"4","Enrichr--Queries(rank=112); ReMap--ChIP-seq(rank=133); GTEx--Coexpression(rank=572); ARCHS4--Coexpression(rank=1296)","299","0.07976999999999999","Enrichr Queries,0.07977"
"FOXA2","1.44028577720566608","1.44028577720566608","1.44028577720566608","Activated","133","viper","133","1.44028577720566608",NA,NA,"6","Literature--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=19); ENCODE--ChIP-seq(rank=29); GTEx--Coexpression(rank=390); ARCHS4--Coexpression(rank=485); Enrichr--Queries(rank=629)","203","0.05488000000000000","Literature ChIP-seq,0.05488"
"USF2","1.40632489604741506","1.40632489604741506","1.40632489604741506","Activated","134","viper","134","1.40632489604741506",NA,NA,"5","ENCODE--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=46); GTEx--Coexpression(rank=687); Enrichr--Queries(rank=1203); ARCHS4--Coexpression(rank=1575)","519","0.14410000000000001","ENCODE ChIP-seq,0.1441"
"SMAD5","-1.39884715256833880","-1.39884715256833880","1.39884715256833880","Repressed","135","viper","135","1.39884715256833880",NA,NA,"4","ReMap--ChIP-seq(rank=216); ARCHS4--Coexpression(rank=414); Enrichr--Queries(rank=1198); GTEx--Coexpression(rank=1477)","822","0.25430000000000003","ARCHS4 Coexpression,0.2543"
"ATF1","1.39838629703819106","1.39838629703819106","1.39838629703819106","Activated","136","viper","136","1.39838629703819106",NA,NA,"5","ReMap--ChIP-seq(rank=72); ENCODE--ChIP-seq(rank=75); ARCHS4--Coexpression(rank=453); Enrichr--Queries(rank=1134); GTEx--Coexpression(rank=1380)","794","0.24240000000000000","ReMap ChIP-seq,0.2424"
"E2F1","1.38205598376635574","1.38205598376635574","1.38205598376635574","Activated","137","viper","137","1.38205598376635574",NA,NA,"6","ReMap--ChIP-seq(rank=81); Literature--ChIP-seq(rank=107); ENCODE--ChIP-seq(rank=108); Enrichr--Queries(rank=1339); GTEx--Coexpression(rank=1367); ARCHS4--Coexpression(rank=1527)","866","0.27270000000000000","ReMap ChIP-seq,0.2727"
"FOXP2","-1.37821010273639333","-1.37821010273639333","1.37821010273639333","Repressed","138","viper","138","1.37821010273639333",NA,NA,"6","ENCODE--ChIP-seq(rank=33); Literature--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=139); Enrichr--Queries(rank=407); GTEx--Coexpression(rank=430); ARCHS4--Coexpression(rank=1238)","764","0.23169999999999999","Literature ChIP-seq,0.2317"
"KLF3","1.36282981634277922","1.36282981634277922","1.36282981634277922","Activated","139","viper","139","1.36282981634277922",NA,NA,"4","ReMap--ChIP-seq(rank=54); ARCHS4--Coexpression(rank=123); Enrichr--Queries(rank=203); GTEx--Coexpression(rank=459)","282","0.07555000000000001","ARCHS4 Coexpression,0.07555"
"TFAP4","-1.36079424650234349","-1.36079424650234349","1.36079424650234349","Repressed","140","viper","140","1.36079424650234349",NA,NA,"4","ReMap--ChIP-seq(rank=122); ARCHS4--Coexpression(rank=731); Enrichr--Queries(rank=1126); GTEx--Coexpression(rank=1522)","1148","0.41080000000000000","ReMap ChIP-seq,0.4108"
"MITF","1.32185453405664011","1.32185453405664011","1.32185453405664011","Activated","141","viper","141","1.32185453405664011",NA,NA,"5","Enrichr--Queries(rank=44); Literature--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=75); ARCHS4--Coexpression(rank=82); GTEx--Coexpression(rank=629)","124","0.03134000000000000","Enrichr Queries,0.03134"
"PBX2","1.31702706844624462","1.31702706844624462","1.31702706844624462","Activated","142","viper","142","1.31702706844624462",NA,NA,"4","ReMap--ChIP-seq(rank=9); GTEx--Coexpression(rank=722); Enrichr--Queries(rank=967); ARCHS4--Coexpression(rank=1248)","117","0.03030000000000000","ReMap ChIP-seq,0.0303"
"SP2","1.27505757595135139","1.27505757595135139","1.27505757595135139","Activated","143","viper","143","1.27505757595135139",NA,NA,"5","ENCODE--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=195); GTEx--Coexpression(rank=407); ARCHS4--Coexpression(rank=1012); Enrichr--Queries(rank=1149)","819","0.25330000000000003","GTEx Coexpression,0.2533"
"CUX1","-1.25110202090539357","-1.25110202090539357","1.25110202090539357","Repressed","144","viper","144","1.25110202090539357",NA,NA,"6","GTEx--Coexpression(rank=50); ReMap--ChIP-seq(rank=57); ENCODE--ChIP-seq(rank=84); Literature--ChIP-seq(rank=116); ARCHS4--Coexpression(rank=625); Enrichr--Queries(rank=966)","122","0.03111000000000000","GTEx Coexpression,0.03111"
"BHLHE22","-1.25080982823526710","-1.25080982823526710","1.25080982823526710","Repressed","145","viper","145","1.25080982823526710",NA,NA,"3","ReMap--ChIP-seq(rank=51); ARCHS4--Coexpression(rank=341); GTEx--Coexpression(rank=597)","601","0.17169999999999999","ReMap ChIP-seq,0.1717"
"TGIF2","1.24736743092339353","1.24736743092339353","1.24736743092339353","Activated","146","viper","146","1.24736743092339353",NA,NA,"4","ReMap--ChIP-seq(rank=175); Enrichr--Queries(rank=525); GTEx--Coexpression(rank=1200); ARCHS4--Coexpression(rank=1263)","1089","0.37390000000000001","Enrichr Queries,0.3739"
"FOSL1","1.21363816936995228","1.21363816936995228","1.21363816936995228","Activated","147","viper","147","1.21363816936995228",NA,NA,"5","ENCODE--ChIP-seq(rank=6); ReMap--ChIP-seq(rank=10); ARCHS4--Coexpression(rank=88); Enrichr--Queries(rank=95); GTEx--Coexpression(rank=743)","133","0.03367000000000000","ReMap ChIP-seq,0.03367"
"NR2F6","1.20712998109179948","1.20712998109179948","1.20712998109179948","Activated","148","viper","148","1.20712998109179948",NA,NA,"4","ReMap--ChIP-seq(rank=55); Enrichr--Queries(rank=847); ARCHS4--Coexpression(rank=1022); GTEx--Coexpression(rank=1537)","646","0.18520000000000000","ReMap ChIP-seq,0.1852"
"EOMES","1.20529025896475495","1.20529025896475495","1.20529025896475495","Activated","149","viper","149","1.20529025896475495",NA,NA,"5","Literature--ChIP-seq(rank=85); ReMap--ChIP-seq(rank=187); GTEx--Coexpression(rank=470); Enrichr--Queries(rank=500); ARCHS4--Coexpression(rank=658)","916","0.29249999999999998","GTEx Coexpression,0.2925"
"MYB","-1.17006292571085768","-1.17006292571085768","1.17006292571085768","Repressed","150","viper","150","1.17006292571085768",NA,NA,"6","Literature--ChIP-seq(rank=26); ENCODE--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=207); GTEx--Coexpression(rank=635); Enrichr--Queries(rank=954); ARCHS4--Coexpression(rank=1221)","569","0.15850000000000000","Literature ChIP-seq,0.1585"
"TCF3","-1.15663609929061728","-1.15663609929061728","1.15663609929061728","Repressed","151","viper","151","1.15663609929061728",NA,NA,"6","Literature--ChIP-seq(rank=25); ENCODE--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=129); Enrichr--Queries(rank=1368); GTEx--Coexpression(rank=1371); ARCHS4--Coexpression(rank=1443)","549","0.15240000000000001","Literature ChIP-seq,0.1524"
"ATF3","-1.15521555881257409","-1.15521555881257409","1.15521555881257409","Repressed","152","viper","152","1.15521555881257409",NA,NA,"6","GTEx--Coexpression(rank=1); ARCHS4--Coexpression(rank=3); Enrichr--Queries(rank=4); ReMap--ChIP-seq(rank=5); Literature--ChIP-seq(rank=15); ENCODE--ChIP-seq(rank=67)","2","0.00062230000000000","GTEx Coexpression,6.223E-4"
"RELB","1.11628542892587168","1.11628542892587168","1.11628542892587168","Activated","153","viper","153","1.11628542892587168",NA,NA,"4","Enrichr--Queries(rank=96); ARCHS4--Coexpression(rank=141); ReMap--ChIP-seq(rank=170); GTEx--Coexpression(rank=500)","259","0.06838000000000000","Enrichr Queries,0.06838"
"E2F5","-1.11616473726767573","-1.11616473726767573","1.11616473726767573","Repressed","154","viper","154","1.11616473726767573",NA,NA,"4","ReMap--ChIP-seq(rank=214); Enrichr--Queries(rank=480); ARCHS4--Coexpression(rank=1368); GTEx--Coexpression(rank=1500)","1016","0.34189999999999998","Enrichr Queries,0.3419"
"ZFX","1.11319504365719979","1.11319504365719979","1.11319504365719979","Activated","155","viper","155","1.11319504365719979",NA,NA,"5","Literature--ChIP-seq(rank=156); ReMap--ChIP-seq(rank=271); ARCHS4--Coexpression(rank=1071); Enrichr--Queries(rank=1296); GTEx--Coexpression(rank=1363)","1466","0.65790000000000004","ARCHS4 Coexpression,0.6579"
"SIX2","1.09081773000471127","1.09081773000471127","1.09081773000471127","Activated","156","viper","156","1.09081773000471127",NA,NA,"4","ReMap--ChIP-seq(rank=240); ARCHS4--Coexpression(rank=562); Enrichr--Queries(rank=647); GTEx--Coexpression(rank=1090)","1023","0.34520000000000001","ARCHS4 Coexpression,0.3452"
"GATA2","-1.07882116341430878","-1.07882116341430878","1.07882116341430878","Repressed","157","viper","157","1.07882116341430878",NA,NA,"6","ENCODE--ChIP-seq(rank=15); Literature--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=115); Enrichr--Queries(rank=136); ARCHS4--Coexpression(rank=760); GTEx--Coexpression(rank=1048)","359","0.09687000000000000","Enrichr Queries,0.09687"
"NR2C2","-1.07860051581985705","-1.07860051581985705","1.07860051581985705","Repressed","158","viper","158","1.07860051581985705",NA,NA,"5","ENCODE--ChIP-seq(rank=85); ReMap--ChIP-seq(rank=263); GTEx--Coexpression(rank=1164); Enrichr--Queries(rank=1244); ARCHS4--Coexpression(rank=1506)","1518","0.72030000000000016","ENCODE ChIP-seq,0.7203"
