"TF","DLD1","HCT15","SW48","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"EBF1","2.37533069040794187","-0.125507773143876233","3.47334808101717485","1.9077236660937468837","1.99139551485633093","Activated","71","viper","71","1.99139551485633093",NA,NA,"5","ARCHS4--Coexpression(rank=28); ENCODE--ChIP-seq(rank=92); ReMap--ChIP-seq(rank=265); Enrichr--Queries(rank=276); GTEx--Coexpression(rank=1568)","83","0.01720000000000000","ARCHS4 Coexpression,0.0172"
"GABPA","1.40465507688949254","1.798363290902838862","2.75559532788610984","1.9862045652261468565","1.98620456522614686","Activated","72","viper","72","1.98620456522614686",NA,NA,"6","Literature--ChIP-seq(rank=56); ENCODE--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=256); ARCHS4--Coexpression(rank=923); Enrichr--Queries(rank=1034); GTEx--Coexpression(rank=1601)","1085","0.34150000000000003","Literature ChIP-seq,0.3415"
"NFATC1","2.58263515967603174","2.123155490890110908","1.18142983696222470","1.9624068291761223026","1.96240682917612230","Activated","73","viper","73","1.96240682917612230",NA,NA,"5","ENCODE--ChIP-seq(rank=73); Enrichr--Queries(rank=121); GTEx--Coexpression(rank=163); ReMap--ChIP-seq(rank=240); ARCHS4--Coexpression(rank=248)","351","0.08618000000000001","Enrichr Queries,0.08618"
"STAT5A","1.71532910585733145","2.651798466570373325","1.49520546759862727","1.9541110133421106809","1.95411101334211068","Activated","74","viper","74","1.95411101334211068",NA,NA,"6","ENCODE--ChIP-seq(rank=30); ReMap--ChIP-seq(rank=57); Literature--ChIP-seq(rank=139); ARCHS4--Coexpression(rank=211); Enrichr--Queries(rank=435); GTEx--Coexpression(rank=732)","475","0.12959999999999999","ARCHS4 Coexpression,0.1296"
"ELF1","2.48714301265684901","2.270814987590156875","1.09868417758371484","1.9522140592769072764","1.95221405927690728","Activated","75","viper","75","1.95221405927690728",NA,NA,"5","ENCODE--ChIP-seq(rank=68); Literature--ChIP-seq(rank=107); ReMap--ChIP-seq(rank=122); ARCHS4--Coexpression(rank=448); GTEx--Coexpression(rank=535)","917","0.27520000000000000","ARCHS4 Coexpression,0.2752"
"HNF4G","3.39335201558553345","-1.018724264295553184","1.43750547649658267","1.2707110759288544610","1.94986058545922281","Activated","76","viper","76","1.94986058545922281",NA,NA,"5","ReMap--ChIP-seq(rank=14); ENCODE--ChIP-seq(rank=114); GTEx--Coexpression(rank=121); ARCHS4--Coexpression(rank=185); Enrichr--Queries(rank=695)","211","0.04714000000000000","ReMap ChIP-seq,0.04714"
"ZNF384","2.00822612897194697","1.762768437160170398","2.07329764662953853","1.9480974042538852231","1.94809740425388522","Activated","77","viper","77","1.94809740425388522",NA,NA,"5","ENCODE--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=121); Enrichr--Queries(rank=1112); GTEx--Coexpression(rank=1241); ARCHS4--Coexpression(rank=1323)","493","0.13560000000000000","ENCODE ChIP-seq,0.1356"
"HBP1","-1.00329721387132054","-1.889795285541058911","-2.93853290386157839","-1.9438751344246523178","1.94387513442465232","Repressed","78","viper","78","1.94387513442465232",NA,NA,"4","ReMap--ChIP-seq(rank=13); ARCHS4--Coexpression(rank=486); Enrichr--Queries(rank=671); GTEx--Coexpression(rank=857)","199","0.04377000000000000","ReMap ChIP-seq,0.04377"
"REST","-1.27962184538582724",NA,"-2.56905917892570113","-1.9243405121557641824","1.92434051215576418","Repressed","79","viper","79","1.92434051215576418",NA,NA,"6","ENCODE--ChIP-seq(rank=49); Literature--ChIP-seq(rank=65); ReMap--ChIP-seq(rank=135); Enrichr--Queries(rank=347); GTEx--Coexpression(rank=717); ARCHS4--Coexpression(rank=1620)","835","0.24720000000000000","Enrichr Queries,0.2472"
"IKZF1","1.22308188963421416","2.079750225600358604","2.42539614079367150","1.9094094186760812715","1.90940941867608127","Activated","80","viper","80","1.90940941867608127",NA,NA,"6","ENCODE--ChIP-seq(rank=12); ReMap--ChIP-seq(rank=54); Literature--ChIP-seq(rank=154); Enrichr--Queries(rank=491); GTEx--Coexpression(rank=582); ARCHS4--Coexpression(rank=917)","399","0.10170000000000001","ENCODE ChIP-seq,0.1017"
"YY1","-1.63740273868134656","-1.441192818591340741","-2.58881197812689745","-1.8891358451331949908","1.88913584513319499","Repressed","81","viper","81","1.88913584513319499",NA,NA,"6","ENCODE--ChIP-seq(rank=69); Literature--ChIP-seq(rank=109); ReMap--ChIP-seq(rank=151); ARCHS4--Coexpression(rank=850); GTEx--Coexpression(rank=1166); Enrichr--Queries(rank=1350)","1378","0.50839999999999996","ReMap ChIP-seq,0.5084"
"POU4F2","2.11363369623667596","-1.175228890099024204","2.36735918086734420","1.1019213290016651730","1.88540725573434820","Activated","82","viper","82","1.88540725573434820",NA,NA,"4","ReMap--ChIP-seq(rank=192); ARCHS4--Coexpression(rank=325); GTEx--Coexpression(rank=813); Enrichr--Queries(rank=1197)","695","0.19960000000000000","ARCHS4 Coexpression,0.1996"
"ZNF639","1.65399355647199653","-2.493063568742319713","-1.49647476197369889","-0.7785149247480074308","1.88117729572933823","Repressed","83","viper","83","1.88117729572933823",NA,NA,"4","ReMap--ChIP-seq(rank=73); ARCHS4--Coexpression(rank=1112); Enrichr--Queries(rank=1292); GTEx--Coexpression(rank=1543)","830","0.24579999999999999","ReMap ChIP-seq,0.2458"
"TEAD4","2.20149859645432944","-1.097525106719225096","2.30735102764684008","1.1371081724606482144","1.86879157694013176","Activated","84","viper","84","1.86879157694013176",NA,NA,"6","ENCODE--ChIP-seq(rank=5); Literature--ChIP-seq(rank=13); ReMap--ChIP-seq(rank=113); GTEx--Coexpression(rank=168); Enrichr--Queries(rank=339); ARCHS4--Coexpression(rank=495)","190","0.04237000000000000","ENCODE ChIP-seq,0.04237"
"NEUROD1","3.74492329462422635","1.785660089981590426","0.03144076901211799","1.8540080512059782247","1.85400805120597822","Activated","85","viper","85","1.85400805120597822",NA,NA,"4","ReMap--ChIP-seq(rank=235); GTEx--Coexpression(rank=410); ARCHS4--Coexpression(rank=783); Enrichr--Queries(rank=1232)","865","0.25509999999999999","GTEx Coexpression,0.2551"
"NR1H2","2.85732797134821226","1.098326991475834014","-1.55738742940301567","0.7994225111403435724","1.83768079740902057","Activated","86","viper","86","1.83768079740902057",NA,NA,"4","ReMap--ChIP-seq(rank=33); ARCHS4--Coexpression(rank=84); Enrichr--Queries(rank=798); GTEx--Coexpression(rank=1254)","229","0.05160000000000000","ARCHS4 Coexpression,0.0516"
"POU2F1","0.99298129951045355","2.975272099916636215","1.50102971805840735","1.8230943724951658158","1.82309437249516582","Activated","87","viper","87","1.82309437249516582",NA,NA,"4","ReMap--ChIP-seq(rank=208); GTEx--Coexpression(rank=441); ARCHS4--Coexpression(rank=817); Enrichr--Queries(rank=1134)","915","0.27439999999999998","GTEx Coexpression,0.2744"
"ATF6","1.59221994164729952","1.931662806015858713","-1.91917157371681446","0.5349037246487813313","1.81435144045999119","Activated","88","viper","88","1.81435144045999119",NA,NA,"3","GTEx--Coexpression(rank=390); ARCHS4--Coexpression(rank=395); Enrichr--Queries(rank=841)","819","0.24260000000000001","ARCHS4 Coexpression,0.2426"
"NCOA2","0.74674703469158676","-0.635062734174556831","4.04263166052895428","1.3847719870153281096","1.80814714313169933","Activated","89","viper","89","1.80814714313169933",NA,NA,"4","ReMap--ChIP-seq(rank=191); GTEx--Coexpression(rank=216); ARCHS4--Coexpression(rank=976); Enrichr--Queries(rank=1321)","489","0.13439999999999999","GTEx Coexpression,0.1344"
"ARID2","-0.82723994904323139","2.053537619510084511","2.52345585847733700","1.2499178429813966318","1.80141114234355082","Activated","90","viper","90","1.80141114234355082",NA,NA,"4","ReMap--ChIP-seq(rank=47); Enrichr--Queries(rank=1107); GTEx--Coexpression(rank=1302); ARCHS4--Coexpression(rank=1364)","560","0.15820000000000001","ReMap ChIP-seq,0.1582"
"SOX13","1.51994065588935068","-2.283642870746453557","1.57390861779776792","0.2700688009802216794","1.79249738147785731","Activated","91","viper","91","1.79249738147785731",NA,NA,"4","ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=40); ARCHS4--Coexpression(rank=485); GTEx--Coexpression(rank=1043)","62","0.01347000000000000","ReMap ChIP-seq,0.01347"
"RBPJ","1.85308949943551493","1.051098242985723852","2.44133046972743495","1.7818394040495579844","1.78183940404955798","Activated","92","viper","92","1.78183940404955798",NA,NA,"5","ARCHS4--Coexpression(rank=64); Literature--ChIP-seq(rank=97); ReMap--ChIP-seq(rank=239); Enrichr--Queries(rank=446); GTEx--Coexpression(rank=1476)","178","0.03931000000000000","ARCHS4 Coexpression,0.03931"
"JUNB","1.41877809370658525","2.002185961829956895","1.92083082930562976","1.7805982949473906363","1.78059829494739064","Activated","93","viper","93","1.78059829494739064",NA,NA,"4","ReMap--ChIP-seq(rank=40); ARCHS4--Coexpression(rank=93); GTEx--Coexpression(rank=234); Enrichr--Queries(rank=714)","251","0.05713000000000000","ARCHS4 Coexpression,0.05713"
"NCOA3","0.25280097633422238","1.351603167894926294","3.72876424507033200","1.7777227964331601129","1.77772279643316011","Activated","94","viper","94","1.77772279643316011",NA,NA,"4","ARCHS4--Coexpression(rank=109); ReMap--ChIP-seq(rank=193); GTEx--Coexpression(rank=269); Enrichr--Queries(rank=591)","287","0.06695000000000000","ARCHS4 Coexpression,0.06695"
"REL","1.83386415372079448","2.899556700774973628","0.56295529057123139","1.7654587150223333136","1.76545871502233331","Activated","95","viper","95","1.76545871502233331",NA,NA,"3","GTEx--Coexpression(rank=331); Enrichr--Queries(rank=817); ARCHS4--Coexpression(rank=1278)","717","0.20599999999999999","GTEx Coexpression,0.206"
"NR2C2","-3.25267056622026773","-0.381170756058924476","-1.63749072983812449","-1.7571106840391055304","1.75711068403910553","Repressed","96","viper","96","1.75711068403910553",NA,NA,"5","ENCODE--ChIP-seq(rank=52); ReMap--ChIP-seq(rank=129); ARCHS4--Coexpression(rank=447); GTEx--Coexpression(rank=576); Enrichr--Queries(rank=1079)","916","0.27460000000000001","ARCHS4 Coexpression,0.2746"
"POU5F1","1.67367422142558042","0.297488937428712241","3.28913711719731250","1.7534334253505352574","1.75343342535053526","Activated","97","viper","97","1.75343342535053526",NA,NA,"5","Literature--ChIP-seq(rank=10); ReMap--ChIP-seq(rank=150); Enrichr--Queries(rank=389); ARCHS4--Coexpression(rank=604); GTEx--Coexpression(rank=971)","264","0.06098000000000000","Literature ChIP-seq,0.06098"
"CEBPB","1.26665035230685219","1.591657965619921900","2.39214566770860326","1.7501513285451257840","1.75015132854512578","Activated","98","viper","98","1.75015132854512578",NA,NA,"6","ENCODE--ChIP-seq(rank=8); Literature--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=108); GTEx--Coexpression(rank=238); ARCHS4--Coexpression(rank=244); Enrichr--Queries(rank=609)","292","0.06780000000000000","ENCODE ChIP-seq,0.0678"
"ERG","2.31059266448214240","1.532162563996692262","1.38888415640091334","1.7438797949599160741","1.74387979495991607","Activated","99","viper","99","1.74387979495991607",NA,NA,"5","Enrichr--Queries(rank=69); Literature--ChIP-seq(rank=133); ReMap--ChIP-seq(rank=225); GTEx--Coexpression(rank=1324); ARCHS4--Coexpression(rank=1472)","221","0.04915000000000000","Enrichr Queries,0.04915"
"ASCL1","2.59882660212234962","-1.101143710642251472","1.52560613346345897","1.0077630083145190376","1.74185881540935328","Activated","100","viper","100","1.74185881540935328",NA,NA,"4","ReMap--ChIP-seq(rank=269); ARCHS4--Coexpression(rank=565); Enrichr--Queries(rank=883); GTEx--Coexpression(rank=1059)","1099","0.34710000000000002","ARCHS4 Coexpression,0.3471"
"EHF","2.21594310394510963","0.399339513694166259","2.49629959296147153","1.7038607368669158593","1.70386073686691586","Activated","101","viper","101","1.70386073686691586",NA,NA,"4","ARCHS4--Coexpression(rank=6); GTEx--Coexpression(rank=6); Enrichr--Queries(rank=54); ReMap--ChIP-seq(rank=293)","16","0.00368600000000000","ARCHS4 Coexpression,0.003686"
"FOSL1",NA,"2.578728010166063456","0.80995282271883651","1.6943404164424500369","1.69434041644245004","Activated","102","viper","102","1.69434041644245004",NA,NA,"5","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=11); Enrichr--Queries(rank=404); ARCHS4--Coexpression(rank=1082); GTEx--Coexpression(rank=1124)","14","0.00336700000000000","ReMap ChIP-seq,0.003367"
"HSF1","3.30462598783132844","0.904422837017492820","0.87090010397529183","1.6933163096080379173","1.69331630960803792","Activated","103","viper","103","1.69331630960803792",NA,NA,"5","Literature--ChIP-seq(rank=11); ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=194); GTEx--Coexpression(rank=463); ARCHS4--Coexpression(rank=1321)","288","0.06707000000000000","Literature ChIP-seq,0.06707"
"FOXL2","0.73112605425779109","3.139344352881205946","1.13522441218714154","1.6685649397753794521","1.66856493977537945","Activated","104","viper","104","1.66856493977537945",NA,NA,"3","Enrichr--Queries(rank=63); GTEx--Coexpression(rank=65); ARCHS4--Coexpression(rank=345)","182","0.04045000000000000","GTEx Coexpression,0.04045"
"MAX","3.60782175951705986","-0.110197695751772670","1.27978536879487192","1.5924698108533863472","1.66593494135456832","Activated","105","viper","105","1.66593494135456832",NA,NA,"5","ENCODE--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=237); GTEx--Coexpression(rank=718); Enrichr--Queries(rank=768); ARCHS4--Coexpression(rank=1521)","802","0.23730000000000001","ENCODE ChIP-seq,0.2373"
"ZNF217","0.58444752659962174","0.068516249350408176","4.32295592136333795","1.6586398991044559725","1.65863989910445597","Activated","106","viper","106","1.65863989910445597",NA,NA,"6","ENCODE--ChIP-seq(rank=51); ReMap--ChIP-seq(rank=67); Literature--ChIP-seq(rank=76); ARCHS4--Coexpression(rank=203); Enrichr--Queries(rank=252); GTEx--Coexpression(rank=538)","459","0.12470000000000001","ARCHS4 Coexpression,0.1247"
"ZFX","-0.99395034451443276","1.946297719829846118","-1.96413377862391947","-0.3372621344361686480","1.63479394765606600","Repressed","107","viper","107","1.63479394765606600",NA,NA,"5","Literature--ChIP-seq(rank=128); ReMap--ChIP-seq(rank=187); GTEx--Coexpression(rank=613); Enrichr--Queries(rank=1145); ARCHS4--Coexpression(rank=1596)","1165","0.38150000000000001","GTEx Coexpression,0.3815"
"ESR2","1.87900843177335997","1.428285225712979889","1.59632010008373237","1.6345379191900242244","1.63453791919002422","Activated","108","viper","108","1.63453791919002422",NA,NA,"5","Literature--ChIP-seq(rank=22); ReMap--ChIP-seq(rank=65); Enrichr--Queries(rank=685); GTEx--Coexpression(rank=1314); ARCHS4--Coexpression(rank=1365)","488","0.13410000000000000","Literature ChIP-seq,0.1341"
"TBP","0.99320973965599157","1.530459339817537456","2.37563775246726339","1.6331022773135976944","1.63310227731359769","Activated","109","viper","109","1.63310227731359769",NA,NA,"5","ENCODE--ChIP-seq(rank=84); Literature--ChIP-seq(rank=95); ReMap--ChIP-seq(rank=141); GTEx--Coexpression(rank=782); ARCHS4--Coexpression(rank=1374)","1326","0.47470000000000001","ReMap ChIP-seq,0.4747"
"MBD1","-0.98770147635851469","1.224129175832511240","2.68439353859381002","0.9736070793559354897","1.63207473026161209","Activated","110","viper","110","1.63207473026161209",NA,NA,"3","GTEx--Coexpression(rank=280); Enrichr--Queries(rank=738); ARCHS4--Coexpression(rank=1045)","611","0.17419999999999999","GTEx Coexpression,0.1742"
"ESRRA","3.33226816190762243","-0.789505456397126659","0.76487249617414621","1.1025450672282139930","1.62888203815963162","Activated","111","viper","111","1.62888203815963162",NA,NA,"5","ReMap--ChIP-seq(rank=105); ENCODE--ChIP-seq(rank=111); GTEx--Coexpression(rank=805); Enrichr--Queries(rank=846); ARCHS4--Coexpression(rank=1090)","1112","0.35349999999999998","ReMap ChIP-seq,0.3535"
"TBX21","1.69100680335116960","-1.021067249342959560","2.06962844212228303","0.9131893320434976147","1.59390083160547102","Activated","112","viper","112","1.59390083160547102",NA,NA,"4","ReMap--ChIP-seq(rank=223); GTEx--Coexpression(rank=695); Enrichr--Queries(rank=1175); ARCHS4--Coexpression(rank=1220)","1253","0.43250000000000000","GTEx Coexpression,0.4325"
"ETV1","2.26541858862429279","-0.363294497571122588","2.14949489394452042","1.3505396616658968956","1.59273599337997851","Activated","113","viper","113","1.59273599337997851",NA,NA,"4","ReMap--ChIP-seq(rank=137); Enrichr--Queries(rank=162); GTEx--Coexpression(rank=290); ARCHS4--Coexpression(rank=1444)","436","0.11540000000000000","Enrichr Queries,0.1154"
"PPARG","0.87590100838198348","2.044516784350655314","1.85146327130247457","1.5906270213450379725","1.59062702134503797","Activated","114","viper","114","1.59062702134503797",NA,NA,"5","Literature--ChIP-seq(rank=33); Enrichr--Queries(rank=49); ARCHS4--Coexpression(rank=67); ReMap--ChIP-seq(rank=189); GTEx--Coexpression(rank=1582)","158","0.03490000000000000","Enrichr Queries,0.0349"
"GFI1B","2.79124073347439206","-0.175293027930062378","1.80424397597969577","1.4733972271746751392","1.59025924579471667","Activated","115","viper","115","1.59025924579471667",NA,NA,"5","Literature--ChIP-seq(rank=120); Enrichr--Queries(rank=211); ReMap--ChIP-seq(rank=231); GTEx--Coexpression(rank=454); ARCHS4--Coexpression(rank=1434)","531","0.15029999999999999","Enrichr Queries,0.1503"
"RARA","1.44079140861055754","1.669207590923007745","1.64386380756381945","1.5846209356991280970","1.58462093569912810","Activated","116","viper","116","1.58462093569912810",NA,NA,"5","Literature--ChIP-seq(rank=50); ARCHS4--Coexpression(rank=176); ReMap--ChIP-seq(rank=207); Enrichr--Queries(rank=369); GTEx--Coexpression(rank=581)","415","0.10810000000000000","ARCHS4 Coexpression,0.1081"
"NR4A1","2.65559072232180915","-0.164937901338121473","1.89809285080508006","1.4629152239295892812","1.57287382482167026","Activated","117","viper","117","1.57287382482167026",NA,NA,"4","GTEx--Coexpression(rank=1); ReMap--ChIP-seq(rank=51); ARCHS4--Coexpression(rank=100); Enrichr--Queries(rank=148)","2","0.00062230000000000","GTEx Coexpression,6.223E-4"
"MEIS2","1.39873950182127338","-1.580395564025006028","1.72575407068280118","0.5146993361596895467","1.56829637884302708","Activated","118","viper","118","1.56829637884302708",NA,NA,"4","ReMap--ChIP-seq(rank=159); ARCHS4--Coexpression(rank=269); Enrichr--Queries(rank=356); GTEx--Coexpression(rank=1422)","585","0.16520000000000001","ARCHS4 Coexpression,0.1652"
"SIX2","1.93772387189006556","0.160147544778334205","2.60336238595173741","1.5670779342067124862","1.56707793420671249","Activated","119","viper","119","1.56707793420671249",NA,NA,"4","ReMap--ChIP-seq(rank=216); Enrichr--Queries(rank=661); ARCHS4--Coexpression(rank=1035); GTEx--Coexpression(rank=1053)","1319","0.47080000000000000","Enrichr Queries,0.4708"
"BHLHE22","-2.73933341934383190","-0.961113392286762847","-0.96993278266757477","-1.5567931980993898744","1.55679319809938987","Repressed","120","viper","120","1.55679319809938987",NA,NA,"3","ReMap--ChIP-seq(rank=156); GTEx--Coexpression(rank=433); ARCHS4--Coexpression(rank=1282)","905","0.26939999999999997","GTEx Coexpression,0.2694"
"FOXO4","1.39087543786717149","0.607708376816248785","2.57440459728213300","1.5243294706551846485","1.52432947065518465","Activated","121","viper","121","1.52432947065518465",NA,NA,"3","Enrichr--Queries(rank=346); ARCHS4--Coexpression(rank=1223); GTEx--Coexpression(rank=1356)","833","0.24640000000000001","Enrichr Queries,0.2464"
"OTX2","0.94984116347194525","1.474391045852182724","2.08888345806768472","1.5043718891306039342","1.50437188913060393","Activated","122","viper","122","1.50437188913060393",NA,NA,"4","ReMap--ChIP-seq(rank=76); GTEx--Coexpression(rank=871); Enrichr--Queries(rank=1192); ARCHS4--Coexpression(rank=1277)","868","0.25590000000000002","ReMap ChIP-seq,0.2559"
"ELF3","1.31956323627733974","-1.321746706573238894","1.84686195904843808","0.6148928295841796787","1.49605730063300579","Activated","123","viper","123","1.49605730063300579",NA,NA,"4","ARCHS4--Coexpression(rank=3); GTEx--Coexpression(rank=3); ReMap--ChIP-seq(rank=109); Enrichr--Queries(rank=166)","7","0.00184300000000000","ARCHS4 Coexpression,0.001843"
"GATA3","1.05119239779634066","0.435069929471369021","2.99042053026435761","1.4922276191773555798","1.49222761917735558","Activated","124","viper","124","1.49222761917735558",NA,NA,"6","ENCODE--ChIP-seq(rank=23); Literature--ChIP-seq(rank=87); Enrichr--Queries(rank=99); ReMap--ChIP-seq(rank=119); ARCHS4--Coexpression(rank=177); GTEx--Coexpression(rank=213)","299","0.07051000000000000","Enrichr Queries,0.07051"
"ZNF24","-0.22684996589893563","-2.226291450973972186","-2.00621378277099449","-1.4864517332146338635","1.48645173321463386","Repressed","125","viper","125","1.48645173321463386",NA,NA,"4","ReMap--ChIP-seq(rank=88); ARCHS4--Coexpression(rank=1234); Enrichr--Queries(rank=1301); GTEx--Coexpression(rank=1349)","969","0.29630000000000001","ReMap ChIP-seq,0.2963"
"ETS1","1.28908232983009019","1.267926256855208988","1.89820098728142006","1.4850698579889065609","1.48506985798890656","Activated","126","viper","126","1.48506985798890656",NA,NA,"6","ENCODE--ChIP-seq(rank=75); Literature--ChIP-seq(rank=136); ReMap--ChIP-seq(rank=222); Enrichr--Queries(rank=401); GTEx--Coexpression(rank=919); ARCHS4--Coexpression(rank=1338)","940","0.28560000000000002","Enrichr Queries,0.2856"
"MEIS1","1.74952111218624795","-0.740603083586082511","1.94482833183730075","0.9845821201458221372","1.47831750920321059","Activated","127","viper","127","1.47831750920321059",NA,NA,"5","Enrichr--Queries(rank=11); Literature--ChIP-seq(rank=72); GTEx--Coexpression(rank=190); ReMap--ChIP-seq(rank=206); ARCHS4--Coexpression(rank=1217)","36","0.00783500000000000","Enrichr Queries,0.007835"
"E2F5","-2.07482950686622125","-1.265675757832855242","-1.08053462988115734","-1.4736799648600777957","1.47367996486007780","Repressed","128","viper","128","1.47367996486007780",NA,NA,"4","ReMap--ChIP-seq(rank=157); GTEx--Coexpression(rank=268); Enrichr--Queries(rank=574); ARCHS4--Coexpression(rank=1226)","590","0.16680000000000000","GTEx Coexpression,0.1668"
"MYOD1","2.23208359360768327","-0.411504833133507109","1.73136434371650250","1.1839810347302262006","1.45831759015256424","Activated","129","viper","129","1.45831759015256424",NA,NA,"5","ENCODE--ChIP-seq(rank=36); GTEx--Coexpression(rank=128); ARCHS4--Coexpression(rank=144); ReMap--ChIP-seq(rank=273); Enrichr--Queries(rank=902)","331","0.07965000000000000","GTEx Coexpression,0.07965"
"TCF3","-0.07427857045371701","-1.984284676212543896","-2.30229988131082530","-1.4536210426590290279","1.45362104265902903","Repressed","130","viper","130","1.45362104265902903",NA,NA,"6","Literature--ChIP-seq(rank=39); ENCODE--ChIP-seq(rank=72); ReMap--ChIP-seq(rank=281); ARCHS4--Coexpression(rank=622); GTEx--Coexpression(rank=728); Enrichr--Queries(rank=1252)","804","0.23780000000000001","Literature ChIP-seq,0.2378"
"CREM","1.19770230644635145","1.593284598247522554","1.56305851157582976","1.4513484720899010316","1.45134847208990103","Activated","131","viper","131","1.45134847208990103",NA,NA,"5","ReMap--ChIP-seq(rank=104); Literature--ChIP-seq(rank=127); ARCHS4--Coexpression(rank=249); Enrichr--Queries(rank=297); GTEx--Coexpression(rank=1353)","543","0.15290000000000001","ARCHS4 Coexpression,0.1529"
"CTCFL","1.99734028058641688","-1.175826926635742176","-1.17886934360023177","-0.1191186632165190246","1.45067885027413013","Repressed","132","viper","132","1.45067885027413013",NA,NA,"5","ENCODE--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=213); Enrichr--Queries(rank=933); ARCHS4--Coexpression(rank=959); GTEx--Coexpression(rank=1151)","1474","0.58909999999999985","ARCHS4 Coexpression,0.5891"
"EOMES","0.36440365372936018","-2.555618846335354188","1.40791302437719335","-0.2611007227429335553","1.44264517481396926","Repressed","133","viper","133","1.44264517481396926",NA,NA,"5","ReMap--ChIP-seq(rank=78); Literature--ChIP-seq(rank=105); GTEx--Coexpression(rank=714); ARCHS4--Coexpression(rank=746); Enrichr--Queries(rank=1001)","889","0.26260000000000000","ReMap ChIP-seq,0.2626"
"FOXJ2","0.65498607157034761","1.072116028396645548","2.58379862536912608","1.4369669084453731145","1.43696690844537311","Activated","134","viper","134","1.43696690844537311",NA,NA,"4","ReMap--ChIP-seq(rank=66); GTEx--Coexpression(rank=752); Enrichr--Queries(rank=812); ARCHS4--Coexpression(rank=1247)","760","0.22220000000000001","ReMap ChIP-seq,0.2222"
"BHLHE40","-2.46684614249642964","0.312287358530933146","-1.49918715153764248","-1.2179153118343797324","1.42610688418833509","Repressed","135","viper","135","1.42610688418833509",NA,NA,"4","ENCODE--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=61); ARCHS4--Coexpression(rank=202); GTEx--Coexpression(rank=259)","457","0.12410000000000000","ARCHS4 Coexpression,0.1241"
"IRF9","1.17765169429911354","2.042300200590011716","1.05433051167877623","1.4247608021893005681","1.42476080218930057","Activated","136","viper","136","1.42476080218930057",NA,NA,"4","Enrichr--Queries(rank=6); ReMap--ChIP-seq(rank=28); ARCHS4--Coexpression(rank=422); GTEx--Coexpression(rank=1137)","17","0.00427400000000000","Enrichr Queries,0.004274"
"NFKB2","-2.16414622844252369","-1.813243320218838051","-0.27882420768220145","-1.4187379187811879344","1.41873791878118793","Repressed","137","viper","137","1.41873791878118793",NA,NA,"4","Enrichr--Queries(rank=145); ReMap--ChIP-seq(rank=200); ARCHS4--Coexpression(rank=231); GTEx--Coexpression(rank=539)","403","0.10330000000000000","Enrichr Queries,0.1033"
"PBX2","1.87776342104524163","0.357363331898967129","1.99445911608923554","1.4098619563444814151","1.40986195634448142","Activated","138","viper","138","1.40986195634448142",NA,NA,"4","ReMap--ChIP-seq(rank=58); ARCHS4--Coexpression(rank=537); Enrichr--Queries(rank=770); GTEx--Coexpression(rank=926)","680","0.19530000000000000","ReMap ChIP-seq,0.1953"
"SOX11","1.76018632349766402","0.345617053851314748","2.10306017430349579","1.4029545172174913148","1.40295451721749131","Activated","139","viper","139","1.40295451721749131",NA,NA,"5","ReMap--ChIP-seq(rank=101); Literature--ChIP-seq(rank=110); Enrichr--Queries(rank=641); ARCHS4--Coexpression(rank=941); GTEx--Coexpression(rank=1575)","1080","0.34010000000000001","ReMap ChIP-seq,0.3401"
"PROX1","1.43863768634755140","-0.880054161675270286","1.83665561002664446","0.7984130448996418217","1.38511581934982186","Activated","140","viper","140","1.38511581934982186",NA,NA,"4","ReMap--ChIP-seq(rank=34); ARCHS4--Coexpression(rank=293); Enrichr--Queries(rank=318); GTEx--Coexpression(rank=570)","431","0.11450000000000000","ReMap ChIP-seq,0.1145"
"MYB","-2.69614963389367279","0.075161443138516679","-1.34792852972838006","-1.3229722401611787586","1.37307986892018974","Repressed","141","viper","141","1.37307986892018974",NA,NA,"6","ENCODE--ChIP-seq(rank=54); Literature--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=140); ARCHS4--Coexpression(rank=322); GTEx--Coexpression(rank=645); Enrichr--Queries(rank=702)","688","0.19780000000000000","ARCHS4 Coexpression,0.1978"
"FOS","1.88148617922413375","2.009759911954458467","-0.21352694845463088","1.2259063809079873142","1.36825767987774127","Activated","142","viper","142","1.36825767987774127",NA,NA,"5","GTEx--Coexpression(rank=11); ENCODE--ChIP-seq(rank=13); ARCHS4--Coexpression(rank=48); ReMap--ChIP-seq(rank=48); Enrichr--Queries(rank=173)","32","0.00684500000000000","GTEx Coexpression,0.006845"
