"TF","DLD1_HCT15_SW48","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"NFATC1","2.149932131207475283","2.149932131207475283","2.149932131207475283","Activated","80","viper","80","2.149932131207475283",NA,NA,"5","GTEx--Coexpression(rank=44); ARCHS4--Coexpression(rank=99); Enrichr--Queries(rank=108); ENCODE--ChIP-seq(rank=111); ReMap--ChIP-seq(rank=239)","103","0.027380000000000002","GTEx Coexpression,0.02738"
"GATA3","2.126989707255984463","2.126989707255984463","2.126989707255984463","Activated","81","viper","81","2.126989707255984463",NA,NA,"6","ENCODE--ChIP-seq(rank=11); Literature--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=111); GTEx--Coexpression(rank=120); Enrichr--Queries(rank=198); ARCHS4--Coexpression(rank=374)","272","0.074670000000000000","GTEx Coexpression,0.07467"
"PBX3","2.125143106623320399","2.125143106623320399","2.125143106623320399","Activated","82","viper","82","2.125143106623320399",NA,NA,"5","ENCODE--ChIP-seq(rank=85); ReMap--ChIP-seq(rank=203); GTEx--Coexpression(rank=335); Enrichr--Queries(rank=586); ARCHS4--Coexpression(rank=682)","715","0.208499999999999991","GTEx Coexpression,0.2085"
"FOSL2","2.109861803893902543","2.109861803893902543","2.109861803893902543","Activated","83","viper","83","2.109861803893902543",NA,NA,"5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=14); Enrichr--Queries(rank=19); ARCHS4--Coexpression(rank=352); GTEx--Coexpression(rank=374)","52","0.013530000000000000","Enrichr Queries,0.01353"
"CEBPG","2.107846552936726514","2.107846552936726514","2.107846552936726514","Activated","84","viper","84","2.107846552936726514",NA,NA,"4","Enrichr--Queries(rank=66); ReMap--ChIP-seq(rank=97); GTEx--Coexpression(rank=428); ARCHS4--Coexpression(rank=1173)","184","0.047010000000000003","Enrichr Queries,0.04701"
"OTX2","2.101062603337200407","2.101062603337200407","2.101062603337200407","Activated","85","viper","85","2.101062603337200407",NA,NA,"4","ReMap--ChIP-seq(rank=195); GTEx--Coexpression(rank=1208); Enrichr--Queries(rank=1331); ARCHS4--Coexpression(rank=1398)","1505","0.656599999999999961","ReMap ChIP-seq,0.6566"
"ARNT","2.065763979383341109","2.065763979383341109","2.065763979383341109","Activated","86","viper","86","2.065763979383341109",NA,NA,"5","ReMap--ChIP-seq(rank=29); Literature--ChIP-seq(rank=50); ARCHS4--Coexpression(rank=845); GTEx--Coexpression(rank=1050); Enrichr--Queries(rank=1161)","350","0.097640000000000005","ReMap ChIP-seq,0.09764"
"E2F5","-2.063805756770127786","-2.063805756770127786","2.063805756770127786","Repressed","87","viper","87","2.063805756770127786",NA,NA,"4","ReMap--ChIP-seq(rank=122); Enrichr--Queries(rank=451); GTEx--Coexpression(rank=901); ARCHS4--Coexpression(rank=1371)","993","0.321199999999999986","Enrichr Queries,0.3212"
"IRF9","2.051941724034190173","2.051941724034190173","2.051941724034190173","Activated","88","viper","88","2.051941724034190173",NA,NA,"4","Enrichr--Queries(rank=62); ReMap--ChIP-seq(rank=74); ARCHS4--Coexpression(rank=171); GTEx--Coexpression(rank=658)","173","0.044159999999999998","Enrichr Queries,0.04416"
"ATF3","-2.026376772749468369","-2.026376772749468369","2.026376772749468369","Repressed","89","viper","89","2.026376772749468369",NA,NA,"6","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=3); GTEx--Coexpression(rank=3); Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=51); ENCODE--ChIP-seq(rank=77)","1","0.000614300000000000","ARCHS4 Coexpression,6.143E-4"
"WT1","2.019001819078331206","2.019001819078331206","2.019001819078331206","Activated","90","viper","90","2.019001819078331206",NA,NA,"4","Literature--ChIP-seq(rank=44); Enrichr--Queries(rank=222); GTEx--Coexpression(rank=346); ARCHS4--Coexpression(rank=612)","548","0.158099999999999991","Enrichr Queries,0.1581"
"ZNF639","-1.997623470184864303","-1.997623470184864303","1.997623470184864303","Repressed","91","viper","91","1.997623470184864303",NA,NA,"4","ReMap--ChIP-seq(rank=251); ARCHS4--Coexpression(rank=581); Enrichr--Queries(rank=1190); GTEx--Coexpression(rank=1569)","1082","0.356899999999999995","ARCHS4 Coexpression,0.3569"
"CREM","1.957015053702158003","1.957015053702158003","1.957015053702158003","Activated","92","viper","92","1.957015053702158003",NA,NA,"5","Enrichr--Queries(rank=23); ARCHS4--Coexpression(rank=100); Literature--ChIP-seq(rank=149); ReMap--ChIP-seq(rank=173); GTEx--Coexpression(rank=524)","64","0.016379999999999999","Enrichr Queries,0.01638"
"EHF","1.936192703288702743","1.936192703288702743","1.936192703288702743","Activated","93","viper","93","1.936192703288702743",NA,NA,"4","ARCHS4--Coexpression(rank=6); GTEx--Coexpression(rank=13); Enrichr--Queries(rank=124); ReMap--ChIP-seq(rank=222)","14","0.003686000000000000","ARCHS4 Coexpression,0.003686"
"HMBOX1","-1.915936784016107230","-1.915936784016107230","1.915936784016107230","Repressed","94","viper","94","1.915936784016107230",NA,NA,"4","ReMap--ChIP-seq(rank=103); GTEx--Coexpression(rank=332); ARCHS4--Coexpression(rank=606); Enrichr--Queries(rank=1053)","709","0.206600000000000006","GTEx Coexpression,0.2066"
"GATA6","1.908104838944155057","1.908104838944155057","1.908104838944155057","Activated","95","viper","95","1.908104838944155057",NA,NA,"5","ReMap--ChIP-seq(rank=39); Literature--ChIP-seq(rank=43); Enrichr--Queries(rank=112); ARCHS4--Coexpression(rank=205); GTEx--Coexpression(rank=483)","292","0.079769999999999994","Enrichr Queries,0.07977"
"LHX2","1.907796570244473688","1.907796570244473688","1.907796570244473688","Activated","96","viper","96","1.907796570244473688",NA,NA,"4","ReMap--ChIP-seq(rank=196); Enrichr--Queries(rank=454); ARCHS4--Coexpression(rank=598); GTEx--Coexpression(rank=1446)","998","0.323400000000000021","Enrichr Queries,0.3234"
"TCF4","1.899649640892880020","1.899649640892880020","1.899649640892880020","Activated","97","viper","97","1.899649640892880020",NA,NA,"5","ReMap--ChIP-seq(rank=16); Literature--ChIP-seq(rank=41); GTEx--Coexpression(rank=87); ARCHS4--Coexpression(rank=563); Enrichr--Queries(rank=781)","206","0.053870000000000001","ReMap ChIP-seq,0.05387"
"GABPA","1.897400978649872449","1.897400978649872449","1.897400978649872449","Activated","98","viper","98","1.897400978649872449",NA,NA,"6","Literature--ChIP-seq(rank=32); ENCODE--ChIP-seq(rank=96); ReMap--ChIP-seq(rank=293); GTEx--Coexpression(rank=487); Enrichr--Queries(rank=1176); ARCHS4--Coexpression(rank=1210)","673","0.195099999999999996","Literature ChIP-seq,0.1951"
"EBF1","1.887281058799688882","1.887281058799688882","1.887281058799688882","Activated","99","viper","99","1.887281058799688882",NA,NA,"5","ENCODE--ChIP-seq(rank=116); ReMap--ChIP-seq(rank=151); ARCHS4--Coexpression(rank=166); GTEx--Coexpression(rank=256); Enrichr--Queries(rank=882)","366","0.101999999999999993","ARCHS4 Coexpression,0.102"
"RARA","1.886160354493257696","1.886160354493257696","1.886160354493257696","Activated","100","viper","100","1.886160354493257696",NA,NA,"5","Literature--ChIP-seq(rank=49); Enrichr--Queries(rank=110); ARCHS4--Coexpression(rank=188); ReMap--ChIP-seq(rank=209); GTEx--Coexpression(rank=801)","285","0.078350000000000003","Enrichr Queries,0.07835"
"PBX2","1.880772734054503514","1.880772734054503514","1.880772734054503514","Activated","101","viper","101","1.880772734054503514",NA,NA,"4","ReMap--ChIP-seq(rank=15); GTEx--Coexpression(rank=587); ARCHS4--Coexpression(rank=705); Enrichr--Queries(rank=944)","199","0.050509999999999999","ReMap ChIP-seq,0.05051"
"NANOG","1.860429535819575264","1.860429535819575264","1.860429535819575264","Activated","102","viper","102","1.860429535819575264",NA,NA,"6","Literature--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=49); ReMap--ChIP-seq(rank=262); GTEx--Coexpression(rank=289); Enrichr--Queries(rank=662); ARCHS4--Coexpression(rank=1388)","166","0.042680000000000003","Literature ChIP-seq,0.04268"
"KLF5","1.837104361353564919","1.837104361353564919","1.837104361353564919","Activated","103","viper","103","1.837104361353564919",NA,NA,"5","ARCHS4--Coexpression(rank=34); Enrichr--Queries(rank=46); Literature--ChIP-seq(rank=83); GTEx--Coexpression(rank=115); ReMap--ChIP-seq(rank=115)","79","0.020879999999999999","ARCHS4 Coexpression,0.02088"
"HSF1","1.827508101874010693","1.827508101874010693","1.827508101874010693","Activated","104","viper","104","1.827508101874010693",NA,NA,"5","Literature--ChIP-seq(rank=27); ENCODE--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=260); GTEx--Coexpression(rank=771); ARCHS4--Coexpression(rank=1424)","572","0.164599999999999996","Literature ChIP-seq,0.1646"
"FOXA1","1.827025190632874052","1.827025190632874052","1.827025190632874052","Activated","105","viper","105","1.827025190632874052",NA,NA,"6","ENCODE--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=83); Literature--ChIP-seq(rank=85); Enrichr--Queries(rank=201); ARCHS4--Coexpression(rank=399); GTEx--Coexpression(rank=1417)","499","0.143199999999999994","Enrichr Queries,0.1432"
"ARID2","1.800623642211862885","1.800623642211862885","1.800623642211862885","Activated","106","viper","106","1.800623642211862885",NA,NA,"4","ReMap--ChIP-seq(rank=140); GTEx--Coexpression(rank=262); ARCHS4--Coexpression(rank=447); Enrichr--Queries(rank=1206)","564","0.163000000000000006","GTEx Coexpression,0.163"
"IRF2","1.790067282411657690","1.790067282411657690","1.790067282411657690","Activated","107","viper","107","1.790067282411657690",NA,NA,"4","ReMap--ChIP-seq(rank=215); ARCHS4--Coexpression(rank=218); Enrichr--Queries(rank=405); GTEx--Coexpression(rank=884)","467","0.133899999999999991","ARCHS4 Coexpression,0.1339"
"ETV1","1.785540347103441672","1.785540347103441672","1.785540347103441672","Activated","108","viper","108","1.785540347103441672",NA,NA,"4","ReMap--ChIP-seq(rank=218); Enrichr--Queries(rank=516); GTEx--Coexpression(rank=912); ARCHS4--Coexpression(rank=1503)","1108","0.367499999999999993","Enrichr Queries,0.3675"
"MAX","1.764225217771097087","1.764225217771097087","1.764225217771097087","Activated","109","viper","109","1.764225217771097087",NA,NA,"5","ENCODE--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=184); GTEx--Coexpression(rank=228); Enrichr--Queries(rank=805); ARCHS4--Coexpression(rank=1556)","493","0.141899999999999998","GTEx Coexpression,0.1419"
"NCOA2","1.750272519933817161","1.750272519933817161","1.750272519933817161","Activated","110","viper","110","1.750272519933817161",NA,NA,"4","ReMap--ChIP-seq(rank=41); ARCHS4--Coexpression(rank=270); GTEx--Coexpression(rank=437); Enrichr--Queries(rank=1297)","478","0.138000000000000012","ReMap ChIP-seq,0.138"
"ERG","1.722452650514660011","1.722452650514660011","1.722452650514660011","Activated","111","viper","111","1.722452650514660011",NA,NA,"5","GTEx--Coexpression(rank=69); Literature--ChIP-seq(rank=109); ARCHS4--Coexpression(rank=116); ReMap--ChIP-seq(rank=264); Enrichr--Queries(rank=711)","168","0.042939999999999999","GTEx Coexpression,0.04294"
"NFKB2","-1.721632738919816941","-1.721632738919816941","1.721632738919816941","Repressed","112","viper","112","1.721632738919816941",NA,NA,"4","Enrichr--Queries(rank=43); ARCHS4--Coexpression(rank=93); ReMap--ChIP-seq(rank=205); GTEx--Coexpression(rank=790)","119","0.030630000000000001","Enrichr Queries,0.03063"
"ZNF24","-1.719360558209196199","-1.719360558209196199","1.719360558209196199","Repressed","113","viper","113","1.719360558209196199",NA,NA,"4","ReMap--ChIP-seq(rank=104); Enrichr--Queries(rank=1290); ARCHS4--Coexpression(rank=1375); GTEx--Coexpression(rank=1465)","1064","0.350200000000000011","ReMap ChIP-seq,0.3502"
"MYB","-1.709227951231942377","-1.709227951231942377","1.709227951231942377","Repressed","114","viper","114","1.709227951231942377",NA,NA,"6","ReMap--ChIP-seq(rank=64); ENCODE--ChIP-seq(rank=118); Literature--ChIP-seq(rank=134); Enrichr--Queries(rank=632); ARCHS4--Coexpression(rank=849); GTEx--Coexpression(rank=1090)","735","0.215499999999999997","ReMap ChIP-seq,0.2155"
"KLF9","1.685240724405331347","1.685240724405331347","1.685240724405331347","Activated","115","viper","115","1.685240724405331347",NA,NA,"4","ARCHS4--Coexpression(rank=28); Enrichr--Queries(rank=47); ReMap--ChIP-seq(rank=277); GTEx--Coexpression(rank=836)","68","0.017200000000000000","ARCHS4 Coexpression,0.0172"
"ESR2","1.679062114968132624","1.679062114968132624","1.679062114968132624","Activated","116","viper","116","1.679062114968132624",NA,NA,"5","Literature--ChIP-seq(rank=10); ReMap--ChIP-seq(rank=121); ARCHS4--Coexpression(rank=448); Enrichr--Queries(rank=780); GTEx--Coexpression(rank=1443)","228","0.060979999999999999","Literature ChIP-seq,0.06098"
"SOX11","1.666575120383846587","1.666575120383846587","1.666575120383846587","Activated","117","viper","117","1.666575120383846587",NA,NA,"5","Literature--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=231); ARCHS4--Coexpression(rank=524); Enrichr--Queries(rank=1026); GTEx--Coexpression(rank=1590)","995","0.321900000000000019","ARCHS4 Coexpression,0.3219"
"TBP","1.666032333280205835","1.666032333280205835","1.666032333280205835","Activated","118","viper","118","1.666032333280205835",NA,NA,"5","ENCODE--ChIP-seq(rank=62); Literature--ChIP-seq(rank=131); ReMap--ChIP-seq(rank=154); GTEx--Coexpression(rank=850); ARCHS4--Coexpression(rank=1453)","1346","0.518499999999999961","ReMap ChIP-seq,0.5185"
"EPAS1","1.639595446431907577","1.639595446431907577","1.639595446431907577","Activated","119","viper","119","1.639595446431907577",NA,NA,"4","GTEx--Coexpression(rank=50); Enrichr--Queries(rank=75); ReMap--ChIP-seq(rank=172); ARCHS4--Coexpression(rank=307)","121","0.031109999999999999","GTEx Coexpression,0.03111"
"TP63","1.630021604001119506","1.630021604001119506","1.630021604001119506","Activated","120","viper","120","1.630021604001119506",NA,NA,"5","Literature--ChIP-seq(rank=82); GTEx--Coexpression(rank=196); ReMap--ChIP-seq(rank=206); Enrichr--Queries(rank=223); ARCHS4--Coexpression(rank=415)","431","0.121999999999999997","GTEx Coexpression,0.122"
"ETS1","1.629679801489913427","1.629679801489913427","1.629679801489913427","Activated","121","viper","121","1.629679801489913427",NA,NA,"6","ENCODE--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=144); Literature--ChIP-seq(rank=148); Enrichr--Queries(rank=295); GTEx--Coexpression(rank=299); ARCHS4--Coexpression(rank=328)","641","0.186099999999999988","GTEx Coexpression,0.1861"
"PPARG","1.627829597257845817","1.627829597257845817","1.627829597257845817","Activated","122","viper","122","1.627829597257845817",NA,NA,"5","ReMap--ChIP-seq(rank=18); Literature--ChIP-seq(rank=24); Enrichr--Queries(rank=52); GTEx--Coexpression(rank=68); ARCHS4--Coexpression(rank=118)","144","0.037039999999999997","Enrichr Queries,0.03704"
"THAP11","1.624355639923500183","1.624355639923500183","1.624355639923500183","Activated","123","viper","123","1.624355639923500183",NA,NA,"5","Literature--ChIP-seq(rank=145); ReMap--ChIP-seq(rank=223); GTEx--Coexpression(rank=589); Enrichr--Queries(rank=1228); ARCHS4--Coexpression(rank=1593)","1107","0.366499999999999992","GTEx Coexpression,0.3665"
"TCF3","-1.618420190454383345","-1.618420190454383345","1.618420190454383345","Repressed","124","viper","124","1.618420190454383345",NA,NA,"6","Literature--ChIP-seq(rank=13); ENCODE--ChIP-seq(rank=52); ReMap--ChIP-seq(rank=273); ARCHS4--Coexpression(rank=1030); GTEx--Coexpression(rank=1133); Enrichr--Queries(rank=1164)","290","0.079269999999999993","Literature ChIP-seq,0.07927"
"ATF2","1.604985775294049510","1.604985775294049510","1.604985775294049510","Activated","125","viper","125","1.604985775294049510",NA,NA,"5","ENCODE--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=236); GTEx--Coexpression(rank=773); Enrichr--Queries(rank=1100); ARCHS4--Coexpression(rank=1290)","1297","0.480999999999999983","GTEx Coexpression,0.481"
"FOXO4","1.602042145031553622","1.602042145031553622","1.602042145031553622","Activated","126","viper","126","1.602042145031553622",NA,NA,"3","Enrichr--Queries(rank=215); ARCHS4--Coexpression(rank=308); GTEx--Coexpression(rank=1469)","532","0.153100000000000014","Enrichr Queries,0.1531"
"E2F6","1.568130942405007611","1.568130942405007611","1.568130942405007611","Activated","127","viper","127","1.568130942405007611",NA,NA,"5","ENCODE--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=245); GTEx--Coexpression(rank=285); Enrichr--Queries(rank=382); ARCHS4--Coexpression(rank=599)","611","0.177300000000000013","GTEx Coexpression,0.1773"
"ELK1","1.558516140663014360","1.558516140663014360","1.558516140663014360","Activated","128","viper","128","1.558516140663014360",NA,NA,"5","Literature--ChIP-seq(rank=37); ENCODE--ChIP-seq(rank=106); ReMap--ChIP-seq(rank=242); GTEx--Coexpression(rank=987); ARCHS4--Coexpression(rank=1429)","757","0.225599999999999995","Literature ChIP-seq,0.2256"
"PAX6","1.521640580224462136","1.521640580224462136","1.521640580224462136","Activated","129","viper","129","1.521640580224462136",NA,NA,"5","Literature--ChIP-seq(rank=152); ReMap--ChIP-seq(rank=163); ARCHS4--Coexpression(rank=355); Enrichr--Queries(rank=872); GTEx--Coexpression(rank=1214)","738","0.218099999999999988","ARCHS4 Coexpression,0.2181"
"ESRRA","1.511034847114867352","1.511034847114867352","1.511034847114867352","Activated","130","viper","130","1.511034847114867352",NA,NA,"5","ReMap--ChIP-seq(rank=19); ENCODE--ChIP-seq(rank=99); Enrichr--Queries(rank=554); GTEx--Coexpression(rank=858); ARCHS4--Coexpression(rank=1292)","237","0.063969999999999999","ReMap ChIP-seq,0.06397"
"KLF6","1.504003954673236665","1.504003954673236665","1.504003954673236665","Activated","131","viper","131","1.504003954673236665",NA,NA,"4","ReMap--ChIP-seq(rank=3); Enrichr--Queries(rank=81); ARCHS4--Coexpression(rank=92); GTEx--Coexpression(rank=218)","41","0.010100000000000000","ReMap ChIP-seq,0.0101"
"NR1H2","1.494360711563627042","1.494360711563627042","1.494360711563627042","Activated","132","viper","132","1.494360711563627042",NA,NA,"4","ReMap--ChIP-seq(rank=25); ARCHS4--Coexpression(rank=521); GTEx--Coexpression(rank=698); Enrichr--Queries(rank=817)","306","0.084180000000000005","ReMap ChIP-seq,0.08418"
"IRF1","1.488283485293710129","1.488283485293710129","1.488283485293710129","Activated","133","viper","133","1.488283485293710129",NA,NA,"6","ReMap--ChIP-seq(rank=8); Literature--ChIP-seq(rank=80); ARCHS4--Coexpression(rank=84); Enrichr--Queries(rank=94); ENCODE--ChIP-seq(rank=112); GTEx--Coexpression(rank=436)","101","0.026939999999999999","ReMap ChIP-seq,0.02694"
"TFAP2A","1.479347676545230916","1.479347676545230916","1.479347676545230916","Activated","134","viper","134","1.479347676545230916",NA,NA,"6","ENCODE--ChIP-seq(rank=41); GTEx--Coexpression(rank=97); Literature--ChIP-seq(rank=125); ReMap--ChIP-seq(rank=128); Enrichr--Queries(rank=615); ARCHS4--Coexpression(rank=678)","227","0.060359999999999997","GTEx Coexpression,0.06036"
"ELK4","1.470128903189383607","1.470128903189383607","1.470128903189383607","Activated","135","viper","135","1.470128903189383607",NA,NA,"5","ENCODE--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=255); ARCHS4--Coexpression(rank=577); Enrichr--Queries(rank=940); GTEx--Coexpression(rank=1179)","1074","0.354399999999999993","ARCHS4 Coexpression,0.3544"
"BHLHE22","-1.466560669689211727","-1.466560669689211727","1.466560669689211727","Repressed","136","viper","136","1.466560669689211727",NA,NA,"3","ReMap--ChIP-seq(rank=162); ARCHS4--Coexpression(rank=320); GTEx--Coexpression(rank=762)","677","0.196599999999999997","ARCHS4 Coexpression,0.1966"
"GFI1B","1.457543757858559941","1.457543757858559941","1.457543757858559941","Activated","137","viper","137","1.457543757858559941",NA,NA,"5","Literature--ChIP-seq(rank=71); ReMap--ChIP-seq(rank=116); Enrichr--Queries(rank=549); GTEx--Coexpression(rank=997); ARCHS4--Coexpression(rank=1497)","1156","0.390600000000000003","ReMap ChIP-seq,0.3906"
"FOXK2","1.422046446490125904","1.422046446490125904","1.422046446490125904","Activated","138","viper","138","1.422046446490125904",NA,NA,"4","ReMap--ChIP-seq(rank=113); GTEx--Coexpression(rank=594); ARCHS4--Coexpression(rank=1132); Enrichr--Queries(rank=1380)","1111","0.369599999999999984","GTEx Coexpression,0.3696"
"MYOD1","1.422046409481052098","1.422046409481052098","1.422046409481052098","Activated","139","viper","139","1.422046409481052098",NA,NA,"5","ENCODE--ChIP-seq(rank=46); GTEx--Coexpression(rank=89); ARCHS4--Coexpression(rank=167); ReMap--ChIP-seq(rank=201); Enrichr--Queries(rank=569)","211","0.055379999999999999","GTEx Coexpression,0.05538"
"HOXA9","1.416594614559037124","1.416594614559037124","1.416594614559037124","Activated","140","viper","140","1.416594614559037124",NA,NA,"4","GTEx--Coexpression(rank=60); ReMap--ChIP-seq(rank=290); Enrichr--Queries(rank=570); ARCHS4--Coexpression(rank=1535)","145","0.037339999999999998","GTEx Coexpression,0.03734"
"SIX2","1.410926657980025700","1.410926657980025700","1.410926657980025700","Activated","141","viper","141","1.410926657980025700",NA,NA,"4","ReMap--ChIP-seq(rank=179); GTEx--Coexpression(rank=320); Enrichr--Queries(rank=610); ARCHS4--Coexpression(rank=1264)","683","0.199099999999999999","GTEx Coexpression,0.1991"
"ZKSCAN1","1.405676925054805348","1.405676925054805348","1.405676925054805348","Activated","142","viper","142","1.405676925054805348",NA,NA,"5","ENCODE--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=145); GTEx--Coexpression(rank=835); ARCHS4--Coexpression(rank=967); Enrichr--Queries(rank=1292)","1307","0.488200000000000023","ReMap ChIP-seq,0.4882"
"TEAD4","1.397726182719437382","1.397726182719437382","1.397726182719437382","Activated","143","viper","143","1.397726182719437382",NA,NA,"6","ENCODE--ChIP-seq(rank=7); GTEx--Coexpression(rank=46); ReMap--ChIP-seq(rank=58); Literature--ChIP-seq(rank=110); Enrichr--Queries(rank=147); ARCHS4--Coexpression(rank=951)","109","0.028620000000000000","GTEx Coexpression,0.02862"
"KDM5B","1.393425370189989909","1.393425370189989909","1.393425370189989909","Activated","144","viper","144","1.393425370189989909",NA,NA,"5","ENCODE--ChIP-seq(rank=80); Literature--ChIP-seq(rank=150); ReMap--ChIP-seq(rank=241); GTEx--Coexpression(rank=711); ARCHS4--Coexpression(rank=777)","1242","0.442400000000000015","GTEx Coexpression,0.4424"
"MEF2B","1.386749502628084718","1.386749502628084718","1.386749502628084718","Activated","145","viper","145","1.386749502628084718",NA,NA,"4","Enrichr--Queries(rank=154); ReMap--ChIP-seq(rank=244); ARCHS4--Coexpression(rank=338); GTEx--Coexpression(rank=876)","390","0.109700000000000006","Enrichr Queries,0.1097"
"FOXP2","-1.374159456916178135","-1.374159456916178135","1.374159456916178135","Repressed","146","viper","146","1.374159456916178135",NA,NA,"6","ENCODE--ChIP-seq(rank=91); Literature--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=182); GTEx--Coexpression(rank=391); ARCHS4--Coexpression(rank=938); Enrichr--Queries(rank=1035)","800","0.243299999999999988","GTEx Coexpression,0.2433"
"KLF3","1.314614726896030872","1.314614726896030872","1.314614726896030872","Activated","147","viper","147","1.314614726896030872",NA,NA,"4","ReMap--ChIP-seq(rank=129); ARCHS4--Coexpression(rank=142); Enrichr--Queries(rank=322); GTEx--Coexpression(rank=430)","317","0.087220000000000006","ARCHS4 Coexpression,0.08722"
"STAT2","1.307431659817758884","1.307431659817758884","1.307431659817758884","Activated","148","viper","148","1.307431659817758884",NA,NA,"5","ENCODE--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=78); Enrichr--Queries(rank=130); ARCHS4--Coexpression(rank=224); GTEx--Coexpression(rank=1436)","334","0.092590000000000006","Enrichr Queries,0.09259"
"FOS","1.303395597050842403","1.303395597050842403","1.303395597050842403","Activated","149","viper","149","1.303395597050842403",NA,NA,"5","GTEx--Coexpression(rank=1); ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=6); Enrichr--Queries(rank=18); ARCHS4--Coexpression(rank=106)","2","0.000622300000000000","GTEx Coexpression,6.223E-4"
"ZNF274","-1.294764102405737916","-1.294764102405737916","1.294764102405737916","Repressed","150","viper","150","1.294764102405737916",NA,NA,"6","ENCODE--ChIP-seq(rank=86); Literature--ChIP-seq(rank=153); Enrichr--Queries(rank=174); ReMap--ChIP-seq(rank=288); ARCHS4--Coexpression(rank=390); GTEx--Coexpression(rank=1243)","435","0.123899999999999996","Enrichr Queries,0.1239"
"NR3C1","-1.290528189430445671","-1.290528189430445671","1.290528189430445671","Repressed","151","viper","151","1.290528189430445671",NA,NA,"6","ENCODE--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=49); Literature--ChIP-seq(rank=56); ARCHS4--Coexpression(rank=77); Enrichr--Queries(rank=361); GTEx--Coexpression(rank=1264)","186","0.047300000000000002","ARCHS4 Coexpression,0.0473"
"NRF1","1.267615653016879840","1.267615653016879840","1.267615653016879840","Activated","152","viper","152","1.267615653016879840",NA,NA,"5","ENCODE--ChIP-seq(rank=45); ARCHS4--Coexpression(rank=134); ReMap--ChIP-seq(rank=266); GTEx--Coexpression(rank=886); Enrichr--Queries(rank=1149)","301","0.082309999999999994","ARCHS4 Coexpression,0.08231"
"TAL1","1.259663008032446685","1.259663008032446685","1.259663008032446685","Activated","153","viper","153","1.259663008032446685",NA,NA,"6","ENCODE--ChIP-seq(rank=50); ReMap--ChIP-seq(rank=65); Literature--ChIP-seq(rank=114); GTEx--Coexpression(rank=243); ARCHS4--Coexpression(rank=643); Enrichr--Queries(rank=659)","526","0.151200000000000001","GTEx Coexpression,0.1512"
"POU4F2","1.254362906755354334","1.254362906755354334","1.254362906755354334","Activated","154","viper","154","1.254362906755354334",NA,NA,"4","ReMap--ChIP-seq(rank=281); ARCHS4--Coexpression(rank=659); GTEx--Coexpression(rank=862); Enrichr--Queries(rank=1130)","1181","0.404799999999999993","ARCHS4 Coexpression,0.4048"
"CREB3L1","1.201647645217967408","1.201647645217967408","1.201647645217967408","Activated","155","viper","155","1.201647645217967408",NA,NA,"4","Enrichr--Queries(rank=67); ARCHS4--Coexpression(rank=109); ReMap--ChIP-seq(rank=164); GTEx--Coexpression(rank=1235)","187","0.047719999999999999","Enrichr Queries,0.04772"
"ATF7","1.194706950128649137","1.194706950128649137","1.194706950128649137","Activated","156","viper","156","1.194706950128649137",NA,NA,"4","ReMap--ChIP-seq(rank=56); ARCHS4--Coexpression(rank=69); GTEx--Coexpression(rank=677); Enrichr--Queries(rank=1097)","165","0.042380000000000001","ARCHS4 Coexpression,0.04238"
"MEF2C","1.193813332295169172","1.193813332295169172","1.193813332295169172","Activated","157","viper","157","1.193813332295169172",NA,NA,"5","ENCODE--ChIP-seq(rank=56); GTEx--Coexpression(rank=76); ARCHS4--Coexpression(rank=133); ReMap--ChIP-seq(rank=168); Enrichr--Queries(rank=717)","185","0.047289999999999999","GTEx Coexpression,0.04729"
"HNF4A","-1.174735805795037225","-1.174735805795037225","1.174735805795037225","Repressed","158","viper","158","1.174735805795037225",NA,NA,"6","ENCODE--ChIP-seq(rank=20); ReMap--ChIP-seq(rank=50); Literature--ChIP-seq(rank=59); ARCHS4--Coexpression(rank=200); GTEx--Coexpression(rank=204); Enrichr--Queries(rank=496)","433","0.122899999999999995","ARCHS4 Coexpression,0.1229"
