"Analysis_Name","Methods","Method_Labels","Method_Count","DEG_ATF3_Primary_Significant","DEG_ATF3_FDR_Significant","Intersected_TF_Count","ATF3_Consensus_Rank","ATF3_Mean_Selected_Rank","ATF3_Best_Selected_Rank","ATF3_Worst_Selected_Rank","ATF3_Source_Method_Count","ATF3_CheA3_Library_Count","ATF3_CheA3_Integrated_TopRank","ATF3_Method_Details","Top1_TF"
"ALL","dorothea;chea3;enrichr;trrust","DoRothEA;ChEA3;ENRICHR;TRRUST",4,TRUE,FALSE,142,4,18.5,1,39,6,6,1,"DoRothEA(rank=39, P=0.15); ChEA3(rank=1); ENRICHR(rank=24, adjP=0.00482); TRRUST(rank=10, P=0.00121)","FOS"
"DLD1","dorothea;chea3;enrichr;trrust","DoRothEA;ChEA3;ENRICHR;TRRUST",4,TRUE,TRUE,160,24,114.5,42,244,6,6,244,"DoRothEA(rank=42, P=0.0391); ChEA3(rank=244); ENRICHR(rank=129, adjP=0.0312); TRRUST(rank=43, P=0.0206)","E2F1"
"DLD1_HCT15","dorothea;chea3;enrichr;trrust","DoRothEA;ChEA3;ENRICHR;TRRUST",4,TRUE,FALSE,149,2,6.75,1,13,6,6,1,"DoRothEA(rank=9, P=0.00137); ChEA3(rank=1); ENRICHR(rank=4, adjP=9.99e-05); TRRUST(rank=13, P=0.0102)","JUN"
"DLD1_HCT15_SW48","dorothea;chea3;enrichr;trrust","DoRothEA;ChEA3;ENRICHR;TRRUST",4,TRUE,FALSE,143,3,19,1,41,6,6,1,"DoRothEA(rank=22, P=0.0269); ChEA3(rank=1); ENRICHR(rank=12, adjP=0.000136); TRRUST(rank=41, P=0.0786)","JUN"
"HCT15","dorothea;chea3;enrichr;trrust","DoRothEA;ChEA3;ENRICHR;TRRUST",4,TRUE,TRUE,158,6,31.5,1,90,6,6,1,"DoRothEA(rank=30, P=0.00958); ChEA3(rank=1); ENRICHR(rank=5, adjP=4.52e-16); TRRUST(rank=90, P=0.0641)","JUN"
"HT55","dorothea;chea3;enrichr;trrust","DoRothEA;ChEA3;ENRICHR;TRRUST",4,FALSE,FALSE,157,6,47,4,99,6,6,4,"DoRothEA(rank=28, P=0.0132); ChEA3(rank=4); ENRICHR(rank=99, adjP=0.00249); TRRUST(rank=57, P=0.034)","ESR1"
"RKO","dorothea;chea3;enrichr;trrust","DoRothEA;ChEA3;ENRICHR;TRRUST",4,TRUE,TRUE,166,26,112,9,171,6,6,171,"DoRothEA(rank=138, P=0.185); ChEA3(rank=171); ENRICHR(rank=9, adjP=2.08e-14); TRRUST(rank=130, P=0.185)","E2F1"
"SW48","dorothea;chea3;enrichr;trrust","DoRothEA;ChEA3;ENRICHR;TRRUST",4,TRUE,FALSE,154,28,99,37,162,6,6,122,"DoRothEA(rank=75, P=0.102); ChEA3(rank=122); ENRICHR(rank=37, adjP=6.51e-07); TRRUST(rank=162, P=0.305)","TP53"
"SW948","dorothea;chea3;enrichr;trrust","DoRothEA;ChEA3;ENRICHR;TRRUST",4,TRUE,FALSE,155,10,58,2,154,6,6,2,"DoRothEA(rank=41, P=0.0126); ChEA3(rank=2); ENRICHR(rank=35, adjP=0.000155); TRRUST(rank=154, P=0.254)","NFKB1"
"ALL","dorothea;chea3;enrichr;collectri","DoRothEA;ChEA3;ENRICHR;CollecTRI",4,TRUE,FALSE,179,1,17.25,1,39,6,6,1,"DoRothEA(rank=39, P=0.15); ChEA3(rank=1); ENRICHR(rank=24, adjP=0.00482); CollecTRI(rank=5, P=5e-06)","ATF3"
"DLD1","dorothea;chea3;enrichr;collectri","DoRothEA;ChEA3;ENRICHR;CollecTRI",4,TRUE,TRUE,203,15,112.5,35,244,6,6,244,"DoRothEA(rank=42, P=0.0391); ChEA3(rank=244); ENRICHR(rank=129, adjP=0.0312); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","dorothea;chea3;enrichr;collectri","DoRothEA;ChEA3;ENRICHR;CollecTRI",4,TRUE,FALSE,188,1,5.5,1,9,6,6,1,"DoRothEA(rank=9, P=0.00137); ChEA3(rank=1); ENRICHR(rank=4, adjP=9.99e-05); CollecTRI(rank=8, P=0.00101)","ATF3"
"DLD1_HCT15_SW48","dorothea;chea3;enrichr;collectri","DoRothEA;ChEA3;ENRICHR;CollecTRI",4,TRUE,FALSE,182,1,10,1,22,6,6,1,"DoRothEA(rank=22, P=0.0269); ChEA3(rank=1); ENRICHR(rank=12, adjP=0.000136); CollecTRI(rank=5, P=1.4e-05)","ATF3"
"HCT15","dorothea;chea3;enrichr;collectri","DoRothEA;ChEA3;ENRICHR;CollecTRI",4,TRUE,TRUE,199,1,9.5,1,30,6,6,1,"DoRothEA(rank=30, P=0.00958); ChEA3(rank=1); ENRICHR(rank=5, adjP=4.52e-16); CollecTRI(rank=2, P=4.63e-07)","ATF3"
"HT55","dorothea;chea3;enrichr;collectri","DoRothEA;ChEA3;ENRICHR;CollecTRI",4,FALSE,FALSE,199,7,50,4,99,6,6,4,"DoRothEA(rank=28, P=0.0132); ChEA3(rank=4); ENRICHR(rank=99, adjP=0.00249); CollecTRI(rank=69, P=0.00385)","HIF1A"
"RKO","dorothea;chea3;enrichr;collectri","DoRothEA;ChEA3;ENRICHR;CollecTRI",4,TRUE,TRUE,210,20,125.5,9,184,6,6,171,"DoRothEA(rank=138, P=0.185); ChEA3(rank=171); ENRICHR(rank=9, adjP=2.08e-14); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","dorothea;chea3;enrichr;collectri","DoRothEA;ChEA3;ENRICHR;CollecTRI",4,TRUE,FALSE,193,9,70.25,37,122,6,6,122,"DoRothEA(rank=75, P=0.102); ChEA3(rank=122); ENRICHR(rank=37, adjP=6.51e-07); CollecTRI(rank=47, P=0.0107)","SMAD3"
"SW948","dorothea;chea3;enrichr;collectri","DoRothEA;ChEA3;ENRICHR;CollecTRI",4,TRUE,FALSE,195,1,20,2,41,6,6,2,"DoRothEA(rank=41, P=0.0126); ChEA3(rank=2); ENRICHR(rank=35, adjP=0.000155); CollecTRI(rank=2, P=1.6e-08)","ATF3"
"ALL","dorothea;chea3;trrust;collectri","DoRothEA;ChEA3;TRRUST;CollecTRI",4,TRUE,FALSE,172,1,13.75,1,39,6,6,1,"DoRothEA(rank=39, P=0.15); ChEA3(rank=1); TRRUST(rank=10, P=0.00121); CollecTRI(rank=5, P=5e-06)","ATF3"
"DLD1","dorothea;chea3;trrust;collectri","DoRothEA;ChEA3;TRRUST;CollecTRI",4,TRUE,TRUE,172,10,91,35,244,6,6,244,"DoRothEA(rank=42, P=0.0391); ChEA3(rank=244); TRRUST(rank=43, P=0.0206); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","dorothea;chea3;trrust;collectri","DoRothEA;ChEA3;TRRUST;CollecTRI",4,TRUE,FALSE,172,1,7.75,1,13,6,6,1,"DoRothEA(rank=9, P=0.00137); ChEA3(rank=1); TRRUST(rank=13, P=0.0102); CollecTRI(rank=8, P=0.00101)","ATF3"
"DLD1_HCT15_SW48","dorothea;chea3;trrust;collectri","DoRothEA;ChEA3;TRRUST;CollecTRI",4,TRUE,FALSE,172,1,17.25,1,41,6,6,1,"DoRothEA(rank=22, P=0.0269); ChEA3(rank=1); TRRUST(rank=41, P=0.0786); CollecTRI(rank=5, P=1.4e-05)","ATF3"
"HCT15","dorothea;chea3;trrust;collectri","DoRothEA;ChEA3;TRRUST;CollecTRI",4,TRUE,TRUE,172,4,30.75,1,90,6,6,1,"DoRothEA(rank=30, P=0.00958); ChEA3(rank=1); TRRUST(rank=90, P=0.0641); CollecTRI(rank=2, P=4.63e-07)","NFKB1"
"HT55","dorothea;chea3;trrust;collectri","DoRothEA;ChEA3;TRRUST;CollecTRI",4,FALSE,FALSE,171,4,39.5,4,69,6,6,4,"DoRothEA(rank=28, P=0.0132); ChEA3(rank=4); TRRUST(rank=57, P=0.034); CollecTRI(rank=69, P=0.00385)","VDR"
"RKO","dorothea;chea3;trrust;collectri","DoRothEA;ChEA3;TRRUST;CollecTRI",4,TRUE,TRUE,170,27,155.75,130,184,6,6,171,"DoRothEA(rank=138, P=0.185); ChEA3(rank=171); TRRUST(rank=130, P=0.185); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","dorothea;chea3;trrust;collectri","DoRothEA;ChEA3;TRRUST;CollecTRI",4,TRUE,FALSE,170,17,101.5,47,162,6,6,122,"DoRothEA(rank=75, P=0.102); ChEA3(rank=122); TRRUST(rank=162, P=0.305); CollecTRI(rank=47, P=0.0107)","SMAD3"
"SW948","dorothea;chea3;trrust;collectri","DoRothEA;ChEA3;TRRUST;CollecTRI",4,TRUE,FALSE,171,4,49.75,2,154,6,6,2,"DoRothEA(rank=41, P=0.0126); ChEA3(rank=2); TRRUST(rank=154, P=0.254); CollecTRI(rank=2, P=1.6e-08)","HIF1A"
"ALL","dorothea;viper;enrichr;trrust","DoRothEA;VIPER;ENRICHR;TRRUST",4,TRUE,FALSE,136,19,57.75,10,158,6,6,1,"DoRothEA(rank=39, P=0.15); VIPER(rank=158); ENRICHR(rank=24, adjP=0.00482); TRRUST(rank=10, P=0.00121)","ATF4"
"DLD1","dorothea;viper;enrichr;trrust","DoRothEA;VIPER;ENRICHR;TRRUST",4,TRUE,TRUE,153,30,79.75,42,129,6,6,244,"DoRothEA(rank=42, P=0.0391); VIPER(rank=105); ENRICHR(rank=129, adjP=0.0312); TRRUST(rank=43, P=0.0206)","E2F4"
"DLD1_HCT15","dorothea;viper;enrichr;trrust","DoRothEA;VIPER;ENRICHR;TRRUST",4,TRUE,FALSE,140,6,21.25,4,59,6,6,1,"DoRothEA(rank=9, P=0.00137); VIPER(rank=59); ENRICHR(rank=4, adjP=9.99e-05); TRRUST(rank=13, P=0.0102)","ATF4"
"DLD1_HCT15_SW48","dorothea;viper;enrichr;trrust","DoRothEA;VIPER;ENRICHR;TRRUST",4,TRUE,FALSE,137,14,41,12,89,6,6,1,"DoRothEA(rank=22, P=0.0269); VIPER(rank=89); ENRICHR(rank=12, adjP=0.000136); TRRUST(rank=41, P=0.0786)","NFKB1"
"HCT15","dorothea;viper;enrichr;trrust","DoRothEA;VIPER;ENRICHR;TRRUST",4,TRUE,TRUE,151,31,75.25,5,176,6,6,1,"DoRothEA(rank=30, P=0.00958); VIPER(rank=176); ENRICHR(rank=5, adjP=4.52e-16); TRRUST(rank=90, P=0.0641)","ATF4"
"HT55","dorothea;viper;enrichr;trrust","DoRothEA;VIPER;ENRICHR;TRRUST",4,FALSE,FALSE,148,43,91,28,180,6,6,4,"DoRothEA(rank=28, P=0.0132); VIPER(rank=180); ENRICHR(rank=99, adjP=0.00249); TRRUST(rank=57, P=0.034)","SP3"
"RKO","dorothea;viper;enrichr;trrust","DoRothEA;VIPER;ENRICHR;TRRUST",4,TRUE,TRUE,151,58,122,9,211,6,6,171,"DoRothEA(rank=138, P=0.185); VIPER(rank=211); ENRICHR(rank=9, adjP=2.08e-14); TRRUST(rank=130, P=0.185)","E2F4"
"SW48","dorothea;viper;enrichr;trrust","DoRothEA;VIPER;ENRICHR;TRRUST",4,TRUE,FALSE,147,62,120.25,37,207,6,6,122,"DoRothEA(rank=75, P=0.102); VIPER(rank=207); ENRICHR(rank=37, adjP=6.51e-07); TRRUST(rank=162, P=0.305)","TP53"
"SW948","dorothea;viper;enrichr;trrust","DoRothEA;VIPER;ENRICHR;TRRUST",4,TRUE,FALSE,150,44,95.5,35,154,6,6,2,"DoRothEA(rank=41, P=0.0126); VIPER(rank=152); ENRICHR(rank=35, adjP=0.000155); TRRUST(rank=154, P=0.254)","ATF4"
"ALL","dorothea;viper;enrichr;collectri","DoRothEA;VIPER;ENRICHR;CollecTRI",4,TRUE,FALSE,173,9,56.5,5,158,6,6,1,"DoRothEA(rank=39, P=0.15); VIPER(rank=158); ENRICHR(rank=24, adjP=0.00482); CollecTRI(rank=5, P=5e-06)","ATF4"
"DLD1","dorothea;viper;enrichr;collectri","DoRothEA;VIPER;ENRICHR;CollecTRI",4,TRUE,TRUE,196,17,77.75,35,129,6,6,244,"DoRothEA(rank=42, P=0.0391); VIPER(rank=105); ENRICHR(rank=129, adjP=0.0312); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","dorothea;viper;enrichr;collectri","DoRothEA;VIPER;ENRICHR;CollecTRI",4,TRUE,FALSE,179,5,20,4,59,6,6,1,"DoRothEA(rank=9, P=0.00137); VIPER(rank=59); ENRICHR(rank=4, adjP=9.99e-05); CollecTRI(rank=8, P=0.00101)","ATF4"
"DLD1_HCT15_SW48","dorothea;viper;enrichr;collectri","DoRothEA;VIPER;ENRICHR;CollecTRI",4,TRUE,FALSE,176,5,32,5,89,6,6,1,"DoRothEA(rank=22, P=0.0269); VIPER(rank=89); ENRICHR(rank=12, adjP=0.000136); CollecTRI(rank=5, P=1.4e-05)","STAT1"
"HCT15","dorothea;viper;enrichr;collectri","DoRothEA;VIPER;ENRICHR;CollecTRI",4,TRUE,TRUE,192,14,53.25,2,176,6,6,1,"DoRothEA(rank=30, P=0.00958); VIPER(rank=176); ENRICHR(rank=5, adjP=4.52e-16); CollecTRI(rank=2, P=4.63e-07)","ATF4"
"HT55","dorothea;viper;enrichr;collectri","DoRothEA;VIPER;ENRICHR;CollecTRI",4,FALSE,FALSE,190,35,94,28,180,6,6,4,"DoRothEA(rank=28, P=0.0132); VIPER(rank=180); ENRICHR(rank=99, adjP=0.00249); CollecTRI(rank=69, P=0.00385)","HIF1A"
"RKO","dorothea;viper;enrichr;collectri","DoRothEA;VIPER;ENRICHR;CollecTRI",4,TRUE,TRUE,195,44,135.5,9,211,6,6,171,"DoRothEA(rank=138, P=0.185); VIPER(rank=211); ENRICHR(rank=9, adjP=2.08e-14); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","dorothea;viper;enrichr;collectri","DoRothEA;VIPER;ENRICHR;CollecTRI",4,TRUE,FALSE,186,26,91.5,37,207,6,6,122,"DoRothEA(rank=75, P=0.102); VIPER(rank=207); ENRICHR(rank=37, adjP=6.51e-07); CollecTRI(rank=47, P=0.0107)","SMAD3"
"SW948","dorothea;viper;enrichr;collectri","DoRothEA;VIPER;ENRICHR;CollecTRI",4,TRUE,FALSE,190,13,57.5,2,152,6,6,2,"DoRothEA(rank=41, P=0.0126); VIPER(rank=152); ENRICHR(rank=35, adjP=0.000155); CollecTRI(rank=2, P=1.6e-08)","ATF4"
"ALL","dorothea;viper;trrust;collectri","DoRothEA;VIPER;TRRUST;CollecTRI",4,TRUE,FALSE,165,10,53,5,158,6,6,1,"DoRothEA(rank=39, P=0.15); VIPER(rank=158); TRRUST(rank=10, P=0.00121); CollecTRI(rank=5, P=5e-06)","ATF4"
"DLD1","dorothea;viper;trrust;collectri","DoRothEA;VIPER;TRRUST;CollecTRI",4,TRUE,TRUE,165,13,56.25,35,105,6,6,244,"DoRothEA(rank=42, P=0.0391); VIPER(rank=105); TRRUST(rank=43, P=0.0206); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","dorothea;viper;trrust;collectri","DoRothEA;VIPER;TRRUST;CollecTRI",4,TRUE,FALSE,162,6,22.25,8,59,6,6,1,"DoRothEA(rank=9, P=0.00137); VIPER(rank=59); TRRUST(rank=13, P=0.0102); CollecTRI(rank=8, P=0.00101)","ATF4"
"DLD1_HCT15_SW48","dorothea;viper;trrust;collectri","DoRothEA;VIPER;TRRUST;CollecTRI",4,TRUE,FALSE,164,6,39.25,5,89,6,6,1,"DoRothEA(rank=22, P=0.0269); VIPER(rank=89); TRRUST(rank=41, P=0.0786); CollecTRI(rank=5, P=1.4e-05)","STAT1"
"HCT15","dorothea;viper;trrust;collectri","DoRothEA;VIPER;TRRUST;CollecTRI",4,TRUE,TRUE,164,24,74.5,2,176,6,6,1,"DoRothEA(rank=30, P=0.00958); VIPER(rank=176); TRRUST(rank=90, P=0.0641); CollecTRI(rank=2, P=4.63e-07)","ATF4"
"HT55","dorothea;viper;trrust;collectri","DoRothEA;VIPER;TRRUST;CollecTRI",4,FALSE,FALSE,160,37,83.5,28,180,6,6,4,"DoRothEA(rank=28, P=0.0132); VIPER(rank=180); TRRUST(rank=57, P=0.034); CollecTRI(rank=69, P=0.00385)","VDR"
"RKO","dorothea;viper;trrust;collectri","DoRothEA;VIPER;TRRUST;CollecTRI",4,TRUE,TRUE,155,59,165.75,130,211,6,6,171,"DoRothEA(rank=138, P=0.185); VIPER(rank=211); TRRUST(rank=130, P=0.185); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","dorothea;viper;trrust;collectri","DoRothEA;VIPER;TRRUST;CollecTRI",4,TRUE,FALSE,161,51,122.75,47,207,6,6,122,"DoRothEA(rank=75, P=0.102); VIPER(rank=207); TRRUST(rank=162, P=0.305); CollecTRI(rank=47, P=0.0107)","SMAD3"
"SW948","dorothea;viper;trrust;collectri","DoRothEA;VIPER;TRRUST;CollecTRI",4,TRUE,FALSE,163,29,87.25,2,154,6,6,2,"DoRothEA(rank=41, P=0.0126); VIPER(rank=152); TRRUST(rank=154, P=0.254); CollecTRI(rank=2, P=1.6e-08)","ATF4"
"ALL","dorothea;enrichr;trrust;collectri","DoRothEA;ENRICHR;TRRUST;CollecTRI",4,TRUE,FALSE,141,4,19.5,5,39,6,6,1,"DoRothEA(rank=39, P=0.15); ENRICHR(rank=24, adjP=0.00482); TRRUST(rank=10, P=0.00121); CollecTRI(rank=5, P=5e-06)","ATF4"
"DLD1","dorothea;enrichr;trrust;collectri","DoRothEA;ENRICHR;TRRUST;CollecTRI",4,TRUE,TRUE,159,13,62.25,35,129,6,6,244,"DoRothEA(rank=42, P=0.0391); ENRICHR(rank=129, adjP=0.0312); TRRUST(rank=43, P=0.0206); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","dorothea;enrichr;trrust;collectri","DoRothEA;ENRICHR;TRRUST;CollecTRI",4,TRUE,FALSE,148,2,8.5,4,13,6,6,1,"DoRothEA(rank=9, P=0.00137); ENRICHR(rank=4, adjP=9.99e-05); TRRUST(rank=13, P=0.0102); CollecTRI(rank=8, P=0.00101)","ATF4"
"DLD1_HCT15_SW48","dorothea;enrichr;trrust;collectri","DoRothEA;ENRICHR;TRRUST;CollecTRI",4,TRUE,FALSE,142,2,20,5,41,6,6,1,"DoRothEA(rank=22, P=0.0269); ENRICHR(rank=12, adjP=0.000136); TRRUST(rank=41, P=0.0786); CollecTRI(rank=5, P=1.4e-05)","FOSL1"
"HCT15","dorothea;enrichr;trrust;collectri","DoRothEA;ENRICHR;TRRUST;CollecTRI",4,TRUE,TRUE,157,7,31.75,2,90,6,6,1,"DoRothEA(rank=30, P=0.00958); ENRICHR(rank=5, adjP=4.52e-16); TRRUST(rank=90, P=0.0641); CollecTRI(rank=2, P=4.63e-07)","ATF4"
"HT55","dorothea;enrichr;trrust;collectri","DoRothEA;ENRICHR;TRRUST;CollecTRI",4,FALSE,FALSE,156,21,63.25,28,99,6,6,4,"DoRothEA(rank=28, P=0.0132); ENRICHR(rank=99, adjP=0.00249); TRRUST(rank=57, P=0.034); CollecTRI(rank=69, P=0.00385)","SP3"
"RKO","dorothea;enrichr;trrust;collectri","DoRothEA;ENRICHR;TRRUST;CollecTRI",4,TRUE,TRUE,165,32,115.25,9,184,6,6,171,"DoRothEA(rank=138, P=0.185); ENRICHR(rank=9, adjP=2.08e-14); TRRUST(rank=130, P=0.185); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","dorothea;enrichr;trrust;collectri","DoRothEA;ENRICHR;TRRUST;CollecTRI",4,TRUE,FALSE,153,21,80.25,37,162,6,6,122,"DoRothEA(rank=75, P=0.102); ENRICHR(rank=37, adjP=6.51e-07); TRRUST(rank=162, P=0.305); CollecTRI(rank=47, P=0.0107)","SMAD4"
"SW948","dorothea;enrichr;trrust;collectri","DoRothEA;ENRICHR;TRRUST;CollecTRI",4,TRUE,FALSE,154,15,58,2,154,6,6,2,"DoRothEA(rank=41, P=0.0126); ENRICHR(rank=35, adjP=0.000155); TRRUST(rank=154, P=0.254); CollecTRI(rank=2, P=1.6e-08)","ATF4"
"ALL","chea3;viper;enrichr;trrust","ChEA3;VIPER;ENRICHR;TRRUST",4,TRUE,FALSE,136,9,48.25,1,158,6,6,1,"ChEA3(rank=1); VIPER(rank=158); ENRICHR(rank=24, adjP=0.00482); TRRUST(rank=10, P=0.00121)","JUN"
"DLD1","chea3;viper;enrichr;trrust","ChEA3;VIPER;ENRICHR;TRRUST",4,TRUE,TRUE,153,24,130.25,43,244,6,6,244,"ChEA3(rank=244); VIPER(rank=105); ENRICHR(rank=129, adjP=0.0312); TRRUST(rank=43, P=0.0206)","E2F1"
"DLD1_HCT15","chea3;viper;enrichr;trrust","ChEA3;VIPER;ENRICHR;TRRUST",4,TRUE,FALSE,140,2,19.25,1,59,6,6,1,"ChEA3(rank=1); VIPER(rank=59); ENRICHR(rank=4, adjP=9.99e-05); TRRUST(rank=13, P=0.0102)","JUN"
"DLD1_HCT15_SW48","chea3;viper;enrichr;trrust","ChEA3;VIPER;ENRICHR;TRRUST",4,TRUE,FALSE,137,4,35.75,1,89,6,6,1,"ChEA3(rank=1); VIPER(rank=89); ENRICHR(rank=12, adjP=0.000136); TRRUST(rank=41, P=0.0786)","JUN"
"HCT15","chea3;viper;enrichr;trrust","ChEA3;VIPER;ENRICHR;TRRUST",4,TRUE,TRUE,151,15,68,1,176,6,6,1,"ChEA3(rank=1); VIPER(rank=176); ENRICHR(rank=5, adjP=4.52e-16); TRRUST(rank=90, P=0.0641)","NFKB1"
"HT55","chea3;viper;enrichr;trrust","ChEA3;VIPER;ENRICHR;TRRUST",4,FALSE,FALSE,148,20,85,4,180,6,6,4,"ChEA3(rank=4); VIPER(rank=180); ENRICHR(rank=99, adjP=0.00249); TRRUST(rank=57, P=0.034)","CEBPB"
"RKO","chea3;viper;enrichr;trrust","ChEA3;VIPER;ENRICHR;TRRUST",4,TRUE,TRUE,151,28,130.25,9,211,6,6,171,"ChEA3(rank=171); VIPER(rank=211); ENRICHR(rank=9, adjP=2.08e-14); TRRUST(rank=130, P=0.185)","E2F4"
"SW48","chea3;viper;enrichr;trrust","ChEA3;VIPER;ENRICHR;TRRUST",4,TRUE,FALSE,147,36,132,37,207,6,6,122,"ChEA3(rank=122); VIPER(rank=207); ENRICHR(rank=37, adjP=6.51e-07); TRRUST(rank=162, P=0.305)","TP53"
"SW948","chea3;viper;enrichr;trrust","ChEA3;VIPER;ENRICHR;TRRUST",4,TRUE,FALSE,150,16,85.75,2,154,6,6,2,"ChEA3(rank=2); VIPER(rank=152); ENRICHR(rank=35, adjP=0.000155); TRRUST(rank=154, P=0.254)","JUN"
"ALL","chea3;viper;enrichr;collectri","ChEA3;VIPER;ENRICHR;CollecTRI",4,TRUE,FALSE,173,2,47,1,158,6,6,1,"ChEA3(rank=1); VIPER(rank=158); ENRICHR(rank=24, adjP=0.00482); CollecTRI(rank=5, P=5e-06)","CEBPB"
"DLD1","chea3;viper;enrichr;collectri","ChEA3;VIPER;ENRICHR;CollecTRI",4,TRUE,TRUE,196,15,128.25,35,244,6,6,244,"ChEA3(rank=244); VIPER(rank=105); ENRICHR(rank=129, adjP=0.0312); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","chea3;viper;enrichr;collectri","ChEA3;VIPER;ENRICHR;CollecTRI",4,TRUE,FALSE,179,1,18,1,59,6,6,1,"ChEA3(rank=1); VIPER(rank=59); ENRICHR(rank=4, adjP=9.99e-05); CollecTRI(rank=8, P=0.00101)","ATF3"
"DLD1_HCT15_SW48","chea3;viper;enrichr;collectri","ChEA3;VIPER;ENRICHR;CollecTRI",4,TRUE,FALSE,176,1,26.75,1,89,6,6,1,"ChEA3(rank=1); VIPER(rank=89); ENRICHR(rank=12, adjP=0.000136); CollecTRI(rank=5, P=1.4e-05)","ATF3"
"HCT15","chea3;viper;enrichr;collectri","ChEA3;VIPER;ENRICHR;CollecTRI",4,TRUE,TRUE,192,7,46,1,176,6,6,1,"ChEA3(rank=1); VIPER(rank=176); ENRICHR(rank=5, adjP=4.52e-16); CollecTRI(rank=2, P=4.63e-07)","NFKB1"
"HT55","chea3;viper;enrichr;collectri","ChEA3;VIPER;ENRICHR;CollecTRI",4,FALSE,FALSE,190,16,88,4,180,6,6,4,"ChEA3(rank=4); VIPER(rank=180); ENRICHR(rank=99, adjP=0.00249); CollecTRI(rank=69, P=0.00385)","CEBPB"
"RKO","chea3;viper;enrichr;collectri","ChEA3;VIPER;ENRICHR;CollecTRI",4,TRUE,TRUE,195,22,143.75,9,211,6,6,171,"ChEA3(rank=171); VIPER(rank=211); ENRICHR(rank=9, adjP=2.08e-14); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","chea3;viper;enrichr;collectri","ChEA3;VIPER;ENRICHR;CollecTRI",4,TRUE,FALSE,186,12,103.25,37,207,6,6,122,"ChEA3(rank=122); VIPER(rank=207); ENRICHR(rank=37, adjP=6.51e-07); CollecTRI(rank=47, P=0.0107)","SMAD3"
"SW948","chea3;viper;enrichr;collectri","ChEA3;VIPER;ENRICHR;CollecTRI",4,TRUE,FALSE,190,4,47.75,2,152,6,6,2,"ChEA3(rank=2); VIPER(rank=152); ENRICHR(rank=35, adjP=0.000155); CollecTRI(rank=2, P=1.6e-08)","FOS"
"ALL","chea3;viper;trrust;collectri","ChEA3;VIPER;TRRUST;CollecTRI",4,TRUE,FALSE,165,3,43.5,1,158,6,6,1,"ChEA3(rank=1); VIPER(rank=158); TRRUST(rank=10, P=0.00121); CollecTRI(rank=5, P=5e-06)","CEBPB"
"DLD1","chea3;viper;trrust;collectri","ChEA3;VIPER;TRRUST;CollecTRI",4,TRUE,TRUE,165,12,106.75,35,244,6,6,244,"ChEA3(rank=244); VIPER(rank=105); TRRUST(rank=43, P=0.0206); CollecTRI(rank=35, P=0.00577)","E2F4"
"DLD1_HCT15","chea3;viper;trrust;collectri","ChEA3;VIPER;TRRUST;CollecTRI",4,TRUE,FALSE,162,1,20.25,1,59,6,6,1,"ChEA3(rank=1); VIPER(rank=59); TRRUST(rank=13, P=0.0102); CollecTRI(rank=8, P=0.00101)","ATF3"
"DLD1_HCT15_SW48","chea3;viper;trrust;collectri","ChEA3;VIPER;TRRUST;CollecTRI",4,TRUE,FALSE,164,1,34,1,89,6,6,1,"ChEA3(rank=1); VIPER(rank=89); TRRUST(rank=41, P=0.0786); CollecTRI(rank=5, P=1.4e-05)","ATF3"
"HCT15","chea3;viper;trrust;collectri","ChEA3;VIPER;TRRUST;CollecTRI",4,TRUE,TRUE,164,10,67.25,1,176,6,6,1,"ChEA3(rank=1); VIPER(rank=176); TRRUST(rank=90, P=0.0641); CollecTRI(rank=2, P=4.63e-07)","NFKB1"
"HT55","chea3;viper;trrust;collectri","ChEA3;VIPER;TRRUST;CollecTRI",4,FALSE,FALSE,160,13,77.5,4,180,6,6,4,"ChEA3(rank=4); VIPER(rank=180); TRRUST(rank=57, P=0.034); CollecTRI(rank=69, P=0.00385)","VDR"
"RKO","chea3;viper;trrust;collectri","ChEA3;VIPER;TRRUST;CollecTRI",4,TRUE,TRUE,155,26,174,130,211,6,6,171,"ChEA3(rank=171); VIPER(rank=211); TRRUST(rank=130, P=0.185); CollecTRI(rank=184, P=0.0825)","E2F4"
"SW48","chea3;viper;trrust;collectri","ChEA3;VIPER;TRRUST;CollecTRI",4,TRUE,FALSE,161,30,134.5,47,207,6,6,122,"ChEA3(rank=122); VIPER(rank=207); TRRUST(rank=162, P=0.305); CollecTRI(rank=47, P=0.0107)","SMAD3"
